test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
TGFB2	0.870697090880582	0.252777577930788	0.246195299449776	0.331191515293651	1	Pericyte_cg_basement_membrane
TGFB1	0.947335920959775	0.219647925192807	0.213065646711795	0.288293534035182	2	Pericyte_cg_basement_membrane
RELN	0.851358503881441	0.175788281089046	0.169206002608033	0.212505706610415	3	Pericyte_cg_basement_membrane
COPA	0.857386497294757	0.169968351565643	0.16338607308463	0.212565819476489	4	Pericyte_cg_basement_membrane
CCN2	0.813592880106646	0.153854317518239	0.147272039037226	0.226964497771637	5	Pericyte_cg_basement_membrane
COL4A1	0.838194934525209	0.149033700235521	0.142451421754508	0.184297487125574	6	Pericyte_cg_basement_membrane
COL1A1	0.847741707833452	0.134424982111166	0.127842703630153	0.185633572584744	7	Pericyte_cg_basement_membrane
LGALS3BP	0.863042029326435	0.131659059776457	0.125076781295444	0.184701228460988	8	Pericyte_cg_basement_membrane
LTBP1	0.827658198071047	0.130704589985751	0.124122311504738	0.161975762791181	9	Pericyte_cg_basement_membrane
AGT	0.818415274837298	0.127941709862636	0.121359431381623	0.257669356470742	10	Pericyte_cg_basement_membrane
TIMP2	0.804712616639224	0.124331345415628	0.117749066934615	0.209918308425687	11	Pericyte_cg_basement_membrane
COL5A1	0.837577432760922	0.124242622660874	0.117660344179861	0.164480007574692	12	Pericyte_cg_basement_membrane
MMP14	0.836734493844589	0.123804767716173	0.117222489235161	0.235307528141825	13	Pericyte_cg_basement_membrane
BMP1	0.82957931467106	0.123055089243652	0.11647281076264	0.169756627491554	14	Pericyte_cg_basement_membrane
FN1	0.858043205520272	0.122593780496502	0.116011502015489	0.233016133755658	15	Pericyte_cg_basement_membrane
BMP5	0.812201050733165	0.120446299313073	0.11386402083206	0.148199321861771	16	Pericyte_cg_basement_membrane
IGFBP3	0.780737865600252	0.118774371055726	0.112192092574713	0.146300497749277	17	Pericyte_cg_basement_membrane
DLL4	0.787834235081944	0.118698568562859	0.112116290081847	0.184848232591162	18	Pericyte_cg_basement_membrane
OCLN	0.819513055751595	0.115911045509013	0.109328767028	0.144699954378197	19	Pericyte_cg_basement_membrane
INHBB	0.802389633811657	0.112942569401987	0.106360290920974	0.162545859395224	20	Pericyte_cg_basement_membrane
VTN	0.836636477691525	0.111393998323034	0.104811719842022	0.201532497869278	21	Pericyte_cg_basement_membrane
ICAM1	0.836587469614995	0.110393232922647	0.103810954441634	0.174747469855052	22	Pericyte_cg_basement_membrane
TGM2	0.81870932329648	0.108677360267875	0.102095081786863	0.0686942394370457	23	Pericyte_cg_basement_membrane
CRB3	0.823688543872033	0.103817679611521	0.0972354011305086	0.140167296623977	24	Pericyte_cg_basement_membrane
GGT1	0.835421077393557	0.10128412702319	0.094701848542177	0.157311178050226	25	Pericyte_cg_basement_membrane
ENG	0.853279620481459	0.100203450347965	0.0936211718669523	0.200326054263162	26	Pericyte_cg_basement_membrane
SEMA3F	0.84779071590998	0.0997029682943688	0.0931206898133562	0.15909275045452	27	Pericyte_cg_basement_membrane
OLFM2	0.767740923704227	0.0971990574832077	0.090616779002195	0.12495031336489	28	Pericyte_cg_basement_membrane
S100A9	0.808466635301502	0.0939242746008763	0.0873419961198636	0.173183065735077	29	Pericyte_cg_basement_membrane
JAM3	0.849162942052855	0.0937339662859979	0.0871516878049853	0.15429324808314	30	Pericyte_cg_basement_membrane
WNT3A	0.827413157688387	0.0936974136226416	0.0871151351416289	0.170110838037913	31	Pericyte_cg_basement_membrane
NTS	0.840410099584416	0.0913761058907711	0.0847938274097584	0.0897982894846811	32	Pericyte_cg_basement_membrane
C1QB	0.855220340312086	0.090574018954771	0.0839917404737584	0.157335997724246	33	Pericyte_cg_basement_membrane
