test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
TGFB2	0.860427548848898	0.218540292941226	0.209909683044793	0.313955285063357	1	Pericyte_cg_fibroblast_like
TGFB1	0.936032114528922	0.214214481678271	0.205583871781838	0.296926115736653	2	Pericyte_cg_fibroblast_like
CCN2	0.824163281098849	0.171302423878567	0.162671813982134	0.255877569287414	3	Pericyte_cg_fibroblast_like
TIMP2	0.796237183207581	0.156104021233954	0.147473411337521	0.245097091828537	4	Pericyte_cg_fibroblast_like
COPA	0.840065776745989	0.149268907648049	0.140638297751616	0.196520011142692	5	Pericyte_cg_fibroblast_like
VTN	0.822170632617524	0.139289210764819	0.130658600868387	0.255082222981497	6	Pericyte_cg_fibroblast_like
COL4A1	0.823853743470691	0.129522144415813	0.12089153451938	0.16782221566041	7	Pericyte_cg_fibroblast_like
MMP14	0.827287676533174	0.120701098070715	0.112070488174282	0.240533444017382	8	Pericyte_cg_fibroblast_like
AGT	0.809566647320565	0.112692990540867	0.104062380644434	0.24115889936174	9	Pericyte_cg_fibroblast_like
COL1A1	0.842938672857416	0.112607379188933	0.1039767692925	0.177603036205614	10	Pericyte_cg_fibroblast_like
FN1	0.842880634552132	0.112158124373163	0.10352751447673	0.239233321964859	11	Pericyte_cg_fibroblast_like
ENG	0.844621783710578	0.111454803746802	0.102824193850369	0.215814000987997	12	Pericyte_cg_fibroblast_like
SIRPB2	0.795937318630296	0.10977981616785	0.101149206271417	0.207824538341775	13	Pericyte_cg_fibroblast_like
VCAM1	0.817895144128463	0.109009021377663	0.100378411481231	0.224070221554238	14	Pericyte_cg_fibroblast_like
COL5A1	0.827452118398142	0.107007830062134	0.0983772201657011	0.153731126774622	15	Pericyte_cg_fibroblast_like
COL10A1	0.797485006771136	0.106158671249916	0.097528061353483	0.137207093335175	16	Pericyte_cg_fibroblast_like
NAMPT	0.824598568388465	0.104427867808989	0.0957972579125562	0.180794722799163	17	Pericyte_cg_fibroblast_like
TGM2	0.811965563938864	0.104249304052412	0.0956186941559794	0.0695105706945701	18	Pericyte_cg_fibroblast_like
RELN	0.840936351325205	0.103715955966533	0.0950853460701	0.170974915445519	19	Pericyte_cg_fibroblast_like
THBS2	0.793499709808467	0.103062244589858	0.0944316346934251	0.212130803582401	20	Pericyte_cg_fibroblast_like
ICAM1	0.824579222286707	0.0991234263741429	0.0904928164777103	0.178573832653724	21	Pericyte_cg_fibroblast_like
TNC	0.835587154188432	0.0960082446039617	0.087377634707529	0.144025289297644	22	Pericyte_cg_fibroblast_like
BMP4	0.847281872702651	0.0958149939640472	0.0871843840676146	0.197187467973537	23	Pericyte_cg_fibroblast_like
WNT3A	0.817372799380925	0.09454822955293	0.0859176196564974	0.170281573491693	24	Pericyte_cg_fibroblast_like
NTS	0.835016444186488	0.0932347293685162	0.0846041194720836	0.1067466070528	25	Pericyte_cg_fibroblast_like
ANG	0.833594505707101	0.092968448872664	0.0843378389762313	0.158347514586477	26	Pericyte_cg_fibroblast_like
SEMA3F	0.847842909653706	0.0904365423525479	0.0818059324561153	0.170267495481802	27	Pericyte_cg_fibroblast_like
DLL4	0.766947185142188	0.0873533457794462	0.0787227358830135	0.174582927113209	28	Pericyte_cg_fibroblast_like
SHISA4	0.83588701876571	0.0866495915848571	0.0780189816884244	0.167524491750279	29	Pericyte_cg_fibroblast_like
C4BPA	0.733865351131743	0.0860486345444528	0.0774180246480201	0.144413599508001	30	Pericyte_cg_fibroblast_like
LGALS3BP	0.845772876765332	0.0844240143807132	0.0757934044842805	0.179367898122252	31	Pericyte_cg_fibroblast_like
LTBP1	0.813561617334099	0.083766021130338	0.0751354112339054	0.161288671474937	32	Pericyte_cg_fibroblast_like
GGT1	0.823021861094987	0.0837520811738425	0.0751214712774098	0.160903640951173	33	Pericyte_cg_fibroblast_like
C1QB	0.846275875411103	0.0832781340223774	0.0746475241259447	0.164686794643388	34	Pericyte_cg_fibroblast_like
OCLN	0.829048171793378	0.083043257367201	0.0744126474707683	0.160382307223359	35	Pericyte_cg_fibroblast_like
EDN1	0.840588121493514	0.0828942006532362	0.0742635907568035	0.137305448633741	36	Pericyte_cg_fibroblast_like
TIMP3	0.820477848713482	0.0818489467645235	0.0732183368680908	0.157941407631718	37	Pericyte_cg_fibroblast_like
MMP9	0.81495453666086	0.0817964444751371	0.0731658345787045	0.151478810754432	38	Pericyte_cg_fibroblast_like
JAM3	0.846121106597014	0.0813992382069195	0.0727686283104869	0.160796049435924	39	Pericyte_cg_fibroblast_like
SEMA3A	0.844312246082415	0.0805571610095645	0.0719265511131318	0.167466418662545	40	Pericyte_cg_fibroblast_like
IL1B	0.813339137163855	0.079975106841685	0.0713444969452523	0.168505839683934	41	Pericyte_cg_fibroblast_like
PSAP	0.768427161926873	0.0797779778537156	0.0711473679572829	0.163140620331617	42	Pericyte_cg_fibroblast_like
ANXA1	0.836070806732443	0.0797744060583485	0.0711437961619158	0.162336907393495	43	Pericyte_cg_fibroblast_like
MMP2	0.781979106210093	0.0791622569952608	0.0705316470988281	0.143088167258774	44	Pericyte_cg_fibroblast_like
FBN1	0.857738440704199	0.0789800012708475	0.0703493913744149	0.143670774523612	45	Pericyte_cg_fibroblast_like
TIMP1	0.80929580189592	0.0783706653452407	0.069740055448808	0.153210541052954	46	Pericyte_cg_fibroblast_like
CTSG	0.810679048171792	0.0781968047549038	0.0695661948584711	0.129975756518308	47	Pericyte_cg_fibroblast_like
PLAT	0.815225382085507	0.0779628281808866	0.0693322182844539	0.155628676327246	48	Pericyte_cg_fibroblast_like
LAMA3	0.829705939253239	0.0777940316731033	0.0691634217766706	0.15651389056664	49	Pericyte_cg_fibroblast_like
C3	0.830034822983165	0.0777375659838987	0.069106956087466	0.151096605439701	50	Pericyte_cg_fibroblast_like
FGA	0.835490423679627	0.0775385419251375	0.0689079320287048	0.156263450919805	51	Pericyte_cg_fibroblast_like
COL1A2	0.836244921648289	0.077315789548002	0.0686851796515693	0.156772011702066	52	Pericyte_cg_fibroblast_like
COL3A1	0.829154575353069	0.0770461047966291	0.0684154949001965	0.155012886510538	53	Pericyte_cg_fibroblast_like
PTPRK	0.796198491004062	0.0767832106689587	0.068152600772526	0.145520427011237	54	Pericyte_cg_fibroblast_like
FCN1	0.817711356161728	0.0766613765876487	0.068030766691216	0.156302061117431	55	Pericyte_cg_fibroblast_like
DCN	0.830963435867673	0.0762899139608493	0.0676593040644167	0.11942084701482	56	Pericyte_cg_fibroblast_like
MMP7	0.774985490423679	0.0762137148421951	0.0675831049457624	0.164474431934459	57	Pericyte_cg_fibroblast_like
FLRT2	0.772335074482492	0.0761371525702214	0.0675065426737887	0.138107206919662	58	Pericyte_cg_fibroblast_like
SELE	0.793431998452305	0.0761254554703774	0.0674948455739448	0.177677618529756	59	Pericyte_cg_fibroblast_like
FAM3C	0.806993615786418	0.0760140407352551	0.0673834308388224	0.172103448445642	60	Pericyte_cg_fibroblast_like
BMP1	0.822112594312244	0.0758374520675726	0.06720684217114	0.165542809134532	61	Pericyte_cg_fibroblast_like
VCAN	0.839437028438769	0.0751315390812671	0.0665009291848344	0.153108253810032	62	Pericyte_cg_fibroblast_like
COL5A3	0.835258270458503	0.0751236127684755	0.0664930028720428	0.157391492584167	63	Pericyte_cg_fibroblast_like
CDCP1	0.824172954149738	0.0748996951862901	0.0662690852898574	0.154631433071628	64	Pericyte_cg_fibroblast_like
CTSD	0.842319597601073	0.0746400024627523	0.0660093925663197	0.144580626614404	65	Pericyte_cg_fibroblast_like
CALM3	0.811868833430061	0.0743986050210032	0.0657679951245705	0.158821187085943	66	Pericyte_cg_fibroblast_like
LAMA5	0.826426775004835	0.0742957301102398	0.0656651202138072	0.155207945431114	67	Pericyte_cg_fibroblast_like
