endpoint	grp	var1	var2	vcov	sdcor
COL1A1_minus_COL1A2	donor_id	(Intercept)	NA	0.00973394512400062	0.098660757771267
COL1A1_minus_COL1A2	study	(Intercept)	NA	4.26281630925799e-11	6.52902466625605e-06
COL1A1_minus_COL1A2	Residual	NA	NA	0.0964028406237083	0.310488068407964
