gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
AKAP9	basement_membrane_score_z	0.0117033966692364	0.0146751501709023	0.797497574671624	0.425162110847861	FALSE	0.00294423443847336	TRUE	0
AKAP9	bm_minus_fibrillar_z	0.00778856244427229	0.0146094513923887	0.533118064127311	0.593951855253289	FALSE	0.00173418811755255	TRUE	0
ATRX	basement_membrane_score_z	0.040219522305058	0.013740563258576	2.92706503715963	0.00342177317754648	FALSE	0.00149617335409857	TRUE	0
ATRX	bm_minus_fibrillar_z	-0.00865066293745401	0.0135032746788159	-0.640634449288457	0.521760212099176	FALSE	0.00409396307077259	TRUE	0
CYBA	basement_membrane_score_z	0.0230220212950521	0.0141853368562653	1.62294498384674	0.104601166181252	FALSE	0.000600794010097161	TRUE	0
CYBA	bm_minus_fibrillar_z	0.0188963582943276	0.0138991859241341	1.35952986005581	0.173978747049891	FALSE	0.00176687535713427	TRUE	0
GNAS	basement_membrane_score_z	-0.0425294290232851	0.0141402532470991	-3.00768510153878	0.00263245755746736	FALSE	0.00363257640856318	TRUE	0
GNAS	bm_minus_fibrillar_z	-0.0143565279866422	0.0138352565714141	-1.03767703277041	0.299420441055467	FALSE	0.00307169102597982	TRUE	0
LIMS1	basement_membrane_score_z	0.0523986860672539	0.0147852208472996	3.54399075999085	0.0003941190577036	FALSE	0.00313302734866738	TRUE	0
LIMS1	bm_minus_fibrillar_z	0.0446822561453086	0.0144885977136811	3.08396002348224	0.00204265041041733	FALSE	0.00194871972780675	TRUE	0
NR2F1	basement_membrane_score_z	0.0219725016065473	0.0149739091561589	1.46738579601372	0.142271136211258	FALSE	0.00263595211436041	TRUE	0
NR2F1	bm_minus_fibrillar_z	0.0317512646324334	0.0147706677133749	2.14961606669158	0.0315855964757257	FALSE	0.000799554982222617	TRUE	0
PTPRG	basement_membrane_score_z	0.00997273769966021	0.000888505357345754	11.2241728394885	3.10276196878834e-29	FALSE	126.242720361915	FALSE	2
PTPRG	bm_minus_fibrillar_z	0.0232426969891859	0.0133791876055413	1.73722782536957	0.0823469652939518	FALSE	0.000776053639128804	TRUE	0
SPTBN1	basement_membrane_score_z	0.0199133702750401	0.014432028825874	1.37980394269578	0.167647018368763	FALSE	0.00251064193435013	TRUE	0
SPTBN1	bm_minus_fibrillar_z	-0.0333110355688515	0.0141479230833091	-2.35448237686208	0.0185485232109699	FALSE	0.00110569089883938	TRUE	0
UQCRB	basement_membrane_score_z	-0.107734731263036	0.0135303040342606	-7.96247674776827	1.68629308033517e-15	FALSE	0.0011728479876183	TRUE	0
UQCRB	bm_minus_fibrillar_z	-0.00409037659957737	0.0130593964433458	-0.313213295677349	0.754118617790828	FALSE	0.00167970938491635	TRUE	0
