endpoint	ccc_group	emmean	SE	df	lower.CL	upper.CL	n_genes
bm_minus_fibrillar_core	Pericytes	0.574263892548665	0.0545244825722764	155.310958453285	0.466558627998079	0.681969157099251	3
bm_minus_fibrillar_core	AT1	1.10931660556247	0.0431353351248097	62.4113712224349	1.02310160330493	1.19553160782001	3
bm_minus_fibrillar_core	AT2_AGTR2det	0.200223673784977	0.0493154366639217	102.860162047302	0.102416556148379	0.298030791421574	3
bm_minus_fibrillar_core	AT2_AGTR2undet	0.273957782294477	0.042052793186482	56.9378262719672	0.189746523582585	0.358169041006368	3
bm_minus_fibrillar_core	Adventitial fibroblasts	-1.76053317409537	0.0452825603744947	75.5829311319248	-1.85072925808403	-1.67033709010671	3
bm_minus_fibrillar_core	Alveolar fibroblasts	-1.26070581562523	0.0450618061103287	74.0675980548374	-1.35049206270968	-1.17091956854079	3
bm_minus_fibrillar_core	Alveolar macrophages	0.00188101635009724	0.041103789779613	50.8506931387408	-0.0806441681636744	0.0844062008638688	3
bm_minus_fibrillar_core	Classical monocytes	-0.0886904501068131	0.0406037460633935	49.1458694270315	-0.170280607234247	-0.0071002929793795	3
bm_minus_fibrillar_core	DC2	-0.0410455202945428	0.0393682564908355	43.2087690241151	-0.120428084244378	0.0383370436552925	3
bm_minus_fibrillar_core	EC aerocyte capillary	0.397027735268062	0.0487322713284277	99.5704908648211	0.300339189557183	0.49371628097894	3
bm_minus_fibrillar_core	EC general capillary	0.583941102630279	0.0445824105778672	69.9210051860155	0.495022522292292	0.672859682968266	3
bm_minus_fibrillar_core	EC venous pulmonary	0.496636212023841	0.045264266000082	75.4540989029758	0.406474064163995	0.586798359883686	3
bm_minus_fibrillar_core	EC venous systemic	0.869062124067639	0.0462868884718413	82.2477277855526	0.776986909986149	0.961137338149128	3
bm_minus_fibrillar_core	Interstitial macrophages	-0.0415470168713954	0.0401793328182663	47.2185319464346	-0.122367534698613	0.0392735009558218	3
bm_minus_fibrillar_core	Lymphatic EC	0.674699517761779	0.0435292079035871	64.66127087764	0.58775705235075	0.761641983172807	3
bm_minus_fibrillar_core	Mast cells	-0.00774544658614068	0.0430518091840364	61.8727166406097	-0.0938083087158803	0.0783174155435989	3
bm_minus_fibrillar_core	Myofibroblasts	-1.63255648799834	0.0613891319313937	245.559850543518	-1.75347291952709	-1.5116400564696	3
bm_minus_fibrillar_core	Non-classical monocytes	-0.0765341605323446	0.0415997671692425	53.9077030011277	-0.159939942597571	0.00687162153288214	3
bm_minus_fibrillar_core	Peribronchial fibroblasts	-1.95942000856087	0.0514989990445821	125.126131038283	-2.06134191502467	-1.85749810209707	3
bm_minus_fibrillar_core	Subpleural fibroblasts	-2.43044582468908	0.110162079556733	1320.89302049563	-2.64655755811911	-2.21433409125905	3
bm_minus_fibrillar_core	Transitional Club-AT2	0.21680355414594	0.0439269581245956	67.2060190715885	0.12912991912278	0.304477189169101	3
bm_minus_fibrillar_core	Vascular smooth muscle	-0.717242236741491	0.047051192155546	87.6403174229474	-0.810751942856961	-0.623732530626022	3
bm_minus_fibrillar_minor	Pericytes	-0.0854707496576193	0.0609264422665207	995.618391959039	-0.205029725970507	0.0340882266552678	5
bm_minus_fibrillar_minor	AT1	0.956733258868816	0.041359519926647	315.774481380476	0.875358199889535	1.0381083178481	5
bm_minus_fibrillar_minor	AT2_AGTR2det	-0.000883726613019539	0.0519215763954555	570.77113491739	-0.102864396311167	0.101096943085128	5
bm_minus_fibrillar_minor	AT2_AGTR2undet	0.0105634618277204	0.0394459195759601	264.141922744945	-0.0671049867866615	0.0882319104421024	5
bm_minus_fibrillar_minor	Adventitial fibroblasts	-0.523286179053411	0.0455140393079923	442.049035092665	-0.612736968294475	-0.433835389812347	5
bm_minus_fibrillar_minor	Alveolar fibroblasts	-0.286702895751827	0.0448894552691026	412.954619206258	-0.374943229252941	-0.198462562250714	5
bm_minus_fibrillar_minor	Alveolar macrophages	-0.158998216949544	0.0370222878717563	202.187338633978	-0.231997519272531	-0.0859989146265571	5
bm_minus_fibrillar_minor	Classical monocytes	-0.220565627058806	0.0363708745676583	204.132578592967	-0.292276380042092	-0.14885487407552	5
bm_minus_fibrillar_minor	DC2	-0.229692017431645	0.0340614683294023	159.907077425851	-0.296960362242747	-0.162423672620543	5
bm_minus_fibrillar_minor	EC aerocyte capillary	0.26367547059775	0.0506483707497351	572.331433998909	0.164196117211927	0.363154823983572	5
bm_minus_fibrillar_minor	EC general capillary	0.395519933610153	0.0431465384730326	329.095661870046	0.310642124732086	0.480397742488219	5
bm_minus_fibrillar_minor	EC venous pulmonary	0.371317894828216	0.0453831559072793	432.239955172784	0.282118779408083	0.460517010248348	5
bm_minus_fibrillar_minor	EC venous systemic	0.570256498855363	0.0473398224073377	497.73546179891	0.477245983896811	0.663267013813915	5
bm_minus_fibrillar_minor	Interstitial macrophages	-0.196333721175022	0.0358100168427577	199.323125240059	-0.266948817876329	-0.125718624473715	5
bm_minus_fibrillar_minor	Lymphatic EC	0.409537330473318	0.042242724411652	338.257278513379	0.326445809831347	0.492628851115289	5
bm_minus_fibrillar_minor	Mast cells	-0.145381635531945	0.0408030256407078	313.101690718619	-0.225664425885807	-0.065098845178082	5
bm_minus_fibrillar_minor	Myofibroblasts	-0.767251304175874	0.0723780548489392	1444.32239272721	-0.909228662478445	-0.625273945873302	5
bm_minus_fibrillar_minor	Non-classical monocytes	-0.241012866433747	0.0385730517822218	245.42653354821	-0.316989316588535	-0.16503641627896	5
bm_minus_fibrillar_minor	Peribronchial fibroblasts	-0.791263182169225	0.0564041993671079	832.703919512745	-0.901974299990137	-0.680552064348313	5
bm_minus_fibrillar_minor	Subpleural fibroblasts	-0.489120332128787	0.143397218983003	2226.8011969866	-0.770326563390376	-0.207914100867198	5
bm_minus_fibrillar_minor	Transitional Club-AT2	0.0548415965240209	0.0426746058331012	334.295906859769	-0.029103007418364	0.138786200466406	5
bm_minus_fibrillar_minor	Vascular smooth muscle	0.0703420270375332	0.0483890762619279	525.982810579535	-0.0247175571024487	0.165401611177515	5
