outcome	predictor	family	n_donors	median_rho	q25	q75	p_wilcox	n_donors_partial	median_partial_rho	p_wilcox_partial	depth_control	p_BH	p_BH_partial
basement_membrane_score	AGTR1_scvi	agtr1	69	0.0849767956016343	-0.0279765549820663	0.176821165840171	4.32119057073334e-05	69	0.110500764386179	8.1129446223797e-07	log10_total_counts	0.000129635717122	2.43388338671391e-06
basement_membrane_score	AGTR1_expr	agtr1	68	0.0396382577549361	-0.0359304328403912	0.135332152378632	0.017896045013613	68	0.033380890833427	0.111441544057886	log10_total_counts	0.017896045013613	0.111441544057886
basement_membrane_score	AGTR1_detect	agtr1	68	0.0670088922319265	-0.0205133003851684	0.140655847198314	0.00489118917538533	68	0.0354257196203994	0.111441544057886	log10_total_counts	0.00733678376307799	0.111441544057886
fibrillar_collagen_score	AGTR1_scvi	agtr1	69	-0.0465895508488828	-0.145094972054991	0.0704209065679926	0.113097996484297	69	-0.0206935518514336	0.200722969664463	log10_total_counts	0.339293989452892	0.602168908993389
fibrillar_collagen_score	AGTR1_expr	agtr1	68	0.00504065782338413	-0.0676216445314501	0.0772746387620682	0.543200624257621	68	0.000815174777892643	0.919692689051692	log10_total_counts	0.543200624257621	0.919692689051692
fibrillar_collagen_score	AGTR1_detect	agtr1	68	0.0199957922306093	-0.0755241172915662	0.101350065513043	0.229873623886499	68	-0.00125970164497232	0.823513790330639	log10_total_counts	0.344810435829749	0.919692689051692
bm_minus_fibrillar	AGTR1_scvi	agtr1	69	0.0881407164447875	0.00265130592598438	0.187856814718129	2.36706644077091e-05	69	0.0950449384263175	1.20551136922576e-05	log10_total_counts	7.10119932231272e-05	3.61653410767728e-05
bm_minus_fibrillar	AGTR1_expr	agtr1	68	0.0413463908062698	-0.0528376629253941	0.101214129272018	0.146721684168041	68	0.0459549182578225	0.0654354349708036	log10_total_counts	0.220082526252062	0.0865371459537314
bm_minus_fibrillar	AGTR1_detect	agtr1	68	0.0384477883849602	-0.0747495907872593	0.12291877038656	0.259590211076964	68	0.043153102040739	0.0865371459537314	log10_total_counts	0.259590211076964	0.0865371459537314
