gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
ANO6	basement_membrane_score_z	0.0593731161667529	0.0137892769682994	4.3057454211158	1.66424364787922e-05	FALSE	0.00078620360000059	TRUE	0
ANO6	bm_minus_fibrillar_z	0.0221629830799507	0.0136247244518874	1.62667385738436	0.103806383883994	FALSE	0.000426989572588354	TRUE	0
C11orf96	basement_membrane_score_z	-0.0734635877777641	0.0165183245537986	-4.44739946466727	8.69161153756684e-06	FALSE	0.00147811078932136	TRUE	2
C11orf96	bm_minus_fibrillar_z	-0.00957589905045432	0.0166959458873433	-0.573546363594382	0.56627481633882	FALSE	0.00136258677230217	TRUE	2
DGKG	basement_membrane_score_z	0.0653664953561231	0.0133883078929832	4.88235674579772	1.0482538907117e-06	FALSE	0.00199621354113333	TRUE	0
DGKG	bm_minus_fibrillar_z	0.0780695974322049	0.0134169598314151	5.8187248387976	5.92982566638221e-09	FALSE	0.000888849172042683	TRUE	0
HES1	basement_membrane_score_z	-0.0724308199298904	0.0179768610232855	-4.02911386120584	5.5987497720026e-05	FALSE	0.000327527232002467	TRUE	2
HES1	bm_minus_fibrillar_z	0.0226999865121328	0.0178869235192022	1.2690827736678	0.204411543535989	FALSE	0.00192423613043502	TRUE	0
MAP4	basement_membrane_score_z	0.0228681317001255	0.0135992007096794	1.68157910073706	0.0926504860211957	FALSE	0.00218742570723407	TRUE	0
MAP4	bm_minus_fibrillar_z	0.017939172197528	0.0133824917378011	1.3404956676981	0.18008425185993	FALSE	0.0029234797693789	TRUE	0
P2RY14	basement_membrane_score_z	0.0165309024979887	0.0157979968777371	1.04639231327387	0.295379940218428	FALSE	0.000316013029078022	TRUE	0
P2RY14	bm_minus_fibrillar_z	0.0750912216839332	0.015840505588664	4.74045612140505	2.13237629984665e-06	FALSE	0.00177338733919896	TRUE	0
RNF152	basement_membrane_score_z	0.0656269287282475	0.0156372351092092	4.19683711793769	2.70668449053714e-05	FALSE	0.00221971276914701	TRUE	0
RNF152	bm_minus_fibrillar_z	0.0368453910937122	0.0156652311739959	2.35204898571015	0.0186703160039815	FALSE	0.00388670741813257	TRUE	0
SSR2	basement_membrane_score_z	0.00141003226793097	0.0143996899473855	0.0979210158748582	0.921995011927794	FALSE	0.00115211150841787	TRUE	0
SSR2	bm_minus_fibrillar_z	-0.00827390947751833	0.0140025560073534	-0.590885654959946	0.554597038224279	FALSE	0.00269885276793502	TRUE	0
WLS	basement_membrane_score_z	0.0579984224656563	0.0144287764148818	4.01963553928502	5.82882409880367e-05	FALSE	0.00122290657600388	TRUE	0
WLS	bm_minus_fibrillar_z	0.0698037945108635	0.0144550963453186	4.82900928802666	1.3721400898317e-06	FALSE	0.0020821244106628	TRUE	0
