donor_id	n	rho_bm	rho_fib	rho_collagen	rho_core	rho_minor	rho_tracer	rho_tgfb	rho_switch	rho_switch_core	rho_switch_collagen
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D1	66	-0.0792192881745121	-0.159586681974742	-0.142928713077967	-0.0463208433357687	-0.0523327418849807	0.300365306335456	0.146018160943534	0.104686358417702	0.0344640434192673	0.087318651497756
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D3	40	0.0641651031894934	-0.278611632270169	0.00112570356472795	0.126266416510319	-0.110694183864916	0.411632270168855	-0.452532833020638	0.34296435272045	-0.0485928705440901	0.0889305816135084
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D4	49	0.0424489795918367	-0.0851020408163265	-0.110918367346939	0.0355102040816326	-0.0537755102040816	0.168469387755102	0.0490816326530612	0.0928571428571428	0.0086734693877551	0.149081632653061
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D5	72	-0.147758698308573	-0.0788796707183742	0.0475914849829571	0.117788925332819	0.0131198147790855	0.0710335069779407	-0.0941861212939739	-0.0552768666795292	-0.151135121229661	-0.151167277638433
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D7	168	0.0144233932810626	-0.26103836283477	-0.162036029378268	-0.231619601034617	0.0348145636031403	0.215581516594875	-0.0998678889051989	0.221769478793892	0.225930219020961	0.136340168353066
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747021I	21	0.0012987012987013	-0.737662337662338	-0.637662337662338	-0.514285714285714	-0.545454545454545	0.196103896103896	-0.509090909090909	0.766233766233766	0.502597402597403	0.661038961038961
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747022I	47	0.242021276595745	-0.373843663274746	-0.0454440333024977	0.0231267345050879	0.0916975023126735	-0.206059204440333	-0.224444958371878	0.436285846438483	0.0389685476410731	0.135985198889917
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034I	70	0.259312396115825	-0.371953459889773	-0.113323418773511	-0.0150293062724171	0.0784008398215379	0.441798617793719	-0.256233050476774	0.447572390866941	0.121826611844983	0.213017233837809
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D8	102	-0.0983370181678362	-0.591690179868929	-0.454048888612448	-0.406788765684107	-0.218913096335333	0.2144686770219	-0.591859814193869	0.568235407207197	0.375270708110217	0.372115509666329
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D10	50	-0.0115726290516206	-0.165906362545018	-0.195390156062425	-0.191452581032413	-0.017046818727491	0.308427370948379	-0.0176230492196879	0.147370948379352	0.168883553421369	0.180120048019208
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D11	49	0.0591836734693878	-0.266938775510204	-0.286122448979592	-0.259387755102041	-0.193367346938775	0.0976530612244898	-0.234081632653061	0.200714285714286	0.303673469387755	0.265816326530612
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D12	139	0.00626033334822825	-0.460360159077707	-0.183556012332991	-0.336994503775861	0.104347826086956	-0.11561285133384	-0.383917958800661	0.479726529335538	0.344506010098753	0.222717726439966
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU653	27	0.00305250305250305	0.144078144078144	-0.175824175824176	-0.0641025641025641	0.00793650793650794	0.0641025641025641	-0.111721611721612	-0.0903540903540904	0.147130647130647	0.127594627594628
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D13	84	-0.0658499544396072	-0.0505821605750734	-0.0229624379872431	0.0670446491849752	-0.040498126961628	0.0809557557962944	-0.166791535891465	-0.00923357294725119	-0.0643312746785461	0.00291586514123722
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D14	46	0.0908418131359852	-0.0603761948812828	0.0459451125501079	0.0165895775516497	0.0662966389145853	0.338883749614554	-0.171261177921677	0.122294172062905	0.00363860622880049	0.112550107924761
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D16	91	-0.123889154323937	-0.225641025641026	-0.163720337633381	-0.0720178372352285	-0.165822583213888	0.257429526994744	0.0137760789934703	0.0944895684026119	0.0240324892498806	0.0749960184742793
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D17	66	-0.226719549107609	-0.0433566433566434	-0.0843544515186306	-0.118755870994677	0.00690950840204572	0.312514351320322	0.0294958772570713	-0.139964513098841	-0.0062415196743555	-0.0506210207702745
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747225I	50	0.453637454981993	-0.0619927971188475	0.0710204081632653	-0.0291476590636255	0.250324129651861	0.431068427370948	-0.448643457382953	0.317839135654262	0.152268907563025	0.139879951980792
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374749I	20	-0.374436090225564	-0.497744360902256	-0.434586466165414	-0.466165413533835	-0.106766917293233	-0.0616541353383459	0.392481203007519	0.449624060150376	0.476691729323308	0.321804511278195
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	372	-0.0305745647948086	0.0549086185068882	0.183474196089255	0.148654983492518	0.335275659675706	0.275150336618357	-0.193020865652666	-0.0920803482993552	-0.148123732334267	-0.182446193628576
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	130	-0.156541807207527	-0.06512447254503	-0.0275382703573721	0.0114681342091248	0.0270630487921452	0.333701129334007	-0.289991669966816	-0.0680795859563834	-0.112717639186661	-0.0806046784743749
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747IPF1	208	-0.0675430595339062	-0.0336275090279667	-0.0473934913294181	0.0453411957988617	-0.0464333530695087	0.275815717463315	0.0905917118731764	-0.0030417713484075	-0.0467053922431497	0.0161849973062788
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	43	-0.0454545454545455	-0.107369374811235	0.0530051344004832	0.183479311386288	0.136665659921474	0.408788885533072	-0.0487768045907581	0.0446994865599517	-0.092721232256116	-0.112654787073392
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	554	-0.0861051322962395	-0.195830334613865	-0.166653474947585	-0.125130507153082	0.00225251985065539	0.375079578177874	-0.095413886804464	0.158080610166704	0.122126041670894	0.122360352008938
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SCD1	183	-0.192057052000031	-0.129547750894864	-0.06540341340769	-0.0557087246324595	0.0871464600972798	0.275714129064093	-0.0582699552763701	0.0153008075317412	0.026507170662552	-0.0207639829877891
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1	468	0.0830775646205989	0.0263260022919967	0.0593024008601368	0.104849894584306	0.113423868257835	0.0491463430195892	-0.13621072696147	0.0202278252711312	-0.0231772871997871	0.0352751853598797
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747IPF2	196	-0.0762728207253225	-0.063570512156444	0.00379634868394839	0.0441472957789129	0.114006805377364	0.21820079847636	-0.0878515248348461	0.00805329550797281	-0.0471499493979552	-0.0526325016535314
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747IPF3	892	-0.0267313748650905	-0.05424132033184	0.0299790767604707	0.0284738594261089	0.193965864798801	0.181173690109659	-0.132419053926142	0.0697408572862402	-0.0020816889436296	-0.0174580018156615
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95	115	-0.0339540755937821	0.0616507535705831	0.0101002130513691	0.0245955969383729	0.0552828848733528	0.376122465083248	-0.109682001104711	-0.0265840763828612	-0.0112207054367553	-0.0397616980983193
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	55	-0.0196969696969697	0.135858585858586	0.162121212121212	0.0797979797979798	0.352597402597403	0.075974025974026	-0.0865800865800866	-0.130591630591631	0.0276334776334776	-0.108441558441558
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	93	0.37692101101131	-0.0974008534511056	0.138566440870162	0.20069529408254	0.347050222315061	0.500208886634239	-0.239936140371818	0.38148667601683	0.162334755751843	0.292650174569544
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI01	831	0.0929420542486525	0.10617344412362	0.138447883452722	0.116385947845813	0.164520000301121	0.379099702057327	-0.320777235573786	-0.0322170381052117	-0.0650604291645895	-0.0693380018268018
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Case_1	291	0.00540981451090582	0.187590881864533	0.273589352760423	0.339952958134688	0.123234103891424	0.357263974988921	-0.246833926632221	-0.132701401029467	-0.306979824591306	-0.226356592922293
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML3	133	-0.151018659266892	0.00220360943063221	-0.0332173717876781	0.025484334989441	0.0911488354536273	-0.0129155997184277	-0.180374613603207	-0.119637628671407	-0.0669397374032095	-0.0622570673631161
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML2	381	0.0922665839269402	0.046744401507541	0.0893558668902954	0.119752518535073	0.070773927439285	-0.0243365452837271	-0.0746458428711842	0.0241404000581492	-0.0403434277246069	0.0267655782487095
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD92	75	-0.041678520625889	-0.0920910384068279	0.292517780938834	0.341166429587482	0.382560455192034	0.0970981507823613	-0.0642958748221906	0.00352773826458037	-0.225092460881935	-0.2124893314367
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747PMB_1	274	0.0889064220451082	0.14930383485128	0.335484369644954	0.31087365189555	0.287952339631172	0.588487424983775	-0.239892370403319	-0.112794942283993	-0.277735403282849	-0.286447858710632
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747PMB_2	62	-0.0149328901311979	0.0770315529702098	0.134647830575911	0.112789907078643	0.177104580594797	0.517665130568356	-0.23582886353907	-0.109616982700008	-0.159930497846944	-0.168794540555514
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SCD2	152	0.0530382247008249	-0.0268488713017448	-0.122882195750381	-0.0531339060545794	0.0449018924404896	-0.0397248477641318	-0.0383408853258975	0.122909533280025	0.115302865656545	0.19267832612306
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85	22	0.48729531338227	0.347261434217956	0.0175042348955392	0.230942970073405	0.11914172783738	0.348390739695087	-0.32128740824393	-0.201581027667984	-0.0175042348955392	0.281761716544325
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68	105	0.188430437487041	-0.0814845531826664	0.0664524155090193	0.0205162761766535	0.293748704126063	0.215011403690649	-0.0794007878913539	0.192597968069666	0.122931785195936	0.079877669500311
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	52	-0.219072825066166	0.374626483394519	0.274310595065312	0.41748484589772	0.0274054469392982	-0.1173909331512	0.51216596943567	-0.376931614445488	-0.39639716554256	-0.277042602236831
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3	66	0.0901158542949588	0.00895522388059702	0.110322513307588	0.0876108965661205	0.264920154472393	0.304414987997078	0.15098632710573	0.0893226176808267	-0.0856486796785304	-0.109988518943743
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D032	70	0.0427084244598023	-0.0316857667745604	-0.0386142944624267	0.16588225002187	-0.0141544921704138	0.381331467063249	-0.170781208993089	0.107269705187648	-0.0420435657422798	0.126480622867641
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	96	-0.169112859468258	-0.195930548019533	-0.104489962018448	-0.100786760716224	-0.0376288659793814	0.177224633749322	-0.00659251220835594	0.124796527400977	0.0607840477482366	0.0109468258274552
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	114	0.06815171827221	-0.104643486361151	-0.0989489884773496	-0.133148376906098	0.00448350580182661	-0.0241671898098459	-0.218565845163119	0.132014337498228	0.151455013061704	0.119361697818999
