score	contrast	estimate	SE	df	t.ratio	p.value
bm_laminin_score_z	pericyte_state0 - pericyte_state5	-0.414899323969036	0.377441860827866	150.89193711028	-1.09924035203465	0.315477688807406
bm_laminin_score_z	pericyte_state1 - pericyte_state2	0.911318139257023	0.140181030848221	145.63022758446	6.50100897206083	4.46943670498519e-09
bm_laminin_score_z	pericyte_state1 - pericyte_state3	-0.912595871411677	0.199910813889475	160.63526857739	-4.56501503673645	2.96485353727748e-05
bm_laminin_score_z	pericyte_state1 - pericyte_state4	0.819584304346969	0.221502723496645	153.930123407745	3.70010937747853	0.000748722065677224
bm_laminin_score_z	pericyte_state1 - pericyte_state5	-0.109546292810115	0.37962428099948	150.539776626726	-0.288565032040891	0.773311211880923
bm_laminin_score_z	pericyte_state2 - pericyte_state3	-1.8239140106687	0.206004129200101	157.208354907583	-8.85377403720413	2.52557191342882e-14
bm_laminin_score_z	pericyte_state2 - pericyte_state4	-0.0917338349100535	0.225829118426168	146.149692680677	-0.406209064399482	0.734124804797057
bm_laminin_score_z	pericyte_state2 - pericyte_state5	-1.02086443206714	0.38195751047209	147.448463596827	-2.67271726325102	0.0156963415774241
bm_laminin_score_z	pericyte_state3 - pericyte_state4	1.73218017575865	0.254028456176175	140.154107890431	6.81884306125664	1.89103201163603e-09
bm_laminin_score_z	pericyte_state3 - pericyte_state5	0.803049578601561	0.388303813122438	140.72152591345	2.06809604094294	0.0551754577119908
bm_laminin_score_z	pericyte_state4 - pericyte_state5	-0.929130597157085	0.40460523132411	137.076300463165	-2.29638799804049	0.0386167514175869
bm_linker_score_z	pericyte_state0 - pericyte_state1	-0.257155492271959	0.197175920537153	75.8509713007628	-1.30419318733955	0.26742481065197
bm_linker_score_z	pericyte_state0 - pericyte_state2	0.370909062422408	0.202290775838113	149.495832487898	1.83354411927925	0.114517497308426
bm_linker_score_z	pericyte_state0 - pericyte_state3	-1.11184906759932	0.209307815494801	157.721266082079	-5.31202843511085	2.72749978644134e-06
bm_linker_score_z	pericyte_state0 - pericyte_state4	0.27691677791713	0.271149068042125	162.044039165321	1.02127136160435	0.359928686098161
bm_linker_score_z	pericyte_state0 - pericyte_state5	-0.688820080343244	0.424107304051794	166.171932494884	-1.62416462475997	0.159354042034341
bm_linker_score_z	pericyte_state1 - pericyte_state2	0.628064554694367	0.156714566096106	149.472017109817	4.0076973719801	0.000361602738899374
bm_linker_score_z	pericyte_state1 - pericyte_state3	-0.854693575327361	0.222486112469055	167.578420471481	-3.84155921393178	0.000519553584058666
bm_linker_score_z	pericyte_state1 - pericyte_state4	0.534072270189089	0.248300497554376	165.185668898073	2.15091099473988	0.068275038683534
bm_linker_score_z	pericyte_state1 - pericyte_state5	-0.431664588071285	0.4264538761717	164.454999495	-1.01221869981899	0.359928686098161
bm_linker_score_z	pericyte_state2 - pericyte_state3	-1.48275813002173	0.23070323181113	165.896468122374	-6.42712335835684	1.9868903196566e-08
bm_linker_score_z	pericyte_state2 - pericyte_state4	-0.093992284505278	0.254296346762806	158.043136579641	-0.369617124672849	0.712162577104777
bm_linker_score_z	pericyte_state2 - pericyte_state5	-1.05972914276565	0.429971724268271	161.745288586528	-2.46464844768364	0.0369007735958482
bm_linker_score_z	pericyte_state3 - pericyte_state4	1.38876584551645	0.286605432270546	148.764699959273	4.84556707287217	1.57017430769768e-05
bm_linker_score_z	pericyte_state3 - pericyte_state5	0.423028987256076	0.438258962671074	154.004134288217	0.965248912829585	0.359928686098161
bm_linker_score_z	pericyte_state4 - pericyte_state5	-0.965736858260374	0.457379268675227	147.992812740041	-2.11145743675173	0.068275038683534
fibrillar_ecm_score_z	pericyte_state0 - pericyte_state1	0.548813802100958	0.180109317536244	103.306321048561	3.04711499442841	0.00550003478169789
fibrillar_ecm_score_z	pericyte_state0 - pericyte_state2	0.456021856643561	0.176065215720726	147.913731764345	2.59007354051638	0.0143931667315474
fibrillar_ecm_score_z	pericyte_state0 - pericyte_state3	-0.497030581457166	0.170115483693778	136.920507745782	-2.92172452891979	0.00610976471171966
fibrillar_ecm_score_z	pericyte_state0 - pericyte_state4	0.662163814522123	0.223754628121835	143.202565152244	2.95933013801874	0.0060148589695404
fibrillar_ecm_score_z	pericyte_state0 - pericyte_state5	-1.02128722711724	0.336457333279225	128.077560566464	-3.0354137838621	0.00550003478169789
fibrillar_ecm_score_z	pericyte_state1 - pericyte_state2	-0.0927919454573963	0.127511410422926	135.880482359183	-0.727714838614259	0.501471691904025
fibrillar_ecm_score_z	pericyte_state1 - pericyte_state3	-1.04584438355812	0.184730419168884	146.563516417336	-5.66146273182001	1.14918080369643e-06
fibrillar_ecm_score_z	pericyte_state1 - pericyte_state4	0.113350012421166	0.19901028203979	132.562922095088	0.569568623587511	0.569934224742574
fibrillar_ecm_score_z	pericyte_state1 - pericyte_state5	-1.5701010292182	0.339317294416304	129.645154235866	-4.62723549626051	2.65994844714979e-05
fibrillar_ecm_score_z	pericyte_state2 - pericyte_state3	-0.953052438100728	0.186855339908264	140.79080628998	-5.1004827508201	5.37666713641801e-06
fibrillar_ecm_score_z	pericyte_state2 - pericyte_state4	0.206141957878562	0.200397831168517	125.639985444102	1.0286636171487	0.352631587888338
fibrillar_ecm_score_z	pericyte_state2 - pericyte_state5	-1.4773090837608	0.339450124771407	126.620210845891	-4.35206522535721	6.87871815675178e-05
fibrillar_ecm_score_z	pericyte_state3 - pericyte_state4	1.15919439597929	0.225385890888531	126.24710426953	5.14315422056562	5.37666713641801e-06
fibrillar_ecm_score_z	pericyte_state3 - pericyte_state5	-0.524256645660077	0.342560912623323	121.699950514355	-1.53040415978966	0.160639943494362
fibrillar_ecm_score_z	pericyte_state4 - pericyte_state5	-1.68345104163937	0.356387909415963	121.473534018757	-4.72364801712312	2.35438257373996e-05
fibrillar_collagen_score_z	pericyte_state0 - pericyte_state1	0.00739687026004437	0.199790235468393	83.5141990050019	0.037023182052431	0.970554876557404
fibrillar_collagen_score_z	pericyte_state0 - pericyte_state2	0.116026490898712	0.200086276827903	146.651705008232	0.579882302465489	0.64948133597927
fibrillar_collagen_score_z	pericyte_state0 - pericyte_state3	-0.719198426169523	0.201457584442908	147.42209480703	-3.56997443485847	0.00361790504827413
fibrillar_collagen_score_z	pericyte_state0 - pericyte_state4	0.161706007419844	0.262488082615716	151.877410303849	0.616050853846126	0.64948133597927
fibrillar_collagen_score_z	pericyte_state0 - pericyte_state5	-1.10921364062806	0.403793783411916	142.481246980492	-2.74698047913365	0.0127346053454197
fibrillar_collagen_score_z	pericyte_state1 - pericyte_state2	0.108629620638667	0.150717764976301	142.965878441045	0.720748616831918	0.64948133597927
fibrillar_collagen_score_z	pericyte_state1 - pericyte_state3	-0.726595296429567	0.215695889047643	156.16436303026	-3.36860984990343	0.00475815877608116
fibrillar_collagen_score_z	pericyte_state1 - pericyte_state4	0.1543091371598	0.237452375107905	146.812570557709	0.649852995109767	0.64948133597927
fibrillar_collagen_score_z	pericyte_state1 - pericyte_state5	-1.1166105108881	0.406321354654571	142.86998502697	-2.74809703722654	0.0127346053454197
fibrillar_collagen_score_z	pericyte_state2 - pericyte_state3	-0.835224917068235	0.221183785367809	151.780295326193	-3.77615798409151	0.00342133367299072
fibrillar_collagen_score_z	pericyte_state2 - pericyte_state4	0.0456795165211326	0.24127554767513	138.978423695643	0.189325097223026	0.910836687226184
fibrillar_collagen_score_z	pericyte_state2 - pericyte_state5	-1.22524013152677	0.408185236468332	139.681793833776	-3.00167674394031	0.00949065701895017
fibrillar_collagen_score_z	pericyte_state3 - pericyte_state4	0.880904433589367	0.27120201798447	135.185030615725	3.24814852092956	0.00549490922154745
fibrillar_collagen_score_z	pericyte_state3 - pericyte_state5	-0.390015214458532	0.414173184362806	133.590019948736	-0.941671815519782	0.58010072485953
fibrillar_collagen_score_z	pericyte_state4 - pericyte_state5	-1.2709196480479	0.431229930991178	131.228648564579	-2.94719720666584	0.00949065701895017
fibrillar_core_score_z	pericyte_state0 - pericyte_state1	0.238782411935983	0.19685966476078	98.5414359388836	1.21295752599267	0.31097152238825
fibrillar_core_score_z	pericyte_state0 - pericyte_state2	0.0535989146732045	0.193251496981115	147.46014342755	0.277353166782673	0.837747194230318
fibrillar_core_score_z	pericyte_state0 - pericyte_state3	-0.267668852201276	0.188354846937895	138.76784734423	-1.42108820958312	0.262557338225359
fibrillar_core_score_z	pericyte_state0 - pericyte_state4	0.265966525600901	0.247214630702641	144.644635277447	1.07585269061529	0.354730454785907
fibrillar_core_score_z	pericyte_state0 - pericyte_state5	-0.982443911446375	0.373484499310848	130.14201444499	-2.63048108625438	0.0358315957604999
fibrillar_core_score_z	pericyte_state1 - pericyte_state2	-0.185183497262778	0.141129339314513	137.277077984692	-1.31215449716014	0.287486792930116
fibrillar_core_score_z	pericyte_state1 - pericyte_state3	-0.506451264137259	0.203894094639666	148.199094088974	-2.48389373430501	0.042326663169463
fibrillar_core_score_z	pericyte_state1 - pericyte_state4	0.0271841136649183	0.22066835037649	134.813157272416	0.123189907472179	0.902140184382522
fibrillar_core_score_z	pericyte_state1 - pericyte_state5	-1.22122632338236	0.376464235394056	131.560417644876	-3.24393716206286	0.0153194014944558
fibrillar_core_score_z	pericyte_state2 - pericyte_state3	-0.321267766874481	0.206781099742858	142.573554191362	-1.55366117732226	0.229654239895005
fibrillar_core_score_z	pericyte_state2 - pericyte_state4	0.212367610927696	0.222585651559509	127.620231052322	0.95409389347327	0.394430531813003
fibrillar_core_score_z	pericyte_state2 - pericyte_state5	-1.03604282611958	0.376911830606847	128.46320516694	-2.74876706430652	0.0342195817823211
fibrillar_core_score_z	pericyte_state3 - pericyte_state4	0.533635377802177	0.250242837265951	127.563704270388	2.13247013833625	0.087211086112774
fibrillar_core_score_z	pericyte_state3 - pericyte_state5	-0.714775059245098	0.380783061326433	123.358397405365	-1.87711884230151	0.134708240782276
fibrillar_core_score_z	pericyte_state4 - pericyte_state5	-1.24841043704728	0.396163004324508	122.836170507769	-3.15125446702406	0.0153194014944558
fibrillar_minor_score_z	pericyte_state0 - pericyte_state1	-0.39065653368941	0.206287333837565	75.5586567990419	-1.89374949213809	0.155215573201006
fibrillar_minor_score_z	pericyte_state0 - pericyte_state2	0.0967513939254298	0.216088019308075	156.215813186873	0.447740667137553	0.755723825676239
fibrillar_minor_score_z	pericyte_state0 - pericyte_state3	-1.1103965358934	0.227380687160575	165.589625769312	-4.88342501625585	2.62716865301418e-05
fibrillar_minor_score_z	pericyte_state0 - pericyte_state4	-0.146958286029355	0.293026767878286	169.703174294837	-0.501518298459328	0.755723825676239
fibrillar_minor_score_z	pericyte_state0 - pericyte_state5	-0.332872188688501	0.463662706458913	196.17879258069	-0.717918832055124	0.645901892658231
fibrillar_minor_score_z	pericyte_state1 - pericyte_state2	0.48740792761484	0.171170757800143	155.932414329998	2.84749529580239	0.0150014951279059
fibrillar_minor_score_z	pericyte_state1 - pericyte_state3	-0.719740002203988	0.241233118163119	179.109547760526	-2.98358702853274	0.0121740855390945
fibrillar_minor_score_z	pericyte_state1 - pericyte_state4	0.243698247660055	0.271000444692976	182.925804543617	0.899254050804778	0.576284449733964
fibrillar_minor_score_z	pericyte_state1 - pericyte_state5	0.057784345000909	0.466566101443942	191.950331021792	0.123850285783893	0.901563408730699
fibrillar_minor_score_z	pericyte_state2 - pericyte_state3	-1.20714792981883	0.252160694196068	180.960769372977	-4.78721687242901	2.62716865301418e-05
fibrillar_minor_score_z	pericyte_state2 - pericyte_state4	-0.243709679954785	0.279373353400283	178.955929214318	-0.872344040648717	0.576284449733964
fibrillar_minor_score_z	pericyte_state2 - pericyte_state5	-0.429623582613931	0.471888212929038	191.403364615229	-0.910435079416864	0.576284449733964
fibrillar_minor_score_z	pericyte_state3 - pericyte_state4	0.963438249864043	0.316487791554688	165.868075660618	3.04415612725954	0.0121740855390945
fibrillar_minor_score_z	pericyte_state3 - pericyte_state5	0.777524347204897	0.482968170623712	183.618884934708	1.60988734765024	0.233871985543914
fibrillar_minor_score_z	pericyte_state4 - pericyte_state5	-0.185913902659146	0.506015899360973	173.271478463533	-0.367407235412818	0.764746753788594
ambient_tracer_score_z	pericyte_state0 - pericyte_state1	-0.181181859408367	0.18510867402977	102.748002756822	-0.978786436443426	0.380751342546983
ambient_tracer_score_z	pericyte_state0 - pericyte_state2	-0.232878804292175	0.181036033223123	147.86134252756	-1.28636713998896	0.37341332360642
ambient_tracer_score_z	pericyte_state0 - pericyte_state3	0.193380874576865	0.175093343207337	137.124903340298	1.10444446964425	0.37341332360642
ambient_tracer_score_z	pericyte_state0 - pericyte_state4	-0.459655111311746	0.230244465060464	143.361757594647	-1.99637855003827	0.151922515879247
ambient_tracer_score_z	pericyte_state0 - pericyte_state5	-0.587224012962469	0.346402124525263	128.29739102412	-1.69520903997701	0.231153628001007
ambient_tracer_score_z	pericyte_state1 - pericyte_state2	-0.0516969448838081	0.13123727688476	136.039666439	-0.393919670622269	0.728726810102596
ambient_tracer_score_z	pericyte_state1 - pericyte_state3	0.374562733985232	0.190066690164317	146.745017947643	1.97069109616953	0.151922515879247
ambient_tracer_score_z	pericyte_state1 - pericyte_state4	-0.278473251903379	0.204867341610253	132.806832757636	-1.35928571979597	0.37341332360642
ambient_tracer_score_z	pericyte_state1 - pericyte_state5	-0.406042153554102	0.34932557541886	129.849833134059	-1.16236022245791	0.37341332360642
ambient_tracer_score_z	pericyte_state2 - pericyte_state3	0.42625967886904	0.192309584591058	140.98623414942	2.21652851975876	0.143808651968668
ambient_tracer_score_z	pericyte_state2 - pericyte_state4	-0.226776307019571	0.206335081403988	125.851464469549	-1.0990681055131	0.37341332360642
ambient_tracer_score_z	pericyte_state2 - pericyte_state5	-0.354345208670294	0.349493588052599	126.815798806084	-1.01388185873374	0.380751342546983
ambient_tracer_score_z	pericyte_state3 - pericyte_state4	-0.653035985888611	0.232051806532803	126.38808942752	-2.814181865877	0.0851008692593973
ambient_tracer_score_z	pericyte_state3 - pericyte_state5	-0.780604887539334	0.352740543484019	121.875165177738	-2.21297183428165	0.143808651968668
ambient_tracer_score_z	pericyte_state4 - pericyte_state5	-0.127568901650723	0.36697849802967	121.617624857275	-0.347619553558718	0.728726810102596
tgfb_response_score_z	pericyte_state0 - pericyte_state1	0.657449168779653	0.193869070540572	77.9301545807776	3.39120194338615	0.00328592314887866
tgfb_response_score_z	pericyte_state0 - pericyte_state2	0.275529081687499	0.196959145105076	147.789434904134	1.39891489445949	0.204917062384484
tgfb_response_score_z	pericyte_state0 - pericyte_state3	0.799890098144341	0.20178348831145	153.61021167203	3.9641008530377	0.000562912053403698
tgfb_response_score_z	pericyte_state0 - pericyte_state4	-0.660002905372653	0.261967671988562	157.795590886834	-2.51940592655063	0.0212503386629818
tgfb_response_score_z	pericyte_state0 - pericyte_state5	-0.460100717034329	0.4071823990236	155.057165137228	-1.12996219418527	0.300273550754485
tgfb_response_score_z	pericyte_state1 - pericyte_state2	-0.381920087092154	0.150953365805222	146.772880097922	-2.53005347085108	0.0212503386629818
tgfb_response_score_z	pericyte_state1 - pericyte_state3	0.142440929364688	0.21497432796055	162.658407604663	0.662595067587919	0.54485111413244
tgfb_response_score_z	pericyte_state1 - pericyte_state4	-1.31745207415231	0.238767884569291	157.196910821211	-5.51771054356339	2.07868179685842e-06
tgfb_response_score_z	pericyte_state1 - pericyte_state5	-1.11754988581398	0.40948427425244	154.334368565255	-2.72916435644371	0.0151867170923166
tgfb_response_score_z	pericyte_state2 - pericyte_state3	0.524361016456843	0.221963393533126	159.709970107706	2.36237610224943	0.0290445103642272
tgfb_response_score_z	pericyte_state2 - pericyte_state4	-0.935531987060152	0.24377048466819	149.52977288244	-3.83775742306769	0.000685223804630322
tgfb_response_score_z	pericyte_state2 - pericyte_state5	-0.735629798721827	0.412265186325596	151.320815275037	-1.78436070549223	0.104139338416147
tgfb_response_score_z	pericyte_state3 - pericyte_state4	-1.45989300351699	0.274340546164526	142.549228742934	-5.32146277291975	2.92872828420786e-06
tgfb_response_score_z	pericyte_state3 - pericyte_state5	-1.25999081517867	0.419448104231053	144.293951016784	-3.00392540213891	0.00785752605036378
tgfb_response_score_z	pericyte_state4 - pericyte_state5	0.199902188338325	0.437236900205259	140.00679473525	0.457194230963767	0.648240063344047
tgfb_response_noECM_score_z	pericyte_state0 - pericyte_state1	0.648423926043403	0.196176293672531	77.4111659788535	3.30531234893136	0.00431796560066738
tgfb_response_noECM_score_z	pericyte_state0 - pericyte_state2	0.309915526037783	0.199693983903164	148.0669639919	1.55195224202682	0.153510592856668
tgfb_response_noECM_score_z	pericyte_state0 - pericyte_state3	0.793898640593888	0.205014368927101	154.444480492189	3.87240486971029	0.000793708588846812
tgfb_response_noECM_score_z	pericyte_state0 - pericyte_state4	-0.589279222988892	0.266044789170101	158.641503930185	-2.21496246863954	0.0481137690284479
tgfb_response_noECM_score_z	pericyte_state0 - pericyte_state5	-0.386431561414298	0.414057635049994	157.098775576032	-0.933279642018048	0.406278215577076
tgfb_response_noECM_score_z	pericyte_state1 - pericyte_state2	-0.33850840000562	0.153385998101476	147.302141621657	-2.206905481566	0.0481137690284479
tgfb_response_noECM_score_z	pericyte_state1 - pericyte_state3	0.145474714550485	0.218302107320931	163.610880303845	0.666391709799756	0.542249290884098
tgfb_response_noECM_score_z	pericyte_state1 - pericyte_state4	-1.23770314903229	0.242716327615273	158.74102537028	-5.09938149276122	1.44025647308552e-05
tgfb_response_noECM_score_z	pericyte_state1 - pericyte_state5	-1.0348554874577	0.416380166078447	156.193745958888	-2.48536210839287	0.029990344251807
tgfb_response_noECM_score_z	pericyte_state2 - pericyte_state3	0.483983114556105	0.225597992529946	160.89653823854	2.14533431405362	0.0501393321038223
tgfb_response_noECM_score_z	pericyte_state2 - pericyte_state4	-0.899194749026675	0.247958131202296	151.146991211786	-3.62639750778356	0.00147116624874946
tgfb_response_noECM_score_z	pericyte_state2 - pericyte_state5	-0.696347087452081	0.419330021223117	153.225175605182	-1.66061825342472	0.134775158155616
tgfb_response_noECM_score_z	pericyte_state3 - pericyte_state4	-1.38317786358278	0.279123184079369	143.708645531951	-4.95543882585358	1.50185797712608e-05
tgfb_response_noECM_score_z	pericyte_state3 - pericyte_state5	-1.18033020200819	0.426790773637035	146.056434412411	-2.76559446669763	0.016039829475011
tgfb_response_noECM_score_z	pericyte_state4 - pericyte_state5	0.202847661574594	0.444983236449736	141.453479819924	0.455854614194003	0.649193573008376
tgfb_receptor_score_z	pericyte_state0 - pericyte_state1	-0.364339409209283	0.201657385293281	75.4374182120215	-1.80672485006887	0.186982335943172
tgfb_receptor_score_z	pericyte_state0 - pericyte_state2	0.144137824259006	0.211024069848892	155.771234585221	0.683039732681767	0.638007015110539
tgfb_receptor_score_z	pericyte_state0 - pericyte_state3	-0.209076368323957	0.221896096425013	165.243198185714	-0.942226437023475	0.579086996847991
tgfb_receptor_score_z	pericyte_state0 - pericyte_state4	-1.02220119358321	0.286048959454395	169.443755791203	-3.57351830796009	0.00344177905843279
tgfb_receptor_score_z	pericyte_state0 - pericyte_state5	-0.188759287695225	0.452394197880037	194.715345397369	-0.417245156060289	0.75013876451615
tgfb_receptor_score_z	pericyte_state1 - pericyte_state2	0.508477233468288	0.16697369482346	155.584414120657	3.04525352934123	0.0136554028272791
tgfb_receptor_score_z	pericyte_state1 - pericyte_state3	0.155263040885326	0.235414812210043	178.527685055074	0.659529616797417	0.638007015110539
tgfb_receptor_score_z	pericyte_state1 - pericyte_state4	-0.657861784373932	0.26441497972779	182.121255384463	-2.48798984479317	0.0412355817914027
tgfb_receptor_score_z	pericyte_state1 - pericyte_state5	0.175580121514058	0.455193427429088	190.586594037257	0.385726398787711	0.75013876451615
tgfb_receptor_score_z	pericyte_state2 - pericyte_state3	-0.353214192582963	0.245990278495163	180.178270060274	-1.43588679497311	0.286440755665692
tgfb_receptor_score_z	pericyte_state2 - pericyte_state4	-1.16633901784222	0.272495705967527	177.898857576071	-4.2802106319474	0.000456998578153099
tgfb_receptor_score_z	pericyte_state2 - pericyte_state5	-0.332897111954231	0.460312315926811	189.834592100331	-0.723198359974277	0.638007015110539
tgfb_receptor_score_z	pericyte_state3 - pericyte_state4	-0.813124825259257	0.308595812254441	164.902801095255	-2.63491853411422	0.034567382243726
tgfb_receptor_score_z	pericyte_state3 - pericyte_state5	0.0203170806287322	0.47101834769313	181.894237298416	0.0431343720010857	0.965641733591757
tgfb_receptor_score_z	pericyte_state4 - pericyte_state5	0.83344190588799	0.493371342651407	171.713740647709	1.68927911663662	0.199244688022687
fibroblast_like_noCOL4A1_score_z	pericyte_state0 - pericyte_state1	0.558359549709368	0.187803021787344	99.8956734026809	2.97311270284893	0.0069279920386166
fibroblast_like_noCOL4A1_score_z	pericyte_state0 - pericyte_state2	0.293202974379587	0.184128461637239	147.589537702116	1.59238268637274	0.130890291671136
