gene	value_type	with_depth	contrast	estimate	SE	df	t.ratio	p.value	sd_study	sd_residual	study_dominated	n_units	n_donors	bh_family	block	p_BH_across_genes
LAMB1	expr	TRUE	Pericytes - Classical monocytes	3.16639612531971	0.0896821741310094	2162.35434382965	-35.3068617704804	1.08561183016993e-214	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	7.8261270742101e-214
LAMB1	expr	TRUE	Pericytes - DC2	3.17230804528114	0.0902962503174888	2179.15542696899	-35.1322234769113	1.29698312153824e-213	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	9.0788818507677e-213
LAMB1	expr	TRUE	Pericytes - EC aerocyte capillary	3.08587401788448	0.0997891818499544	2129.47736318785	-30.9239334432512	2.19177965991621e-173	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	1.23096462295294e-172
LAMB1	expr	TRUE	Pericytes - EC general capillary	2.68024782753136	0.0933171354041006	2138.1965814095	-28.7219256776883	1.98550946329138e-153	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	9.7857252119361e-153
LAMB1	expr	TRUE	Pericytes - EC venous pulmonary	2.53212838356382	0.0969884858859874	2154.88501779065	-26.1075153450731	1.42037979113701e-130	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	6.23675853744706e-130
LAMB1	expr	TRUE	Pericytes - EC venous systemic	2.25103615161555	0.0995879863382499	2169.42842966397	-22.6034909870547	1.29635564906704e-101	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	4.89171701952642e-101
LAMB1	expr	TRUE	Pericytes - Interstitial macrophages	3.15828833488128	0.091421339870331	2209.70863302466	-34.5465111248741	1.22481911696738e-208	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	8.10394018486639e-208
LAMB1	expr	TRUE	Pericytes - Lymphatic EC	2.26171316098274	0.0943642444305312	2158.49191195432	-23.9679041000298	1.39943441578596e-112	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	5.45102276471467e-112
LAMB1	expr	TRUE	Pericytes - Mast cells	3.13106553768142	0.0928460600494535	2162.12163710345	-33.7231923036227	4.55157703877757e-200	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	2.89264698648627e-199
LAMB1	expr	TRUE	Pericytes - Myofibroblasts	1.22190245128218	0.123328023997087	2132.77321790993	-9.90774368776917	1.3753249418237e-22	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	2.29062740310638e-22
LAMB1	expr	TRUE	Pericytes - (Non-classical monocytes)	3.17068688581262	0.0925313421425146	2184.77499593498	-34.266085548929	1.34019367812284e-205	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	8.6308472871111e-205
LAMB1	expr	TRUE	Pericytes - Peribronchial fibroblasts	0.965933670410756	0.108094914399867	2168.26849458647	-8.93597701403004	9.30844586562896e-19	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	1.49368084820558e-18
LAMB1	expr	TRUE	Pericytes - Subpleural fibroblasts	1.33413325388356	0.212623086026418	2185.49386838902	-6.27463968666974	4.42322712745753e-10	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	6.39646318132331e-10
LAMB1	expr	TRUE	Pericytes - (Transitional Club-AT2)	3.19323748498653	0.0976364948916827	2182.03328362007	-32.7053678906549	7.56312968543161e-191	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	4.50986621983144e-190
LAMB1	expr	TRUE	Pericytes - Vascular smooth muscle	2.13361512490894	0.0990969040616196	2145.1582230339	-21.5305931614395	3.68362260078839e-93	1.57840402359541e-17	0.541823625986442	FALSE	2329	220	original_panel	basement_membrane	1.34787099710666e-92
LAMB2	expr	TRUE	Pericytes - AT1	-0.98430939103504	0.104524919054979	2150.01162981498	9.41698304992043	4.84454303021783e-20	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	7.87849927136435e-20
LAMB2	expr	TRUE	Pericytes - AT2_AGTR2det	0.275976441736979	0.119234322935391	2144.98152703047	-2.31457213781069	0.0241854349126714	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	0.0275508609972176
LAMB2	expr	TRUE	Pericytes - AT2_AGTR2undet	0.264797761540627	0.105627880522412	2202.10878067527	-2.50689268998864	0.0151339390583735	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	0.0174455669813709
LAMB2	expr	TRUE	Pericytes - Adventitial fibroblasts	-0.592806245380348	0.110237244579244	2189.58832411304	5.37754955362847	1.75436038083772e-07	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	2.41411984029806e-07
LAMB2	expr	TRUE	Pericytes - Alveolar fibroblasts	-0.422375603327334	0.107547371319034	2138.17368033446	3.92734474257281	0.00012405521223801	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	0.000154032564295524
LAMB2	expr	TRUE	Pericytes - Alveolar macrophages	0.919058582624441	0.105175313014587	2200.58181657953	-8.73834891745912	1.60889933797318e-17	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	2.52304668909431e-17
LAMB2	expr	TRUE	Pericytes - Classical monocytes	1.0719013620567	0.100558987738497	2159.9061477089	-10.6594287210227	4.79412167405819e-25	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	8.21120839918477e-25
LAMB2	expr	TRUE	Pericytes - DC2	1.00965948419274	0.101308789449407	2177.64117708213	-9.9661588069508	3.45419279079795e-22	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	5.71361341765551e-22
LAMB2	expr	TRUE	Pericytes - EC aerocyte capillary	-0.593538673723625	0.11186315614527	2127.45388854406	5.30593534257904	2.36227532171904e-07	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	3.24141755792698e-07
LAMB2	expr	TRUE	Pericytes - EC general capillary	-0.358495129251237	0.104613132503944	2135.7180598958	3.42686544863498	0.000816575830717912	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	0.000990970166423999
LAMB2	expr	TRUE	Pericytes - EC venous pulmonary	-0.882866383671185	0.108740961669756	2152.1275553751	8.11898635173407	1.82600917656022e-15	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	2.81777134913287e-15
LAMB2	expr	TRUE	Pericytes - EC venous systemic	-0.501321930765627	0.11168256637596	2167.71130110639	4.48881098485875	1.13062894151291e-05	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	1.47195088612058e-05
LAMB2	expr	TRUE	Pericytes - Interstitial macrophages	0.871132000375965	0.102559728331268	2207.69686945216	-8.49389925802268	1.084510784342e-16	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	1.69520617746663e-16
LAMB2	expr	TRUE	Pericytes - Lymphatic EC	-0.867940695667639	0.105802186910163	2156.06344532043	8.20342869098362	1.04159879908757e-15	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	1.6124750639721e-15
LAMB2	expr	TRUE	Pericytes - Mast cells	1.13684565953656	0.104105908648807	2159.4404596866	-10.9200877672719	4.87763027845254e-26	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	8.47444397299489e-26
LAMB2	expr	TRUE	Pericytes - Myofibroblasts	-0.182716320583028	0.138252593639486	2130.55649536241	1.32161224446529	0.206064375494708	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	0.222660164125154
LAMB2	expr	TRUE	Pericytes - (Non-classical monocytes)	1.18315216480505	0.103775282830485	2182.48765764636	-11.4010979544879	5.74312245973297e-28	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	1.03504781643695e-27
LAMB2	expr	TRUE	Pericytes - Peribronchial fibroblasts	-0.54426442535605	0.121223356827404	2166.46047960618	4.48976533566023	1.13062894151291e-05	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	1.47195088612058e-05
LAMB2	expr	TRUE	Pericytes - Subpleural fibroblasts	0.0254664390498872	0.2384414109775	2181.74807601551	-0.106803759235808	0.960702208745041	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	0.976882456471274
LAMB2	expr	TRUE	Pericytes - (Transitional Club-AT2)	0.00201304540412304	0.109572947890588	2180.45383386689	-0.0183717372113884	0.985343979935656	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	0.995964269823163
LAMB2	expr	TRUE	Pericytes - Vascular smooth muscle	-0.558156540472796	0.111099180967709	2142.69453482194	5.02394829206727	9.59164851406507e-07	2.93368864227705e-17	0.607291702404846	FALSE	2329	220	original_panel	basement_membrane	1.29769362249116e-06
LAMB3	expr	TRUE	Pericytes - AT1	-3.24997306873322	0.0943328996600881	2153.51254613436	34.4521697143194	3.07671649165452e-206	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	2.0558060194237e-205
LAMB3	expr	TRUE	Pericytes - AT2_AGTR2det	-1.15810307412345	0.10745629366599	2146.02184169927	10.777433639422	1.44160239702769e-25	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	4.92826865960631e-25
LAMB3	expr	TRUE	Pericytes - AT2_AGTR2undet	-1.50825696788382	0.0952383248957814	2204.40405763563	15.8366599741679	1.46576083985549e-52	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	5.13016293949423e-52
LAMB3	expr	TRUE	Pericytes - Adventitial fibroblasts	0.030833228025208	0.099441236514769	2192.23829809948	-0.310064809186365	0.836177054331044	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.924195691629049
LAMB3	expr	TRUE	Pericytes - Alveolar fibroblasts	-0.0432658213805826	0.0970706183719588	2141.32482433614	0.445714904326611	0.810165492931932	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.923211840782899
LAMB3	expr	TRUE	Pericytes - Alveolar macrophages	0.0573876541862133	0.0947765396666043	2201.75689176563	-0.605504847381915	0.762868416592604	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.883005175111125
LAMB3	expr	TRUE	Pericytes - Classical monocytes	-0.185294984325919	0.0907408169700596	2163.14203487305	2.04202464241707	0.17333458947019	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.303335531572832
LAMB3	expr	TRUE	Pericytes - DC2	-0.0286289592410804	0.0913446308126363	2179.65244717723	0.313416989990396	0.836177054331044	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.924195691629049
LAMB3	expr	TRUE	Pericytes - EC aerocyte capillary	0.0474380853106999	0.100975465508109	2130.13656745772	-0.469798134348689	0.810165492931932	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.923211840782899
LAMB3	expr	TRUE	Pericytes - EC general capillary	0.05853806576768	0.0944249499865958	2139.00332530151	-0.619942777581453	0.762868416592604	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.883005175111125
LAMB3	expr	TRUE	Pericytes - EC venous pulmonary	0.114895211429942	0.0981364069172114	2155.78176173851	-1.17077051258733	0.564247672116897	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.829444078011838
LAMB3	expr	TRUE	Pericytes - EC venous systemic	0.141782592140466	0.100758926190265	2169.9828921132	-1.40714671643816	0.558344845138397	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.829444078011838
LAMB3	expr	TRUE	Pericytes - Interstitial macrophages	-0.111577602539424	0.0924860299030145	2210.35017379331	1.20642655605858	0.564247672116897	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.829444078011838
LAMB3	expr	TRUE	Pericytes - Lymphatic EC	0.102964583562283	0.0954801504096369	2159.27914258014	-1.0783873205115	0.59006092679808	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.843768929946995
LAMB3	expr	TRUE	Pericytes - Mast cells	0.0788395920496024	0.0939422217304811	2162.98670809171	-0.839234910536735	0.702502924156273	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.843768929946995
LAMB3	expr	TRUE	Pericytes - Myofibroblasts	0.158905278633946	0.124793388266109	2133.49951728333	-1.27334693641859	0.564247672116897	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.829444078011838
LAMB3	expr	TRUE	Pericytes - (Non-classical monocytes)	0.0123850000912793	0.0936174815843405	2185.51196032773	-0.132293668678981	0.894764193009809	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.954310507249052
LAMB3	expr	TRUE	Pericytes - Peribronchial fibroblasts	0.110255245461802	0.109365633802815	2168.85013639941	-1.00813428888083	0.598504688047825	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.843768929946995
LAMB3	expr	TRUE	Pericytes - Subpleural fibroblasts	0.163197832621433	0.215123785353176	2186.71507379745	-0.758622912633794	0.723950638784241	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.851365951210268
LAMB3	expr	TRUE	Pericytes - (Transitional Club-AT2)	-0.987034984849917	0.098761938276993	2182.56647417846	9.99408276173788	2.63264169190514e-22	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	8.59996286022347e-22
LAMB3	expr	TRUE	Pericytes - Vascular smooth muscle	-0.0232880506615407	0.100271416262454	2145.95662545464	0.232250141960553	0.857184174459868	1.67720268141858e-17	0.548291195670479	FALSE	2329	220	bm_expansion	basement_membrane	0.940343833176124
LAMB4	expr	TRUE	Pericytes - AT1	0.670764346524677	0.156595613989141	2246.41669868991	-4.28341720076011	5.03463078529997e-05	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000115639175849859
LAMB4	expr	TRUE	Pericytes - AT2_AGTR2det	0.664878859931298	0.17426771159895	2209.71493600982	-3.81527279971067	0.000209649635742981	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000440264235060259
LAMB4	expr	TRUE	Pericytes - AT2_AGTR2undet	0.670002402868544	0.155695203404559	2257.65125343277	-4.30329508050167	5.03463078529997e-05	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000115639175849859
LAMB4	expr	TRUE	Pericytes - Adventitial fibroblasts	0.641613146798015	0.163908084427412	2256.2426083493	-3.91446919192175	0.000163255745230786	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000352920508072434
LAMB4	expr	TRUE	Pericytes - Alveolar fibroblasts	0.0749326623215282	0.161545539988113	2237.02920346907	-0.463848536623432	0.642801396356802	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.843768929946995
LAMB4	expr	TRUE	Pericytes - Alveolar macrophages	0.667580360564304	0.15308699675182	2217.00448575801	-4.36079075773213	4.74329626711952e-05	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000112462024397834
LAMB4	expr	TRUE	Pericytes - Classical monocytes	0.623942295217229	0.150071171778436	2218.06426155138	-4.15764258933363	7.78801642532559e-05	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000176128986849671
LAMB4	expr	TRUE	Pericytes - DC2	0.671847753063927	0.149044305825514	2215.51222816902	-4.50770493607758	3.6197208234837e-05	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	8.86831601753506e-05
LAMB4	expr	TRUE	Pericytes - EC aerocyte capillary	0.673620281934435	0.168552585784658	2211.82222582676	-3.99649924561257	0.000126746594651684	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000278085812146232
LAMB4	expr	TRUE	Pericytes - EC general capillary	0.263280835459913	0.157124472267785	2224.91232400409	-1.67561953691852	0.10384306569332	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.186157690938025
LAMB4	expr	TRUE	Pericytes - EC venous pulmonary	0.65817778821116	0.162785500291569	2246.4448630141	-4.04322121461851	0.000114447469793218	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000254905728175804
LAMB4	expr	TRUE	Pericytes - EC venous systemic	0.225250322416634	0.166230381289815	2217.01243489259	-1.35504906304654	0.184316972881126	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.318759941335594
LAMB4	expr	TRUE	Pericytes - Interstitial macrophages	0.684879895966734	0.151320160372708	2251.54277241789	-4.52603205204017	3.6197208234837e-05	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	8.86831601753506e-05
LAMB4	expr	TRUE	Pericytes - Lymphatic EC	0.719225184305296	0.158360264839415	2236.60015864157	-4.54170233318707	3.6197208234837e-05	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	8.86831601753506e-05
LAMB4	expr	TRUE	Pericytes - Mast cells	0.540156368003527	0.155372751911913	2238.90301740617	-3.47651928254296	0.000639448294715775	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.00127025539625971
LAMB4	expr	TRUE	Pericytes - Myofibroblasts	0.749036672060365	0.207974717816107	2237.28465316742	-3.60157561421802	0.000424180402552808	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000866034988545316
LAMB4	expr	TRUE	Pericytes - (Non-classical monocytes)	0.679242694287045	0.154205497668553	2246.96549138159	-4.40478909349263	4.65596923508749e-05	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000112201225829158
LAMB4	expr	TRUE	Pericytes - Peribronchial fibroblasts	0.694801365910807	0.180413100978333	2231.57406870994	-3.85116913429835	0.000195245301517854	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000415957381494558
LAMB4	expr	TRUE	Pericytes - Subpleural fibroblasts	0.755779527846844	0.352884123309873	2305.76368747237	-2.14172153951846	0.0377071300672766	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.0684314582702426
LAMB4	expr	TRUE	Pericytes - (Transitional Club-AT2)	0.723608582073553	0.160373783481728	2242.54733390864	-4.5120129136069	3.6197208234837e-05	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	8.86831601753506e-05
LAMB4	expr	TRUE	Pericytes - Vascular smooth muscle	0.605620091511621	0.166645373853965	2230.63766842185	-3.6341848411726	0.000399231442686689	1.88885993354706e-17	0.921359171460791	FALSE	2329	220	bm_expansion	basement_membrane	0.000826577775703426
LAMC1	expr	TRUE	Pericytes - AT1	-0.0459784707874631	0.0978244232768399	2160.74852184386	0.470010139056435	0.670314965432364	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	0.694768515673459
LAMC1	expr	TRUE	Pericytes - AT2_AGTR2det	0.551796041454976	0.111132737811112	2149.11904139295	-4.96519794547706	1.11051094564873e-06	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	1.49825918086128e-06
LAMC1	expr	TRUE	Pericytes - AT2_AGTR2undet	0.340454857393524	0.0985856368349368	2209.17163097898	-3.45339207945222	0.000696721192897244	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	0.000851940091568023
LAMC1	expr	TRUE	Pericytes - Adventitial fibroblasts	-0.682781718022902	0.103029836329565	2197.58927584505	6.62702904660419	7.51635207488196e-11	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	1.10682867444146e-10
LAMC1	expr	TRUE	Pericytes - Alveolar fibroblasts	-1.39160129937305	0.100684376809922	2147.92606623478	13.8214223841322	5.7258825060723e-41	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	1.25709147746951e-40
LAMC1	expr	TRUE	Pericytes - Alveolar macrophages	1.19668418794555	0.0979973304306571	2204.31844594207	-12.2113957868711	8.18901475408717e-33	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	1.59487666380004e-32
LAMC1	expr	TRUE	Pericytes - Classical monocytes	1.22761513750519	0.0940725178272551	2169.63678923295	-13.0496681268748	6.6695223111761e-37	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	1.40671584117819e-36
LAMC1	expr	TRUE	Pericytes - DC2	1.32108231735728	0.0945536464349332	2183.91133817105	-13.9717754646975	1.04084005840166e-41	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	2.31670851708756e-41
LAMC1	expr	TRUE	Pericytes - EC aerocyte capillary	1.29683507195068	0.104754755787745	2135.73150106472	-12.379725027266	1.68220240538707e-33	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	3.34363687984343e-33
LAMC1	expr	TRUE	Pericytes - EC general capillary	0.774299630597948	0.0979450221363682	2145.83061587201	-7.90545158609384	8.8864456537472e-15	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	1.34973372665406e-14
LAMC1	expr	TRUE	Pericytes - EC venous pulmonary	0.639718433786004	0.101765498802362	2163.35987041036	-6.28620152521828	6.33744410277756e-10	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	9.11007589774275e-10
LAMC1	expr	TRUE	Pericytes - EC venous systemic	-0.122835161751756	0.104420947186485	2174.60201330429	1.17634598288392	0.264804918666182	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	0.282966317955235
LAMC1	expr	TRUE	Pericytes - Interstitial macrophages	1.17127417830555	0.0957619814467726	2215.54888923712	-12.2310979849198	7.36974104652608e-33	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	1.44112750019113e-32
LAMC1	expr	TRUE	Pericytes - Lymphatic EC	-0.413159006438227	0.0990037309206301	2165.88820071854	4.17316602714145	4.09846315763178e-05	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	5.16855797685678e-05
LAMC1	expr	TRUE	Pericytes - Mast cells	1.37184935095767	0.0973924425517743	2170.17005918975	-14.0857885377337	3.66605868177588e-42	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	8.23584345719884e-42
LAMC1	expr	TRUE	Pericytes - Myofibroblasts	-0.166641467017684	0.129457361317152	2139.74755669941	1.28723052379722	0.231178699387409	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	0.24758162262554
LAMC1	expr	TRUE	Pericytes - (Non-classical monocytes)	1.40104296399896	0.0970046407360892	2191.61905393362	-14.4430509032102	6.49933435145323e-44	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	1.49484690083424e-43
LAMC1	expr	TRUE	Pericytes - Peribronchial fibroblasts	-0.795724375564777	0.113337865541258	2173.66270702465	7.02081666850441	5.60747458480233e-12	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	8.3851709735589e-12
LAMC1	expr	TRUE	Pericytes - Subpleural fibroblasts	-0.0305352148870482	0.222939938183064	2197.09728419532	0.136966104574653	0.891070136424302	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	0.909908828526295
LAMC1	expr	TRUE	Pericytes - (Transitional Club-AT2)	1.03402456908095	0.102164858807899	2187.38167484561	-10.1211373572711	3.40079047147439e-23	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	5.72328152516422e-23
LAMC1	expr	TRUE	Pericytes - Vascular smooth muscle	-0.493639763634779	0.103993271419827	2152.6512770895	4.74684329952391	3.08280639135671e-06	4.16502630329417e-17	0.569045958096082	FALSE	2329	220	original_panel	basement_membrane	4.05720841151305e-06
LAMC2	expr	TRUE	Pericytes - AT1	-3.58068194173441	0.100690959504057	2166.23253056045	35.5611065717388	3.02964285099724e-217	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	2.12074999569807e-216
LAMC2	expr	TRUE	Pericytes - AT2_AGTR2det	-0.450311347597057	0.1141744559109	2152.12339791962	3.94406388017713	0.000434048927691999	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.000874043731105805
LAMC2	expr	TRUE	Pericytes - AT2_AGTR2undet	-0.792452448505961	0.101348111463269	2212.78543989602	7.81911411139775	8.57122992372177e-14	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	2.68078893358958e-13
LAMC2	expr	TRUE	Pericytes - Adventitial fibroblasts	-0.309679700006582	0.105984191181257	2201.56017760696	2.92194238173652	0.0147587790882767	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.0278146221279061
LAMC2	expr	TRUE	Pericytes - Alveolar fibroblasts	-0.27255572381656	0.103650616781284	2153.0069636652	2.62956200628973	0.0301362319041427	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.056076279619101
LAMC2	expr	TRUE	Pericytes - Alveolar macrophages	-0.08135331641479	0.100661311669682	2206.31999097363	0.808188519157682	0.702331818684915	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.843768929946995
LAMC2	expr	TRUE	Pericytes - Classical monocytes	0.0156099470857328	0.0968086866023187	2174.38235404824	-0.16124531417162	0.902730163094394	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.954310507249052
LAMC2	expr	TRUE	Pericytes - DC2	-0.0628794902250561	0.0971999028380367	2187.17498250341	0.646908982304556	0.702331818684915	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.843768929946995
LAMC2	expr	TRUE	Pericytes - EC aerocyte capillary	-0.0277536699965759	0.107856594013088	2140.01541746266	0.257320104074565	0.900021055340498	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.954310507249052
LAMC2	expr	TRUE	Pericytes - EC general capillary	-0.0604716876327634	0.100833438425837	2151.02502367092	0.599718591142164	0.702331818684915	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.843768929946995
LAMC2	expr	TRUE	Pericytes - EC venous pulmonary	-0.0628528057207092	0.104744854896166	2169.11699946835	0.600056258448356	0.702331818684915	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.843768929946995
LAMC2	expr	TRUE	Pericytes - EC venous systemic	-0.0848107423462031	0.107432120225715	2178.04305979646	0.789435619142729	0.702331818684915	1.2997306115538e-17	0.586080960616209	FALSE	2329	220	bm_expansion	basement_membrane	0.843768929946995
