gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
ARHGAP6	basement_membrane_score_z	0.0196706287917591	0.0146919825144429	1.33886824139778	0.180613570161113	FALSE	0.000612308213021606	TRUE	0
ARHGAP6	bm_minus_fibrillar_z	0.0242014615742952	0.0147139548906102	1.64479650469361	0.100011783234836	FALSE	0.00169166014529765	TRUE	0
CDH6	basement_membrane_score_z	0.138442195758255	0.0163493766715773	8.46773540907716	2.50209881935583e-17	FALSE	0.0019365870684851	TRUE	0
CDH6	bm_minus_fibrillar_z	0.0385831329100202	0.0160890193063605	2.39810346269938	0.0164802095354486	FALSE	0.000860054569784552	TRUE	0
EIF4A1	basement_membrane_score_z	-0.0624778165317976	0.0143428945878458	-4.35601169269846	1.32453703894748e-05	FALSE	0.00254849510383792	TRUE	0
EIF4A1	bm_minus_fibrillar_z	0.0170318643535093	0.0143125921177887	1.18999159714339	0.234049694729876	FALSE	0.000945274223340675	TRUE	0
HSPA8	basement_membrane_score_z	-0.0867760562800396	0.0142604299011192	-6.08509398957386	1.16422992367394e-09	FALSE	0.00515598003403284	TRUE	0
HSPA8	bm_minus_fibrillar_z	0.0133227697385053	0.0140425114776386	0.948745511778332	0.342750060620378	FALSE	0.00227913915296085	TRUE	0
MT-ND4L	basement_membrane_score_z	0.0619551848611027	0.0129127913019176	4.79796996733788	1.60281803932016e-06	FALSE	0.000285035639535636	TRUE	0
MT-ND4L	bm_minus_fibrillar_z	0.030847574352355	0.0127663605475234	2.41631702610336	0.0156784039427537	FALSE	0.000223699316848069	TRUE	0
PERP	basement_membrane_score_z	0.0447486424400583	0.0149742626324819	2.98837034839968	0.00280469468667943	FALSE	0.000970576365943998	TRUE	0
PERP	bm_minus_fibrillar_z	0.0591481417889364	0.0148499686775182	3.98304825238335	6.80369348643426e-05	FALSE	0.000708387233316898	TRUE	0
SAT1	basement_membrane_score_z	-0.0966843554831074	0.0166276242058668	-5.81468249980016	6.07490772957296e-09	FALSE	0.000798863766249269	TRUE	0
SAT1	bm_minus_fibrillar_z	0.0124596736301512	0.0165190772310889	0.754259663288095	0.450693318047418	FALSE	0.000541513145435602	TRUE	0
TBX3	basement_membrane_score_z	0.00182236885482283	0.0139405297344934	0.130724505419167	0.895993246171872	FALSE	0.0013434691936709	TRUE	0
TBX3	bm_minus_fibrillar_z	0.0393396808864502	0.0139949582803129	2.8109895076851	0.00493893964814055	FALSE	0.000761592673370615	TRUE	0
