outcome	predictor	family	n_donors	median_rho	q25	q75	p_wilcox	n_donors_partial	median_partial_rho	p_wilcox_partial	depth_control	p_BH	p_BH_partial
basement_membrane_score	tgfb_response_score	tgfb	69	-0.0364705882352941	-0.10017094017094	0.0214285714285714	0.00822492633861023	69	-0.0468964874680072	0.00149929213925124	log10_total_counts	0.0246747790158307	0.00403070816072631
basement_membrane_score	tgfb_response_noECM_score	tgfb	69	-0.0345691229430428	-0.110263321584076	0.0311355311355311	0.0173304691180189	69	-0.0504222067084039	0.00268713877381754	log10_total_counts	0.0259957036770283	0.00403070816072631
basement_membrane_score	tgfb_receptor_score	tgfb	69	-0.0143385753931545	-0.0977551020408163	0.0507153224134356	0.276520845873724	69	0.000297322760523861	0.895350661946773	log10_total_counts	0.276520845873724	0.895350661946773
fibrillar_collagen_score	tgfb_response_score	tgfb	69	0.00420295905861265	-0.0800395256916996	0.112849322370984	0.909554902918569	69	0.00218664348947726	0.783292013531049	log10_total_counts	0.909554902918569	0.820268258230867
fibrillar_collagen_score	tgfb_response_noECM_score	tgfb	69	-0.00750826584540724	-0.088266043643618	0.093439676323649	0.81098318253902	69	-0.00378884371326785	0.820268258230867	log10_total_counts	0.909554902918569	0.820268258230867
fibrillar_collagen_score	tgfb_receptor_score	tgfb	69	0.0291695264241592	-0.0434782608695652	0.106849350012193	0.0332952445178625	69	0.0430345277231987	0.0363820876431455	log10_total_counts	0.0998857335535875	0.109146262929437
bm_minus_fibrillar	tgfb_response_score	tgfb	69	-0.0231374807987711	-0.0977744476620563	0.084541507310386	0.220317614035197	69	-0.0381524696728643	0.0976877743603261	log10_total_counts	0.330476421052795	0.21584887417984
bm_minus_fibrillar	tgfb_response_noECM_score	tgfb	69	-0.0216913521261347	-0.0933697881066302	0.0774690425853217	0.354063267120636	69	-0.0430546585677814	0.19040253191822	log10_total_counts	0.354063267120636	0.21584887417984
bm_minus_fibrillar	tgfb_receptor_score	tgfb	69	-0.0356122448979592	-0.0951832598539186	0.0668488004781013	0.113097996484297	69	-0.0147867734378031	0.21584887417984	log10_total_counts	0.330476421052795	0.21584887417984
