gene	value_type	with_depth	contrast	estimate	SE	df	t.ratio	p.value	sd_study	sd_residual	study_dominated	n_units	n_donors	p_BH_across_genes
COL4A1	detect	TRUE	Pericytes - Mast cells	3.18249199908043	0.0882545727787251	2143.9842114003	-36.0603637735541	1.44849111439338e-222	1.72038434862659e-17	0.513679970408528	FALSE	2329	220	2.49864717232857e-221
COL4A1	detect	TRUE	Pericytes - Myofibroblasts	1.76194257320215	0.117047846984316	2118.73525326684	-15.0531822549307	1.09699005647957e-48	1.72038434862659e-17	0.513679970408528	FALSE	2329	220	3.13518459928775e-48
COL4A1	detect	TRUE	Pericytes - (Non-classical monocytes)	3.40088003894504	0.0881000107539772	2169.1041485722	-38.6024928923349	9.08548325779443e-248	1.72038434862659e-17	0.513679970408528	FALSE	2329	220	3.37560647193439e-246
COL4A1	detect	TRUE	Pericytes - Peribronchial fibroblasts	1.62273533720584	0.102873728169553	2155.72738445927	-15.7740500522281	4.56502402590462e-53	1.72038434862659e-17	0.513679970408528	FALSE	2329	220	1.35270343835088e-52
COL4A1	detect	TRUE	Pericytes - Subpleural fibroblasts	2.42359949542701	0.202291708048432	2161.25085754443	-11.9807159611641	4.53919075332872e-32	1.72038434862659e-17	0.513679970408528	FALSE	2329	220	1.09621456692889e-31
COL4A1	detect	TRUE	Pericytes - (Transitional Club-AT2)	3.48392898469389	0.0934110721044958	2173.97133200582	-37.2967455163831	2.6377612715688e-235	1.72038434862659e-17	0.513679970408528	FALSE	2329	220	5.79108497348968e-234
COL4A1	detect	TRUE	Pericytes - Vascular smooth muscle	1.4977241218612	0.094106415868002	2128.84061566834	-15.9152179800575	7.4559692679179e-54	1.72038434862659e-17	0.513679970408528	FALSE	2329	220	2.25077072275272e-53
COL4A2	detect	TRUE	Pericytes - AT1	1.40580148797379	0.0932560389456349	2142.30285141554	-15.0746429278787	1.04666849223278e-48	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	3.00917191516924e-48
COL4A2	detect	TRUE	Pericytes - AT2_AGTR2det	3.27955613030011	0.106739736815247	2144.06768998009	-30.7247912366189	9.93696577076622e-172	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	6.23318761984427e-171
COL4A2	detect	TRUE	Pericytes - AT2_AGTR2undet	3.14752911250552	0.0944546630144011	2197.10894455391	-33.3231733834636	8.47932809393767e-197	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	8.0304224889645e-196
COL4A2	detect	TRUE	Pericytes - Adventitial fibroblasts	1.91685234911985	0.0984655758746542	2183.55445090631	-19.4672334172908	1.01338831189755e-77	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	3.82395745817592e-77
COL4A2	detect	TRUE	Pericytes - Alveolar fibroblasts	1.86996126478784	0.0959303514790279	2131.33599029174	-19.492905383513	1.00069340126633e-77	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	3.80578671505227e-77
COL4A2	detect	TRUE	Pericytes - Alveolar macrophages	3.11074076597907	0.0941728163158512	2198.22576726286	-33.0322580089968	4.23646240814654e-194	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	3.86077611912222e-193
COL4A2	detect	TRUE	Pericytes - Classical monocytes	3.02108808709951	0.0897465525374688	2152.56541717837	-33.6624416390615	4.21864055863316e-199	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	4.24500706212461e-198
COL4A2	detect	TRUE	Pericytes - DC2	3.10115996267153	0.0905877648875932	2173.41093773954	-34.2337617725709	1.74464609580211e-204	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	1.95968387040098e-203
COL4A2	detect	TRUE	Pericytes - EC aerocyte capillary	1.44790373343923	0.099758969475552	2121.60882292357	-14.5140205542527	1.95983540284562e-45	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	5.4402327561749e-45
COL4A2	detect	TRUE	Pericytes - EC general capillary	1.06982125286409	0.0933058570823791	2128.54830579321	-11.4657459490411	1.65641273504939e-29	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	3.86496304844857e-29
COL4A2	detect	TRUE	Pericytes - EC venous pulmonary	2.07241553598101	0.0970206021172776	2144.11977657435	-21.3605717832578	1.28074132659837e-91	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	5.11238066733067e-91
COL4A2	detect	TRUE	Pericytes - EC venous systemic	1.25282234475602	0.0997214660866882	2162.59671640555	-12.5632162654623	7.13122084435633e-35	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	1.83211684458729e-34
COL4A2	detect	TRUE	Pericytes - Interstitial macrophages	3.07355775044913	0.091674281719222	2201.47196512877	-33.5269357207811	9.81497847398426e-199	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	9.67476449578448e-198
COL4A2	detect	TRUE	Pericytes - Lymphatic EC	1.76431754875568	0.0944092278990967	2148.93417249274	-18.6879777328691	3.98340113056542e-72	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	1.3941903956979e-71
COL4A2	detect	TRUE	Pericytes - Mast cells	2.96739900270034	0.0929093798535414	2151.46276844502	-31.9386374914786	3.98836231437311e-183	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	3.00996718412846e-182
COL4A2	detect	TRUE	Pericytes - Myofibroblasts	1.32701401720726	0.123299336805416	2124.25717814411	-10.7625397799298	2.69437971066928e-26	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	5.94239908791444e-26
COL4A2	detect	TRUE	Pericytes - (Non-classical monocytes)	3.13968335538696	0.0926785771950558	2175.63692842101	-33.8771208019198	2.21350175245915e-201	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	2.37582521430616e-200
COL4A2	detect	TRUE	Pericytes - Peribronchial fibroblasts	1.31506704576172	0.10824132249115	2161.00698090722	-12.1493992820463	8.22558295727009e-33	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	2.04791575688735e-32
COL4A2	detect	TRUE	Pericytes - Subpleural fibroblasts	1.91135118213218	0.212882097850451	2170.94407520498	-8.97844958045698	5.80439328620731e-19	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	1.08244091013055e-18
COL4A2	detect	TRUE	Pericytes - (Transitional Club-AT2)	3.20658837172256	0.0980591543896889	2176.49809864018	-32.7005509243892	1.16693568972095e-190	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	1.0247817057004e-189
COL4A2	detect	TRUE	Pericytes - Vascular smooth muscle	1.03553343713817	0.0991089370123141	2135.46536285357	-10.4484365220213	6.18157724655513e-25	1.62892508513406e-17	0.541348517188094	FALSE	2329	220	1.30951833775707e-24
COL18A1	detect	TRUE	Pericytes - AT1	2.81559986893637	0.110668156852065	2154.37961663859	-25.4418249027144	1.04629328982082e-124	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	4.67925610169867e-124
COL18A1	detect	TRUE	Pericytes - AT2_AGTR2det	3.4264064181257	0.12602140470145	2146.33018455842	-27.189082888284	1.16923405881095e-139	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	5.6474005040569e-139
COL18A1	detect	TRUE	Pericytes - AT2_AGTR2undet	3.20364921269802	0.111705103643328	2204.97412817106	-28.6795241059639	5.55117864230478e-153	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	2.9791325380369e-152
COL18A1	detect	TRUE	Pericytes - Adventitial fibroblasts	1.89760622795222	0.116647937147277	2192.8877368608	-16.2678078529271	3.77750716320328e-56	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	1.16212481517655e-55
COL18A1	detect	TRUE	Pericytes - Alveolar fibroblasts	2.03544430304396	0.113882827509541	2142.10960154908	-17.8731451225466	1.69347332579329e-66	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	5.60238093395999e-66
COL18A1	detect	TRUE	Pericytes - Alveolar macrophages	3.24690061141611	0.111148133958034	2202.05569636722	-29.2123717762284	1.64562390750806e-157	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	9.13604996926886e-157
COL18A1	detect	TRUE	Pericytes - Classical monocytes	2.95040925770213	0.106450351338178	2163.93406834587	-27.7162942217926	2.06653501021655e-144	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	1.01850654074959e-143
COL18A1	detect	TRUE	Pericytes - DC2	3.00237328405345	0.10713819620353	2180.15679445716	-28.0233697266086	3.18932900679332e-147	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	1.58808856730018e-146
COL18A1	detect	TRUE	Pericytes - EC aerocyte capillary	2.31104707681781	0.118466721037933	2130.80348938733	-19.5079855048727	7.81858937277508e-78	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	2.99712592623045e-77
COL18A1	detect	TRUE	Pericytes - EC general capillary	1.93321508789421	0.110779674095267	2139.81910090589	-17.450990930265	1.08721910023422e-63	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	3.50084550275417e-63
COL18A1	detect	TRUE	Pericytes - EC venous pulmonary	1.85884738252536	0.115129878777258	2156.68820635156	-16.1456556913577	2.34686765322587e-55	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	7.17428529435502e-55
COL18A1	detect	TRUE	Pericytes - EC venous systemic	1.33460045712869	0.118197447673115	2170.54151040558	-11.2912798321978	1.054310090813e-28	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	2.40203666916359e-28
COL18A1	detect	TRUE	Pericytes - Interstitial macrophages	3.09751974487416	0.108480745294469	2210.99261730879	-28.5536362832499	4.48833029983704e-152	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	2.35637340741444e-151
COL18A1	detect	TRUE	Pericytes - Lymphatic EC	1.82366802927576	0.112012560369833	2160.07369690771	-16.2809244182485	3.69715864359195e-56	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	1.14469719541982e-55
COL18A1	detect	TRUE	Pericytes - Mast cells	2.26865660389873	0.110206186649957	2163.85779167502	-20.5855648658325	8.17378741057493e-86	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	3.18382203169975e-85
COL18A1	detect	TRUE	Pericytes - Myofibroblasts	2.77636230719413	0.14640956078697	2134.23641068338	-18.9629850145771	5.44836373894435e-74	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	1.99360582265918e-73
COL18A1	detect	TRUE	Pericytes - (Non-classical monocytes)	3.0950310627596	0.109817872901959	2186.25362200234	-28.1833091551748	1.28248816341709e-148	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	6.66066433258551e-148
COL18A1	detect	TRUE	Pericytes - Peribronchial fibroblasts	0.957229242900107	0.128293428588738	2169.43514533416	-7.46124921151365	1.29467118177799e-13	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	2.06378277491342e-13
COL18A1	detect	TRUE	Pericytes - Subpleural fibroblasts	1.14441394582612	0.252356218585669	2187.95104265428	-4.53491478133567	6.07403325762683e-06	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	8.28745215659253e-06
COL18A1	detect	TRUE	Pericytes - (Transitional Club-AT2)	3.00474199472202	0.115828430519397	2183.11437861806	-25.9413166633458	3.88119483360031e-129	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	1.76850670248014e-128
COL18A1	detect	TRUE	Pericytes - Vascular smooth muscle	0.9744828443444	0.117636513791891	2146.76228617174	-8.28384668104275	2.2905926075193e-16	2.15580717967254e-17	0.643299129632045	FALSE	2329	220	3.97969866702095e-16
LAMA3	detect	TRUE	Pericytes - AT1	-3.57558351477719	0.0953410334331556	2185.55639686767	37.5030916492432	9.10131884789758e-237	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	2.09330333501644e-235
LAMA3	detect	TRUE	Pericytes - AT2_AGTR2det	-0.842304046121232	0.107492893407333	2165.30867686965	7.83590449025694	5.06488993085637e-14	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	8.18174527292183e-14
LAMA3	detect	TRUE	Pericytes - AT2_AGTR2undet	-0.999931938057247	0.0956036089493007	2225.30073579978	10.4591442629275	5.26022779391461e-24	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	1.09042490320204e-23
LAMA3	detect	TRUE	Pericytes - Adventitial fibroblasts	-0.261086450857374	0.100172593160524	2215.2084498106	2.60636609894874	0.0386912171555429	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.0448150069211683
LAMA3	detect	TRUE	Pericytes - Alveolar fibroblasts	-0.0359301058637985	0.0981943972746418	2171.44615332544	0.365907901683076	0.966899167614685	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.970919538373998
LAMA3	detect	TRUE	Pericytes - Alveolar macrophages	0.0688862947929088	0.0947039402965412	2213.10827567087	-0.727385730490294	0.891672661839073	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.910524092321929
LAMA3	detect	TRUE	Pericytes - Classical monocytes	0.0271702798594745	0.0915989837878196	2189.79711270207	-0.296622066489426	0.966899167614685	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.970919538373998
LAMA3	detect	TRUE	Pericytes - DC2	-0.0023759832836486	0.091669236239842	2198.30371565796	0.0259190910834264	0.979324225198279	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.979324225198279
LAMA3	detect	TRUE	Pericytes - EC aerocyte capillary	-0.0182150648080052	0.102232300447247	2155.43777973796	0.178173285041203	0.966899167614685	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.970919538373998
LAMA3	detect	TRUE	Pericytes - EC general capillary	0.0231413744862639	0.0955304087959444	2169.33269110717	-0.242240923889424	0.966899167614685	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.970919538373998
LAMA3	detect	TRUE	Pericytes - EC venous pulmonary	-0.106432272615533	0.099169168097603	2189.35520831422	1.07323954266493	0.60524555030504	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.631390066516921
LAMA3	detect	TRUE	Pericytes - EC venous systemic	-0.49537728572804	0.101580513872585	2189.74405385433	4.87669600046919	6.07073192775989e-06	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	8.28745215659253e-06
LAMA3	detect	TRUE	Pericytes - Interstitial macrophages	-0.0162798898016096	0.0929154300866194	2231.01915029204	0.175211908145211	0.966899167614685	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.970919538373998
LAMA3	detect	TRUE	Pericytes - Lymphatic EC	-0.102475338747375	0.096464620413248	2188.13045322229	1.0623100812337	0.60524555030504	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.631390066516921
LAMA3	detect	TRUE	Pericytes - Mast cells	-0.0586756258190863	0.0948307866631496	2193.34871153514	0.618740262352871	0.921315084649509	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.936831970285711
LAMA3	detect	TRUE	Pericytes - Myofibroblasts	0.0112255327900321	0.126311862815469	2162.96758525156	-0.0888715639197851	0.975651820853548	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.977675994755733
LAMA3	detect	TRUE	Pericytes - (Non-classical monocytes)	0.0535409673682357	0.0943222546473045	2211.28296308472	-0.567638756817671	0.921315084649509	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.936831970285711
LAMA3	detect	TRUE	Pericytes - Peribronchial fibroblasts	-0.0173707079292549	0.110244195068906	2189.47045264088	0.157565737755151	0.966899167614685	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.970919538373998
LAMA3	detect	TRUE	Pericytes - Subpleural fibroblasts	-0.387252614299044	0.216762536392751	2233.53297791648	1.78652926259076	0.222447587227999	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.240362829152402
LAMA3	detect	TRUE	Pericytes - (Transitional Club-AT2)	-0.162630572737131	0.0988746352122466	2205.89941253187	1.64481590640537	0.262894436804009	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.282801810637721
LAMA3	detect	TRUE	Pericytes - Vascular smooth muscle	-0.239950053003964	0.101382986038313	2175.11905493281	2.36676845277852	0.0631095067113462	1.73118853234981e-17	0.55616429214573	FALSE	2329	220	0.0708881203292563
LAMA4	detect	TRUE	Pericytes - AT1	1.48283820198403	0.0828808903176022	2141.17413351337	-17.8911953805244	1.85362731776228e-66	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	6.09048975836177e-66
LAMA4	detect	TRUE	Pericytes - AT2_AGTR2det	1.69972746456887	0.0949146930554536	2144.12027596706	-17.9079488101574	1.58327828942211e-66	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	5.27395457786812e-66
LAMA4	detect	TRUE	Pericytes - AT2_AGTR2undet	1.61088431038228	0.083976201874494	2196.38464156482	-19.1826288213156	1.25315965665266e-74	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	4.69206290049019e-74
LAMA4	detect	TRUE	Pericytes - Adventitial fibroblasts	-0.297983448780799	0.0875267766730138	2182.64193855927	3.40448329194182	0.000745915956055431	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	0.000940672080351889
LAMA4	detect	TRUE	Pericytes - Alveolar fibroblasts	-1.01119467989896	0.085254712812307	2130.34674187354	11.8608654764361	2.91697889362567e-31	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	6.94039805724729e-31
LAMA4	detect	TRUE	Pericytes - Alveolar macrophages	1.58462089999009	0.0837422161840974	2197.91303427957	-18.9226052545169	2.20680317858806e-73	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	7.83739658277964e-73
LAMA4	detect	TRUE	Pericytes - Classical monocytes	1.45637681830701	0.0797657066332023	2151.46533131186	-18.258182366566	7.04447281216043e-69	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	2.37935690089055e-68
LAMA4	detect	TRUE	Pericytes - DC2	1.49440869739197	0.0805372745124386	2172.82099369594	-18.5554913105628	6.41127068991999e-71	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	2.2118883880224e-70
LAMA4	detect	TRUE	Pericytes - EC aerocyte capillary	1.34606754012433	0.0886544838236599	2120.76095584187	-15.1832990511992	3.16815937761236e-49	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	9.16299987656748e-49
LAMA4	detect	TRUE	Pericytes - EC general capillary	0.716061907701461	0.0829212068565466	2127.50805146467	-8.63544966175235	1.69036803568533e-17	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	3.01272236618455e-17
LAMA4	detect	TRUE	Pericytes - EC venous pulmonary	0.647935553767395	0.0862270236677287	2142.95235501769	-7.51429802638417	1.16952382818639e-13	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	1.87667777081072e-13
LAMA4	detect	TRUE	Pericytes - EC venous systemic	0.480397435323899	0.0886380478459677	2161.83118221527	-5.41976551828756	8.70451162443633e-08	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	1.23655268076551e-07
LAMA4	detect	TRUE	Pericytes - Interstitial macrophages	1.5466889097818	0.0814987799796189	2200.50935501323	-18.9780621276612	1.17246676350664e-73	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	4.22613019980377e-73
LAMA4	detect	TRUE	Pericytes - Lymphatic EC	-1.04392412263371	0.0839077535534161	2147.88365798769	12.4413308475615	4.04385246402906e-34	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	1.02243324027168e-33
LAMA4	detect	TRUE	Pericytes - Mast cells	1.42294474732659	0.0825763174823775	2150.2745559947	-17.2318745944351	4.12752402459285e-62	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	1.31157506834102e-61
LAMA4	detect	TRUE	Pericytes - Myofibroblasts	0.436776337996369	0.109575326672994	2123.35564162164	-3.98608291901189	8.1016197148678e-05	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	0.000106914817548665
LAMA4	detect	TRUE	Pericytes - (Non-classical monocytes)	1.56987835963105	0.0823803236513587	2174.6081204721	-19.0564723473887	5.63519720968735e-74	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	2.04646635509699e-73
LAMA4	detect	TRUE	Pericytes - Peribronchial fibroblasts	-0.518908476673716	0.0962109462798827	2160.18139764283	5.39344530677605	9.47082537091044e-08	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	1.34146881353365e-07
LAMA4	detect	TRUE	Pericytes - Subpleural fibroblasts	-0.359273316129019	0.189217229903755	2169.37706171086	1.89873467818847	0.0577319413495346	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	0.0649988990019236
LAMA4	detect	TRUE	Pericytes - (Transitional Club-AT2)	1.6285825084289	0.087191212849978	2176.01544396411	-18.678287125459	1.04728823079199e-71	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	3.63913824080957e-71
LAMA4	detect	TRUE	Pericytes - Vascular smooth muscle	0.196157885527688	0.0880808672865549	2134.4024009217	-2.22702036856114	0.0273523531550901	1.20073532348208e-17	0.481059509115487	FALSE	2329	220	0.032301189667258
LAMA5	detect	TRUE	Pericytes - AT1	-2.08093966325096	0.108682916418777	2173.65154997181	19.1468883226567	2.57218021309136e-74	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	9.48368735055822e-74
LAMA5	detect	TRUE	Pericytes - AT2_AGTR2det	-0.287987362636283	0.122948138298906	2156.82240598539	2.34234829921654	0.0252699897419431	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	0.0300625740033462
LAMA5	detect	TRUE	Pericytes - AT2_AGTR2undet	-0.383126378859925	0.109223135568005	2217.64463345763	3.50774015841525	0.00074456837621474	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	0.000940672080351889
LAMA5	detect	TRUE	Pericytes - Adventitial fibroblasts	0.413112325492882	0.114310627083726	2206.85087891927	-3.61394505508487	0.000539561757183582	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	0.000691268776444748
LAMA5	detect	TRUE	Pericytes - Alveolar fibroblasts	0.231730493488903	0.111900176421384	2159.98684014849	-2.07086799055859	0.0425412025236459	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	0.0489223829021928
LAMA5	detect	TRUE	Pericytes - Alveolar macrophages	0.465710341901751	0.108368522876943	2209.0196583628	-4.29746876249837	3.7853533227232e-05	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	5.07868237465362e-05
LAMA5	detect	TRUE	Pericytes - Classical monocytes	0.363283971310832	0.104463269693668	2180.55024176261	-3.47762397612233	0.000773687342962319	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	0.000973153611069792
LAMA5	detect	TRUE	Pericytes - DC2	0.412111267451776	0.104745265230962	2191.55662529238	-3.93441428157231	0.000164173632512844	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	0.000214313147307308
LAMA5	detect	TRUE	Pericytes - EC aerocyte capillary	-1.39959908092436	0.116463929508716	2145.87244099185	12.0174468337822	2.12997816688509e-31	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	5.09296759705692e-31
LAMA5	detect	TRUE	Pericytes - EC general capillary	-0.87489456447525	0.108861843380191	2158.06156117421	8.03674214315622	7.89429648261676e-15	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	1.30134648501839e-14
LAMA5	detect	TRUE	Pericytes - EC venous pulmonary	-0.663270489984048	0.113054379201356	2176.90737197347	5.86682704968668	1.5365667431224e-08	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	2.22204112852731e-08
LAMA5	detect	TRUE	Pericytes - EC venous systemic	-1.64934240177334	0.115892837990639	2182.61855905687	14.2316162963114	5.35524499160403e-43	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	1.46964961985497e-42
LAMA5	detect	TRUE	Pericytes - Interstitial macrophages	0.458332563719675	0.106130826001236	2224.01207614575	-4.3185621085653	3.7853533227232e-05	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	5.07868237465362e-05
LAMA5	detect	TRUE	Pericytes - Lymphatic EC	0.316563795193508	0.109976311222387	2177.54722581198	-2.87847256990983	0.00564904416828626	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	0.00687276658257498
LAMA5	detect	TRUE	Pericytes - Mast cells	0.250171193338571	0.108149981281968	2182.50422412382	-2.31318757870449	0.0257001357580862	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	0.0304991783075076
LAMA5	detect	TRUE	Pericytes - Myofibroblasts	0.0686011481710766	0.143912545537676	2151.46127999951	-0.476686364727784	0.66531557765014	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	0.689586746791883
LAMA5	detect	TRUE	Pericytes - (Non-classical monocytes)	0.47715026135752	0.107634423320226	2202.08615059297	-4.43306376007552	2.55849444276496e-05	2.2461111947859e-17	0.633128364079873	FALSE	2329	220	3.45182350797618e-05
