gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
AOPEP	basement_membrane_score_z	0.0326574615192702	0.0148083540793503	2.20534040071407	0.0274302168473707	FALSE	0.00119718606583774	TRUE	0
AOPEP	bm_minus_fibrillar_z	-0.00391808204769464	0.0146454022408726	-0.267529835183359	0.78906124587316	FALSE	0.000905583874555305	TRUE	0
C4orf3	basement_membrane_score_z	-0.050622920299484	0.0143762420355369	-3.52129020743726	0.000429452336517049	FALSE	0.000548516254639253	TRUE	0
C4orf3	bm_minus_fibrillar_z	-0.0304886505980937	0.013826865516362	-2.20502980679279	0.0274520029948614	FALSE	0.000763211573939771	TRUE	1
ECE1	basement_membrane_score_z	0.136140518316803	0.014568511848794	9.34484727951627	9.20221787900966e-21	FALSE	0.00317826561513357	TRUE	0
ECE1	bm_minus_fibrillar_z	0.0181393031415461	0.0143687795665248	1.26241084411968	0.206800989148378	FALSE	0.0017443198885303	TRUE	0
HMGN2	basement_membrane_score_z	-0.034599679997132	0.0145544553237537	-2.37725694486577	0.0174419336171102	FALSE	0.00165120582096279	TRUE	0
HMGN2	bm_minus_fibrillar_z	0.0533684321425039	0.0143016490179614	3.73162787560222	0.000190246394831594	FALSE	0.00104708306025714	TRUE	0
MEST	basement_membrane_score_z	0.129703471177796	0.014824306636459	8.74937859547523	2.14530787508861e-18	FALSE	0.000707568688085303	TRUE	0
MEST	bm_minus_fibrillar_z	0.0215143089751736	0.0147910522508445	1.45454891310693	0.145794182841669	FALSE	0.00202328010345809	TRUE	0
PARK7	basement_membrane_score_z	-0.0554089823510591	0.0139306581035601	-3.97748490696925	6.96480420977924e-05	FALSE	0.00385920429835096	TRUE	1
PARK7	bm_minus_fibrillar_z	-0.00185669005223137	0.0133967913293644	-0.13859214543125	0.889772450446303	FALSE	0.00188976628123783	TRUE	1
RRAD	basement_membrane_score_z	-0.0556155446919676	0.0162902703526026	-3.41403448120688	0.000640084743738596	FALSE	0.00141799318953417	TRUE	1
RRAD	bm_minus_fibrillar_z	0.0582117366515342	0.0162877514200116	3.57395782575694	0.000351625590293719	FALSE	0.00109681423055008	TRUE	1
STAT3	basement_membrane_score_z	-0.0548489732273268	0.0151202095670313	-3.62752731595213	0.000286148509645295	FALSE	0.00239455403061584	TRUE	0
STAT3	bm_minus_fibrillar_z	-0.0155536817998841	0.0148482194581818	-1.04751157832016	0.294863694936978	FALSE	0.00255235136137344	TRUE	0
YBX3	basement_membrane_score_z	-0.0707435534044002	0.0146723625986537	-4.82155160279992	1.42445859991997e-06	FALSE	0.000499694579048082	TRUE	0
YBX3	bm_minus_fibrillar_z	-0.0053409396859791	0.0144125028020904	-0.370576835912528	0.710952737785765	FALSE	0.00115174771053717	TRUE	0
