estimate	SE	df	t value	p_value	term	gene	block	n_donors	pericyte_mean	fibroblast_mean	p_BH
-0.0420635880172125	0.0725225180167049	41.9999999993273	-0.580007274534008	0.56500851012093	soup_burden	COL5A1	fibrillar_minor	47	0.517217907659685	1.09661228650472	0.903645438763985
0.602482437446986	0.119825926483481	41.9999999993444	5.02798063097006	9.72070982399345e-06	fibexpr_	COL5A1	fibrillar_minor	47	0.517217907659685	1.09661228650472	2.59218928639825e-05
0.108713938298801	0.736413045034424	41.9999999993352	0.147626307045822	0.883344129377042	fib_frac	COL5A1	fibrillar_minor	47	0.517217907659685	1.09661228650472	0.883344129377042
0.620514033500638	0.934164189893065	42.0000000000818	0.664245151135229	0.510163896348512	(Intercept)	COL5A2	fibrillar_minor	47	1.27843152949852	1.28237836352288	NA
-0.0202792583791003	0.0943484513506949	42.0000000000545	-0.214940023803061	0.830854370545468	soup_burden	COL5A2	fibrillar_minor	47	1.27843152949852	1.28237836352288	0.903645438763985
0.575776645513971	0.141419787374971	42.000000000207	4.0714008711335	0.000202146875330549	fibexpr_	COL5A2	fibrillar_minor	47	1.27843152949852	1.28237836352288	0.000404293750661098
-0.198125416687703	0.885440093330572	42.0000000001314	-0.22375925619367	0.824029504618749	fib_frac	COL5A2	fibrillar_minor	47	1.27843152949852	1.28237836352288	0.883344129377042
0.511110900699033	1.15678425582296	25.5759087890682	0.441837704936102	0.662320079391649	(Intercept)	COL5A3	fibrillar_minor	47	1.13320070663013	0.327993066123594	NA
-0.0476409517960166	0.113555466556737	19.9022827043636	-0.419539043258771	0.679316172646197	soup_burden	COL5A3	fibrillar_minor	47	1.13320070663013	0.327993066123594	0.903645438763985
0.791819222515318	0.354323456240024	39.7740487897836	2.23473554620931	0.0311199726850641	fibexpr_	COL5A3	fibrillar_minor	47	1.13320070663013	0.327993066123594	0.0355656830686447
1.52561080177828	1.03771812198145	31.6699298598961	1.47015915927654	0.151384505191451	fib_frac	COL5A3	fibrillar_minor	47	1.13320070663013	0.327993066123594	0.302769010382903
-0.105926981089651	0.0322215967095869	30.9516049800085	-3.28745288585076	0.00252156523685544	(Intercept)	COL11A1	fibrillar_minor	47	0.00422702090798574	0.0284099992178624	NA
-0.00547849169100123	0.00336066472514007	32.8976264482613	-1.63018097283504	0.112602253953842	soup_burden	COL11A1	fibrillar_minor	47	0.00422702090798574	0.0284099992178624	0.450409015815368
0.0701460387130657	0.0222975009219698	29.188789923135	3.1459148250982	0.00379154780425832	fibexpr_	COL11A1	fibrillar_minor	47	0.00422702090798574	0.0284099992178624	0.00606647648681331
0.064423020380431	0.0264468171114896	40.797625162049	2.43594607656749	0.0193085547534773	fib_frac	COL11A1	fibrillar_minor	47	0.00422702090798574	0.0284099992178624	0.0772342190139091
-0.0576794145715575	0.0845460303929062	41.999999999385	-0.682224988015488	0.498842151788335	(Intercept)	COL11A2	fibrillar_minor	47	0.00971866240234324	0.0109255309682336	NA
-0.000952050754493637	0.00781708900868659	41.9999999991198	-0.121790957405716	0.903645438763985	soup_burden	COL11A2	fibrillar_minor	47	0.00971866240234324	0.0109255309682336	0.903645438763985
0.267728341534363	0.155946309964958	41.9999999993856	1.71679818262146	0.0933834616704027	fibexpr_	COL11A2	fibrillar_minor	47	0.00971866240234324	0.0109255309682336	0.0933834616704027
-0.0775987886759641	0.0807961984601102	41.9999999993909	-0.960426234834245	0.342337536792376	fib_frac	COL11A2	fibrillar_minor	47	0.00971866240234324	0.0109255309682336	0.456450049056501
