estimate	SE	df	t value	p_value	term	gene	block	n_donors	pericyte_mean	fibroblast_mean	p_BH
-1.35759430052047	0.928800945443579	22.6740223351193	-1.46166334905281	0.157555331551148	(Intercept)	COL1A1	fibrillar_core	47	0.347448716061854	1.71849584228928	NA
0.0699437346065923	0.0967557542501014	20.5043213922707	0.722889663242112	0.477913134490083	soup_burden	COL1A1	fibrillar_core	47	0.347448716061854	1.71849584228928	0.903645438763985
0.394719588007398	0.135757926967423	41.88024381378	2.90752515764413	0.00580338080487791	fibexpr_	COL1A1	fibrillar_core	47	0.347448716061854	1.71849584228928	0.00773784107317054
2.39472066372929	0.860692541299123	21.8478738664959	2.78231836436589	0.0109063723856468	fib_frac	COL1A1	fibrillar_core	47	0.347448716061854	1.71849584228928	0.0772342190139091
-3.59758143672508	1.22430801061825	39.2286044689658	-2.93846107803246	0.0055008518822085	(Intercept)	COL1A2	fibrillar_core	47	1.86312903491605	2.29825930006324	NA
0.210772274355217	0.123079922690875	33.992282834038	1.71248299273463	0.0959172584107003	soup_burden	COL1A2	fibrillar_core	47	1.86312903491605	2.29825930006324	0.450409015815368
1.23073233103793	0.195338119867667	37.3929726092553	6.30052307184944	2.3570461506536e-07	fibexpr_	COL1A2	fibrillar_core	47	1.86312903491605	2.29825930006324	1.88563692052288e-06
1.47872201548178	1.00156374924428	41.7629207029047	1.47641327533823	0.147334075849253	fib_frac	COL1A2	fibrillar_core	47	1.86312903491605	2.29825930006324	0.302769010382903
-2.100717150123	1.11810425229634	29.0108286788745	-1.87882046402075	0.0703507107781471	(Intercept)	COL3A1	fibrillar_core	47	0.816813137330875	1.83433605228167	NA
0.0813533106032689	0.108771665140149	15.4074225938555	0.747927417479978	0.46576753173199	soup_burden	COL3A1	fibrillar_core	47	0.816813137330875	1.83433605228167	0.903645438763985
0.869112212864598	0.144062513297594	37.291333443198	6.03288248254595	5.50332519225722e-07	fibexpr_	COL3A1	fibrillar_core	47	0.816813137330875	1.83433605228167	2.20133007690289e-06
1.05144671401577	0.987005385261792	19.0050893771563	1.06528974382129	0.300092414954998	fib_frac	COL3A1	fibrillar_core	47	0.816813137330875	1.83433605228167	0.456450049056501
-1.87583343733086	0.757483930814246	41.9999999993337	-2.47640030503942	0.0173839873896719	(Intercept)	COL5A1	fibrillar_minor	47	0.517217907659685	1.09661228650472	NA
