compartment	gene	contrast	estimate	SE	df	t.ratio	p.value	n_donors	covariates	family	is_copd_contrast	p_BH
Mural	COL15A1	Control - COPD	0.566843168211106	0.247429199663024	29	2.29093077528074	0.0294236270415186	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.491149322597627
Mural	COL15A1	Control - IPF	0.301505061138203	0.201193689341805	29	1.49858110423126	0.144789973888844	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	COL18A1	Control - COPD	-0.353832053580227	0.245769977156444	29	-1.43968786453927	0.160664023990418	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.628975997111247
Mural	COL18A1	Control - IPF	-0.685389016374707	0.199844515121493	29	-3.42961134539035	0.00183325203215024	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMA1	Control - COPD	0.013327472479562	0.0227239496179628	29	0.586494544461889	0.562081162369054	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.89648387922153
Mural	LAMA1	Control - IPF	-0.00971085250760104	0.0184776706479339	29	-0.525545275301618	0.60319988477202	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMA2	Control - COPD	0.0184153161746523	0.268357220784863	29	0.0686223986103045	0.945761170884999	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.98856648306724
Mural	LAMA2	Control - IPF	-0.350524711188099	0.218211025152859	29	-1.60635655756877	0.119031121386678	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMA3	Control - COPD	-0.0163652583216581	0.256592382891884	29	-0.0637792055134919	0.949583638660819	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.98856648306724
Mural	LAMA3	Control - IPF	-0.537397813857322	0.208644607189982	29	-2.57566117377763	0.0153676796068393	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMA5	Control - COPD	0.175935037166852	0.133016566102032	29	1.32265508216397	0.196286338484493	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.628975997111247
Mural	LAMA5	Control - IPF	0.0507527465517582	0.108160612062333	29	0.469235016186014	0.64241045540263	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMB2	Control - COPD	0.0341854773500535	0.150436845483755	29	0.227241386510893	0.821830448292937	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.96972550468785
Mural	LAMB2	Control - IPF	-0.193260849091032	0.12232567537316	29	-1.57988785675192	0.12497949605547	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMB3	Control - COPD	0.017123730140442	0.0194089535590994	29	0.882259318530543	0.384891365087989	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.801626225222177
Mural	LAMB3	Control - IPF	-0.00736630942107252	0.0157821266775998	29	-0.466750113692081	0.644166324324252	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMB4	Control - COPD	-0.0100882010478399	0.0409399874861048	29	-0.246414365692317	0.807097386771937	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.96972550468785
Mural	LAMB4	Control - IPF	-0.00539400415150485	0.0332897941518407	29	-0.162031766459769	0.872404528793656	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMC1	Control - COPD	0.100430369397421	0.192303018129812	29	0.522250614546393	0.605462663085649	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.919136090949299
Mural	LAMC1	Control - IPF	-0.332661192044028	0.156368584394216	29	-2.12741704692655	0.0420136673462816	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMC2	Control - COPD	-0.0309529190366524	0.0411386197809832	29	-0.752405384561802	0.457871479983846	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.848054318149806
Mural	LAMC2	Control - IPF	-0.0372296410759165	0.0334513093015621	29	-1.11295019098634	0.274870431252821	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	LAMC3	Control - COPD	-0.49217372202112	0.276019806601143	29	-1.78311016184547	0.085039594221427	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.563946782731568
Mural	LAMC3	Control - IPF	0.246037646455635	0.22444175261904	29	1.09622048297427	0.282002513380648	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	NID1	Control - COPD	-0.405632098940563	0.262357014229822	29	-1.54610731537459	0.132922981201512	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.628975997111247
Mural	NID1	Control - IPF	-0.202084687504205	0.213332038779118	29	-0.947277720968307	0.35132446078901	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	NID2	Control - COPD	-0.00333720917048529	0.0687064008738128	29	-0.0485720271771252	0.961593344431385	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.98856648306724
Mural	NID2	Control - IPF	0.00264680149496984	0.0558676756503496	29	0.0473762594229795	0.962538115779971	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	HSPG2	Control - COPD	0.0810723372235493	0.215598875837793	29	0.376033209396438	0.709629156089383	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.958296913198946
Mural	HSPG2	Control - IPF	-0.0350008272932135	0.175311294329153	29	-0.199649585767692	0.843147998839492	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Mural	AGRN	Control - COPD	0.011995183398683	0.0880077678474584	29	0.136296871197483	0.892528375140947	36	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.986478730418942
Mural	AGRN	Control - IPF	-0.158300132843035	0.0715623197588725	29	-2.21205982948042	0.0349957614840437	36	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	COL4A1	Control - COPD	-0.22137185138232	0.22304710600424	47	-0.992489233992179	0.326041291171725	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.780924140679815
Myofibroblast	COL4A1	Control - IPF	-0.257181574695888	0.201683174058333	47	-1.27517615634859	0.208514383987348	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	COL4A2	Control - COPD	-0.139117677624382	0.174679205806549	47	-0.796418079542045	0.429793687273581	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.820515221158654
Myofibroblast	COL4A2	Control - IPF	-0.108705515368143	0.157948055458671	47	-0.688235857367593	0.494687336584698	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	COL15A1	Control - COPD	-0.157910545657667	0.107379879719812	47	-1.47057852988573	0.148068686149847	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.628975997111247
Myofibroblast	COL15A1	Control - IPF	-0.54806321904794	0.0970948036935389	47	-5.64461946674094	9.24862142079528e-07	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	COL18A1	Control - COPD	-0.365290805333219	0.132564763552832	47	-2.75556486914894	0.00831099603518488	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.491149322597627
Myofibroblast	COL18A1	Control - IPF	-0.391715199052436	0.119867425139869	47	-3.26790367437491	0.00202899267202559	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMA1	Control - COPD	0.0273950904897555	0.0611075074372758	47	0.448309735393403	0.655989638058494	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.93925789085648
Myofibroblast	LAMA1	Control - IPF	-0.016930835653096	0.0552544988344691	47	-0.306415513853764	0.760641636752512	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMA2	Control - COPD	-0.0512989432904272	0.232288021980749	47	-0.220841965302363	0.826172077199218	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.96972550468785
Myofibroblast	LAMA2	Control - IPF	-0.649669419933425	0.21003897521055	47	-3.09308983859865	0.00332942885491084	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMA3	Control - COPD	-0.0249983156496131	0.105273050952805	47	-0.237461681060427	0.813330738323966	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.96972550468785
Myofibroblast	LAMA3	Control - IPF	-0.0325801816597585	0.0951897715210112	47	-0.342265572646816	0.733676922005574	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMA5	Control - COPD	0.00353587400242282	0.054328297185687	47	0.0650834682032766	0.948383587059883	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.98856648306724
Myofibroblast	LAMA5	Control - IPF	0.0253160165531387	0.0491246159337547	47	0.515342788374727	0.608729082689055	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMB2	Control - COPD	0.124649880075893	0.114804311091108	47	1.08575957550036	0.283123005676604	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.728030586025553
Myofibroblast	LAMB2	Control - IPF	0.00391263923502591	0.103808107046208	47	0.037691075835573	0.970093630958995	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMB3	Control - COPD	-0.0202045045671679	0.022477042469087	47	-0.898895154687517	0.373290798784179	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.801626225222177
Myofibroblast	LAMB3	Control - IPF	0.0032539368185572	0.020324142957153	47	0.160102043437556	0.873486807108251	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMB4	Control - COPD	0.024703357996725	0.020783630545064	47	1.18859685958919	0.240569469483397	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.676510984316096
Myofibroblast	LAMB4	Control - IPF	0.0311683989140207	0.0187929296724636	47	1.65851729651765	0.103873156748913	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMC1	Control - COPD	0.152940680302288	0.12896270414775	47	1.18592953918729	0.241611065827177	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.676510984316096
Myofibroblast	LAMC1	Control - IPF	0.260755795414286	0.116610378738425	47	2.2361285353442	0.0301291337286413	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMC2	Control - COPD	-0.0224818896638791	0.0304788513337731	47	-0.737622603216915	0.464410698034418	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.848054318149806
Myofibroblast	LAMC2	Control - IPF	0.0308213052105436	0.0275595213440276	47	1.11835415520462	0.269099430644427	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	LAMC3	Control - COPD	0.113015289866581	0.0856010377605181	47	1.32025607192706	0.193143323475266	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.628975997111247
Myofibroblast	LAMC3	Control - IPF	0.108341246048035	0.0774019860984	47	1.39972178375763	0.168162836778433	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	NID1	Control - COPD	0.300562887959533	0.164983191229707	47	1.82177884740427	0.0748557129575304	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.554812931332284
Myofibroblast	NID1	Control - IPF	0.427040093035503	0.14918074602971	47	2.86256842387996	0.00625748510862729	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	NID2	Control - COPD	0.123847229443587	0.0465519337550955	47	2.66040998629903	0.0106427098413823	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.491149322597627
Myofibroblast	NID2	Control - IPF	0.133984820454962	0.0420930893320017	47	3.1830597986805	0.00258478641466615	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	HSPG2	Control - COPD	0.2255451373859	0.139761480271762	47	1.61378612295272	0.113268685827316	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.628975997111247
Myofibroblast	HSPG2	Control - IPF	0.101542599516502	0.126374824839755	47	0.803503384833643	0.425728985427189	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
Myofibroblast	AGRN	Control - COPD	-0.0188296335864845	0.0310197040722066	47	-0.607021702807141	0.54675795303485	54	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.894694832238846
Myofibroblast	AGRN	Control - IPF	-0.0730341651425241	0.0280485700429304	47	-2.60384629343814	0.0122993696147292	54	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	COL4A1	Control - COPD	-0.362612117516964	0.298421381412774	21	-1.21510099511068	0.237813158596345	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.676510984316096
SMC	COL4A1	Control - IPF	-0.276556137054281	0.238789544279084	21	-1.15815848591368	0.259801712519222	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	COL4A2	Control - COPD	-0.184293101191754	0.252230680493658	21	-0.730652991266016	0.47306483842032	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.851516709156576
SMC	COL4A2	Control - IPF	-0.00950599539777262	0.201828866829667	21	-0.0470992853851536	0.96287914490334	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	COL15A1	Control - COPD	0.387902430699266	0.330346497288403	21	1.17422898042904	0.253448052505217	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.679456481184199
SMC	COL15A1	Control - IPF	0.295692093301453	0.264335246919116	21	1.11862529400754	0.275933190525163	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	COL18A1	Control - COPD	-0.212634166801692	0.213105734804687	21	-0.997787164182008	0.329741725134675	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.780924140679815
SMC	COL18A1	Control - IPF	-0.487594220247001	0.170522035171748	21	-2.85942060072121	0.00938744835467093	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMA1	Control - COPD	0.0126477038778825	0.0328288570152207	21	0.385261779659845	0.703918089620955	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.958296913198946
SMC	LAMA1	Control - IPF	-0.0158798599887988	0.0262688543587454	21	-0.604512849016277	0.551978863020657	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMA2	Control - COPD	0.0760680731382942	0.0909426399968885	21	0.83644012468625	0.412324559206555	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.811232217237311
SMC	LAMA2	Control - IPF	-0.102920262987103	0.0727700926039083	21	-1.41432090168284	0.171923503921914	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMA3	Control - COPD	0.0570062063741123	0.190691058772159	21	0.298945355598577	0.767920076324787	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.96972550468785
SMC	LAMA3	Control - IPF	-0.141546893819239	0.152586355598013	21	-0.92765105545965	0.364128630780169	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMA5	Control - COPD	0.326898303368442	0.16286945242609	21	2.00711857563829	0.0577805720257704	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.554812931332284
SMC	LAMA5	Control - IPF	-0.0463303764776985	0.1303241816578	21	-0.355500996732524	0.725760286081831	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMB2	Control - COPD	-0.0524389155432918	0.177460120960426	21	-0.295496899582222	0.770516300169074	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.96972550468785
SMC	LAMB2	Control - IPF	-0.081583643471874	0.141999280384128	21	-0.574535612090279	0.571709428769302	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMB3	Control - COPD	0.0118739093018737	0.0247546172875727	21	0.479664426395098	0.636423856261767	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.924291931154048
SMC	LAMB3	Control - IPF	-0.00981835957488707	0.0198080437565108	21	-0.495675377921146	0.625270951806718	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMB4	Control - COPD	-0.000829090236187982	0.00730619495979881	21	-0.113477704981857	0.910729704648395	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.98856648306724
SMC	LAMB4	Control - IPF	-0.00313905219159348	0.00584623982572926	21	-0.536935241311609	0.596955899241672	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMC1	Control - COPD	0.09427852074368	0.25484345308206	21	0.369946803041167	0.715126854988217	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.958296913198946
SMC	LAMC1	Control - IPF	-0.606752895811164	0.203919544021548	21	-2.97545239580885	0.00721503721687298	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMC2	Control - COPD	-0.019356109403488	0.07986477118644	21	-0.242361045000708	0.810851693058993	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.96972550468785
SMC	LAMC2	Control - IPF	-0.0405216334967725	0.0639058509322584	21	-0.634083310145206	0.532873315967731	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	LAMC3	Control - COPD	-0.130221985727367	0.0938545699552888	21	-1.3874868937059	0.179842411653247	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.628975997111247
SMC	LAMC3	Control - IPF	0.0259830998978102	0.0751001482602664	21	0.345979342247946	0.732800392385561	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	NID1	Control - COPD	-0.270758578388017	0.309466973213101	21	-0.874919141053451	0.391514901211561	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.801626225222177
SMC	NID1	Control - IPF	-0.241135172619211	0.247627958670862	21	-0.973780076827752	0.341249963544153	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	NID2	Control - COPD	-0.0582229302779062	0.0583622173494233	21	-0.997613403365346	0.329824041114056	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.780924140679815
SMC	NID2	Control - IPF	-0.0314947343673627	0.0467000293947071	21	-0.67440502234314	0.507410794573592	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	HSPG2	Control - COPD	0.14703477741487	0.255141624949405	21	0.576286905141517	0.570546916562789	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.898611393586392
SMC	HSPG2	Control - IPF	-0.113056138014169	0.204158133910728	21	-0.553767493112005	0.585586736241919	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
SMC	AGRN	Control - COPD	0.0938305457881919	0.0668968840082954	21	1.40261459377625	0.175343064174876	28	mean_log10_counts+sex+age+ever_smoker	exploratory	TRUE	0.628975997111247
SMC	AGRN	Control - IPF	-0.0909794976223313	0.0535292624489802	21	-1.69962172949881	0.103968261323091	28	mean_log10_counts+sex+age+ever_smoker	exploratory	FALSE	NA
