pericyte_state	basement_membrane_score_z	bm_v1_score_z	delta
0	-0.150788757917066	-0.175564311792098	0.0247755538750325
1	0.253214053024056	0.259638811875342	-0.00642475885128585
2	-0.706262751958821	-0.61777445394395	-0.088488298014871
3	1.12040053304819	0.910014587777596	0.210385945270592
4	-0.52942794780742	-0.48162925605913	-0.0477986917482901
5	0.472330191759127	1.01214547572107	-0.539815283961942
