pericyte_state	emmean	SE	df	lower.CL	upper.CL	model
0	-0.219901480450929	0.130642853574506	37.5068564986054	-0.484488351676362	0.0446853907745035	adjusted_for_fibrillar
1	0.336329151338836	0.11162311089955	26.5952575257135	0.10713424347808	0.565524059199593	adjusted_for_fibrillar
2	-0.553343120101131	0.124792332632955	60.6170112177814	-0.802912701706281	-0.303773538495981	adjusted_for_fibrillar
3	0.701341579941717	0.171729008708187	143.892134319961	0.361904147097187	1.04077901278625	adjusted_for_fibrillar
4	-0.352600028038787	0.200972804151832	151.41702110757	-0.749673044346994	0.0444729882694194	adjusted_for_fibrillar
5	0.668300069362048	0.3535959946045	151.618975172115	-0.0303114778645569	1.36691161658865	adjusted_for_fibrillar
