gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
ANKRD12	basement_membrane_score_z	-0.031271250692828	0.0149322482003172	-2.09420914207439	0.0362413537467752	FALSE	0.00291056494461373	TRUE	0
ANKRD12	bm_minus_fibrillar_z	0.0343936131352957	0.0147768797429262	2.32752879725913	0.0199371381353258	FALSE	0.00275165803031996	TRUE	0
AXL	basement_membrane_score_z	0.0321907159048243	0.0160770515927035	2.00227732797934	0.0452549129999386	FALSE	0.00210096914088354	TRUE	0
AXL	bm_minus_fibrillar_z	0.0102234161342954	0.0160553114667021	0.636762242544983	0.524279723644226	FALSE	0.00136813468998298	TRUE	0
CYSTM1	basement_membrane_score_z	-0.0356125738992921	0.0148185783844242	-2.4032382172857	0.0162505975262473	FALSE	0.00248137439484708	TRUE	0
CYSTM1	bm_minus_fibrillar_z	0.0564759273234833	0.0146494005123621	3.85516986007894	0.000115649302706156	FALSE	0.00157277099788189	TRUE	0
GRN	basement_membrane_score_z	0.103598708056242	0.014337369675414	7.22578202289746	4.98226350726644e-13	FALSE	0.00234935214393772	TRUE	0
GRN	bm_minus_fibrillar_z	0.039652205599229	0.0143862768210401	2.75625209305281	0.00584679152727882	FALSE	0.0010750227374956	TRUE	0
LURAP1L	basement_membrane_score_z	0.0315694409834238	0.0152999665207696	2.06336667080733	0.0390778040541307	FALSE	0.0016150988813024	TRUE	0
LURAP1L	bm_minus_fibrillar_z	0.0299335190103729	0.0151469039833577	1.97621368982477	0.0481305800475806	FALSE	0.00141186319524422	TRUE	0
NUCB1	basement_membrane_score_z	0.039376893699536	0.0152156221527808	2.58792531150883	0.00965559140438769	FALSE	0.00247946445597336	TRUE	0
NUCB1	bm_minus_fibrillar_z	0.0154548114227559	0.0150597529649934	1.02623273161789	0.304781896371382	FALSE	0.00123643985716626	TRUE	0
RAB2A	basement_membrane_score_z	-0.0158690699873483	0.0137499418198463	-1.15411906430348	0.248451358416595	FALSE	0.00281663233181462	TRUE	0
RAB2A	bm_minus_fibrillar_z	0.0181844035170546	0.0135071676256654	1.34627806665417	0.178212856617039	FALSE	0.00182772055268288	TRUE	0
SRRM1	basement_membrane_score_z	-0.0345032194341864	0.0150634776331694	-2.29052150336195	0.0219911034987876	FALSE	0.00448988430434838	TRUE	0
SRRM1	bm_minus_fibrillar_z	0.0211979580968708	0.0148736093188804	1.42520605741354	0.154097645871337	FALSE	0.000596028257859871	TRUE	0
VAPA	basement_membrane_score_z	-0.0478512147230371	0.0141883338699491	-3.37257462092755	0.000744689043885284	FALSE	0.00268937583314255	TRUE	0
VAPA	bm_minus_fibrillar_z	0.00400894448204195	0.0139080798813548	0.288245718764986	0.773158654623361	FALSE	0.00357398675987497	TRUE	0
