predictor	level	spec	beta_observed	p_model	n_null	null_mean	null_sd	null_q025	null_q975	z_vs_null	empirical_p	detectable_effect_80	verdict	empirical_p_onesided	n_null_reaching_obs
basement_membrane_score_z	cell	primary	0.058152123664699	0.0001932642849137	172	0.0014283385878597	0.0620367637879134	-0.122428514347398	0.129677551313245	0.91435757788337	0.341040462427746	0.0772587900594728	INSIDE its matched null	0.17341040462427745	29
bm_minus_fibrillar_z	cell	primary	0.0800191482484142	3.22842539899025e-07	174	0.0131794657451964	0.032397656461573	-0.0475331324166915	0.0771016253140165	2.06310239083177	0.0514285714285714	0.0342010953537544	INSIDE its matched null	0.02857142857142857	4
