gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
ANKRD44	basement_membrane_score_z	0.0569184179132749	0.0144176433616948	3.94783089617111	7.88624756101191e-05	FALSE	0.00104271748568863	TRUE	0
ANKRD44	bm_minus_fibrillar_z	0.0614010543372429	0.0145177927306853	4.22936568087679	2.3435114901228e-05	FALSE	0.000904510670807213	TRUE	0
BNIP3L	basement_membrane_score_z	-0.0591998862402168	0.0146642589401027	-4.03701860980655	5.41347760921526e-05	FALSE	0.00263400579569861	TRUE	0
BNIP3L	bm_minus_fibrillar_z	0.0620316153735634	0.0145556220076205	4.26169457691929	2.02882598065524e-05	FALSE	0.00337391611537896	TRUE	0
DAD1	basement_membrane_score_z	-0.0263674903606009	0.0143391462017277	-1.8388466084141	0.0659377506911736	FALSE	0.000717482180334628	TRUE	0
DAD1	bm_minus_fibrillar_z	0.0340042926910442	0.013970593187135	2.43399061411061	0.0149333823130075	FALSE	0.00104713762993924	TRUE	0
GUK1	basement_membrane_score_z	-0.0130888345983563	0.0135790578640406	-0.963898580402803	0.33509677565586	FALSE	0.00136626113089733	TRUE	0
GUK1	bm_minus_fibrillar_z	0.0119225237400612	0.0130629219428605	0.912699608266238	0.361400550014704	FALSE	0.00193167579709552	TRUE	0
MAP1LC3A	basement_membrane_score_z	0.027018000208104	0.0142759087841846	1.89255903890585	0.0584165353388788	FALSE	0.00102050762507133	TRUE	0
MAP1LC3A	bm_minus_fibrillar_z	0.0295333244790133	0.0140871966169182	2.09646569733718	0.0360408997806607	FALSE	0.00111993358586915	TRUE	0
OST4	basement_membrane_score_z	-0.0178448621997161	0.0146532940441827	-1.21780550816152	0.223297890665127	FALSE	0.000816180545371026	TRUE	0
OST4	bm_minus_fibrillar_z	-0.0278732606509472	0.0140363611152807	-1.98578965174976	0.0470566852869941	FALSE	0.00321477273246273	TRUE	0
RASAL2	basement_membrane_score_z	0.0414128735569984	0.0133868024023058	3.09355978466265	0.00197770701386537	FALSE	0.00151254425873049	TRUE	0
RASAL2	bm_minus_fibrillar_z	0.0243624400457109	0.0133351703387868	1.82693129722161	0.067710099852142	FALSE	0.00119602191261947	TRUE	0
SRSF7	basement_membrane_score_z	-0.0812476842426584	0.0155808063831884	-5.21460072376768	1.84213586683737e-07	FALSE	0.000891577656148002	TRUE	0
SRSF7	bm_minus_fibrillar_z	0.0307528517919084	0.0154867271311914	1.98575538468486	0.0470604919276635	FALSE	0.00118103343993425	TRUE	0
VCL	basement_membrane_score_z	0.0760682797031727	0.0139761676580858	5.44271373699241	5.24749387655773e-08	FALSE	0.00164096491062082	TRUE	0
VCL	bm_minus_fibrillar_z	-0.000646062362835477	0.0137621475576212	-0.0469448797965912	0.96255715859772	FALSE	0.00187532350537367	TRUE	0
