gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
AHNAK	basement_membrane_score_z	0.0338965353453066	0.0143272554068897	2.36587778905695	0.0179873809385131	FALSE	0.000680884113535285	TRUE	0
AHNAK	bm_minus_fibrillar_z	-0.0244515351184108	0.0139001258091019	-1.75908732440391	0.0785626775376692	FALSE	0.00274892954621464	TRUE	0
ATP6V0E1	basement_membrane_score_z	-0.00983562890680728	0.0136895849170893	-0.718475320207043	0.472464259840334	FALSE	0.00175978129846044	TRUE	1
ATP6V0E1	bm_minus_fibrillar_z	0.0433914803647267	0.0133788246420953	3.2432953959348	0.0011815564000062	FALSE	0.00103435013443232	TRUE	1
CYB5R3	basement_membrane_score_z	0.0129015146823579	0.014136259817632	0.912654043487942	0.361424521240008	FALSE	0.00132791683427058	TRUE	0
CYB5R3	bm_minus_fibrillar_z	-0.00748930712785128	0.0137293366165531	-0.545496649766865	0.585411984082698	FALSE	0.00107893356471322	TRUE	0
GADD45B	basement_membrane_score_z	-0.152105879784714	0.0172358478792261	-8.82497228163887	1.09486924833248e-18	FALSE	0.0022706990421284	TRUE	2
GADD45B	bm_minus_fibrillar_z	0.0242289945915732	0.0174289692999008	1.39015647882925	0.16448136591093	FALSE	0.000361869751941413	TRUE	2
LEPROT	basement_membrane_score_z	0.0394887317566423	0.0144695000180102	2.72910133090229	0.00635071861366059	FALSE	0.0012308191799093	TRUE	0
LEPROT	bm_minus_fibrillar_z	0.0589985287547633	0.0142359863628636	4.14432321378647	3.40818762461188e-05	FALSE	0.00149993866216391	TRUE	0
NPM1	basement_membrane_score_z	-0.094164392436105	0.0135752624625933	-6.9364693828628	4.02020324997534e-12	FALSE	0.00351794369635172	TRUE	0
NPM1	bm_minus_fibrillar_z	-0.00467817846964253	0.0131121405723232	-0.356782208354075	0.721254856544721	FALSE	0.00206830009119585	TRUE	0
PTGES3	basement_membrane_score_z	-0.0795645561459407	0.0147464510868239	-5.39550537803855	6.8330945771208e-08	FALSE	0.0036486926546786	TRUE	1
PTGES3	bm_minus_fibrillar_z	0.0069550651706034	0.0144969237194465	0.47976145182262	0.631397026015754	FALSE	0.0023600114218425	TRUE	1
SPRY1	basement_membrane_score_z	0.0077244605511782	0.0151085987319201	0.511262539182979	0.609167232291611	FALSE	0.00119422111310996	TRUE	0
SPRY1	bm_minus_fibrillar_z	0.00752832286033014	0.0147812830507828	0.509314572656902	0.610531744961645	FALSE	0.00318863385473378	TRUE	0
UQCR11	basement_membrane_score_z	0.00135827232855066	0.0140252348242934	0.096844890339944	0.922849574119951	FALSE	0.00176753019331954	TRUE	1
UQCR11	bm_minus_fibrillar_z	0.012589170498295	0.0134685455522471	0.934708981712922	0.349938296876565	FALSE	0.000735108187654987	TRUE	1
