gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
ADCY3	basement_membrane_score_z	0.130833340072215	0.014761780840674	8.86297808403458	7.79048992839415e-19	FALSE	0.00197920599021018	TRUE	0
ADCY3	bm_minus_fibrillar_z	0.0134020953506133	0.0144756200802813	0.925839119587674	0.354529593871013	FALSE	0.001877033355413	TRUE	0
ATP5F1B	basement_membrane_score_z	-0.0478526778085923	0.0133277209674044	-3.5904621597065	0.000330092151768115	FALSE	0.000657691998640075	TRUE	0
ATP5F1B	bm_minus_fibrillar_z	0.00998364186280355	0.0133033216551104	0.750462337274118	0.452976298916434	FALSE	0.000643121893517673	TRUE	0
COX7B	basement_membrane_score_z	-0.0472260811401831	0.0148311172331893	-3.18425647897245	0.00145126363195297	FALSE	0.000797735992819071	TRUE	0
COX7B	bm_minus_fibrillar_z	0.0101663140373317	0.0142860401329619	0.711625750922761	0.476696556663497	FALSE	0.00106223524198867	TRUE	0
FOXP1	basement_membrane_score_z	-0.059693975750581	0.0149880023816671	-3.98278397817691	6.8112662321424e-05	FALSE	0.00417141563957557	TRUE	0
FOXP1	bm_minus_fibrillar_z	-0.0249132456537724	0.0149626201796122	-1.66503228409946	0.0959063150792031	FALSE	0.00510526660946198	TRUE	0
BLTP1	basement_membrane_score_z	0.0417343306699847	0.0146273034053543	2.85318007792933	0.0043284086037749	FALSE	0.000594700395595282	TRUE	0
BLTP1	bm_minus_fibrillar_z	0.0442090527878738	0.0144401589876296	3.06153504443726	0.00220205213227287	FALSE	0.00211395672522485	TRUE	0
NDUFS5	basement_membrane_score_z	-0.0431115104993	0.0133663303908664	-3.22538118081829	0.00125805044431885	FALSE	0.000507043296238408	TRUE	0
NDUFS5	bm_minus_fibrillar_z	-0.0150440496453189	0.0129057139409488	-1.16568906719569	0.243740182013062	FALSE	0.00101590558188036	TRUE	0
PPP1R15A	basement_membrane_score_z	-0.155568411233815	0.016024961773463	-9.70788033275891	2.79080292960807e-22	FALSE	0.000474356056656689	TRUE	0
PPP1R15A	bm_minus_fibrillar_z	0.00169093526409679	0.0158716176486561	0.106538306398779	0.915155264229702	FALSE	0.00111209374153987	TRUE	0
SLC2A3	basement_membrane_score_z	0.0434904949264857	0.016891611526298	2.57468003326839	0.0100332855422149	FALSE	0.00213816747418605	TRUE	0
SLC2A3	bm_minus_fibrillar_z	0.0292536373249986	0.0167958000638585	1.74172336023141	0.0815568628487999	FALSE	0.00208492565434426	TRUE	0
TRA2B	basement_membrane_score_z	-0.0372466369047457	0.0150335849023832	-2.47756188205259	0.0132283467379854	FALSE	0.00439098585047759	TRUE	0
TRA2B	bm_minus_fibrillar_z	0.00707716466342883	0.0147671335910619	0.479251076032279	0.63176002237646	FALSE	0.00328056557918899	TRUE	0
