gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
ARHGEF17	basement_membrane_score_z	0.107965344213793	0.0137128342282377	7.87330630683692	3.4538963944377e-15	FALSE	0.00480129529023543	TRUE	0
ARHGEF17	bm_minus_fibrillar_z	0.0194270641526682	0.0135345494709303	1.43536836555912	0.151182155615623	FALSE	0.00196223481907509	TRUE	0
CLIC4	basement_membrane_score_z	0.0356795350101527	0.014940157804299	2.38816319596611	0.0169328208248865	FALSE	0.00133983121486381	TRUE	0
CLIC4	bm_minus_fibrillar_z	0.0397672768452909	0.0146388661503079	2.71655444055375	0.00659653454325742	FALSE	0.00315334546030499	TRUE	0
ELOB	basement_membrane_score_z	-0.0174816048364404	0.0140203770330022	-1.2468712357229	0.212444715224961	FALSE	0.00143432771437801	TRUE	0
ELOB	bm_minus_fibrillar_z	-0.00618563748713115	0.013820968043123	-0.447554575615199	0.654474692218046	FALSE	0.000196523615159094	TRUE	0
IL6ST	basement_membrane_score_z	0.0243678942221232	0.0148243982484568	1.64376953544539	0.100223816391828	FALSE	0.000876152626005933	TRUE	0
IL6ST	bm_minus_fibrillar_z	-0.00193119236272017	0.0143808348140745	-0.13428930849203	0.893173807252827	FALSE	0.00174040906131268	TRUE	0
MYO10	basement_membrane_score_z	0.0960583732355485	0.0137398123555188	6.99124345733625	2.72460477934578e-12	FALSE	0.00143889337778091	TRUE	0
MYO10	bm_minus_fibrillar_z	0.0733643377331188	0.01363553433472	5.38037864393126	7.43293322916707e-08	FALSE	0.00206135155167431	TRUE	0
PLAC9	basement_membrane_score_z	0.0581455108864447	0.0141754681049463	4.10184062042762	4.09876571105486e-05	FALSE	0.000744294084142894	TRUE	0
PLAC9	bm_minus_fibrillar_z	-0.0245751530347606	0.0136912089054317	-1.79495859018051	0.0726602978359853	FALSE	0.00117042873171158	TRUE	0
SEC61B	basement_membrane_score_z	-0.0323420957191937	0.0146911805048464	-2.20146336834706	0.0277032372194721	FALSE	0.00138947143568657	TRUE	0
SEC61B	bm_minus_fibrillar_z	0.0177397158536863	0.0141817247230823	1.25088564332468	0.210976202502669	FALSE	0.00171658030012622	TRUE	0
THBS1	basement_membrane_score_z	0.083576075633833	0.0178640219570232	4.67845795503937	2.89040422126641e-06	FALSE	0.00195883330889046	TRUE	0
THBS1	bm_minus_fibrillar_z	-0.0909390991232889	0.0174879580832474	-5.20009818701499	1.99183276398435e-07	FALSE	0.00183614247362129	TRUE	0
