donor_id	ccc_group	role	study	n_cells	COL1A1	COL1A2	COL1A1_detect	COL1A2_detect	stoich	stoich_detect
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213	Mast cells	Other	Schiller_2020	30	0.480130427782581	1.05407800770829	0.0333333333333333	0.0666666666666667	-0.573947579925707	-0.0333333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	Vascular smooth muscle	Other	Misharin_2021	64	1.11355130139341	1.693730373672	0.234375	0.40625	-0.580179072278585	-0.171875
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	Lymphatic EC	Other	Sun_2020	59	1.03846214000735	0.896090781994415	0.305084745762712	0.288135593220339	0.142371358012933	0.0169491525423729
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	AT2_AGTR2det	Other	Meyer_2021	73	0.144295989078818	0.0407069319282263	0.123287671232877	0.0410958904109589	0.103589057150592	0.0821917808219178
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747356C	EC venous systemic	Ambient reference	Meyer_2019	68	0	0.0302335600053777	0	0.0147058823529412	-0.0302335600053777	-0.0147058823529412
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD107	AT2_AGTR2undet	Other	Banovich_Kropski_2020	96	0.267236450963018	0	0.03125	0	0.267236450963018	0.03125
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	Myofibroblasts	Fibroblasts	Misharin_2021	12	1.26310051865854	1.82790162702371	0.25	0.5	-0.564801108365174	-0.25
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3	Transitional Club-AT2	Other	Lafyatis_Rojas_2019	22	0.14236564095051	0	0.0909090909090909	0	0.14236564095051	0.0909090909090909
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837479JQK55ng	Alveolar fibroblasts	Fibroblasts	Eils_2020	25	0.947361828570634	1.83060297279103	0.28	0.76	-0.883241144220401	-0.48
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	Peribronchial fibroblasts	Fibroblasts	Sun_2020	72	2.89902021788589	2.85319680236855	1	1	0.0458234155173405	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-04	Peribronchial fibroblasts	Fibroblasts	Nawijn_2021	15	2.01518312419965	2.6596564732341	0.333333333333333	0.933333333333333	-0.644473349034446	-0.6
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D339	Peribronchial fibroblasts	Fibroblasts	Barbry_Leroy_2020	14	2.37068606574874	2.90769957087027	0.714285714285714	1	-0.537013505121533	-0.285714285714286
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	Classical monocytes	Other	Schiller_2020	25	0	0.947455468460319	0	0.08	-0.947455468460319	-0.08
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	Alveolar fibroblasts	Fibroblasts	Kaminski_2020	6	1.50421777131481	1.78542400586712	0.5	1	-0.281206234552313	-0.5
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747160C	Lymphatic EC	Other	Kaminski_2020	16	0.118176282752742	0	0.0625	0	0.118176282752742	0.0625
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747388C	AT2_AGTR2undet	Other	Kaminski_2020	6	0.552117204058509	0	0.166666666666667	0	0.552117204058509	0.166666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747296C	Alveolar fibroblasts	Fibroblasts	Kaminski_2020	12	1.55268250325378	2.22291246829815	0.583333333333333	1	-0.670229965044371	-0.416666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML2	Alveolar macrophages	Ambient reference	Sheppard_2020	49	0	0.0459116201600868	0	0.0204081632653061	-0.0459116201600868	-0.0204081632653061
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9832	Adventitial fibroblasts	Fibroblasts	Schiller_2020	11	2.49380913320219	3.31045181088544	0.454545454545455	0.818181818181818	-0.816642677683255	-0.363636363636364
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A32	Adventitial fibroblasts	Fibroblasts	Meyer_2021	51	2.25551066809164	2.65949651758156	0.647058823529412	0.803921568627451	-0.403985849489921	-0.156862745098039
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	EC venous pulmonary	Ambient reference	Meyer_2021	28	0.0655838248558592	0	0.0357142857142857	0	0.0655838248558592	0.0357142857142857
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	Peribronchial fibroblasts	Fibroblasts	Tata_unpubl	39	2.23923273842939	2.52143894085501	0.974358974358974	1	-0.282206202425618	-0.0256410256410257
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747001C	Non-classical monocytes	Other	Kaminski_2020	108	0	0.0183983622235154	0	0.00925925925925926	-0.0183983622235154	-0.00925925925925926
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5	AT2_AGTR2undet	Other	Lafyatis_Rojas_2019	82	0.0904826504979625	0.0533166858488257	0.0731707317073171	0.024390243902439	0.0371659646491368	0.048780487804878
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747S4ECX8ng	Alveolar fibroblasts	Fibroblasts	Eils_2020	58	1.16244876446843	1.85918288991761	0.293103448275862	0.620689655172414	-0.696734125449181	-0.327586206896552
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747390C	Transitional Club-AT2	Other	Meyer_2019	42	0.264951489119564	0.102636003242616	0.19047619047619	0.0714285714285714	0.162315485876948	0.119047619047619
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	Peribronchial fibroblasts	Fibroblasts	Krasnow_2020	10	1.60499827368008	2.45705850407189	0.3	0.9	-0.852060230391809	-0.6
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	Vascular smooth muscle	Other	Meyer_2021	112	2.01145629233491	2.07123704921321	0.785714285714286	0.8125	-0.0597807568783018	-0.0267857142857143
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	AT2_AGTR2det	Other	Tata_unpubl	40	0.239089374041643	0.0929575013051024	0.275	0.075	0.14613187273654	0.2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0005	AT2_AGTR2undet	Other	Banovich_Kropski_2020	32	0.344923559608669	0	0.125	0	0.344923559608669	0.125
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0014	DC2	Other	Banovich_Kropski_2020	55	0.288652576196118	0	0.0363636363636364	0	0.288652576196118	0.0363636363636364
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	Alveolar macrophages	Ambient reference	Meyer_2021	173	0.0254987832817071	0.0760133679304527	0.00578034682080925	0.0115606936416185	-0.0505145846487457	-0.00578034682080925
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0005	Vascular smooth muscle	Other	Banovich_Kropski_2020	25	1.05379878142502	1.73995200552912	0.24	0.56	-0.686153224104105	-0.32
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc3843	Lymphatic EC	Other	Schiller_2020	27	0.406499133346701	0	0.037037037037037	0	0.406499133346701	0.037037037037037
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML2	Adventitial fibroblasts	Fibroblasts	Sheppard_2020	54	1.65472891503775	2.046854179018	0.62962962962963	0.833333333333333	-0.392125263980259	-0.203703703703704
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	Vascular smooth muscle	Other	Sun_2020	42	2.06160778483911	2.34943632229893	0.428571428571429	0.619047619047619	-0.287828537459816	-0.190476190476191
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	Myofibroblasts	Fibroblasts	Krasnow_2020	49	1.54009052649552	2.08890386213048	0.571428571428571	0.816326530612245	-0.548813335634962	-0.244897959183674
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747SHMI57ng	EC general capillary	Ambient reference	Eils_2020	11	0.531976869473005	0	0.181818181818182	0	0.531976869473005	0.181818181818182
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD047Q	Interstitial macrophages	Ambient reference	Tata_unpubl	130	0	0.106428170968125	0	0.0538461538461538	-0.106428170968125	-0.0538461538461538
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	Pericytes	Pericytes	Meyer_2021	13	0	2.04332006393804	0	0.923076923076923	-2.04332006393804	-0.923076923076923
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837479JQK55ng	EC general capillary	Ambient reference	Eils_2020	33	0	0.226416609199679	0	0.0303030303030303	-0.226416609199679	-0.0303030303030303
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0019	Alveolar macrophages	Ambient reference	Banovich_Kropski_2020	55	0.033447181237778	0	0.0181818181818182	0	0.033447181237778	0.0181818181818182
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85	AT2_AGTR2undet	Other	Banovich_Kropski_2020	58	0.33481296258421	0	0.0517241379310345	0	0.33481296258421	0.0517241379310345
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747RU682	Interstitial macrophages	Ambient reference	Peer_Massague_2020	99	0.401630440539404	0.3181143559528	0.212121212121212	0.202020202020202	0.0835160845866048	0.0101010101010101
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_07	Adventitial fibroblasts	Fibroblasts	Misharin_Budinger_2018	7	1.44922958873022	1.88986540715755	0.428571428571429	0.714285714285714	-0.440635818427331	-0.285714285714286
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D175	Pericytes	Pericytes	Sun_2020	11	0	1.83255015499737	0	0.454545454545455	-1.83255015499737	-0.454545454545455
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	Interstitial macrophages	Ambient reference	Krasnow_2020	124	0.0732616471151239	0.157069047501856	0.0161290322580645	0.0241935483870968	-0.083807400386732	-0.00806451612903226
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747001C	Alveolar fibroblasts	Fibroblasts	Kaminski_2020	6	1.84069651368426	1.88493232579936	0.5	0.5	-0.0442358121151001	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-03	Vascular smooth muscle	Other	Nawijn_2021	41	0.23953764429878	0.922794433504691	0.024390243902439	0.121951219512195	-0.68325678920591	-0.0975609756097561
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5	EC venous pulmonary	Ambient reference	Lafyatis_Rojas_2019	52	0.0899717570989516	0.0208303233894779	0.0192307692307692	0.0192307692307692	0.0691414337094737	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD66	EC aerocyte capillary	Ambient reference	Banovich_Kropski_2020	21	0.236270436571598	0	0.0476190476190476	0	0.236270436571598	0.0476190476190476
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	Mast cells	Other	Krasnow_2020	116	0	0.0629155610622304	0	0.00862068965517241	-0.0629155610622304	-0.00862068965517241
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0015	AT2_AGTR2undet	Other	Banovich_Kropski_2020	15	0.0622085566979409	0	0.0666666666666667	0	0.0622085566979409	0.0666666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747368C	Classical monocytes	Other	Meyer_2019	65	0.0709614193876897	0.632343869374602	0.0153846153846154	0.138461538461538	-0.561382449986913	-0.123076923076923
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	EC aerocyte capillary	Ambient reference	Schiller_2020	20	0	0.391152435959346	0	0.05	-0.391152435959346	-0.05
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_1	Classical monocytes	Other	Lafyatis_Rojas_2019	58	0.0616981727991826	0	0.0172413793103448	0	0.0616981727991826	0.0172413793103448
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-09	Vascular smooth muscle	Other	Nawijn_2021	100	1.48221302836621	1.50890009772724	0.36	0.36	-0.0266870693610384	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_04	Transitional Club-AT2	Other	Misharin_Budinger_2018	96	0.0668906075302015	0	0.0104166666666667	0	0.0668906075302015	0.0104166666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD071	Transitional Club-AT2	Other	Banovich_Kropski_2020	60	0.116139444398606	0	0.0166666666666667	0	0.116139444398606	0.0166666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103	Pericytes	Pericytes	Schiller_2020	9	0	1.94756843912092	0	0.222222222222222	-1.94756843912092	-0.222222222222222
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	Peribronchial fibroblasts	Fibroblasts	Banovich_Kropski_2020	14	1.59847334063303	1.85868686052045	0.285714285714286	0.357142857142857	-0.260213519887411	-0.0714285714285715
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	Non-classical monocytes	Other	Sun_2020	23	0.322459332457138	0.501468322446545	0.0434782608695652	0.130434782608696	-0.179008989989407	-0.0869565217391304
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	AT2_AGTR2det	Other	Misharin_2021	19	0.309449326424666	0	0.157894736842105	0	0.309449326424666	0.157894736842105
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-06	Mast cells	Other	Nawijn_2021	65	0.0639462332285133	0	0.0153846153846154	0	0.0639462332285133	0.0153846153846154
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	Pericytes	Pericytes	Banovich_Kropski_2020	17	0	2.04170165169664	0	0.470588235294118	-2.04170165169664	-0.470588235294118
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747192C	Classical monocytes	Other	Kaminski_2020	25	0	0.098763585483641	0	0.04	-0.098763585483641	-0.04
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5	Adventitial fibroblasts	Fibroblasts	Lafyatis_Rojas_2019	35	1.44229311424279	2.40652065158918	0.485714285714286	0.742857142857143	-0.96422753734639	-0.257142857142857
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML2	Myofibroblasts	Fibroblasts	Sheppard_2020	38	1.47375411259463	1.72667140040114	0.5	0.631578947368421	-0.252917287806514	-0.131578947368421
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	DC2	Other	Sun_2020	56	0.41099333492899	0.152675993460946	0.125	0.0357142857142857	0.258317341468043	0.0892857142857143
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	Adventitial fibroblasts	Fibroblasts	Tata_unpubl	14	1.92257839374841	2.42312576708095	0.857142857142857	1	-0.500547373332542	-0.142857142857143
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	Non-classical monocytes	Other	Schiller_2020	38	0	0.370381191196251	0	0.0526315789473684	-0.370381191196251	-0.0526315789473684
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD105	Adventitial fibroblasts	Fibroblasts	Banovich_Kropski_2020	5	1.94397285981618	2.32355867010727	0.4	0.6	-0.379585810291091	-0.2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_05	Classical monocytes	Other	Misharin_Budinger_2018	51	0.133682253456285	0.215640846260181	0.0392156862745098	0.0392156862745098	-0.0819585928038952	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D354	EC venous systemic	Ambient reference	Barbry_Leroy_2020	100	0.108122416555857	0	0.01	0	0.108122416555857	0.01
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD92	Vascular smooth muscle	Other	Banovich_Kropski_2020	24	0.707750575575034	1.15184869025053	0.125	0.333333333333333	-0.444098114675493	-0.208333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1	Subpleural fibroblasts	Fibroblasts	Sheppard_2020	22	1.64103585666538	1.33927622179658	0.5	0.409090909090909	0.301759634868805	0.0909090909090909
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A9LCTZng	Lymphatic EC	Other	Eils_2020	22	0	0.224790732728613	0	0.0454545454545455	-0.224790732728613	-0.0454545454545455
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	DC2	Other	Meyer_2021	75	0.0404476019343309	0.0512260882896514	0.0133333333333333	0.0133333333333333	-0.0107784863553205	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD70	Transitional Club-AT2	Other	Banovich_Kropski_2020	56	0.110830671084741	0	0.0714285714285714	0	0.110830671084741	0.0714285714285714
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747192C	AT2_AGTR2undet	Other	Kaminski_2020	49	0.0261488641224433	0	0.0408163265306122	0	0.0261488641224433	0.0408163265306122
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D322	Peribronchial fibroblasts	Fibroblasts	Barbry_Leroy_2020	20	1.97884683133347	2.62525256441368	0.35	0.65	-0.64640573308021	-0.3
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D175	EC general capillary	Ambient reference	Sun_2020	36	0.144869293244545	0	0.0277777777777778	0	0.144869293244545	0.0277777777777778
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	Alveolar macrophages	Ambient reference	Tata_unpubl	27	0.216255632944402	0.525114456799579	0.037037037037037	0.185185185185185	-0.308858823855177	-0.148148148148148
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747483C	Classical monocytes	Other	Kaminski_2020	70	0.0526091304909645	0	0.0142857142857143	0	0.0526091304909645	0.0142857142857143
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD92	EC general capillary	Ambient reference	Banovich_Kropski_2020	10	0.467580030868768	0	0.1	0	0.467580030868768	0.1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	Adventitial fibroblasts	Fibroblasts	Sun_2020	28	1.77951949068496	2.54883823437695	0.642857142857143	0.892857142857143	-0.769318743691993	-0.25
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	Mast cells	Other	Sun_2020	6	1.23592150576814	1.82069697290006	0.5	0.666666666666667	-0.584775467131925	-0.166666666666667
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD66	Myofibroblasts	Fibroblasts	Banovich_Kropski_2020	5	2.36751383813901	2.47588104640537	1	0.8	-0.108367208266363	0.2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	Lymphatic EC	Other	Sun_2020	38	0.411488661778956	0.385242221053615	0.157894736842105	0.157894736842105	0.0262464407253415	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747cc01p	AT2_AGTR2undet	Other	Gomperts_2021	10	0.210123229080842	0	0.1	0	0.210123229080842	0.1
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-09	Alveolar macrophages	Ambient reference	Nawijn_2021	55	0	0.0344277070729257	0	0.0181818181818182	-0.0344277070729257	-0.0181818181818182
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_5	Peribronchial fibroblasts	Fibroblasts	Schiller_2021	18	3.13351615091469	3.14567823596109	1	1	-0.0121620850464019	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747208C	Classical monocytes	Other	Kaminski_2020	94	0	0.044528596126542	0	0.0106382978723404	-0.044528596126542	-0.0106382978723404
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD69	Transitional Club-AT2	Other	Banovich_Kropski_2020	8	0.336077878404517	0	0.125	0	0.336077878404517	0.125
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	EC venous pulmonary	Ambient reference	Sun_2020	9	0	1.13440490628889	0	0.111111111111111	-1.13440490628889	-0.111111111111111
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc4658	Adventitial fibroblasts	Fibroblasts	Schiller_2020	6	1.13551670738988	3.10093490311794	0.166666666666667	1	-1.96541819572806	-0.833333333333333
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747290B	AT2_AGTR2undet	Other	Teichmann_Meyer_2019	89	0.3633347497297	0.383233908382553	0.123595505617978	0.112359550561798	-0.0198991586528529	0.0112359550561798
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_04	Interstitial macrophages	Ambient reference	Misharin_Budinger_2018	31	0	0.183217962542075	0	0.032258064516129	-0.183217962542075	-0.032258064516129
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747081C	Alveolar macrophages	Ambient reference	Kaminski_2020	17	0.131412911858254	0	0.0588235294117647	0	0.131412911858254	0.0588235294117647
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747368C	EC general capillary	Ambient reference	Meyer_2019	67	0.655698845055844	0.966023928637858	0.0746268656716418	0.134328358208955	-0.310325083582015	-0.0597014925373134
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747290B	Adventitial fibroblasts	Fibroblasts	Teichmann_Meyer_2019	47	2.42348108545499	2.56676169093003	0.978723404255319	1	-0.143280605475042	-0.0212765957446809
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD107	Adventitial fibroblasts	Fibroblasts	Banovich_Kropski_2020	47	2.62484166539766	2.85347227597201	0.723404255319149	0.914893617021277	-0.228630610574359	-0.191489361702128
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_4	AT1	Other	Schiller_2021	43	0.165300200806911	0	0.0232558139534884	0	0.165300200806911	0.0232558139534884
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	Non-classical monocytes	Other	Sun_2020	10	0.623085405633624	0.731261625032977	0.2	0.2	-0.108176219399353	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	AT2_AGTR2det	Other	Banovich_Kropski_2020	21	0.40889883688904	0	0.0952380952380952	0	0.40889883688904	0.0952380952380952
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747GRO-11	Vascular smooth muscle	Other	Nawijn_2021	37	1.37190134678608	1.43439782570956	0.351351351351351	0.432432432432432	-0.0624964789234881	-0.0810810810810811
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0007	Peribronchial fibroblasts	Fibroblasts	Banovich_Kropski_2020	5	2.402840501503	2.54640910430508	1	1	-0.143568602802077	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_6	Vascular smooth muscle	Other	Schiller_2021	5	2.60747934288948	1.90857635476314	1	0.8	0.698902988126332	0.2
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	Vascular smooth muscle	Other	Banovich_Kropski_2020	46	1.27652742720478	1.81855094825334	0.173913043478261	0.391304347826087	-0.54202352104856	-0.217391304347826
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	EC venous systemic	Ambient reference	Schiller_2020	29	0	0.659044978812335	0	0.0344827586206897	-0.659044978812335	-0.0344827586206897
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A40	Transitional Club-AT2	Other	Meyer_2021	36	0.079723004505615	0	0.0555555555555556	0	0.079723004505615	0.0555555555555556
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837472020-3173-NC008	Peribronchial fibroblasts	Fibroblasts	Jain_Misharin_2021	13	3.24767176711187	3.09008241290571	1	1	0.157589354206159	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747465C	Interstitial macrophages	Ambient reference	Kaminski_2020	32	0	0.11692406525029	0	0.09375	-0.11692406525029	-0.09375
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747290B	Interstitial macrophages	Ambient reference	Teichmann_Meyer_2019	34	0.306491216949712	0.479541641573293	0.0588235294117647	0.147058823529412	-0.173050424623581	-0.0882352941176471
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	Vascular smooth muscle	Other	Sun_2020	32	2.44696748042868	2.34339286860599	0.78125	0.75	0.103574611822688	0.03125
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D354	Peribronchial fibroblasts	Fibroblasts	Barbry_Leroy_2020	5	2.25320155880757	2.82758415797063	0.6	1	-0.574382599163068	-0.4
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	Alveolar fibroblasts	Fibroblasts	Krasnow_2020	54	1.98268026374855	2.32319606135411	0.722222222222222	0.87037037037037	-0.340515797605553	-0.148148148148148
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI02	Transitional Club-AT2	Other	Misharin_2021	129	0.0619191637515149	0	0.0232558139534884	0	0.0619191637515149	0.0232558139534884
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NML1	Peribronchial fibroblasts	Fibroblasts	Sheppard_2020	21	1.20613406803368	1.89924310168299	0.19047619047619	0.571428571428571	-0.693109033649309	-0.380952380952381
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	AT1	Other	Tata_unpubl	116	0.083295580670727	0.0909715009145147	0.0603448275862069	0.0431034482758621	-0.00767592024378771	0.0172413793103448
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471A1DFBng	AT2_AGTR2det	Other	Eils_2020	22	0.08946996440975	0	0.0454545454545455	0	0.08946996440975	0.0454545454545455
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374716E0F2ng	Alveolar fibroblasts	Fibroblasts	Eils_2020	18	1.53787210659435	1.71884862370235	0.611111111111111	0.611111111111111	-0.180976517108	0
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_02	Transitional Club-AT2	Other	Misharin_Budinger_2018	31	0.458227797960984	0	0.0967741935483871	0	0.458227797960984	0.0967741935483871
homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0010	AT2_AGTR2undet	Other	Banovich_Kropski_2020	130	0.19729020305436	0	0.0230769230769231	0	0.19729020305436	0.0230769230769231
