score	pericyte_state	emmean	SE	df	lower.CL	upper.CL
basement_membrane_score_z	0	-0.175564311792098	0.137573463836129	34.6423420107984	-0.454956403438451	0.103827779854255
basement_membrane_score_z	1	0.259638811875342	0.115653629483366	23.3734978799279	0.0206024192070623	0.498675204543621
basement_membrane_score_z	2	-0.61777445394395	0.129449870367538	53.1241169364872	-0.877403852945456	-0.358145054942445
basement_membrane_score_z	3	0.910014587777596	0.169787223116349	121.662910541349	0.573894493483193	1.246134682072
basement_membrane_score_z	4	-0.48162925605913	0.203652101122744	140.736565270561	-0.884242030460917	-0.0790164816573423
basement_membrane_score_z	5	1.01214547572107	0.348478306577847	142.478203082781	0.32328959786284	1.7010013535793
bm_collagen_iv_score_z	0	-0.227461274701157	0.150550583779307	36.5787446011618	-0.532624358206258	0.0777018088039437
bm_collagen_iv_score_z	1	0.263680552037615	0.127148295528909	27.912323617119	0.00319221309768786	0.524168890977543
bm_collagen_iv_score_z	2	-0.363473581092567	0.145659578410243	70.2312428166086	-0.653965634176099	-0.0729815280090354
bm_collagen_iv_score_z	3	0.368966799012094	0.196770420989269	150.530480546246	-0.0198217827875032	0.75775538081169
bm_collagen_iv_score_z	4	-0.181461700672188	0.240690431875052	162.198674484566	-0.656752514899665	0.293829113555288
bm_collagen_iv_score_z	5	0.0428173789446591	0.421007397058389	156.891148604648	-0.788756350369505	0.874391108258824
bm_laminin_score_z	0	-0.0741552024490288	0.139172353658126	37.6188702882398	-0.355988670385863	0.207678265487805
bm_laminin_score_z	1	0.187683878772275	0.118103254605361	30.3618131239858	-0.0533946727745157	0.428762430319066
bm_laminin_score_z	2	-0.539419999601862	0.136433994703087	77.9575914875383	-0.811041545426063	-0.267798453777661
bm_laminin_score_z	3	0.716865919010016	0.186090539160172	160.967939463786	0.3493722622094	1.08435957581063
bm_laminin_score_z	4	-0.30214964605919	0.229169392293323	171.084225675933	-0.754513303637204	0.150214011518824
bm_laminin_score_z	5	1.20598752879114	0.403940404570934	166.280862902321	0.408474546244191	2.00350051133809
bm_linker_score_z	0	-0.121849288127839	0.138030670684957	38.2330363190176	-0.401221851961608	0.15752327570593
bm_linker_score_z	1	0.158946899782656	0.117477403390437	31.7453629368097	-0.0804220409837491	0.398315840549061
bm_linker_score_z	2	-0.494730378963114	0.136228503586404	81.9313101722285	-0.765735670848076	-0.223725087078151
bm_linker_score_z	3	1.03908562428092	0.186587260875068	165.708276334213	0.670690855023468	1.40748039353837
bm_linker_score_z	4	-0.511863656019273	0.230471335298686	175.436013978938	-0.966716884513346	-0.0570104275251997
bm_linker_score_z	5	0.689569807334962	0.407682405364033	171.81723339301	-0.115141057602594	1.49428067227252
fibrillar_ecm_score_z	0	0.229270946271548	0.141675992510004	33.1519734730965	-0.0589208394612282	0.517462732004323
fibrillar_ecm_score_z	1	-0.31954285582941	0.119525377061474	20.8783940309554	-0.5681976689577	-0.0708880427011203
fibrillar_ecm_score_z	2	-0.226750910372014	0.131392502093068	42.4915719648092	-0.491820864118957	0.0383190433749296
fibrillar_ecm_score_z	3	0.726301527728714	0.167894968694457	99.0210500477066	0.393162360846753	1.05944069461067
fibrillar_ecm_score_z	4	-0.432892868250576	0.198075445548818	123.629134781901	-0.824951247693059	-0.0408344888080924
fibrillar_ecm_score_z	5	1.25055817338879	0.332217987370781	136.987321082328	0.59361941409332	1.90749693268426
fibroblast_like_noCOL4A1_score_z	0	0.209440635060926	0.146050115385363	33.5708767006522	-0.0875087215534413	0.506389991675294
fibroblast_like_noCOL4A1_score_z	1	-0.348918914648441	0.123034150909713	21.4701767216109	-0.604441691254779	-0.0933961380421041
fibroblast_like_noCOL4A1_score_z	2	-0.0837623393186603	0.135873171601588	45.0348848862944	-0.35741910392124	0.189894425283919
fibroblast_like_noCOL4A1_score_z	3	0.582974240685753	0.174835593203924	104.820095297087	0.236300620715198	0.929647860656308
fibroblast_like_noCOL4A1_score_z	4	-0.232928536048407	0.207169331095862	128.241926768837	-0.642841073250306	0.176984001153491
fibroblast_like_noCOL4A1_score_z	5	1.51315536955674	0.349387026399856	138.131145632553	0.822316966326213	2.20399377278727
fibroblast_like_score_z	0	0.0931955379938205	0.146055941860273	34.8618387612897	-0.203355799627711	0.389746875615352
fibroblast_like_score_z	1	-0.254231038279376	0.122783124474954	23.8373339820621	-0.507734495448281	-0.00072758111047122
fibroblast_like_score_z	2	-0.140424608891169	0.137833492801444	55.0371026807745	-0.416644915617889	0.135795697835551
fibroblast_like_score_z	3	0.601799938011713	0.181500082753068	125.317212465221	0.242597635035559	0.961002240987868
fibroblast_like_score_z	4	-0.248487252518714	0.218258946111404	143.358594005834	-0.67990879956578	0.182934294528353
fibroblast_like_score_z	5	1.38851393569563	0.374570127671925	143.703885936155	0.648135033334982	2.12889283805628
