gene	predictor	estimate	SE	z_value	p_value	singular	max_grad	converged	n_warnings
ARHGAP29	basement_membrane_score_z	0.0527994554874077	0.0159483332847334	3.31065664008604	0.000930773417746763	FALSE	0.00403422745876014	TRUE	0
ARHGAP29	bm_minus_fibrillar_z	0.000424427804137019	0.0158627872627634	0.0267561934171134	0.978654193285766	FALSE	0.00108257154352032	TRUE	0
CD81	basement_membrane_score_z	0.076006257459154	0.0136708105037993	5.5597477148872	2.70164891724405e-08	FALSE	0.0017400088836439	TRUE	0
CD81	bm_minus_fibrillar_z	0.0100042423146739	0.0135039960927346	0.740835693817796	0.458793070051499	FALSE	0.00157953763846308	TRUE	0
EIF3K	basement_membrane_score_z	-0.048860896133357	0.013607421018244	-3.59075360921423	0.000329723224966818	FALSE	0.00234460458159447	TRUE	0
EIF3K	bm_minus_fibrillar_z	-0.0070719948205088	0.0130864301507753	-0.540406722003541	0.588916573102076	FALSE	0.00140920747071505	TRUE	0
HSPA5	basement_membrane_score_z	-0.0138720139033987	0.0163286542776412	-0.849550346741899	0.395575127636988	FALSE	0.00129481122712605	TRUE	0
HSPA5	bm_minus_fibrillar_z	-0.0173393531916126	0.0161175766384305	-1.07580398595834	0.282014929261751	FALSE	0.00221851223614067	TRUE	0
MKLN1	basement_membrane_score_z	0.0495144598833751	0.0131809525614955	3.75651605241476	0.000172295224588416	FALSE	0.000842010194901377	TRUE	0
MKLN1	bm_minus_fibrillar_z	0.0472240664868771	0.0128357604679283	3.67910156978017	0.000234057044328965	FALSE	0.000469517544843257	TRUE	0
PDLIM1	basement_membrane_score_z	-0.0235092979752597	0.0149624881392103	-1.5712158136087	0.116132528108983	FALSE	0.0032589741749689	TRUE	0
PDLIM1	bm_minus_fibrillar_z	-0.0371602555166076	0.0143536414361347	-2.58890788668152	0.00962808454285396	FALSE	0.00125924998428673	TRUE	0
SARAF	basement_membrane_score_z	-0.0401249527305131	0.0141931441998577	-2.82706581188088	0.00469766723055455	FALSE	0.00389798515243456	TRUE	0
SARAF	bm_minus_fibrillar_z	0.0180820704283026	0.0139938753230685	1.29214174135844	0.196308062753701	FALSE	0.00069019733928144	TRUE	0
TBCA	basement_membrane_score_z	-0.0314095192232876	0.0146481138502182	-2.14427055554458	0.0320112146346866	FALSE	0.00214131432585418	TRUE	0
TBCA	bm_minus_fibrillar_z	0.0170333738254775	0.0142532951603523	1.19504813685879	0.232068223371345	FALSE	0.00329579052049667	TRUE	0
