ligand	target	weight
COL4A1	COL1A1	0.024765542102319
COL4A1	COL5A1	0.0239340449692013
COPA	COL1A1	0.0235003260641938
COPA	COL5A1	0.023349308560798
TGFB2	COL1A1	0.243166093729439
TGFB2	COL1A2	0.248933399679773
TGFB2	COL5A1	0.149279270355392
COL1A1	COL5A1	0.0266324966104302
COMP	COL5A2	0.0229158268848738
TIMP2	COL1A1	0.0423810290995433
TIMP2	COL1A2	0.00789318229776131
COL5A1	COL1A1	0.0250897370260272
RELN	COL1A1	0.0263062927748157
RELN	COL5A1	0.023793237832135
COL10A1	COL1A1	0.0247878330017081
COL10A1	COL5A1	0.0236918187838734
BMP4	COL1A2	0.150298364399642
BMP4	COL5A1	0.149197489555764
INHBA	COL5A2	0.154257213226626
MMP14	COL1A1	0.0400776455765504
CCN2	COL1A1	0.0138883180056216
CCN2	COL1A2	0.0749494889146334
CALM3	COL1A1	0.026272261821436
PDGFA	COL1A1	0.0905346043801463
TGFB1	COL1A1	0.276859206675854
TGFB1	COL5A1	0.22304413869149
EDN1	COL1A2	0.044089324298487
EDN1	COL3A1	0.0407359423149931
HBEGF	COL3A1	0.0692131233317427
MYOC	COL5A1	0.0455076080148864
IGF2	COL5A1	0.0737666723989022
AGT	COL1A2	0.0104064859792353
AGT	COL3A1	0.0412073460734348
NTS	COL1A1	0.00650007843091608
NTS	COL1A2	0.00787368441151962
SEMA3F	COL1A1	0.00676144638414988
SEMA3F	COL1A2	0.00729550428648539
SLPI	COL1A1	0.0203985342289422
SLPI	COL1A2	0.026420387491203
FGF2	COL1A1	0.130778257550434
