target	ligand	regulatory_potential	ligand_rank
COL5A1	CEACAM1	0.00415716672808191	NA
COL5A2	SLIT2	0.00415704320250616	NA
COL3A1	EPHA4	0.00415632939231355	NA
COL3A1	WNT7B	0.00415513956695506	NA
COL5A1	GDF10	0.00415445848191555	NA
COL5A1	COL4A2	0.00415414014124074	NA
COL5A2	SIRPA	0.00414372537606912	NA
COL5A1	SEMA3E	0.00414279279814083	NA
COL5A1	PI16	0.00413908785183846	NA
COL3A1	ANOS1	0.0041381868921835	NA
COL5A2	LPL	0.00412995002231722	NA
COL5A2	CAMP	0.00412728152843535	NA
COL5A1	SEMA4C	0.00412480798332128	NA
COL5A1	COL6A3	0.00412443781961997	NA
COL5A1	LFNG	0.00411569975664631	NA
COL1A2	SHISA4	0.00410584036673805	NA
COL5A3	ANGPT1	0.00410046875581163	NA
COL5A1	SIRPB2	0.00409746517296468	NA
COL5A1	CD55	0.00409608906663906	NA
COL3A1	CALM3	0.00409216593216403	NA
COL5A2	A2M	0.0040907676680098	NA
COL3A1	VWF	0.00408187870863775	NA
COL5A2	COL5A3	0.00407945500657825	NA
COL5A1	F13A1	0.0040781070999727	NA
COL3A1	EFEMP2	0.00407642730061001	NA
COL5A1	SIGLEC9	0.00407304901101362	NA
COL5A2	APP	0.00407247794519529	NA
COL5A3	LRIG2	0.00406292811905989	NA
COL5A1	COL5A1	0.00405894471436406	NA
COL5A2	LGALS1	0.00405640254859814	NA
COL5A2	CADM3	0.00405528804197336	NA
COL5A1	COL24A1	0.00405346812311767	NA
COL5A1	SEMA3G	0.00404800977903429	NA
COL5A2	PECAM1	0.00404509126409443	NA
COL3A1	CALR	0.00404129227475196	NA
COL1A1	GGT1	0.00403914967666258	NA
COL5A1	NPNT	0.00403372559449612	NA
COL3A1	CX3CL1	0.00403165396765276	NA
COL5A2	FGF18	0.00402950563006975	NA
COL5A2	ITGB2	0.00402864174607362	NA
COL5A2	EDIL3	0.0040269378337286	NA
COL3A1	CADM1	0.00402460010133227	NA
COL3A1	CD14	0.00402261225653996	NA
COL5A2	AREG	0.00402203096281761	NA
COL5A2	PTPRC	0.00402013004033784	NA
COL3A1	COL3A1	0.00402003981216987	NA
COL5A3	IGFBP4	0.00401935316529436	NA
COL5A1	AREG	0.00401814755747349	NA
COL5A1	CEACAM6	0.00401440775892197	NA
COL3A1	ZNRF3	0.00401391291162819	NA
COL1A1	ATP1B1	0.00401141407077966	NA
COL3A1	NCAM1	0.00400548016990898	NA
COL5A1	AGRN	0.00400290321179034	NA
COL3A1	EREG	0.00400079585922764	NA
COL1A1	CD99	0.00399916912796121	NA
COL5A2	COL4A3	0.00399857363617182	NA
COL3A1	COL5A1	0.00399657620205003	NA
COL5A3	OSM	0.00399590662267523	NA
COL5A2	LGALS3BP	0.00399536403026121	NA
COL5A2	CKLF	0.0039924526107738	NA
COL5A1	FBN1	0.00399144452323005	NA
COL5A1	PLEKHO2	0.00399132561885669	NA
COL3A1	LAMC1	0.00398774229475149	NA
COL3A1	CDCP1	0.00398629807441441	NA
COL5A3	TGFB2	0.00397923976442874	NA
COL1A2	CORIN	0.00397644750856506	NA
COL5A2	CEACAM1	0.00397297886030957	NA
COL5A1	SIGLEC6	0.00397216937514736	NA
COL5A1	CDCP1	0.00397151131951695	NA
COL5A1	COL5A2	0.00396985267924914	NA
COL1A1	FAM3C	0.00396692529364132	NA
COL5A2	KIRREL1	0.00396641974280439	NA
COL5A2	COL6A3	0.00396266420800195	NA
COL5A2	WIF1	0.00395859586303702	NA
COL5A1	HSPG2	0.00395751752595005	NA
COL3A1	VEGFC	0.00395474044882521	NA
COL5A2	AGRN	0.00394275108394345	NA
COL5A3	TGFB1	0.00394259581186619	NA
COL3A1	SEMA3C	0.00393814728039001	NA
COL3A1	WNT9A	0.00393402796035007	NA
COL5A1	THBS2	0.00393380436923252	NA
COL5A3	BACE1	0.0039325353586709	NA
COL5A1	COL8A1	0.0039309707666147	NA
COL5A1	GNAS	0.00392932329951982	NA
COL5A1	EREG	0.00392816657360644	NA
COL5A2	NID1	0.00392435098589721	NA
COL5A1	HLA-DQB1	0.00391994549941414	NA
COL5A2	LAMA3	0.00391919958393085	NA
COL5A2	CP	0.00391577658911151	NA
COL5A2	SIRPB2	0.00391424785783733	NA
COL5A1	LAMA3	0.00391368739070647	NA
COL5A2	MFGE8	0.00390782574853803	NA
COL3A1	COL15A1	0.00390392575650968	NA
COL5A2	NTS	0.00390293398549407	NA
COL3A1	FLRT3	0.00390270169650567	NA
COL5A1	ADAM28	0.00389102627644148	NA
COL3A1	ANXA1	0.00389012484728651	NA
COL3A1	PLAT	0.00388828311371817	NA
COL3A1	APP	0.00388796921736884	NA
COL5A1	APOA1	0.00388746969264551	NA
COL5A3	PAM	0.00388697511285666	NA
COL3A1	SIRPA	0.00388511556237889	NA
COL5A2	IL16	0.0038835978121953	NA
COL3A1	PCSK9	0.00388318521708567	NA
COL5A1	SEMA4B	0.00388030920747691	NA
COL5A1	PTPRK	0.00387899478201162	NA
COL1A1	SHISA4	0.00387835310614216	NA
COL3A1	CLEC11A	0.00387821957463321	NA
COL5A2	SIGLEC6	0.00387436331618716	NA
COL5A2	LUM	0.00387262253620179	NA
COL5A1	LRFN5	0.00387233979336733	NA
COL5A2	HLA-DQB1	0.00387195150139324	NA
COL3A1	MFNG	0.00387041300646058	NA
COL5A1	LUM	0.00386374734735724	NA
COL5A2	MYOC	0.00386232908291218	NA
COL5A2	CCN4	0.00386143778368539	NA
COL5A1	CMTM8	0.00385665607359416	NA
COL3A1	CAMP	0.00385539367372509	NA
COL3A1	FGG	0.00385328529967422	NA
COL3A1	SCGB3A1	0.0038523647101268	NA
COL3A1	SPON2	0.00385007944761002	NA
COL5A1	SEMA3B	0.0038493712209393	NA
COL5A2	ICAM4	0.00384787184044871	NA
COL5A2	NEGR1	0.00384717250536683	NA
COL5A2	SEMA3D	0.00384685081976936	NA
COL5A2	NTN1	0.00384610357982059	NA
COL3A1	MFGE8	0.00384125301002965	NA
COL5A1	HAS1	0.00383994414141182	NA
COL5A2	LAMB3	0.00383806698503268	NA
COL5A2	SLIT3	0.00383290049550516	NA
COL5A2	LGALS9	0.00383124816544352	NA
COL3A1	COL10A1	0.00383009322166678	NA
COL5A2	FGA	0.00382787628472864	NA
COL5A1	ADAM9	0.00382750134594784	NA
COL3A1	CTSG	0.00381874297821121	NA
COL3A1	COL6A1	0.0038182424951693	NA
COL5A2	SERPING1	0.00381219924389335	NA
COL5A3	C4BPA	0.00381167974501455	NA
COL5A1	FCN1	0.00380584975939206	NA
COL5A2	COL6A1	0.00380545298360733	NA
COL5A2	COL5A2	0.00380518217464644	NA
COL3A1	SEMA3A	0.00380454601571624	NA
COL5A2	SLITRK6	0.00380323974246586	NA
COL3A1	ITGB2	0.00380185764242642	NA
COL1A1	CORIN	0.00380110848331847	NA
COL5A2	CNTN4	0.00379674920510628	NA
COL5A1	KIRREL1	0.00379381576146212	NA
COL3A1	HSPG2	0.0037934828658196	NA
COL1A2	TSPAN33	0.00379124010979344	NA
COL3A1	NTN1	0.00378109259327597	NA
COL5A2	APOA1	0.00378002012843524	NA
COL3A1	GPC3	0.00377812684433791	NA
COL3A1	COL5A2	0.00377601432221909	NA
COL5A3	TIMP3	0.00377438943331917	NA
COL5A1	TFPI	0.00377358692100655	NA
COL5A1	COL4A5	0.00377049845209631	NA
COL5A2	MXRA5	0.00376316225402892	NA
COL5A1	WNT2B	0.00375646360463976	NA
COL3A1	LRPAP1	0.00375639042184933	NA
COL3A1	A2M	0.00374724823303099	NA
COL5A1	LAMA2	0.00374469965655095	NA
COL3A1	CALM1	0.00374154488940052	NA
COL3A1	CP	0.00373486753488248	NA
COL5A2	COL4A2	0.00373267603033188	NA
COL5A1	SERPINE2	0.00373172597931307	NA
COL5A2	CTSG	0.00373077482822952	NA
COL5A2	COL6A2	0.00372583245451378	NA
COL5A2	COL4A1	0.00372411465458964	NA
COL3A1	VCAM1	0.00372398506270969	NA
COL3A1	AZGP1	0.00372326577658858	NA
COL3A1	NID1	0.00372031840678159	NA
COL3A1	ADAM28	0.00371933128000044	NA
COL3A1	ESAM	0.00371834185513805	NA
COL5A1	COL16A1	0.00371804593047494	NA
COL3A1	APOE	0.00371292942969208	NA
COL5A1	MXRA5	0.00371093226401427	NA
COL5A1	CADM3	0.00371043931324326	NA
COL5A1	NECTIN4	0.00370953424499101	NA
COL5A2	FBN1	0.00370796377301483	NA
COL5A1	PLA2G2A	0.00370743437998733	NA
COL5A2	COL12A1	0.00370166480890704	NA
COL5A1	ADAM12	0.00369681808305623	NA
COL5A2	CADM1	0.00369512027481813	NA
COL5A2	NFASC	0.00369060797332167	NA
COL5A2	FLRT3	0.00368600652611594	NA
COL3A1	FGF18	0.00368461283218202	NA
COL5A2	FGF14	0.003681989786069	NA
COL5A3	THBS1	0.00368176279147953	NA
COL3A1	SLIT2	0.00367883704789845	NA
COL5A3	CLEC11A	0.00367856596795267	NA
COL3A1	GDF10	0.00367506012480646	NA
COL5A2	LAMA2	0.00367487104809301	NA
COL5A3	COL1A2	0.00367211668722844	NA
COL5A1	LIPH	0.0036702872454014	NA
COL5A1	COL14A1	0.00366798492664007	NA
COL3A1	CXCL8	0.00366720740514226	NA
COL3A1	COL5A3	0.00365859671523	NA
COL5A2	SPON2	0.00365844369985618	NA
COL3A1	MMP14	0.0036573638873544	NA
COL3A1	COL8A1	0.00365258880712177	NA
COL5A1	ST6GAL1	0.00364901223948547	NA
COL3A1	COL4A3	0.00364701988592437	NA
COL5A3	HGF	0.00364578098396213	NA
COL3A1	LAMA3	0.00364405026734716	NA
COL3A1	VEGFD	0.00364168254680943	NA
COL5A2	TSPAN3	0.00363635184574889	NA
COL5A1	CD320	0.00363566398224187	NA
COL3A1	ICAM4	0.00363249768264306	NA
COL3A1	NECTIN2	0.00363076100391402	NA
COL3A1	EDIL3	0.00362976753525768	NA
COL3A1	COL6A3	0.00362691188482063	NA
COL5A1	PCSK9	0.00362626305569222	NA
COL3A1	LGALS3	0.00362128635575491	NA
COL5A1	SEMA4A	0.00361954380490891	NA
COL5A1	SPON1	0.00361934743682345	NA
COL5A2	COL16A1	0.00361702082783386	NA
COL5A1	VCAN	0.00361649456443565	NA
COL5A2	COL27A1	0.00361011439742598	NA
COL5A2	COL8A1	0.00360924646834391	NA
COL3A1	LUM	0.00360799460520161	NA
COL5A2	TIMP2	0.00360692904153835	NA
COL5A1	COL21A1	0.00360297332279049	NA
COL5A2	COL10A1	0.00359779151956026	NA
COL5A2	SEMA3F	0.00359690704842928	NA
COL5A2	SIGLEC9	0.00359633084716102	NA
COL3A1	SPON1	0.00359240919936924	NA
COL5A2	PLEKHO2	0.00359190183151282	NA
COL5A2	THBS2	0.00359027158997346	NA
COL5A1	COL27A1	0.0035859517723747	NA
COL5A2	C1QA	0.00358584293010803	NA
COL5A1	PTPRM	0.00358572270689949	NA
COL5A2	LRFN5	0.00358477775528567	NA
COL5A3	INHBA	0.00358089920670956	NA
COL5A2	GNAS	0.00357725308729068	NA
COL5A1	SLITRK6	0.0035716856065769	NA
COL5A1	COMP	0.00356958301706876	NA
COL5A2	PTPRM	0.00356892957714156	NA
COL3A1	NRG3	0.00356883382443714	NA
COL5A3	LTF	0.00356244430661367	NA
COL5A1	COL6A6	0.00355775845166805	NA
COL5A1	ICAM4	0.00355632357914566	NA
COL3A1	COL27A1	0.00355156907290004	NA
COL5A2	TNFSF14	0.00354890630465826	NA
COL5A1	SPARC	0.0035457009258283	NA
COL5A1	NECTIN3	0.0035449718699183	NA
COL5A1	NECTIN2	0.00354352478828903	NA
COL3A1	COL4A1	0.00354346008677565	NA
COL5A1	SEMA4D	0.00354153802237353	NA
COL3A1	COL12A1	0.00353754542303219	NA
COL5A2	SEMA4D	0.00353591768570838	NA
COL5A1	NTM	0.00353544346683071	NA
COL5A2	ANOS1	0.00353207855909044	NA
COL5A2	SIGLEC7	0.00353064273913418	NA
COL3A1	COL4A2	0.00353036275175115	NA
COL5A1	NRG3	0.00352142278284491	NA
COL5A2	WNT7B	0.00352106588327796	NA
COL5A2	LIPH	0.0035199929801695	NA
COL3A1	RELN	0.00351870228531061	NA
COL3A1	SEMA3E	0.00351628978328085	NA
COL5A1	WNT7B	0.00351530202262674	NA
COL3A1	LAMA5	0.00350743878236784	NA
COL5A2	NPNT	0.00350306993571723	NA
COL5A3	SPP1	0.003497522730814	NA
COL5A2	TNFSF13	0.00349620140607664	NA
COL5A2	LTBP3	0.00348912926982067	NA
COL5A3	SELE	0.00348118806870102	NA
COL5A2	COL4A4	0.00347550089060495	NA
COL3A1	THY1	0.00347385843538307	NA
COL5A2	VCAM1	0.00347212476256975	NA
COL5A1	FLRT3	0.00347130211228194	NA
COL3A1	PRG4	0.0034694634295577	NA
COL3A1	FBN1	0.00346929707261224	NA
COL3A1	SIGLEC1	0.00346888268540178	NA
COL3A1	LRFN5	0.00346861072158494	NA
COL3A1	LAMC2	0.00346655649802739	NA
COL5A1	CNTN6	0.00346273221300314	NA
COL5A2	COL14A1	0.00346069687877956	NA
COL5A3	MMP7	0.00345816918995885	NA
COL3A1	NTS	0.00345735597911466	NA
COL3A1	PLEKHO2	0.00345653089535775	NA
COL5A3	LIF	0.00345280885990817	NA
COL5A1	LRIG1	0.00345219048782556	NA
COL3A1	FGA	0.00344448767572263	NA
COL5A3	SPON2	0.00344069030189897	NA
COL5A3	IL1A	0.0034398663698031	NA
COL5A2	ADAM12	0.00343984866550534	NA
COL5A3	TIMP1	0.0034389263528054	NA
COL5A2	NECTIN3	0.00343803381946753	NA
COL3A1	NFASC	0.00343800364785118	NA
COL5A3	MFNG	0.00343565819587687	NA
COL3A1	LPL	0.00343360713727444	NA
COL5A1	NRXN3	0.0034309696662791	NA
COL3A1	CRTAM	0.00342660085399684	NA
COL5A2	SIGLEC1	0.00342657292756496	NA
COL3A1	SIGLEC7	0.00342586123362155	NA
COL5A2	HSPG2	0.00341887193624244	NA
COL3A1	SLITRK6	0.00341611466292605	NA
COL3A1	CD320	0.00341401749859076	NA
COL5A1	MCAM	0.00341130659035496	NA
COL3A1	TIMP2	0.00341116975462284	NA
COL3A1	LAMA2	0.00341029302616137	NA
COL3A1	LTBP3	0.00341024971769739	NA
COL5A1	SOSTDC1	0.00340684771679951	NA
COL3A1	GNAS	0.00340594051879226	NA
COL5A1	CD1B	0.00340356002442931	NA
COL3A1	COL16A1	0.00340331401013726	NA
COL3A1	SEMA3G	0.00340134534306972	NA
COL1A1	TSPAN33	0.00339986837747247	NA
COL3A1	AREG	0.00339962218590815	NA
COL3A1	SEMA3D	0.00338458971396115	NA
COL3A1	LAMB3	0.00338344693256237	NA
COL5A1	F8	0.00336689324012983	NA
COL5A2	CD55	0.00335892642031259	NA
COL3A1	LGALS3BP	0.00335817242800073	NA
COL3A1	LRIG1	0.00335553056408428	NA
COL3A1	COL14A1	0.00335493391406604	NA
COL5A1	PLTP	0.0033509362096981	NA
COL3A1	NPNT	0.00334779452791388	NA
COL5A1	COL8A2	0.00334303030614776	NA
COL3A1	SEMA3F	0.00333324977133429	NA
COL3A1	VCAN	0.00332861039197609	NA
COL5A2	SEMA4A	0.00332290393908162	NA
COL5A2	ST6GAL1	0.00331809871330049	NA
COL5A1	CRTAM	0.0033167306189241	NA
COL5A2	F13A1	0.00331469553850816	NA
COL5A2	LFNG	0.00331145549735832	NA
COL3A1	APOA1	0.00330548962633226	NA
COL5A2	THY1	0.00330428949196562	NA
COL5A2	CRTAM	0.00330002535852847	NA
COL5A1	NTS	0.00328790206843807	NA
COL3A1	CEACAM1	0.00328223628629886	NA
COL5A1	ZNRF3	0.00328183394382651	NA
COL3A1	SEMA4D	0.00327631602979931	NA
COL5A1	C3	0.0032736774485987	NA
COL3A1	HLA-DRB5	0.00326510311718577	NA
COL5A3	PLAU	0.00326413508395273	NA
COL5A2	COL4A5	0.00326200283981528	NA
COL3A1	THBS2	0.00326190089980988	NA
COL3A1	CADM3	0.00326109280497093	NA
COL3A1	MYOC	0.00325583791621996	NA
COL5A2	SPON1	0.00325466745194923	NA
COL5A3	SERPINE1	0.00325288704489007	NA
COL5A3	FGF2	0.00325124603037159	NA
COL5A1	LIN7C	0.00325022562094786	NA
COL5A3	ANGPTL2	0.00325018778493002	NA
COL5A2	CNTN6	0.00324573036430024	NA
COL5A3	WIF1	0.00324295764995611	NA
COL3A1	SIGLEC6	0.00323877578602605	NA
COL3A1	KIRREL1	0.00323542001942061	NA
COL3A1	HAS1	0.00323223777462644	NA
COL3A1	PI16	0.00322851816947417	NA
COL5A3	PRG4	0.00322526193755622	NA
COL3A1	CD1B	0.00322334109445198	NA
COL3A1	SLIT3	0.00321799065040662	NA
COL5A1	WNT9A	0.00321768154383317	NA
COL5A2	SPARC	0.00321694782183718	NA
COL3A1	COL6A2	0.00321457549488643	NA
COL3A1	COL4A5	0.00321293049138203	NA
COL3A1	COL4A4	0.00321277957454514	NA
COL5A2	SEMA3G	0.00320331061320166	NA
COL3A1	SIGLEC9	0.00320093034023195	NA
COL3A1	F13A1	0.00319858630060273	NA
COL5A2	TFPI	0.0031960344361537	NA
COL3A1	LFNG	0.00319383297079511	NA
COL5A2	VCAN	0.00318027334093326	NA
COL5A2	HDC	0.00317678622084471	NA
COL5A2	HAS2	0.003160605823331	NA
COL5A2	SERPINE2	0.00315214485910975	NA
COL5A3	NGF	0.00315019046653443	NA
COL5A3	BDNF	0.00314734454981897	NA
COL5A3	HSP90B1	0.00314308917981326	NA
COL5A3	TSPAN3	0.00313400592276313	NA
COL5A3	SDC2	0.00313071312918961	NA
COL3A1	HLA-DQB1	0.00312779305621414	NA
COL3A1	TFPI	0.00312465152903161	NA
COL5A2	COL8A2	0.00312423904721188	NA
COL3A1	COPA	0.0031236308785203	NA
COL3A1	ADAM12	0.00311364385716536	NA
COL5A3	CTSD	0.00311116360053586	NA
COL5A2	MCAM	0.00310235871298514	NA
COL5A3	VEGFA	0.00309886922816378	NA
COL3A1	C1QA	0.00309740581081041	NA
COL5A3	CX3CL1	0.00309715903949659	NA
COL5A3	MFGE8	0.00309693048525937	NA
COL5A2	COL6A6	0.00309269115909154	NA
COL5A2	HLA-DRB5	0.00309141138967563	NA
COL5A3	FBN1	0.00309081299531933	NA
COL3A1	COL21A1	0.00308447724757253	NA
COL5A2	COPA	0.00305742920575532	NA
COL5A1	CD99	0.00305574336713739	NA
COL5A2	PLA2G2A	0.00304847537496373	NA
COL3A1	TNFSF13	0.00304477681481071	NA
COL5A3	CNTN4	0.00304089850864893	NA
COL3A1	COL6A6	0.00303607352183872	NA
COL5A1	ATP1B1	0.00302033025342063	NA
COL3A1	COMP	0.0030147706187696	NA
COL5A2	COL21A1	0.00300943547559397	NA
COL3A1	SIRPB2	0.00300882563547588	NA
COL5A2	ADAM9	0.00300601809918339	NA
COL5A2	COL24A1	0.00300474911176913	NA
COL3A1	FLRT2	0.0030031156569669	NA
COL5A3	PROS1	0.00299983204697212	NA
COL5A3	CSF2	0.00299675639422104	NA
COL5A2	ATP1B1	0.00299565508719855	NA
COL3A1	SERPING1	0.00299539456614526	NA
COL5A3	ANXA2	0.00299243491629583	NA
COL5A1	GGT1	0.0029920036074704	NA
COL5A3	DCN	0.00298042441316198	NA
COL5A3	IL1RN	0.00297870959320851	NA
COL5A2	LIN7C	0.00297738553454742	NA
COL3A1	CEACAM6	0.00297582328262159	NA
COL5A2	C1QB	0.00297520031151132	NA
COL5A2	WNT2B	0.0029747390720615	NA
COL3A1	HAS2	0.00296092427211326	NA
COL5A2	ADAM15	0.00295619184578939	NA
COL3A1	MXRA5	0.00295185885311158	NA
COL5A2	WNT9A	0.00294479259784122	NA
COL5A2	FLRT2	0.0029427947406774	NA
COL5A2	NECTIN2	0.00293764670981205	NA
COL3A1	COL8A2	0.00293752105011331	NA
COL5A2	SEMA4B	0.00293611867259528	NA
COL3A1	LIPH	0.00292466215996045	NA
COL3A1	SEMA4A	0.00292060675199992	NA
COL3A1	LIN7C	0.00290888173813019	NA
COL5A3	MMP9	0.00290830701525354	NA
COL5A2	NTM	0.00290198919788359	NA
COL3A1	CD55	0.0028950421238851	NA
COL3A1	ADAM9	0.0028944909539826	NA
COL3A1	NECTIN3	0.00289390038501179	NA
COL5A3	WNT2	0.00288442579861214	NA
COL3A1	ADAM15	0.00287290565525294	NA
COL5A2	FCN1	0.00286345247879266	NA
COL5A2	SEMA3B	0.00286080839664737	NA
COL5A2	C3	0.00285993138402586	NA
COL3A1	MCAM	0.0028578327915827	NA
COL5A3	FURIN	0.00284846396177557	NA
COL5A3	CLDN1	0.00284714742088902	NA
COL3A1	PLA2G2A	0.00284666820061223	NA
COL5A3	FST	0.00284537673421465	NA
COL3A1	SEMA4C	0.00284521561476341	NA
COL5A1	FAM3C	0.00284197614660118	NA
COL3A1	NECTIN4	0.00284126713268557	NA
COL3A1	SPARC	0.00283982447822522	NA
COL5A3	CTSG	0.00283469459894967	NA
COL5A3	BMP6	0.00283376529452154	NA
COL5A3	AZGP1	0.00282640616829218	NA
COL3A1	SERPINE2	0.00282382462983995	NA
COL5A3	ANGPT2	0.00282377394831297	NA
COL5A2	ZNRF3	0.00282186576084053	NA
COL3A1	SOSTDC1	0.00282124487723743	NA
COL3A1	COL24A1	0.00281630157643332	NA
COL5A3	CP	0.00281612367379019	NA
COL3A1	ST6GAL1	0.00280723523247269	NA
COL3A1	NEGR1	0.00280028379137558	NA
COL5A2	CD1B	0.00280009607139305	NA
COL5A3	SYT1	0.00279937646940328	NA
COL5A3	TGM2	0.00279527761161319	NA
COL5A3	VTN	0.00279275962839855	NA
COL5A3	CALM2	0.00278407102937788	NA
COL5A3	NID1	0.00278370071005642	NA
COL5A3	BMP4	0.00277442193659573	NA
COL3A1	SEMA4B	0.00277375621611852	NA
COL5A3	OCLN	0.00277311435942264	NA
COL3A1	CNTN6	0.00277177261424357	NA
COL5A3	ADAM17	0.00276464235331389	NA
COL5A3	EFEMP2	0.0027624129398429	NA
COL3A1	CD99	0.00275274138152702	NA
COL5A2	SIGLEC5	0.00274710915369452	NA
COL3A1	FCN1	0.00272844175641954	NA
COL5A3	FBLN1	0.0027261344080272	NA
COL5A3	VEGFC	0.00272387226694344	NA
COL5A2	ANGPTL1	0.00272234549845036	NA
COL3A1	SIGLEC5	0.00271594622258279	NA
COL5A3	COL1A1	0.00271407847200142	NA
COL5A3	PDGFA	0.00271261338234389	NA
COL3A1	HDC	0.00271136148695361	NA
COL5A3	PLAT	0.00270936487117267	NA
COL5A2	CD99	0.00270892208480127	NA
COL5A2	PLTP	0.00270324700402013	NA
COL5A2	NRXN3	0.00270242568060998	NA
COL3A1	MMRN2	0.00269734659351335	NA
COL5A1	CORIN	0.00269559328830734	NA
COL5A2	F8	0.00269358598841684	NA
COL5A2	NECTIN4	0.00269061309168747	NA
COL5A3	EDN1	0.00268872251699162	NA
COL5A3	LRPAP1	0.00268768837123057	NA
COL5A3	NRG1	0.00268721944342202	NA
COL5A3	CALM3	0.0026866973720304	NA
COL5A3	JAM2	0.00267950461408658	NA
COL3A1	C3	0.00267691678462313	NA
COL5A3	AGRN	0.00267245725757087	NA
COL5A3	THY1	0.00266724633423745	NA
COL5A2	SOSTDC1	0.00266699431386856	NA
COL5A3	CALR	0.00266084714591358	NA
COL5A3	ICAM1	0.00265933081450185	NA
COL5A3	MMP2	0.00264481685995549	NA
COL5A3	BMP1	0.00264453737339699	NA
COL5A3	ENG	0.00263601818272219	NA
COL5A3	LAMC1	0.00263277806912183	NA
COL3A1	SEMA3B	0.00263041280261959	NA
COL3A1	C1QB	0.00262165138896433	NA
COL5A2	CORIN	0.00260886671563299	NA
COL5A3	NCAM1	0.00259983840488633	NA
COL5A3	MMP14	0.00259760485716637	NA
COL5A2	HAS1	0.00259696359291816	NA
COL5A3	SEMA3A	0.00258734881358604	NA
COL5A1	SHISA4	0.00258082976320148	NA
COL3A1	PLTP	0.00257803885425139	NA
COL5A3	PDGFB	0.00256818167244301	NA
COL5A3	JAG2	0.00256318362504396	NA
COL5A3	RGMA	0.00255909374884555	NA
COL5A3	VSIG10	0.00255857001543925	NA
COL5A3	GRN	0.00255016036020818	NA
COL5A3	BMP3	0.00254773026608098	NA
COL5A3	APOE	0.00254670847745133	NA
COL3A1	NRXN3	0.00254516747124644	NA
COL5A3	EFEMP1	0.00254513523781394	NA
COL5A2	GGT1	0.00253772861923198	NA
COL5A3	CD14	0.00252981624220195	NA
COL5A3	SLIT2	0.00252721742058018	NA
COL5A3	SEMA3C	0.00251554518634159	NA
COL3A1	F8	0.00251226986192472	NA
COL5A3	CALM1	0.00250122674602554	NA
COL3A1	NTM	0.00249523421083723	NA
COL5A3	SEMA4D	0.00249448826708692	NA
COL3A1	ANGPTL1	0.0024916258145744	NA
COL5A3	ITGB2	0.00248829592836943	NA
COL5A3	LTBP3	0.0024805306169905	NA
COL5A1	TSPAN33	0.00247999604564682	NA
COL5A3	COL4A3	0.00246578404426795	NA
COL5A3	AGT	0.0024637348965516	NA
COL5A3	ANXA1	0.00246095065635861	NA
COL5A2	FAM3C	0.00246076197189553	NA
COL5A3	LTB	0.00245344953163444	NA
COL5A3	VWF	0.00244138977769686	NA
COL5A3	TNC	0.00243490888005879	NA
COL5A3	PTN	0.00243376861144298	NA
COL3A1	ATP1B1	0.00243131933379725	NA
COL5A3	CDH1	0.0024148646415684	NA
COL5A3	LAMB1	0.00240907788301138	NA
COL3A1	GGT1	0.00240790107159508	NA
COL5A3	PGF	0.00240783896975422	NA
COL5A3	IL16	0.00239754511043642	NA
COL5A3	EPHA4	0.00239174032126192	NA
COL5A3	TNFSF13	0.00237959695691953	NA
COL5A3	FN1	0.002374417864625	NA
COL5A3	WNT5A	0.00236844938287912	NA
COL5A3	PSAP	0.0023484482812633	NA
COL5A3	CADM1	0.00234087427342379	NA
COL5A2	PI16	0.00233213980197478	NA
COL5A3	CEACAM6	0.00231841768460369	NA
COL5A3	A2M	0.00231661089741585	NA
COL5A3	GNAS	0.0023146306067248	NA
COL5A3	MDK	0.00231189534994248	NA
COL5A3	ADAM10	0.002310505551095	NA
COL5A3	IFITM1	0.00228323341243557	NA
COL5A3	APP	0.00228256610051586	NA
COL5A3	COL15A1	0.00227819023305737	NA
COL5A3	AREG	0.00227525305829482	NA
COL5A3	HLA-DQB1	0.00227359060950719	NA
COL5A3	NFASC	0.00227296629772204	NA
COL5A3	NTN1	0.00227181083997077	NA
COL5A3	VCAM1	0.00227073778482117	NA
COL5A3	CXCL8	0.00226503323641264	NA
COL5A3	LAMB2	0.00225006682741818	NA
COL5A3	CLCF1	0.00224882255753078	NA
COL5A3	COL18A1	0.00224851160407833	NA
COL5A3	TIMP2	0.00224546166453212	NA
COL5A3	LGALS1	0.00224336971936417	NA
COL3A1	FAM3C	0.00223230187704327	NA
COL5A3	CXCL12	0.00222916425797419	NA
COL5A3	GPC3	0.002228519392408	NA
COL3A1	CORIN	0.00222657275212701	NA
COL5A3	COL12A1	0.00222130197237513	NA
COL5A3	HAS2	0.00221690266174721	NA
COL5A3	PTPRK	0.00221022490908087	NA
COL5A3	SCGB3A1	0.00220866134688329	NA
COL5A3	FGG	0.00220318731167758	NA
COL5A3	DLL1	0.00220151171826719	NA
COL5A3	SIRPA	0.00220032229027122	NA
COL5A3	COL4A2	0.00219762651792513	NA
COL5A3	NRP1	0.00219239992484095	NA
COL5A3	FLRT3	0.00219088174205089	NA
COL5A3	LGALS3BP	0.00218771038745276	NA
COL5A3	DUSP18	0.00218678656472689	NA
COL5A3	CAMP	0.00218479716035502	NA
COL5A3	TGFBI	0.00218303973335063	NA
COL5A2	SHISA4	0.00217630588913948	NA
COL5A3	FGF7	0.00217243476860869	NA
COL5A3	BMP5	0.0021721173609877	NA
