contrast	estimate	SE	df	t.ratio	p.value
Healthy - Fibrotic_ILD	-0.0210300071661717	0.0474153704720479	31	-0.443527213998448	0.957419176186029
Healthy - Other	0.00294410937473442	0.0546967786163007	31	0.053826010401589	0.957419176186029
Fibrotic_ILD - Other	0.0239741165409061	0.0684848628839139	31	0.350064459960206	0.957419176186029
