disease_group	emmean	SE	df	lower.CL	upper.CL
Healthy	0.173171201904009	0.0160364707056495	31	0.140464604267094	0.205877799540923
Fibrotic_ILD	0.18490888405797	0.0413347264417192	31	0.100606153676966	0.269211614438974
Other	0.151768815415636	0.0469665052351796	31	0.0559799964582404	0.247557634373032
