disease_group	emmean	SE	df	lower.CL	upper.CL
Healthy	-0.0545605379755359	0.0669085433618487	31	-0.191021411840823	0.0819003358897516
Fibrotic_ILD	-0.0832320595716415	0.172459787894702	31	-0.43496611594556	0.268501996802277
Other	-0.0825485422952918	0.195957109875519	31	-0.482205702803391	0.317108618212808
