contrast	estimate	SE	df	t.ratio	p.value
Healthy - Fibrotic_ILD	-0.174986906316964	0.199413390145276	31	-0.877508306686341	0.7878824997857
Healthy - Other	0.01007674355879	0.230036588247943	31	0.0438049600523933	0.965340824247446
Fibrotic_ILD - Other	0.185063649875754	0.288024717414505	31	0.642526973160512	0.7878824997857
