cell_id	cell_type	dataset_id	donor_id	sex	disease	total_counts_cell	Agtr1a_counts	Agtr1a_lognorm	Agtr1a_scvi_corrected	Agtr1b_counts	Agtr1b_lognorm	Agtr1b_scvi_corrected	Agtr2_counts	Agtr2_lognorm	Agtr2_scvi_corrected
7630	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	661.0	0.0	0.0	0.89415985	0.0	0.0	0.04051608	0.0	0.0	0.13053732
7712	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	532.0	0.0	0.0	0.24406397	0.0	0.0	0.039139412	0.0	0.0	0.027768921
7729	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	342.0	0.0	0.0	1.522941	0.0	0.0	0.0359983	0.0	0.0	0.016460728
7731	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	455.0	3.0	1.674925	3.0947943	0.0	0.0	0.011839983	0.0	0.0	0.025046878
7736	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	233.0	0.0	0.0	0.6770204	0.0	0.0	0.06426145	0.0	0.0	0.030522132
7801	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	404.0	0.0	0.0	2.8150392	0.0	0.0	0.008974319	0.0	0.0	0.018414794
7807	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	1085.0	0.0	0.0	0.50713605	0.0	0.0	0.019751227	0.0	0.0	0.027474293
7857	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	305.0	0.0	0.0	0.4620672	0.0	0.0	0.037820842	0.0	0.0	0.0040808865
7880	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	693.0	0.0	0.0	0.65172255	0.0	0.0	0.058811855	0.0	0.0	0.013372548
7906	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	195.0	0.0	0.0	1.4991523	0.0	0.0	0.019837646	0.0	0.0	0.023678675
7943	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	648.0	0.0	0.0	2.612887	0.0	0.0	0.008104118	0.0	0.0	0.027230468
7958	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	943.0	0.0	0.0	1.6769414	0.0	0.0	0.00749945	0.0	0.0	0.0169806
7975	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	530.0	0.0	0.0	0.6711403	0.0	0.0	0.019772366	0.0	0.0	0.0124200815
8043	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	354.0	0.0	0.0	0.25897157	0.0	0.0	0.032381207	0.0	0.0	0.008836171
8119	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	494.0	0.0	0.0	0.181924	0.0	0.0	0.02399855	0.0	0.0	0.030757846
8139	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	478.0	0.0	0.0	0.38164052	0.0	0.0	0.05284398	0.0	0.0	0.0275724
8142	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	258.0	0.0	0.0	0.7857594	0.0	0.0	0.033748582	0.0	0.0	0.045881253
8153	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	1060.0	1.0	0.49484614	1.1272144	0.0	0.0	0.060418405	0.0	0.0	0.00826068
8172	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	415.0	0.0	0.0	2.4437802	0.0	0.0	0.018365301	0.0	0.0	0.016969552
8177	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	1094.0	0.0	0.0	0.3317664	0.0	0.0	0.08060045	0.0	0.0	0.031766158
8227	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	485.0	0.0	0.0	1.0840287	0.0	0.0	0.02758922	0.0	0.0	0.18170738
8254	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	513.0	0.0	0.0	1.74934	0.0	0.0	0.030227428	0.0	0.0	0.018516794
8266	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	697.0	0.0	0.0	0.16472773	0.0	0.0	0.027112523	0.0	0.0	0.009239608
8274	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	718.0	0.0	0.0	0.85789996	0.0	0.0	0.051432963	0.0	0.0	0.007970253
8312	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	352.0	0.0	0.0	0.62169164	0.0	0.0	0.08653914	0.0	0.0	0.04902888
8314	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	882.0	0.0	0.0	0.49191734	0.0	0.0	0.070271954	0.0	0.0	0.013404765
8324	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	512.0	0.0	0.0	0.2650264	0.0	0.0	0.037251364	0.0	0.0	0.034236982
8333	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	547.0	4.0	1.9831597	3.0768898	0.0	0.0	0.011344943	0.0	0.0	0.004101376
8338	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	656.0	0.0	0.0	0.10462548	0.0	0.0	0.022513337	0.0	0.0	0.052771892
8365	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	405.0	0.0	0.0	1.8057225	0.0	0.0	0.007940629	0.0	0.0	0.010102362
8379	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	630.0	0.0	0.0	0.18073179	0.0	0.0	0.015388055	0.0	0.0	0.02302451
8382	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	430.0	0.0	0.0	0.42763093	0.0	0.0	0.041201863	0.0	0.0	0.006116716
8403	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	679.0	0.0	0.0	0.567118	0.0	0.0	0.044092122	0.0	0.0	0.018956669
8433	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	520.0	3.0	1.8953749	3.2681408	0.0	0.0	0.003253402	0.0	0.0	0.007499693
8458	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	558.0	0.0	0.0	0.28335613	0.0	0.0	0.023653012	0.0	0.0	0.032958746
8475	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	437.0	0.0	0.0	2.5646214	0.0	0.0	0.016297055	0.0	0.0	0.01728371
8506	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	331.0	0.0	0.0	2.8826973	0.0	0.0	0.023908602	0.0	0.0	0.06340348
8518	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	668.0	0.0	0.0	0.31732193	0.0	0.0	0.01691913	0.0	0.0	0.025538765
8520	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	714.0	1.0	0.61674035	1.4114821	0.0	0.0	0.016226145	0.0	0.0	0.03927129
8531	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	331.0	0.0	0.0	1.1030029	0.0	0.0	0.078171104	0.0	0.0	0.015304697
8628	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	460.0	0.0	0.0	1.0471065	0.0	0.0	0.055655997	0.0	0.0	0.027825799
8669	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	283.0	0.0	0.0	0.7756727	0.0	0.0	0.013628587	0.0	0.0	0.01815726
8674	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	249.0	0.0	0.0	0.14981687	0.0	0.0	0.01026811	0.0	0.0	0.037257932
8723	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	140.0	0.0	0.0	2.946649	0.0	0.0	0.017671775	0.0	0.0	0.044074465
8744	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	211.0	0.0	0.0	2.488651	0.0	0.0	0.005417789	0.0	0.0	0.09071588
8774	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	436.0	0.0	0.0	0.55139744	0.0	0.0	0.015597209	0.0	0.0	0.012514689
8781	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	373.0	0.0	0.0	0.3401771	0.0	0.0	0.04665029	0.0	0.0	0.015195858
8787	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	296.0	0.0	0.0	0.55651	0.0	0.0	0.018046748	0.0	0.0	0.011426786
8832	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	228.0	0.0	0.0	1.2605839	0.0	0.0	0.04809032	0.0	0.0	0.04709294
8851	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	288.0	0.0	0.0	0.42334178	0.0	0.0	0.046506774	0.0	0.0	0.03747227
8853	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	362.0	0.0	0.0	0.635924	0.0	0.0	0.008796409	0.0	0.0	0.026843589
8875	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	219.0	0.0	0.0	0.625316	0.0	0.0	0.014833842	0.0	0.0	0.035755403
8940	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	178.0	0.0	0.0	3.097512	0.0	0.0	0.006569998	0.0	0.0	0.03566968
8949	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	510.0	0.0	0.0	0.15230398	0.0	0.0	0.017476248	0.0	0.0	0.017253222
8999	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	463.0	0.0	0.0	0.22268958	0.0	0.0	0.029834898	0.0	0.0	0.016254976
9029	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	200.0	0.0	0.0	1.8233135	0.0	0.0	0.020263113	0.0	0.0	0.068480074
9114	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	657.0	0.0	0.0	0.2030636	0.0	0.0	0.008707558	0.0	0.0	0.009406419
9139	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	432.0	0.0	0.0	0.30230945	0.0	0.0	0.018159166	0.0	0.0	0.0077578775
9206	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	340.0	0.0	0.0	0.5352459	0.0	0.0	0.014582445	0.0	0.0	0.016137611
9223	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	367.0	0.0	0.0	0.30503047	0.0	0.0	0.009390508	0.0	0.0	0.028999796
9283	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	214.0	1.0	1.5858612	2.6131988	0.0	0.0	0.0086038755	0.0	0.0	0.0349062
9359	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	202.0	0.0	0.0	1.2119471	0.0	0.0	0.011565703	0.0	0.0	0.048124094
9361	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	350.0	0.0	0.0	0.4353524	0.0	0.0	0.021281276	0.0	0.0	0.039367348
9388	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	440.0	0.0	0.0	0.4156386	0.0	0.0	0.0076689883	0.0	0.0	0.014295907
9418	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	195.0	0.0	0.0	1.6959553	0.0	0.0	0.016944751	0.0	0.0	0.049943406
9426	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	118.0	0.0	0.0	1.8860736	0.0	0.0	0.03344204	0.0	0.0	0.14005563
9551	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	318.0	0.0	0.0	2.15412	0.0	0.0	0.007171185	0.0	0.0	0.080603674
9586	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	228.0	0.0	0.0	1.0714674	0.0	0.0	0.03499925	0.0	0.0	0.32422355
9615	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	163.0	0.0	0.0	1.7449572	0.0	0.0	0.050073616	0.0	0.0	0.04273777
9639	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	123.0	0.0	0.0	3.2101343	0.0	0.0	0.005244	0.0	0.0	0.022942994
9669	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	264.0	0.0	0.0	0.21266444	0.0	0.0	0.02753206	0.0	0.0	0.008518907
9710	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	194.0	0.0	0.0	1.4829717	0.0	0.0	0.037644617	0.0	0.0	0.052983645
9728	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	399.0	0.0	0.0	0.58301544	0.0	0.0	0.015950192	0.0	0.0	0.02628861
9752	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	361.0	0.0	0.0	0.6358654	0.0	0.0	0.0060918164	0.0	0.0	0.010067222
9777	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	499.0	0.0	0.0	0.21181692	0.0	0.0	0.0048231026	0.0	0.0	0.0033683984
9800	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	444.0	0.0	0.0	0.9493009	0.0	0.0	0.010586245	0.0	0.0	0.028645756
9801	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	216.0	1.0	1.7639754	0.27540192	0.0	0.0	0.09858955	0.0	0.0	0.020725297
9822	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	461.0	0.0	0.0	0.7281325	0.0	0.0	0.009725536	0.0	0.0	0.012488358
9823	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	574.0	0.0	0.0	0.253227	0.0	0.0	0.025537062	0.0	0.0	0.020586165
9828	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	184.0	0.0	0.0	1.5458823	0.0	0.0	0.02418815	0.0	0.0	0.098487556
9832	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	343.0	0.0	0.0	0.34467593	0.0	0.0	0.026071982	0.0	0.0	0.016750269
9870	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	346.0	0.0	0.0	1.4144307	0.0	0.0	0.013113444	0.0	0.0	0.046001058
9906	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	326.0	0.0	0.0	0.30688804	0.0	0.0	0.017021362	0.0	0.0	0.0028217563
9924	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	390.0	0.0	0.0	0.52138734	0.0	0.0	0.028537067	0.0	0.0	0.03475659
9932	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	303.0	0.0	0.0	0.38311493	0.0	0.0	0.01725945	0.0	0.0	0.012174796
10029	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	396.0	0.0	0.0	0.44937336	0.0	0.0	0.017203087	0.0	0.0	0.0138266515
10058	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	387.0	0.0	0.0	0.4921491	0.0	0.0	0.011424388	0.0	0.0	0.0065831305
10099	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	300.0	0.0	0.0	2.1290228	0.0	0.0	0.023381848	0.0	0.0	0.07296883
10180	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	522.0	0.0	0.0	1.6927811	0.0	0.0	0.027245741	0.0	0.0	0.035124395
10200	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	432.0	0.0	0.0	0.97357607	0.0	0.0	0.016735395	0.0	0.0	0.03608702
10210	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	422.0	0.0	0.0	0.33978584	0.0	0.0	0.018181542	0.0	0.0	0.01010004
10222	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	648.0	0.0	0.0	0.15267053	0.0	0.0	0.007904242	0.0	0.0	0.0045120995
10246	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	398.0	0.0	0.0	0.6767976	0.0	0.0	0.023959767	0.0	0.0	0.038028743
10250	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	373.0	0.0	0.0	0.31390515	0.0	0.0	0.039724227	0.0	0.0	0.09441371
10271	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	355.0	0.0	0.0	0.30719918	0.0	0.0	0.024598034	0.0	0.0	0.039108325
10272	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	213.0	0.0	0.0	1.5222815	0.0	0.0	0.03575818	0.0	0.0	0.025730664
10319	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	339.0	0.0	0.0	0.71111584	0.0	0.0	0.010015589	0.0	0.0	0.015076848
10339	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	134.0	0.0	0.0	2.5984316	0.0	0.0	0.0067853234	0.0	0.0	0.07623511
10352	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	216.0	0.0	0.0	1.4262168	0.0	0.0	0.019823287	0.0	0.0	0.027019598
10422	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	187.0	0.0	0.0	2.70539	0.0	0.0	0.007829622	0.0	0.0	0.0673456
10503	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	628.0	0.0	0.0	0.166609	0.0	0.0	0.1241497	0.0	0.0	0.060530327
10516	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	184.0	0.0	0.0	1.3688366	0.0	0.0	0.03010858	0.0	0.0	0.15869313
10520	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	252.0	0.0	0.0	2.1707935	0.0	0.0	0.006100835	0.0	0.0	0.020156998
10564	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	168.0	0.0	0.0	0.1502471	0.0	0.0	0.12607113	0.0	0.0	0.099306405
10653	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	212.0	0.0	0.0	0.96348715	0.0	0.0	0.023815926	0.0	0.0	0.059337173
10663	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	543.0	0.0	0.0	0.4558753	0.0	0.0	0.01229792	0.0	0.0	0.007550318
10666	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	202.0	1.0	1.6602752	1.6564326	0.0	0.0	0.050076343	0.0	0.0	0.049802538
10702	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	412.0	0.0	0.0	0.2542448	0.0	0.0	0.022311183	0.0	0.0	0.008031159
10710	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	176.0	0.0	0.0	1.2218281	0.0	0.0	0.04939412	0.0	0.0	0.030452207
10830	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	292.0	0.0	0.0	0.5729626	0.0	0.0	0.032871258	0.0	0.0	0.069757335
10841	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	140.0	2.0	2.6594925	3.3400218	0.0	0.0	0.0032608896	0.0	0.0	0.040881835
10854	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	265.0	0.0	0.0	1.7330894	0.0	0.0	0.020890366	0.0	0.0	0.14077644
10981	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	477.0	0.0	0.0	0.21113406	0.0	0.0	0.016376493	0.0	0.0	0.00873463
11011	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	397.0	0.0	0.0	0.6325537	0.0	0.0	0.0146426745	0.0	0.0	0.007220887
11013	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	461.0	0.0	0.0	1.4933197	0.0	0.0	0.026866801	0.0	0.0	0.020517847
11055	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	167.0	0.0	0.0	1.8545135	0.0	0.0	0.009340083	0.0	0.0	0.06493631
11110	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	251.0	0.0	0.0	2.2935374	0.0	0.0	0.008575024	0.0	0.0	0.14473914
11118	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	219.0	0.0	0.0	2.9877727	0.0	0.0	0.010875462	0.0	0.0	0.05713936
11126	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	152.0	0.0	0.0	0.9894753	0.0	0.0	0.012415739	0.0	0.0	0.035632547
11163	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	261.0	0.0	0.0	2.392081	0.0	0.0	0.007848095	0.0	0.0	0.035045188
11253	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	172.0	1.0	1.8964969	2.9560993	0.0	0.0	0.022417312	0.0	0.0	0.11215721
11296	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	199.0	0.0	0.0	2.9975893	0.0	0.0	0.0026740406	0.0	0.0	0.074468605
11321	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	202.0	0.0	0.0	1.4773223	0.0	0.0	0.021285292	0.0	0.0	0.0354293
11332	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	160.0	0.0	0.0	1.6674509	0.0	0.0	0.011125411	0.0	0.0	0.059951145
11386	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	303.0	0.0	0.0	0.37618738	0.0	0.0	0.0075102462	0.0	0.0	0.0056865644
11417	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	146.0	0.0	0.0	2.4437292	0.0	0.0	0.004130306	0.0	0.0	0.14488173
11476	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	495.0	0.0	0.0	0.3448363	0.0	0.0	0.021065062	0.0	0.0	0.043400884
11555	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	333.0	0.0	0.0	0.27120757	0.0	0.0	0.020040026	0.0	0.0	0.012715863
11569	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	135.0	0.0	0.0	0.9342738	0.0	0.0	0.013354716	0.0	0.0	0.07852696
11589	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	345.0	0.0	0.0	0.37995246	0.0	0.0	0.013940136	0.0	0.0	0.0030668094
11623	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	493.0	0.0	0.0	0.57970595	0.0	0.0	0.020200443	0.0	0.0	0.017814185
11642	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	264.0	0.0	0.0	0.63749206	0.0	0.0	0.029552065	0.0	0.0	0.031583436
11700	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	177.0	0.0	0.0	0.80311644	0.0	0.0	0.043484446	0.0	0.0	0.016947892
11701	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	267.0	0.0	0.0	0.76434124	0.0	0.0	0.0138861155	0.0	0.0	0.040157974
11713	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	300.0	0.0	0.0	0.92477345	0.0	0.0	0.018626874	0.0	0.0	0.012287521
11743	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	407.0	0.0	0.0	0.2699164	0.0	0.0	0.017676054	0.0	0.0	0.025430799
11758	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	250.0	0.0	0.0	1.1169419	0.0	0.0	0.012110375	0.0	0.0	0.017289016
11764	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	100.0	0.0	0.0	1.1747901	0.0	0.0	0.023631306	0.0	0.0	0.05717694
11848	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	299.0	0.0	0.0	2.497489	0.0	0.0	0.009855837	0.0	0.0	0.20978609
11859	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	450.0	0.0	0.0	0.26457444	0.0	0.0	0.02218506	0.0	0.0	0.02010806
11872	vascular associated smooth muscle cell	047d57f2-4d14-45de-aa98-336c6f583750	pooled	unknown	normal	365.0	0.0	0.0	0.5060408	0.0	0.0	0.011140498	0.0	0.0	0.0190292
