basement_membrane	fibroblast_like	inflammatory	synthetic_contractile
047d57f2-4d14-45de-aa98-336c6f583750	0.00982318271119843	0.0766208251473477	0.00589390962671906	0.907662082514735
48b37086-25f7-4ecd-be66-f5bb378e3aea	0.617647058823529	0	0.0147058823529412	0.367647058823529
89840cec-5734-455d-b68e-34d27650e148	0	0.0256410256410256	0.00788954635108481	0.96646942800789
98e5ea9f-16d6-47ec-a529-686e76515e39	0.7	0	0	0.3
