core_cluster,entropy,purity,chi2,pval,fdr_bh
0,1.4818513190162013,0.2384790635191455,970.0935916541553,2.6253131811556e-206,1.05012527246224e-205
1,0.13609426897984184,0.9300613807652363,691.2671910539809,4.69841771163858e-146,9.39683542327716e-146
2,0.7602014983445977,0.6093337101337104,171.4403785705984,2.225681363927519e-34,2.225681363927519e-34
3,1.0424152105995308,0.4643045512118865,240.9502431000077,3.517982084460503e-49,4.6906427792806705e-49
