leiden_pericytes,ambiguous,arteriolar_like,capillary_like
0,0.18352163130338936,0.2639845687517222,0.5524937999448885
1,0.1811985231468333,0.3942061914228912,0.42459528543027547
2,0.1609442060085837,0.5239628040057225,0.31509298998569385
3,0.16432225063938619,0.4251918158567775,0.41048593350383633
4,0.10588235294117647,0.37058823529411766,0.5235294117647059
