panel	up_genes	down_genes	mean_detect_up
null_at1r_0113	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,DAPL1,ENSG00000264281,SPARCL1		0.2940691158156912
null_at1r_0114	LPL,DMRT2,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,ZNF274,CHRNE,STAC3,SPARCL1		0.2940691158156912
null_at1r_0115	LPL,ARRDC1,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,PRIM2,SORCS1,GALNT15,SPARCL1		0.2940691158156912
null_at1r_0116	LPL,ZDHHC9,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,NUSAP1,ENSG00000257663,SPARCL1		0.2940691158156912
null_at1r_0117	LPL,RBM14,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,BTBD3,ENSG00000250764,ENSG00000271978,SPARCL1		0.2940691158156912
null_at1r_0118	LPL,ZDHHC9,SRSF2,WDR83OS,CYBA,ACTB,EPDR1,BTBD3,ENSG00000271254,TENT5B,SPARCL1		0.2940691158156912
null_at1r_0119	LPL,ARRDC1,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,ENSG00000250764,SNHG17,SPARCL1		0.2940691158156912
null_at1r_0120	LPL,PDE12,SRSF2,WDR83OS,CYBA,ACTB,GON7,BTBD3,NUSAP1,AMIGO2,SPARCL1		0.2940691158156912
null_at1r_0121	LPL,RBM14,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,PRIM2,DAPL1,TNNT2,SPARCL1		0.2940691158156912
null_at1r_0122	LPL,RBM14,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,PRKAG2-AS1,PRB2,SPARCL1		0.2940691158156912
null_at1r_0123	LPL,ARRDC1,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,ZNF274,PWP2,ENSG00000257663,SPARCL1		0.2940691158156912
null_at1r_0124	LPL,RBM14,SRSF2,WDR83OS,CYBA,ACTB,PRC1,BTBD3,ENSG00000280241,LINC01230,SPARCL1		0.2940691158156912
null_at1r_0125	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,PRC1,ZNF274,IL10RA,WASF3-AS1,SPARCL1		0.2940691158156912
null_at1r_0126	LPL,COQ5,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,SORCS1,ARHGEF39,SPARCL1		0.2940691158156912
null_at1r_0127	LPL,PI15,SRSF2,WDR83OS,CYBA,ACTB,NPR2,BTBD3,RGS22,MORF4L1P1,SPARCL1		0.2940691158156912
null_at1r_0128	LPL,ARRDC1,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,CFAP45,PKIA,SPARCL1		0.2940691158156912
null_at1r_0129	LPL,DMRT2,SRSF2,WDR83OS,CYBA,ACTB,NPR2,ZNF274,MELTF-AS1,GALNT15,SPARCL1		0.2940691158156912
null_at1r_0130	LPL,SNX12,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,ENSG00000261140,MYZAP,SPARCL1		0.2940691158156912
null_at1r_0131	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,BTBD3,ALDH5A1,ENSG00000264281,SPARCL1		0.2940691158156912
null_at1r_0132	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,SEMA5B,SYNM-AS1,SPARCL1		0.2940691158156912
null_at1r_0133	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,PRC1,PRIM2,CFAP45,STAC3,SPARCL1		0.2940691158156912
null_at1r_0134	LPL,SNX12,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,CFAP45,PHLDA1-AS1,SPARCL1		0.2940691158156912
null_at1r_0135	LPL,RNASE1,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,LCA5L,TMEM102,SPARCL1		0.2940691158156912
null_at1r_0136	LPL,COQ5,SPATS2L,WDR83OS,CYBA,ACTB,EPDR1,BTBD3,ZNF367,ARHGAP44-AS1,SPARCL1		0.2940691158156912
null_at1r_0137	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,IL10RA,PNMA8B,SPARCL1		0.2940691158156912
null_at1r_0138	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,NPR2,ZNF274,SGPP2,LINC01678,SPARCL1		0.2940691158156912
null_at1r_0139	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,EPS8L2,SCN8A,SPARCL1		0.2940691158156912
null_at1r_0140	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,PPL,TMEFF2,SPARCL1		0.2940691158156912
null_at1r_0141	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,PRC1,ZNF274,LINC00663,HDAC2-AS2,SPARCL1		0.2940691158156912
null_at1r_0142	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,BTBD3,ABCC3,CPB2,SPARCL1		0.2940691158156912
null_at1r_0143	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,BIN2,ENSG00000274922,SPARCL1		0.2940691158156912
null_at1r_0144	LPL,DMRT2,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,ENSG00000263335,IGSF1,SPARCL1		0.2940691158156912
null_at1r_0145	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,ZNF274,CFAP45,SNHG17,SPARCL1		0.2940691158156912
null_at1r_0146	LPL,RNASE1,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,PRKAG2-AS1,H3P16,SPARCL1		0.2940691158156912
null_at1r_0147	LPL,RNASE1,SPATS2L,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,SEMA5B,SCN8A,SPARCL1		0.2940691158156912
null_at1r_0148	LPL,COQ5,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,RGS22,MSANTD3-TMEFF1,SPARCL1		0.2940691158156912
null_at1r_0149	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,NPR2,BTBD3,SPIRE2,LINC01678,SPARCL1		0.2940691158156912
null_at1r_0150	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,GON7,ZNF274,LINC00663,PRB2,SPARCL1		0.2940691158156912
null_at1r_0151	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,EPDR1,PRIM2,TMEM178A,ADCY10,SPARCL1		0.2940691158156912
null_at1r_0152	LPL,SNX12,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,ZNF274,MAGEE1,MIR9-1HG,SPARCL1		0.2940691158156912
null_at1r_0153	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,BTBD3,PWP2,PRSS23-AS1,SPARCL1		0.2940691158156912
null_at1r_0154	LPL,PDE12,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,BTBD3,PPL,MSANTD3-TMEFF1,SPARCL1		0.2940691158156912
null_at1r_0155	LPL,PI15,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,SLC51A,ENSG00000257663,SPARCL1		0.2940691158156912
null_at1r_0156	LPL,RBM14,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,PRIM2,BIN2,CPB2,SPARCL1		0.2940691158156912
null_at1r_0157	LPL,PDE12,SRSF2,WDR83OS,CYBA,ACTB,NPR2,BTBD3,SORCS1,ENSG00000271553,SPARCL1		0.2940691158156912
null_at1r_0158	LPL,PI15,SRSF2,WDR83OS,CYBA,ACTB,EPDR1,PRIM2,EPS8L2,SOX5-AS1,SPARCL1		0.2940691158156912
null_at1r_0159	LPL,DMRT2,SPATS2L,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,KLF2-DT,MSANTD3-TMEFF1,SPARCL1		0.2940691158156912
null_at1r_0160	LPL,ARRDC1,SPATS2L,WDR83OS,CYBA,ACTB,PRC1,ZNF274,PRKAG2-AS1,LINC01230,SPARCL1		0.2940691158156912
null_at1r_0161	LPL,DMRT2,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,LCA5L,ENSG00000275665,SPARCL1		0.2940691158156912
null_at1r_0162	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,PRIM2,LCA5L,PLAC1,SPARCL1		0.2940691158156912
null_at1r_0163	LPL,SNX12,SPATS2L,WDR83OS,CYBA,ACTB,EPDR1,ZNF274,CHRNE,LINC01230,SPARCL1		0.2940691158156912
null_at1r_0164	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,BTBD3,LINC02210-CRHR1,FPR2,SPARCL1		0.2940691158156912
