panel	up_genes	down_genes	mean_detect_up
null_at1r_0001	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,BTBD3,ENSG00000260851,MYZAP,SPARCL1		0.2940691158156912
null_at1r_0002	LPL,RBM14,SRSF2,WDR83OS,CYBA,ACTB,EPDR1,ZNF274,TIGD2,HIPK1-AS1,SPARCL1		0.2940691158156912
null_at1r_0003	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,PRC1,PRIM2,KATNAL2,RPS3AP5,SPARCL1		0.2940691158156912
null_at1r_0004	LPL,RNASE1,SPATS2L,WDR83OS,CYBA,ACTB,EPDR1,PRIM2,EPHB1,ENSG00000266385,SPARCL1		0.2940691158156912
null_at1r_0005	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,DAPL1,HDAC2-AS2,SPARCL1		0.2940691158156912
null_at1r_0006	LPL,RNASE1,SPATS2L,WDR83OS,CYBA,ACTB,PRC1,BTBD3,SAMD11,ENSG00000271553,SPARCL1		0.2940691158156912
null_at1r_0007	LPL,SNX12,SRSF2,WDR83OS,CYBA,ACTB,NPR2,PRIM2,ZNF23,CD300LG,SPARCL1		0.2940691158156912
null_at1r_0008	LPL,PDE12,SRSF2,WDR83OS,CYBA,ACTB,NPR2,PRIM2,NUSAP1,FPR2,SPARCL1		0.2940691158156912
null_at1r_0009	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,BTBD3,ELAPOR1,HIPK1-AS1,SPARCL1		0.2940691158156912
null_at1r_0010	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,TMEM178A,GNG4,SPARCL1		0.2940691158156912
null_at1r_0011	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,EPDR1,BTBD3,ENPP5,TMEM102,SPARCL1		0.2940691158156912
null_at1r_0012	LPL,DMRT2,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,CEP85,C6orf132,SPARCL1		0.2940691158156912
null_at1r_0013	LPL,DMRT2,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,ZNF274,PRR11,GALNT15,SPARCL1		0.2940691158156912
null_at1r_0014	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,PRC1,PRIM2,CEP85,STAC3,SPARCL1		0.2940691158156912
null_at1r_0015	LPL,RBM14,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,BTBD3,SLC51A,STAC3,SPARCL1		0.2940691158156912
null_at1r_0016	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,GON7,PRIM2,ASPHD1,SASH3,SPARCL1		0.2940691158156912
null_at1r_0017	LPL,DMRT2,SRSF2,WDR83OS,CYBA,ACTB,GON7,ZNF274,ZNF367,LINC01230,SPARCL1		0.2940691158156912
null_at1r_0018	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,BTBD3,TNFSF4,LINC01678,SPARCL1		0.2940691158156912
null_at1r_0019	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,ENSG00000274092,PKIA,SPARCL1		0.2940691158156912
null_at1r_0020	LPL,SNX12,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,PRIM2,TEC,PRKCH-AS1,SPARCL1		0.2940691158156912
null_at1r_0021	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,PRIM2,ENPP5,PLAC1,SPARCL1		0.2940691158156912
null_at1r_0022	LPL,SNX12,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,NPM2,STEAP1B-AS1,SPARCL1		0.2940691158156912
null_at1r_0023	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,GON7,ZNF274,TPSAB1,TMEM102,SPARCL1		0.2940691158156912
null_at1r_0024	LPL,COQ5,SPATS2L,WDR83OS,CYBA,ACTB,EPDR1,PRIM2,ENSG00000271254,AMIGO2,SPARCL1		0.2940691158156912
null_at1r_0025	LPL,RBM14,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,PRIM2,TIGD2,GALNT15,SPARCL1		0.2940691158156912
null_at1r_0026	LPL,SNX12,SRSF2,WDR83OS,CYBA,ACTB,NPR2,ZNF274,DAPL1,DHDDS-AS1,SPARCL1		0.2940691158156912
null_at1r_0027	LPL,RNASE1,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,PRIM2,TEC,ENSG00000255520,SPARCL1		0.2940691158156912
null_at1r_0028	LPL,SNX12,SRSF2,WDR83OS,CYBA,ACTB,PRC1,BTBD3,ENSG00000141979,ENSG00000267251,SPARCL1		0.2940691158156912
null_at1r_0029	LPL,RBM14,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,ENSG00000260851,ENSG00000264739,SPARCL1		0.2940691158156912
null_at1r_0030	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,ELOVL4,BTBD3,ENSG00000218426,ENSG00000257663,SPARCL1		0.2940691158156912
null_at1r_0031	LPL,RBM14,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,ZNF274,ENSG00000218426,ENSG00000267892,SPARCL1		0.2940691158156912
null_at1r_0032	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,EGFEM1P,ARHGEF39,SPARCL1		0.2940691158156912
null_at1r_0033	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,PRIM2,CCK,ENSG00000257663,SPARCL1		0.2940691158156912
null_at1r_0034	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,SARDH,ADCY10,SPARCL1		0.2940691158156912
null_at1r_0035	LPL,DMRT2,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,ENSG00000240499,PKIA,SPARCL1		0.2940691158156912
null_at1r_0036	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,GON7,ZNF274,ASPHD1,FOSL2-AS1,SPARCL1		0.2940691158156912
null_at1r_0037	LPL,RNASE1,SPATS2L,WDR83OS,CYBA,ACTB,GON7,PRIM2,VTN,CMC4,SPARCL1		0.2940691158156912
null_at1r_0038	LPL,RBM14,SPATS2L,WDR83OS,CYBA,ACTB,PRC1,BTBD3,TMEM178A,SLC9A3,SPARCL1		0.2940691158156912
null_at1r_0039	LPL,SNX12,SPATS2L,WDR83OS,CYBA,ACTB,PRC1,PRIM2,EGFEM1P,ENSG00000267892,SPARCL1		0.2940691158156912
null_at1r_0040	LPL,SNX12,SRSF2,WDR83OS,CYBA,ACTB,PRC1,ZNF274,IL10RA,LINC01678,SPARCL1		0.2940691158156912
null_at1r_0041	LPL,PI15,SRSF2,WDR83OS,CYBA,ACTB,PRC1,ZNF274,ENSG00000260851,NDUFB4P12,SPARCL1		0.2940691158156912
null_at1r_0042	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,PRIM2,ASPHD1,HIPK1-AS1,SPARCL1		0.2940691158156912
null_at1r_0043	LPL,SNX12,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,PRIM2,LINC02210-CRHR1,TMEM102,SPARCL1		0.2940691158156912
null_at1r_0044	LPL,ZDHHC9,SRSF2,WDR83OS,CYBA,ACTB,GON7,PRIM2,EGFEM1P,CCDC73,SPARCL1		0.2940691158156912
null_at1r_0045	LPL,DMRT2,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,PRIM2,SPIRE2,LGALS2,SPARCL1		0.2940691158156912
null_at1r_0046	LPL,SNX12,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,BTBD3,ALG1L11P,ADCY10,SPARCL1		0.2940691158156912
null_at1r_0047	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,BTBD3,RGS22,PRKCH-AS1,SPARCL1		0.2940691158156912
null_at1r_0048	LPL,ZDHHC9,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,ZNF274,ENSG00000141979,SOX5-AS1,SPARCL1		0.2940691158156912
null_at1r_0049	LPL,COQ5,SPATS2L,WDR83OS,CYBA,ACTB,PRC1,BTBD3,IL10RA,ENSG00000267039,SPARCL1		0.2940691158156912
null_at1r_0050	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,GON7,BTBD3,SARDH,H3P16,SPARCL1		0.2940691158156912
null_at1r_0051	LPL,DMRT2,SPATS2L,WDR83OS,CYBA,ACTB,KMT5C,BTBD3,SEMA5B,PHLDA1-AS1,SPARCL1		0.2940691158156912
null_at1r_0052	LPL,ARRDC1,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,ZNF274,ENSG00000141979,RPS21-DT,SPARCL1		0.2940691158156912
null_at1r_0053	LPL,RBM14,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,IL10RA,SMIM11,SPARCL1		0.2940691158156912
null_at1r_0054	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,NPR2,PRIM2,TIGD2,TNNT2,SPARCL1		0.2940691158156912
null_at1r_0055	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,PRC1,PRIM2,SORCS1,GNG4,SPARCL1		0.2940691158156912
null_at1r_0056	LPL,DMRT2,SRSF2,WDR83OS,CYBA,ACTB,ELOVL4,ZNF274,DAPL1,H3P16,SPARCL1		0.2940691158156912
null_at1r_0057	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,ZNF23,ENSG00000267039,SPARCL1		0.2940691158156912
null_at1r_0058	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,PRR11,ZMYND10,SPARCL1		0.2940691158156912
null_at1r_0059	LPL,RBM14,SRSF2,WDR83OS,CYBA,ACTB,EPDR1,ZNF274,LCA5L,PKIA,SPARCL1		0.2940691158156912
null_at1r_0060	LPL,RNASE1,SPATS2L,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,LINC02210-CRHR1,MT-TC,SPARCL1		0.2940691158156912
null_at1r_0061	LPL,PDE12,SRSF2,WDR83OS,CYBA,ACTB,ELOVL4,BTBD3,SEMA5B,COL9A2,SPARCL1		0.2940691158156912
null_at1r_0062	LPL,ARRDC1,SRSF2,WDR83OS,CYBA,ACTB,NPR2,BTBD3,NPM2,ADCY10,SPARCL1		0.2940691158156912
null_at1r_0063	LPL,DMRT2,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,ZNF274,VTN,SOX5-AS1,SPARCL1		0.2940691158156912
null_at1r_0064	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,ASPHD1,MSLN,SPARCL1		0.2940691158156912
null_at1r_0065	LPL,ZDHHC9,SRSF2,WDR83OS,CYBA,ACTB,NPR2,BTBD3,PRR11,ENSG00000267892,SPARCL1		0.2940691158156912
null_at1r_0066	LPL,ZDHHC9,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,PRIM2,ENSG00000271254,MSANTD3-TMEFF1,SPARCL1		0.2940691158156912
null_at1r_0067	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,PRIM2,TEC,PRDM8,SPARCL1		0.2940691158156912
null_at1r_0068	LPL,RBM14,SRSF2,WDR83OS,CYBA,ACTB,PRC1,ZNF274,MELTF-AS1,LINC00997,SPARCL1		0.2940691158156912
null_at1r_0069	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,NPR2,BTBD3,SAMD11,ENSG00000267892,SPARCL1		0.2940691158156912
null_at1r_0070	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,GON7,PRIM2,ENSG00000274092,LINC01230,SPARCL1		0.2940691158156912
null_at1r_0071	LPL,ZDHHC9,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,ENSG00000218426,TMEM102,SPARCL1		0.2940691158156912
null_at1r_0072	LPL,SNX12,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,PRIM2,SPIRE2,ENSG00000242539,SPARCL1		0.2940691158156912
null_at1r_0073	LPL,ARRDC1,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,ZNF274,PPL,TMEM102,SPARCL1		0.2940691158156912
null_at1r_0074	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,GON7,PRIM2,ENSG00000240499,ENSG00000267892,SPARCL1		0.2940691158156912
null_at1r_0075	LPL,COQ5,SPATS2L,WDR83OS,CYBA,ACTB,PRC1,ZNF274,CEP85,MND1,SPARCL1		0.2940691158156912
null_at1r_0076	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,KMT5C,PRIM2,ENSG00000260851,TEKT4P2,SPARCL1		0.2940691158156912
null_at1r_0077	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,BTBD3,ENSG00000263335,ENSG00000264281,SPARCL1		0.2940691158156912
null_at1r_0078	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,EPDR1,ZNF274,TPSAB1,ENSG00000242539,SPARCL1		0.2940691158156912
null_at1r_0079	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,GON7,BTBD3,CHRNE,IL4I1,SPARCL1		0.2940691158156912
null_at1r_0080	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,ZNF274,TNFSF4,PRKCH-AS1,SPARCL1		0.2940691158156912
null_at1r_0081	LPL,COQ5,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,ENSG00000274092,ENSG00000267892,SPARCL1		0.2940691158156912
null_at1r_0082	LPL,ARRDC1,SRSF2,WDR83OS,CYBA,ACTB,ELOVL4,BTBD3,LINC00663,CD300LG,SPARCL1		0.2940691158156912
null_at1r_0083	LPL,ZDHHC9,SRSF2,WDR83OS,CYBA,ACTB,PRC1,ZNF274,ZNF367,ENSG00000271949,SPARCL1		0.2940691158156912
null_at1r_0084	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,PRC1,ZNF274,IL10RA,LINC01678,SPARCL1		0.2940691158156912
null_at1r_0085	LPL,PDE12,SRSF2,WDR83OS,CYBA,ACTB,ADCYAP1R1,PRIM2,SARDH,IL4I1,SPARCL1		0.2940691158156912
null_at1r_0086	LPL,PDE12,SRSF2,WDR83OS,CYBA,ACTB,GON7,ZNF274,ENSG00000271254,ENSG00000267892,SPARCL1		0.2940691158156912
null_at1r_0087	LPL,COQ5,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,ZNF274,ENSG00000274092,ENSG00000267892,SPARCL1		0.2940691158156912
null_at1r_0088	LPL,DMRT2,SRSF2,WDR83OS,CYBA,ACTB,NPR2,PRIM2,ZNF367,SMARCA5-AS1,SPARCL1		0.2940691158156912
null_at1r_0089	LPL,ARRDC1,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,BTBD3,TEC,DNAH10,SPARCL1		0.2940691158156912
null_at1r_0090	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,KMT5C,BTBD3,EDARADD,PRDM8,SPARCL1		0.2940691158156912
null_at1r_0091	LPL,RNASE1,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,ZNF274,GRID2,LINC01678,SPARCL1		0.2940691158156912
null_at1r_0092	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,BTBD3,PWP2,WASF3-AS1,SPARCL1		0.2940691158156912
null_at1r_0093	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,NPR2,ZNF274,ENSG00000263335,CMC4,SPARCL1		0.2940691158156912
null_at1r_0094	LPL,SNX12,SPATS2L,WDR83OS,CYBA,ACTB,PRC1,BTBD3,ENSG00000261140,RNF213-AS1,SPARCL1		0.2940691158156912
null_at1r_0095	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,LCA5L,ARHGAP44-AS1,SPARCL1		0.2940691158156912
null_at1r_0096	LPL,DMRT2,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,ZNF274,ABCC3,CFHR2,SPARCL1		0.2940691158156912
null_at1r_0097	LPL,ARRDC1,SRSF2,WDR83OS,CYBA,ACTB,PRC1,PRIM2,TIGD2,CMC4,SPARCL1		0.2940691158156912
null_at1r_0098	LPL,SNX12,SPATS2L,WDR83OS,CYBA,ACTB,GON7,PRIM2,DAPL1,IL4I1,SPARCL1		0.2940691158156912
null_at1r_0099	LPL,DMRT2,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,ZNF274,KATNAL2,IL4I1,SPARCL1		0.2940691158156912
null_at1r_0100	LPL,ARRDC1,SRSF2,WDR83OS,CYBA,ACTB,PRC1,PRIM2,TNFSF4,PHLDA1-AS1,SPARCL1		0.2940691158156912
null_at1r_0101	LPL,COQ5,SRSF2,WDR83OS,CYBA,ACTB,NPR2,BTBD3,ENSG00000263335,ENSG00000274922,SPARCL1		0.2940691158156912
null_at1r_0102	LPL,ARRDC1,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,PRIM2,LINC02210-CRHR1,GALNT15,SPARCL1		0.2940691158156912
null_at1r_0103	LPL,PDE12,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,ZNF274,ENSG00000271254,TENT5B,SPARCL1		0.2940691158156912
null_at1r_0104	LPL,RNASE1,SRSF2,WDR83OS,CYBA,ACTB,EPDR1,BTBD3,EPHB1,RHEBL1,SPARCL1		0.2940691158156912
null_at1r_0105	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,EPDR1,BTBD3,ENSG00000271254,SCN8A,SPARCL1		0.2940691158156912
null_at1r_0106	LPL,ZDHHC9,SRSF2,WDR83OS,CYBA,ACTB,GON7,PRIM2,PRR11,RHEBL1,SPARCL1		0.2940691158156912
null_at1r_0107	LPL,ARRDC1,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,PRIM2,ENSG00000280241,MIR9-1HG,SPARCL1		0.2940691158156912
null_at1r_0108	LPL,PDE12,SPATS2L,WDR83OS,CYBA,ACTB,NPR2,ZNF274,TPSAB1,LGALS2,SPARCL1		0.2940691158156912
null_at1r_0109	LPL,ARRDC1,SPATS2L,WDR83OS,CYBA,ACTB,ELOVL4,BTBD3,SARDH,KCNAB3,SPARCL1		0.2940691158156912
null_at1r_0110	LPL,DMRT2,SRSF2,WDR83OS,CYBA,ACTB,EOGT-DT,PRIM2,KATNAL2,ENSG00000271978,SPARCL1		0.2940691158156912
null_at1r_0111	LPL,PI15,SPATS2L,WDR83OS,CYBA,ACTB,EOGT-DT,PRIM2,SLC51A,GBP5,SPARCL1		0.2940691158156912
null_at1r_0112	LPL,DMRT2,SPATS2L,WDR83OS,CYBA,ACTB,ADCYAP1R1,BTBD3,LINC00663,LINC01678,SPARCL1		0.2940691158156912
