subcluster	n_donors	mean_expr	frac_expr
1	19	0.386263996701599	0.21563099714308
0	19	0.372144937849162	0.331832568203547
4	12	0.355883688069848	0.219444444444444
2	21	0.350799748765303	0.251638424809157
