sample	Pattern_1	Pattern_2	Pattern_3	Pattern_4	Pattern_5	cell_type	donor_id	disease_group	n_cells
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0019	0.453244075735347	2.6466002431879	-0.80455116217369	1.70663185932632	-0.708134052928552	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0019	Healthy	139
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD006	0.42015580676431	2.09721361820384	-0.407757756769792	1.64611726257895	-0.671324661616803	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD006	Fibrotic_ILD	43
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD010	0.478178001463159	2.62309347517711	-0.867709782705458	1.83253404781681	-0.674772582045586	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD010	Fibrotic_ILD	37
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD015	0.445068693196119	2.27082170100287	-0.759516794607003	2.05705593207231	-0.533143009791304	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD015	Fibrotic_ILD	31
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD019	0.519209321960835	2.17494755427953	-0.673591011613303	1.92971745131591	-0.675374188564055	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD019	Fibrotic_ILD	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD028	0.430534294720356	2.27471443971949	-0.651454008793322	1.81926713309463	-0.603659683634557	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD028	Fibrotic_ILD	77
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD030	0.530263296076532	2.47317042760601	-0.703004749412719	1.68359309743521	-0.561479950634496	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747TILD030	Fibrotic_ILD	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD071	0.333011522646903	2.20274262618175	-0.0866932491212554	1.22323312364869	-0.662582840663115	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD071	Healthy	156
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD072	0.262901258993646	1.80577709505271	-0.377756173208692	1.43586302061663	-0.577025023440838	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD072	Healthy	54
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD073	0.293551791705989	1.80317777466331	-0.335408197117037	1.46363080788109	-0.569124580045367	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD073	Healthy	11
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD076	0.203164412927837	1.66642437992487	-0.154745472009658	1.03832633135145	-0.430084913449702	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD076	Healthy	23
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD078	0.299589768741448	2.05418845085719	-0.396820304968972	1.69889442771694	-0.631289702519572	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD078	Healthy	46
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD080	0.394841145492422	2.44368934392921	-0.641671088836228	1.80855775514397	-0.727867371231582	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD080	Healthy	21
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD101	0.424778521557996	2.49899178703051	-0.770861594231621	1.91903947974842	-0.725486662086781	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD101	Healthy	248
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	0.356661647729241	2.02188005203948	-0.221758398627391	1.27609131330616	-0.685075433102604	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD103	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	0.384029087337115	1.9207456049644	-0.209970392305872	1.42652960564468	-0.708659177696887	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD105	0.328909412518917	1.34536134883197	0.201132596500003	0.862374805607483	-0.598227064878477	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD105	Healthy	48
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106	0.380124285897207	2.52395818936253	-0.507667131375719	1.06354577891592	-0.671679418724029	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD107	0.249725914831949	1.95957963608826	-0.240853194681654	1.4067644019538	-0.514611653573827	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD107	Healthy	96
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD66	0.455769330835784	3.0551545054273	-0.971595269248372	1.95231526673582	-0.741350924168724	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD66	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	0.441995259035236	2.07307792605212	-0.492126298794101	1.71487889585715	-0.696543649943801	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD67	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68	0.449427310359938	2.69367037577622	-0.699009783836925	1.75587009734414	-0.726214161334906	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68	Healthy	47
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD70	0.339561471990705	1.68957844649142	-0.200681611101843	1.54941046528025	-0.610006402051282	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD70	Healthy	10
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	0.397860650969505	2.97394986031157	-0.740430370145968	1.34702024057782	-0.718371713252664	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85	0.393517224933551	2.4500417203918	-0.612345556208969	1.61638294993953	-0.625262544500541	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD85	Healthy	68
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD92	0.318574262694394	2.61886886734687	-0.631769272146765	1.4427557973033	-0.615755310244428	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD92	Healthy	200
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	0.420848645988811	2.67626552377394	-0.642219734710565	1.51346253522139	-0.719422256172232	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95	0.434974308387164	2.82986657103818	-0.737053065840584	1.60961882525156	-0.749549752706145	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	0.49488969412576	2.10561773165012	-0.565143841827637	1.76036939184403	-0.765234652140815	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD98	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD53	0.407372375987271	2.77319989492583	-0.677920741387655	1.62712305533605	-0.628282603622344	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD53	Fibrotic_ILD	113
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD54	0.457735832369368	3.02299896881712	-0.896910419962607	1.81271510618376	-0.6104246101834	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD54	Fibrotic_ILD	20
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	0.422952856706291	3.01777529468032	-1.04777841067516	2.3095706297958	-0.683651155806923	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	Fibrotic_ILD	67
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57	0.446344736167365	2.82551170330435	-0.879039115879277	2.0326664170535	-0.692720176093943	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57	Fibrotic_ILD	86
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD58	0.392297660758248	2.10860834121564	-0.358432921905326	1.7676083762651	-0.720033969939214	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD58	Fibrotic_ILD	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD59	0.419252616787548	2.18559605551636	-0.366952399463508	1.82593529577427	-0.705757563747227	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD59	Fibrotic_ILD	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD60	0.368674206545408	2.55858349482921	-0.723064517545698	1.80121335949028	-0.598804620949404	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD60	Fibrotic_ILD	183
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD61	0.402447261628464	2.25433353665691	-0.724965823375528	1.52518539081042	-0.644634478951484	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD61	Fibrotic_ILD	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD62	0.409680771103452	2.49224624133482	-0.654551709615893	1.69809558115589	-0.649828365165615	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD62	Fibrotic_ILD	251
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD63	0.322739646995862	1.87467784667751	-0.0515710761975418	1.29450696454665	-0.644622719398262	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD63	Fibrotic_ILD	100
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD64	0.384943533560478	2.75734200707062	-0.765610206986078	1.90700556416772	-0.70337891017304	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD64	Fibrotic_ILD	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD65	0.337055932896347	2.50909891746066	-0.519600195557988	1.77289817586968	-0.657595153684533	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD65	Fibrotic_ILD	109
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_1	0.204539245091002	1.47544554152075	-0.144676603965265	1.55470568871064	-0.453243940382134	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_1	Other	81
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_3	0.289898704568845	1.73680781294339	-0.356483016156067	1.86252197268586	-0.561699435880102	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_3	Other	16
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_9	0.216385891923411	1.60013939686811	-0.42601696462538	2.06791112165965	-0.45167671987783	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Wunderink2021_subject_9	Other	11
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng	1.03655956911144	1.33449086035279	-0.685573700866112	0.69697530364987	0.491426912746403	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747cc01p	0.322911565162522	2.90436664433718	-0.984017188076727	1.77577351897302	-0.600516048263152	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747cc01p	Healthy	10
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	0.43011995880946	2.7559319360787	-0.658249391558796	1.66059025378308	-0.681078949767289	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	0.426296487498577	2.7465211292282	-0.618670357392122	1.76760620561386	-0.693665068187736	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	0.438346819790579	2.76090691779079	-0.736988553283263	1.57948102454719	-0.683232888740731	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_2	0.376475904542414	1.66126771719948	-0.548333288890911	0.820481513946842	-0.547887308453893	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_2	Healthy	211
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3	0.420661609304879	2.42613162105738	-0.516260154844472	1.31763007818281	-0.650334365937629	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3	Healthy	186
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	0.365396407125399	2.83151941634521	-0.631770211606956	1.63096179506954	-0.580093337421605	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5	0.430784234376217	2.76949907123076	-0.810379395751307	1.63492815531783	-0.670738406134115	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5	Healthy	84
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	0.393139288156832	2.77238869020404	-0.610759069331311	1.5336601169644	-0.655354309803419	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	Healthy	292
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_1	0.350108265362468	2.90886020182848	-0.787969424301162	1.4198784053522	-0.641479071001392	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_1	Other	10
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_2	0.399582760242481	2.53845409363181	-0.862367084980791	1.36257721123595	-0.688343129835788	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_2	Other	76
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3	0.23069323528594	2.27696429721386	-0.387697855863908	1.57418670002681	-0.52527943693307	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3	Other	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_4	0.378383475595149	1.80549680482816	-0.398330767362419	0.889304516714859	-0.528707143641213	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_4	Other	235
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5	0.368014696569261	2.49473040503129	-0.584541762421296	1.53612197214204	-0.556975748739764	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5	Other	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_6	0.328950943726305	1.54279030535713	0.105280956398035	0.937326803877763	-0.566739741744878	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_6	Other	163
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_7	0.321696546667879	1.87199392564817	-0.208013636016149	1.11294502261728	-0.523187337236248	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_7	Other	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8	0.342650732619293	2.3511514627784	-0.263109468832639	1.20731623057072	-0.601154607052194	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8	Other	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	0.433253368242723	0.602288447660386	-0.336634718893547	0.810466031005012	-0.47615415351171	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10381	0.361957659246344	0.608567522767871	-0.379670977441197	1.08264289772382	-0.450501719011034	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10381	Fibrotic_ILD	62
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc3843	0.447976813906204	1.37778773042155	-0.823991498916994	0.956704897797582	-0.490696531100904	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc3843	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc4658	0.448488582431289	0.834875653720237	-0.478462363385961	0.831697467393843	-0.449483773944538	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc4658	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103	0.402704235207812	0.906718335627628	-0.566913511422565	0.930412953592354	-0.467075553287489	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103	Healthy	271
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5105	0.438580191583116	0.952967215236651	-0.58565428743891	1.02345048894209	-0.475225832532642	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5105	Healthy	233
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212	0.393098506920363	1.1475445613184	-0.665685815964157	0.935584277624064	-0.430987712163076	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213	0.424514754195267	1.23779439992079	-0.682772306530019	0.873058932649776	-0.465440229640573	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213	Healthy	156
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc8257	0.408105558153965	1.07299366226317	-0.585004495324596	0.957120965218576	-0.436784096633223	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc8257	Fibrotic_ILD	206
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	0.417845574734659	0.591676985120665	-0.388729068113081	1.17340840944808	-0.526086879949846	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	Fibrotic_ILD	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9832	0.429296317065423	0.964261768873563	-0.372833756587706	0.826993552917218	-0.540447171066698	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9832	Healthy	300
AT2||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	0.454320338964666	0.776986045511265	-0.547801416559824	1.02574353653412	-0.484653448662618	AT2	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	Healthy	300
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747003C	0.593349036710986	2.84521712744192	-0.764041842102808	1.73213176570653	0.81267491475372	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747003C	Healthy	21
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747010I	0.526161000532071	2.84517966007515	-0.769109672032955	1.93818569528204	1.1216157166981	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747010I	Fibrotic_ILD	52
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747021I	0.292373595749021	2.84141603607649	-0.62980885104783	2.03697826400421	1.20958546288884	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747021I	Fibrotic_ILD	100
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747022I	0.36231598749177	2.95026800026381	-0.66736225530543	2.02173243246771	1.15523352204183	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747022I	Fibrotic_ILD	105
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747025I	0.775684610359667	2.77976618448552	-0.928547584689657	1.83574631731462	1.38636081766902	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747025I	Fibrotic_ILD	12
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034I	0.349494802674283	2.83169411656112	-0.673376119938418	1.82574201841971	1.08361436904257	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034I	Fibrotic_ILD	29
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747040I	0.426246893735877	2.83030143836711	-0.71339357063797	2.04135314389769	1.15217283617708	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747040I	Fibrotic_ILD	82
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747041I	0.25730440995003	2.72568808054188	-0.788393082764485	2.20734400299849	1.37681520271576	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747041I	Fibrotic_ILD	54
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747051I	0.358502351373523	2.53558569327197	-0.686861476836461	1.89956312275591	1.37208922161567	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747051I	Fibrotic_ILD	112
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747052CO	0.5501926071162	2.93690035540964	-0.855044779925817	1.84180802301218	1.22439025393134	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747052CO	COPD	15
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747056CO	0.754708732340021	2.44079679702286	-0.670219206641995	1.69246884543704	1.22021710543803	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747056CO	COPD	11
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747065C	0.609667223472751	2.15941896767449	-0.647807660695166	1.66280933695869	1.34051562936419	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747065C	Healthy	10
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	0.641752077207266	2.90704937481412	-0.71426949977173	1.6845515935938	0.824033714549227	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	Healthy	158
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747123I	0.273286228393329	2.87201481930161	-0.591390978219587	1.88051764247061	0.966522352534313	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747123I	Fibrotic_ILD	41
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747135I	0.514867208810494	2.85667085644923	-0.708626365239877	1.82102638319301	1.20031693820308	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747135I	Fibrotic_ILD	66
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	0.517748463506413	3.23051352707623	-0.961837059308191	1.89155278136791	0.948453315268103	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	Healthy	172
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747138I	0.270371059851968	2.67900023530889	-0.785811695703506	2.20055153042971	1.35606269536876	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747138I	Fibrotic_ILD	163
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747152CO	0.664235606223434	3.02479240791337	-0.731422262990972	1.64306523348304	0.846759654600101	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747152CO	COPD	29
Adventitial fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747153CO	0.484117947617949	3.15818658580039	-0.852510731512814	1.63111327194121	1.05757544430203	Adventitial fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747153CO	COPD	34
