sample	Pattern_1	Pattern_2	Pattern_3	Pattern_4	Pattern_5	Pattern_6	Pattern_7	Pattern_8	Pattern_9	cell_type	donor_id	disease_group	n_cells
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68	0.146244624996152	0.672080436653354	1.31905221605326	0.983666713753824	-0.363305689019111	1.26646554199203	1.28840317897399	0.807558076881795	-0.321434416683861	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD68	Healthy	60
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	-0.00717677220500397	1.11141372358842	3.02458798841513	0.744122098536736	-0.439772414313976	1.45373175734033	1.44032417622009	0.629638013827462	-0.37799680857022	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD84	Healthy	15
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	-0.00379186316337532	0.299465593630537	1.65519043765973	0.865971570571582	-0.65124228669397	1.64820443823529	1.77310733348518	0.508391580260422	-0.136012491310123	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD94	Healthy	42
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95	0.215146458105107	0.924341732249635	2.51329081006965	0.938787369657308	-0.441241955343503	0.956938383479519	1.57355722525444	0.54097167442116	-0.3422737202984	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD95	Healthy	77
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	-0.177437405556873	1.92459467746774	2.63331226588476	1.56739582378177	0.0996642427824943	1.78257815765185	1.15329013205156	0.0268013104733363	0.1726474553568	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD55	Fibrotic_ILD	129
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57	-0.00632058856842624	2.09128650108311	2.2480846827755	1.19255769284357	0.469083992429566	1.22396254229125	1.09596854977964	0.0860871236655354	-0.0958662446449269	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD57	Fibrotic_ILD	15
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD58	-0.123243777327206	1.99066949970452	2.40090852885692	1.17414591087797	0.255945463823358	1.71325416072307	1.1972913876198	0.219582459438853	-0.0587431421316102	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD58	Fibrotic_ILD	19
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD59	0.106758337674125	0.993471832178757	1.96667451220416	1.17343721992971	-0.528908542697839	1.90616346198106	1.34783379149454	0.549688080310787	-0.163182004065322	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUILD59	Fibrotic_ILD	98
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng	0.751686431979871	0.374694344304713	0.329519031231758	0.904677359594964	-0.539313694044548	0.285697683281335	-0.148790405068153	0.468814233079481	1.59345144459803	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747ZM3KACng	Healthy	10
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	-0.0691921707103196	2.75709454176176	2.48147978880687	1.08106495528222	-0.098125069550896	1.19020855503122	0.502852362172567	0.153085747813866	-0.125517947630116	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 1	Healthy	54
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	-0.00302503109877588	2.49344940595483	2.18588847329106	1.19862821777692	-0.211980451951666	0.817596826055132	0.689311063041643	0.257607119181767	-0.120367832528263	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2	Healthy	300
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	-0.0960649588904519	0.533349427118078	2.86464247206717	1.00217628871045	0.220772370852536	1.44253285648466	0.501357919113337	0.634020381148274	0.0542726964021939	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 3	Healthy	300
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3	0.0553975671870136	1.23835658178281	2.61777278130386	0.794825841079316	-0.653166407936667	0.975360890477815	0.763889585806564	0.611929229306843	-0.17196850576697	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_3	Healthy	13
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	-0.0868402738938075	2.79596357026268	2.23330480553051	0.998985778753941	-0.386391721003128	0.805837798201725	0.584185145097811	0.2323731136394	-0.0415591329690983	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_4	Healthy	62
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5	0.121420066390051	1.15514119945681	3.1178029177772	1.11786532962848	-0.501903232441647	1.05786611264889	0.968714737603231	0.531245118987618	-0.271661889859811	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_5	Healthy	27
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	-0.0247485393375632	1.92430661187696	3.35400698649068	0.94413569140114	-0.340878941545841	1.01328844455389	0.881761492130967	0.389125613175914	-0.2474038892815	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_6	Healthy	242
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_2	0.0387896844672282	1.00526300883136	3.22707362040542	0.5873563262266	0.104505561531752	1.05256396428746	-0.167933098146451	0.696095338895596	-0.134662166085563	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_2	Other	10
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3	-0.0461757322928914	2.26407157842249	2.16504672257982	1.07384634684672	-0.47625789794098	0.720204746784572	1.08495046511668	0.230386549185186	-0.098090196883312	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_3	Other	92
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_4	-0.0415034624114569	0.562963724734395	2.48059626010949	0.714239378730929	-0.149595817504486	0.944124342811969	0.961396500684749	0.74645165405447	-0.111299312743468	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_4	Other	64
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5	-0.0355831585618595	1.14371424986699	2.27194973927019	0.909137340929833	-0.0402791013709904	1.06058670321824	1.39220585636032	0.461682492236761	-0.100329044096985	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_5	Other	12
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_6	0.043659059150802	0.616952279558167	1.28551134872583	1.01705278411413	-0.0176706928856496	0.924453141012079	0.994997248512993	0.937289917127181	-0.150510099701544	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_6	Other	18
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_7	0.00842450836796205	1.46261041673699	1.39742010523968	0.747303186801752	-0.319365978834913	0.791812383257898	0.870396392488449	0.661223279173508	-0.102302670803123	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_7	Other	73
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8	0.0232312397367839	1.03288722051992	2.09401240560582	0.972309362415377	-0.740947571287211	0.868664643854043	1.24383923763527	0.680972488093252	-0.178783648711603	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lambrechts_8	Other	67
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	-0.059628389972662	-0.234028589001572	0.0416319090229445	0.968944911938392	-0.178066271520061	0.915401284014669	0.473856280853165	0.474215081034814	0.0942969726184502	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10380	Healthy	300
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10381	-0.0814261541844277	-0.0320200466582615	0.584954145598534	1.21611569622638	-0.242933794544242	1.43076823174304	0.615478856735798	0.409674036846194	0.00526613163220818	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc10381	Fibrotic_ILD	11
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103	-0.0628882694502793	0.938817361730617	1.02067646027721	0.772643447694694	-0.164392883163041	1.17780637538127	0.370242667694556	-0.0216877660072556	0.0506722243134359	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103	Healthy	12
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212	-0.0556067141907079	0.839703855170603	0.945795080868242	0.920462745776832	-0.0024739251914322	0.890241935923722	0.808935176042633	0.180222919571023	0.125260008394031	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212	Healthy	21
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213	0.0216412530935187	-0.427402097033123	0.883784646470909	0.736203490267711	-0.437633466470108	0.313266404833122	0.920192732491161	0.573312501775378	-0.050259600449425	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5213	Healthy	11
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc8257	-0.179972155171581	-0.220656785708301	2.08573228880239	0.979611964508016	0.181883995411326	1.46805217727666	0.17406417653009	0.153592549332137	0.195723546959234	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc8257	Fibrotic_ILD	142
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	-0.0871018584810131	0.0808196139164411	0.204360074903764	1.13393494544387	0.101017719284343	1.3464685052009	0.47514604548632	0.387914569820857	-0.00384731756323269	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9826	Fibrotic_ILD	20
Alveolar fibroblasts||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	-0.0563089155512217	-0.367466258971029	0.385216281178185	1.0452113153758	0.0273439024333293	1.03774611338838	0.187827154992612	0.529895798610081	0.128717832128317	Alveolar fibroblasts	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc9833	Healthy	32
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747001C	0.197251603378073	0.667748506639188	0.962516567812416	1.12804940588511	-1.35542109452072	-0.140111779854781	1.20871105615826	0.223447939131288	0.451598380363731	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747001C	Healthy	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747002C	0.108442657016926	0.788261466275618	0.987395092399806	1.21760772398147	-1.39902527026455	-0.386948481751278	1.27672974859932	0.236981983141051	0.631490165092962	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747002C	Healthy	142
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747003C	0.132846493594892	0.807529029624575	1.16445104657896	1.25908493603164	-1.42482638220122	-0.219332367662122	1.19538120511948	0.224523891307605	0.435345757630784	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747003C	Healthy	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747010I	0.129520216482886	1.25522988119993	1.10261067596828	1.26902872933105	-1.41604802155541	-0.266701084683773	1.19710563664388	0.268216079982009	0.345186813281833	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747010I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747021I	0.0809913465696804	1.641999650745	0.94321824817383	1.30870248012683	-1.51849391828702	-0.137087800344636	1.23529160669619	0.227143845607162	0.387840382751617	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747021I	Fibrotic_ILD	284
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747022I	0.120223707588733	1.1981023100083	1.16363508298488	1.23520107617186	-1.46184852349398	-0.0363404403988382	1.15602442917586	0.289942302938199	0.319176895469748	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747022I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747025I	0.120871122508585	1.03923606962709	0.825402812551759	1.23210837450492	-1.4037213428911	-0.26009336145116	1.25531902469137	0.234029601761974	0.463070718621442	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747025I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034C	0.120061318938395	1.39263224174006	0.818200167049742	1.20953978104654	-1.41675285436544	-0.328132363303999	1.1558182493399	0.108902032038698	0.559376717232082	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034C	Healthy	125
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034I	0.0655029274026993	1.12893444452213	1.62367438549886	1.14278608220744	-1.4446196994694	-0.000364324413537484	1.09530794354984	0.274947961726824	0.276267529150356	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747034I	Fibrotic_ILD	41
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747040I	0.0992619682057831	1.16033176711393	1.48507089725041	1.26352973728137	-1.48896731377562	-0.220871877377927	1.15522356448436	0.233645072469558	0.408541076874346	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747040I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747041I	0.0976427439516059	1.24557425380391	1.21715985108849	1.28121145728765	-1.45436875145999	-0.320933330080854	1.19029603716213	0.263507542650033	0.402934615139865	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747041I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747051I	0.103880721665635	0.972449418176494	1.14961080430704	1.19495774688804	-1.47901759477831	-0.122143205499208	1.26147069799686	0.24259092926106	0.434773684637684	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747051I	Fibrotic_ILD	74
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747052CO	0.154167116925826	1.45079927653324	1.08743733220387	1.34546625160799	-1.43717527236196	-0.449086958393313	1.20956963920924	0.142864412949485	0.418702414481749	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747052CO	COPD	193
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747053I	0.125344369482223	0.978583456376973	1.11312723803932	1.26503630120607	-1.41448662766055	-0.181157441109725	1.11423833867536	0.266555446260885	0.47757623635223	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747053I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747056CO	0.197042681565523	0.825297537984083	0.918046856805328	1.13218789441638	-1.33510123296505	-0.361480885087549	1.23125014275043	0.212284697324836	0.556052606628413	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747056CO	COPD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747063I	0.080119366467371	1.25061323555301	0.975942296609883	1.2609883263256	-1.42675100302345	-0.188176007696201	1.20574364754461	0.298652195960861	0.301688283891752	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747063I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747065C	0.142242984089187	0.702828920884901	0.870827239365082	1.09372605495743	-1.28584008250182	-0.313645976652645	1.30482144555829	0.195711448264289	0.429850383504399	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747065C	Healthy	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747081C	0.155592565284159	0.928674388346281	0.98824840795066	1.20012231555153	-1.43599490265556	-0.0170952931553682	1.07581373806115	0.320180110296627	0.492089422622131	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747081C	Healthy	17
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747084C	0.255269771637477	0.45661335661718	0.689802063446321	1.15518241747107	-1.27516495725244	-0.457010267924772	1.23205281101233	0.16182948371875	0.660667085877121	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747084C	Healthy	166
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747092C	0.106690368067174	1.06036218046666	0.533645692836973	1.1753975062349	-1.37791036292119	-0.176778950457837	1.26067772299276	0.303043830763145	0.237255297828743	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747092C	Healthy	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	0.150093431849756	0.810191949201531	1.24866641309515	1.21578594736742	-1.37121827566356	-0.194666188929233	1.12658150686204	0.278057098835284	0.293610373499072	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747098C	Healthy	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747101CV0ng	0.399832191239088	0.384023196303415	1.12024736822732	1.03936779393095	-0.381741442046081	-0.668485100112869	-0.250071255896694	0.0918100705418819	0.935331392602043	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747101CV0ng	Healthy	222
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747123I	0.0870117455578149	1.31834011170719	1.41026119551335	1.29003507841273	-1.48087155766316	-0.0438776143517407	1.08190041309392	0.238328412730316	0.274715181760229	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747123I	Fibrotic_ILD	249
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747133C	0.190984206012552	1.34991821194033	1.24456568416198	1.26884798810708	-1.46317646034531	-0.24097197450694	1.16705752899318	0.175778911225594	0.148233608086351	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747133C	Healthy	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747135I	0.0779277929507588	1.18765983505946	1.139739749929	1.27107266350713	-1.42801858928688	-0.205500005193019	1.21289685361582	0.204217301746511	0.331824785944603	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747135I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	0.16852119105562	1.0696519153704	0.994089019215765	1.21937438504312	-1.41206728514188	-0.139383829518894	1.18178980339684	0.225391105439378	0.278903764974623	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471372C	Healthy	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747137C	0.131583385648284	0.899614845568052	1.38811446715806	1.22971881608719	-1.43061215258641	-0.208991015150813	1.06410072325805	0.219257112646164	0.475044806220381	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747137C	Healthy	201
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747138I	0.0675655255045431	1.38655993119232	1.08879739361014	1.35227084820883	-1.41891794526577	-0.185160313057502	1.11898076352239	0.160665996457739	0.295112687641718	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747138I	Fibrotic_ILD	143
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747145I	0.0968417089398181	1.08126951193622	1.496949049825	1.22042685035617	-1.40078391492578	-0.0803211279669137	1.1472163729665	0.194515329672354	0.213864776488028	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747145I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747152CO	0.164073393003924	1.2882235394397	1.56047340253921	1.19073998334417	-1.37021575243335	-0.298005531501712	1.15981911952588	0.153247708482981	0.22539070787196	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747152CO	COPD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747153CO	0.172797415540364	0.957821233896637	1.18047624170896	1.02756559664149	-1.35378445252533	-0.181423090274622	1.30247953436431	0.197056202847845	0.358220123591496	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747153CO	COPD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747157I	0.12189409380135	1.1090120826233	1.39607159049237	1.26539523561818	-1.42987717652927	-0.228748789250768	1.21815922044828	0.197707804514684	0.278689388170936	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747157I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747158I	0.095305747539672	1.0502946288502	1.32975726136158	1.22048694425065	-1.42971078249595	-0.111037891029142	1.14053611434122	0.292928843998787	0.254253498820704	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747158I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747160C	0.1711308002193	0.814917940201214	1.33050635197265	1.21551983247068	-1.41124453592772	-0.238120261840629	1.26697852432483	0.208212392274071	0.357610967052857	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747160C	Healthy	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747166I	0.107178982814277	1.27442551138685	1.40262255246352	1.16918335271543	-1.41796346683135	-0.232455652973894	1.08169909770994	0.229032852605786	0.325512175044424	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747166I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374716E0F2ng	0.481384753473471	0.303964993171268	1.64175406751607	0.899365161841618	-0.567979099107819	-0.441842778099595	-0.0991046501717648	0.220068001315763	0.535314128423792	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374716E0F2ng	Healthy	186
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747174I	0.088593510066872	0.985649613282166	1.29574288239702	1.22832052730395	-1.4019584072645	-0.130170095437758	1.22090739978228	0.263210841954592	0.251833628370894	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747174I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747177I	0.0792201952247595	1.15767832742328	1.08588798318018	1.02054346028774	-1.37422648277581	-0.0670690559966819	1.47653146272476	0.251504147158387	0.14806695138675	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747177I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747178CO	0.117284510421064	1.37675332965631	0.713029435807604	0.944900296779079	-1.27015765922111	-0.318280547275115	1.25968123370136	0.304826249775118	0.275457378748311	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747178CO	COPD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747179I	0.0820619403977654	1.07822618262009	1.56788348059618	1.27516071029445	-1.45307336077022	-0.12667308559102	1.20021977663049	0.191403975402516	0.239956936152621	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747179I	Fibrotic_ILD	300
Alveolar macrophages||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747184CO	0.13259629995826	1.09773413108624	1.0132252919848	1.17799109232916	-1.35814136947328	-0.378598832064751	1.26498204144068	0.239756414394977	0.388414595716402	Alveolar macrophages	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747184CO	COPD	300
