sample	Pattern_1	Pattern_2	Pattern_3	Pattern_4	Pattern_5	Pattern_6	Pattern_7	Pattern_8	Pattern_9	cell_type	donor_id	disease_group	n_cells
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747192CO	0.357268588387089	0.912357452384615	1.39300851308865	0.841624248590779	-0.921887136483278	-0.718122484865407	1.27471976089725	-0.150790010411111	1.03340177145082	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747192CO	COPD	35
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747193CO	0.26111075857907	1.31243879328529	0.906691556602765	0.821345045944128	-0.743828775969773	-0.674771032613367	1.43539058838273	-0.0979226089844033	0.797618599708685	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747193CO	COPD	36
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747194CO	0.314391122023497	0.739391644124977	1.3253555501212	0.797580402308113	-0.75649665323635	-0.654163785449856	1.34573738746115	-0.011857650030361	1.14354973404544	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747194CO	COPD	14
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471A1DFBng	0.591995939357916	0.607237086322656	1.00585138461293	0.859474148838273	-0.194842135097678	-0.283027884226253	-0.0409262156478212	0.0179602651085751	1.0308115758505	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837471A1DFBng	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747217CO	0.218668144740007	1.37006323442624	1.47777295468875	1.03835775325272	-0.628052733568668	-0.65760151849072	1.37492142683286	-0.124528075783148	0.774983207609448	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747217CO	COPD	15
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747222C	0.324045501541192	0.756796772388632	0.811819017037836	1.00226828901917	-0.765587621044265	-0.458700280350985	1.42109912235288	0.0146262606011269	0.584633284424532	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747222C	Healthy	74
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747222I	0.517920086160688	0.567365599883548	1.46473309398316	0.864835943242897	-1.02295771595648	-0.572383468271418	1.02140260134685	-0.03620146116212	1.00160894656901	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747222I	Fibrotic_ILD	10
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747237CO	0.350472037661875	0.677267814956504	1.38665056863183	0.772125262134106	-0.823150123550479	-0.531159383554779	0.883549103047973	-0.123843979925933	1.03474720316785	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747237CO	COPD	32
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374723CO	0.195148263376871	1.1751561716416	1.94186698793556	1.11162067453802	-0.730624102610464	-0.374730566962925	1.13134786505762	-0.050252930860069	0.728326385478224	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_48374723CO	COPD	16
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747244C	0.298585757319741	0.516141441973683	0.807873608243818	0.681184589573906	-0.501942770588883	-0.324864792483473	1.18004188581012	-0.0611915956881474	0.819856656122922	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747244C	Healthy	61
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747290B	0.0566411059266207	1.57696248012016	1.65855455271977	1.08265359692275	0.0323114617268594	0.132756565772308	1.24236228270618	0.36197311233737	-0.440073519900241	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747290B	Healthy	14
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747296C	0.397986677021958	0.877826654748546	1.11454634431828	0.99175468943567	-0.736219293453677	-0.377797685728362	1.02258851530738	0.000582623821504196	0.406502219120799	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747296C	Healthy	14
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	0.170758871033879	1.52055008950242	1.26815927901494	1.37756062165213	-0.564324485308424	0.0244800049110093	1.27921453487103	0.274524355192484	-0.536105090440541	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747298C	Healthy	10
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747356C	0.0393691883962892	0.835340228583074	1.20401599619476	0.845960173774837	0.226602172253134	0.0549516601817319	1.09297776768638	0.147236459793205	-0.321013306958416	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747356C	Healthy	87
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747388C	0.18008772080921	1.38162791278414	0.912595110926591	0.821390872208024	-0.724580776386239	-0.372443561873381	1.44237477020685	-0.0735074236322372	0.481528688700969	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747388C	Healthy	10
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747396C	0.518518733839815	0.433351684358229	0.698000406013092	0.682492972295609	-1.00323870310944	-0.514620555231876	1.478089860874	0.0514059638531329	0.852753246098575	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747396C	Healthy	11
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747454C	0.158565562357189	1.0372838440446	0.728989287523829	0.97334148697456	-0.688085097248318	-0.275886679445589	1.13662547331876	-0.0225356307589732	0.623285561255196	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747454C	Healthy	50
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837478CO	0.194601122398298	1.76874004257404	1.74883434961508	1.08926110363862	-0.794856285734928	-0.542533332158453	0.875170707247092	-0.162734246291388	0.845624327707078	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837478CO	COPD	10
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837479JQK55ng	0.702967859564923	0.635048926992259	0.453949223063309	0.839821247639087	-0.34893161971491	-0.530949011059936	0.0669763244448044	0.0750696510019669	0.957058644646545	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837479JQK55ng	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	0.0150319288809149	0.729391999257455	0.905065978064176	0.885684700269687	-0.18889181116054	-0.100345054411238	1.15766172968054	0.38885030830274	-0.247297570930135	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A26	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A32	0.0409648379032026	1.13477563324273	0.854300243382638	0.811625430802584	-0.13701667619065	-0.142888421846798	1.42939763248301	0.231116277312075	-0.270162445180472	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A32	Healthy	55
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	-0.0111399166303767	0.936177967651811	0.709515758665356	1.39845252477969	-0.338195831798795	-0.45562846817829	1.72408391761603	0.0952301788290118	-0.198051354393902	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37	Healthy	48
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A40	0.0313109209507977	0.899877318955045	1.0854092975766	1.18728328094729	-0.297822400945971	-0.326166438835681	1.54965746558775	0.167824152227247	-0.317419044311878	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A40	Healthy	38
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	0.0319521885272621	2.02379130934785	1.30665659995254	0.880132653332269	-0.33692234978619	-0.335276272746789	1.34645963451082	0.0976701334433283	-0.333362036455607	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A43	Healthy	147
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	0.00298874892895606	0.857033414341227	0.591579444193768	1.16786222583799	-0.365087467720937	-0.463035324410001	1.7239944784522	0.139290802401362	-0.184874361595104	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A47	0.0405011814415969	0.316069986632123	1.37086435531403	0.515847371027484	-0.40573741430929	0.0725912184649109	1.36840823801498	0.0268946051618084	-0.195266903145176	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A47	Healthy	89
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A9LCTZng	0.731502010701245	0.375093499735855	1.95022451635076	0.817421160958999	-0.352063960899319	-0.493699445569685	-0.142945052405144	0.043108076296761	1.05684680579243	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A9LCTZng	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Case_1	0.182459256551101	0.964140517346374	1.43280736707425	0.998697480304959	-0.584660246703911	-0.233539949161887	1.5315175143428	0.20764735911341	-0.395488909638277	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Case_1	Other	16
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Cryobiopsy_01	0.0337953884182432	0.921948612860042	0.287953704122497	1.28462957675892	-0.431561818774786	-0.339042289736617	1.54823859606205	0.129776362049569	-0.209218306951746	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Cryobiopsy_01	Fibrotic_ILD	99
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D032	0.555846139658564	0.207617059601572	0.61864994156828	0.654010179682128	-0.446111142886252	-0.805073897894912	0.635184948613751	-0.0253038242874498	1.34437402078616	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D032	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	0.628614934700108	0.250171651296934	0.38664761976872	0.758998644215333	-0.709186494369009	-0.714407383952061	0.947218651414374	0.0077147420306895	1.34228263260565	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D046	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	0.473887974164489	0.277727696706724	0.118944632788428	0.799200101371699	-0.349280588723884	-0.759370312183568	0.523774358596391	-0.0130615105173212	1.60988026046565	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D062	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	0.241116398204254	0.525732149216578	0.311157203662894	0.781657142704259	-0.393189240479144	-0.613311735087346	0.66956739512494	-0.00925139295630757	1.41527210580555	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D088	Healthy	72
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D1	0.313989744034795	0.321168679923395	0.0233604706643793	0.729515469121888	-0.394459376592495	-0.690497645544427	0.556378753116815	-0.0937988432604769	1.21527259703876	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D1	Other	207
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D10	0.114004137716317	0.283021484326645	1.30699507668222	0.846769946369622	-0.0647356374742239	-0.32970324179994	-0.368158527462893	-0.131787196613223	0.668531229145566	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D10	Other	18
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D11	0.156457481139077	0.358325082080871	0.307311261494467	0.7217558228091	0.0913400715634414	-0.319954712338629	-0.0983850839854772	-0.170733152226883	0.43888841241033	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D11	Other	153
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D12	0.269406189892508	0.398526170505003	0.0787720853156346	0.783024842548426	-0.374713751412021	-0.509395455008324	0.498948016722127	-0.028887240669567	0.687638010815632	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D12	Other	202
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	0.544433723327581	0.267502802296459	0.0767319660056636	0.772389252662762	-0.577576623407282	-0.92269043393762	0.559072315367062	-0.0117754003081267	1.35811266381928	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D13	0.303745168733991	0.331613888762187	0.0373116461355088	0.89702844004756	-0.204385678528875	-0.795014526746222	0.00703213888394024	-0.18947752538877	1.49932873390269	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D13	Other	264
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D139	0.473739943199145	0.273108272701633	0.10844474486135	0.742809780598199	-0.512911497904912	-0.919433477778019	0.490938775861535	0.0251265922242098	1.63265913531903	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D139	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D14	0.415501001829834	0.273721055030893	0.0448877343766797	0.918351793320312	-0.454336526343211	-0.860503161400107	-0.216324290685178	-0.142414677553802	1.87383911847805	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D14	Other	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D15	0.488304117562256	0.248486854223901	0.00828081278021028	0.722578792757886	-0.547401371307504	-0.866858485989504	0.206078248703115	-0.0379448314006267	1.38044912182157	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D15	Other	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	0.429179639198885	0.157889177310452	0.929256967864372	0.907747653850463	-0.301783122291562	-0.533882770228326	0.19477514854293	-0.108148616736464	1.69741458320252	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D150	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D16	0.477586655751471	0.282326128828514	-0.0322132705238187	0.874191325763113	-0.4707756649502	-0.943662556566458	-0.15443155951748	-0.0784808033438591	1.8894118571756	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D16	Other	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D17	0.460680561311929	0.312102994750051	0.0458792403133929	0.835193914592069	-0.518240627772768	-0.953011167196113	0.118089030887585	-0.104536120771393	1.49188707949296	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D17	Other	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D175	0.499608156414493	0.258553971589318	0.201370900062461	0.769706293645998	-0.418409039481189	-0.9136424362159	0.0452719256550362	-0.0538273398431375	1.63777854931803	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D175	Healthy	75
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D2	0.338527443311451	0.177200088708795	0.0149752149707272	0.438633897749531	-0.308981658896291	-0.531395362279776	-0.213551142792578	-0.0662223610447984	1.02232348741851	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D2	Other	52
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D231	0.489782287100307	0.299071840052905	0.13048935056318	0.760073507088077	-0.621649418769887	-0.883512197576257	1.02827083560558	0.0191753808398962	1.46828688322643	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D231	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	0.690278301747178	0.228468267921258	0.726854535890638	0.711589102687974	-0.252919631104952	-0.713918602748275	-0.483733334703781	-0.0507772438123081	1.67440161738811	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D239	Healthy	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D3	0.0282383919077279	0.382316066713325	0.442648102825462	0.815106369176396	0.231190892923735	-0.355688949886798	0.176865350983512	-0.00920282560542859	0.244629007405916	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D3	Other	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D344	-0.00388680930506584	0.579030041723451	0.272076718314209	0.876382814757513	0.0482630925754391	0.0410883660807555	0.41513507052182	0.360917716766716	-0.186331051031391	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D344	Healthy	10
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D4	0.409405294997251	0.262491453683684	0.0595557299715284	0.659404856161379	-0.313928076477872	-0.758463204204226	0.171529473501764	-0.0711406465123887	1.06205412956306	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D4	Other	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D5	0.473982916580086	0.213879684642994	-0.0638044280351184	0.636201809467532	-0.347987945639304	-0.74402731477976	-0.286059603236442	-0.0592189530661345	1.64619421543004	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D5	Other	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D6	0.342221589594103	0.366261005868983	0.199735475388745	0.662102602862971	-0.416612128401921	-0.369948570767307	0.487752737912881	-0.157671450775658	0.854737177432657	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D6	Other	78
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D7	0.274697053589358	0.533518919441212	-0.0215324787025575	0.82834547285251	-0.286881333601736	-0.714980422591536	-0.0628117116089519	-0.17060364067992	1.32757016219428	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D7	Other	300
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D8	0.201297023632505	0.629007247102094	0.158510315905917	0.615641911722287	-0.226303774368539	-0.103363621683253	0.76086004828968	0.0841569304003668	0.196506657669399	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D8	Other	125
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	0.0455079428263257	0.938522337635199	1.05470758199335	1.39603646038302	-0.063735091765428	-0.501715804311068	1.33378816084979	0.220719671946593	-0.202008837521657	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q	Healthy	73
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD047Q	0.0972153070554945	0.7202148295743	1.96866269573835	1.40539449894183	-0.246625622567628	-0.725248727419495	1.38890211160243	0.0342352858237228	-0.122875118037862	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD047Q	Healthy	151
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	0.0604241622981562	1.21554332881318	0.648981833527103	1.45671042242866	0.088180790755919	-0.40694934921275	1.44971183446485	0.134354295061612	-0.243922180489923	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R	Healthy	116
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_01	0.0414392383094316	0.826627545185585	1.25642612544019	1.0856407935365	0.296052498602646	-0.117481752356517	1.42339355972122	0.105366403505256	-0.340823886475232	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_01	Healthy	51
AT1||homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_02	0.0634223755714592	0.928128463582605	1.31168044577281	1.28947038534069	-0.334354833444685	-0.5032698010197	1.49396804142031	0.0902752613129174	-0.285063070186011	AT1	homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_02	Healthy	118
