pattern	program	cell_type	term	estimate	se	p	n
Pattern_7	Pattern_7 (fibroblast_like)	EC venous pulmonary	disease_groupHealthy	-0.051428120116935	0.0982580451805273	0.601721832185422	116
Pattern_7	Pattern_7 (fibroblast_like)	EC venous pulmonary	disease_groupOther	-0.527377574507248	0.146351306042825	0.000468254203970526	116
Pattern_7	Pattern_7 (fibroblast_like)	EC venous systemic	disease_groupFibrotic_ILD	0.104603055404055	0.487626783132404	0.830453545628021	146
Pattern_7	Pattern_7 (fibroblast_like)	EC venous systemic	disease_groupHealthy	-0.11073483953018	0.486956505450443	0.820438314325612	146
Pattern_7	Pattern_7 (fibroblast_like)	EC venous systemic	disease_groupOther	-0.473544152564494	0.492823662949481	0.33824607797165	146
Pattern_7	Pattern_7 (fibroblast_like)	Interstitial macrophages	disease_groupFibrotic_ILD	0.0465774757417062	0.12935948997914	0.719038812354959	323
Pattern_7	Pattern_7 (fibroblast_like)	Interstitial macrophages	disease_groupHealthy	-0.0280348361156093	0.122707121085452	0.819427642180748	323
Pattern_7	Pattern_7 (fibroblast_like)	Interstitial macrophages	disease_groupOther	-0.448345348899938	0.12801429408248	0.000527058860956049	323
Pattern_7	Pattern_7 (fibroblast_like)	Lymphatic EC	disease_groupFibrotic_ILD	0.178320979766962	0.168737742279494	0.292188884760407	165
Pattern_7	Pattern_7 (fibroblast_like)	Lymphatic EC	disease_groupHealthy	0.189677550319195	0.159587501373348	0.236367416702204	165
Pattern_7	Pattern_7 (fibroblast_like)	Lymphatic EC	disease_groupOther	-0.333920665605241	0.180972962623236	0.0668540500663818	165
Pattern_7	Pattern_7 (fibroblast_like)	Mast cells	disease_groupFibrotic_ILD	-0.0728864239276691	0.161692716260995	0.652676671163286	191
Pattern_7	Pattern_7 (fibroblast_like)	Mast cells	disease_groupHealthy	-0.0337978970515443	0.151932317831246	0.824203535495773	191
Pattern_7	Pattern_7 (fibroblast_like)	Mast cells	disease_groupOther	-0.64087338770282	0.164405364890386	0.000134989765136453	191
Pattern_7	Pattern_7 (fibroblast_like)	Myofibroblasts	disease_groupHealthy	-0.0250110002991412	0.180557552128205	0.890670584354527	36
Pattern_7	Pattern_7 (fibroblast_like)	Myofibroblasts	disease_groupOther	-0.854515820476728	0.2573979513869	0.00220576772607344	36
Pattern_7	Pattern_7 (fibroblast_like)	Non-classical monocytes	disease_groupFibrotic_ILD	0.0968061942472768	0.114865713679329	0.4002520920643	228
Pattern_7	Pattern_7 (fibroblast_like)	Non-classical monocytes	disease_groupHealthy	0.101534674084707	0.108547481383751	0.350592538896012	228
Pattern_7	Pattern_7 (fibroblast_like)	Non-classical monocytes	disease_groupOther	-0.395302688920779	0.122914059802189	0.00149150514299013	228
Pattern_7	Pattern_7 (fibroblast_like)	Peribronchial fibroblasts	disease_groupHealthy	-0.0102942280578571	0.12397789603634	0.933991466448705	103
Pattern_7	Pattern_7 (fibroblast_like)	Peribronchial fibroblasts	disease_groupOther	-0.376399513638011	0.139446599363137	0.00816090043344036	103
Pattern_7	Pattern_7 (fibroblast_like)	Pericytes	disease_groupFibrotic_ILD	0.221105275174257	0.658379270783127	0.73782459992126	89
Pattern_7	Pattern_7 (fibroblast_like)	Pericytes	disease_groupHealthy	0.234485540900054	0.652711624978533	0.720300251069902	89
Pattern_7	Pattern_7 (fibroblast_like)	Pericytes	disease_groupOther	-0.278904974256645	0.659575237746648	0.673468610467545	89
Pattern_7	Pattern_7 (fibroblast_like)	Transitional Club-AT2	disease_groupFibrotic_ILD	0.158657205231466	0.199955339536339	0.428720972288751	159
Pattern_7	Pattern_7 (fibroblast_like)	Transitional Club-AT2	disease_groupHealthy	-0.0329966042426498	0.196232991172052	0.866684374794778	159
Pattern_7	Pattern_7 (fibroblast_like)	Transitional Club-AT2	disease_groupOther	0.0951998331863262	0.240164838446913	0.692359774626279	159
Pattern_7	Pattern_7 (fibroblast_like)	Vascular smooth muscle	disease_groupFibrotic_ILD	0.0459221015588928	0.488347344540609	0.925233780881102	127
Pattern_7	Pattern_7 (fibroblast_like)	Vascular smooth muscle	disease_groupHealthy	-0.0464842765081252	0.485206814572994	0.923832933720719	127
Pattern_7	Pattern_7 (fibroblast_like)	Vascular smooth muscle	disease_groupOther	-0.517104093842745	0.49068955147701	0.294025818675557	127
