cell_type	emmean	SE	df	asymp.LCL	asymp.UCL	pattern	program
Interstitial macrophages	1.13746457107014	0.0128122283889197	Inf	1.11235306486615	1.16257607727412	Pattern_4	Pattern_4 (basement_membrane)
Lymphatic EC	0.945570150762063	0.0146205619108615	Inf	0.916914375983036	0.97422592554109	Pattern_4	Pattern_4 (basement_membrane)
Mast cells	0.799724839832444	0.0141573810058495	Inf	0.771976882945567	0.82747279671932	Pattern_4	Pattern_4 (basement_membrane)
Myofibroblasts	0.857594667603281	0.0235617204825959	Inf	0.811414544043594	0.903774791162969	Pattern_4	Pattern_4 (basement_membrane)
Non-classical monocytes	0.966367534185565	0.0136532759630346	Inf	0.939607605027031	0.993127463344099	Pattern_4	Pattern_4 (basement_membrane)
Peribronchial fibroblasts	1.03770884669331	0.0165510757390674	Inf	1.00526933433935	1.07014835904728	Pattern_4	Pattern_4 (basement_membrane)
Pericytes	0.560008569938846	0.0172136616896741	Inf	0.526270412985028	0.593746726892665	Pattern_4	Pattern_4 (basement_membrane)
Subpleural fibroblasts	1.24962913582305	0.0486413505305684	Inf	1.15429384062374	1.34496443102235	Pattern_4	Pattern_4 (basement_membrane)
Transitional Club-AT2	0.93653567617039	0.014744261927667	Inf	0.907637453813538	0.965433898527242	Pattern_4	Pattern_4 (basement_membrane)
Vascular smooth muscle	0.564308630530175	0.0155926968519796	Inf	0.533747506278444	0.594869754781906	Pattern_4	Pattern_4 (basement_membrane)
AT1	-0.28757626141241	0.0250298767636905	Inf	-0.33663391840672	-0.238518604418101	Pattern_5	Pattern_5 (synthetic_contractile)
AT2	-0.922501171234053	0.0223788143036965	Inf	-0.966362841286008	-0.878639501182098	Pattern_5	Pattern_5 (synthetic_contractile)
Adventitial fibroblasts	-0.784362212783433	0.0263023354226348	Inf	-0.835913842921089	-0.732810582645777	Pattern_5	Pattern_5 (synthetic_contractile)
Alveolar fibroblasts	-0.428944247177206	0.026591710580446	Inf	-0.481063042202193	-0.376825452152219	Pattern_5	Pattern_5 (synthetic_contractile)
Alveolar macrophages	-1.01809446782596	0.020271849033959	Inf	-1.05782656183255	-0.978362373819364	Pattern_5	Pattern_5 (synthetic_contractile)
Classical monocytes	-1.00744935642565	0.0203966033199841	Inf	-1.04742596433977	-0.967472748511533	Pattern_5	Pattern_5 (synthetic_contractile)
DC2	-1.03461110886236	0.0201224485468868	Inf	-1.07405038329502	-0.995171834429702	Pattern_5	Pattern_5 (synthetic_contractile)
EC aerocyte capillary	-0.580178800822343	0.0303341745179977	Inf	-0.639632690378371	-0.520724911266315	Pattern_5	Pattern_5 (synthetic_contractile)
EC general capillary	-0.49952561507402	0.025652639899611	Inf	-0.549803865385633	-0.449247364762408	Pattern_5	Pattern_5 (synthetic_contractile)
EC venous pulmonary	-0.500417598195	0.0289199073931334	Inf	-0.557099575121775	-0.443735621268225	Pattern_5	Pattern_5 (synthetic_contractile)
EC venous systemic	-0.553815078974462	0.0265606414884742	Inf	-0.605872979698152	-0.501757178250773	Pattern_5	Pattern_5 (synthetic_contractile)
Interstitial macrophages	-1.09956674779635	0.0201625796806189	Inf	-1.13908467780578	-1.06004881778692	Pattern_5	Pattern_5 (synthetic_contractile)
Lymphatic EC	-0.752694509262346	0.0253385139056561	Inf	-0.802357083939199	-0.703031934585493	Pattern_5	Pattern_5 (synthetic_contractile)
Mast cells	-0.992896865925189	0.0240373432401273	Inf	-1.04000919295987	-0.945784538890512	Pattern_5	Pattern_5 (synthetic_contractile)
Myofibroblasts	0.935560899928981	0.047704196414941	Inf	0.842062393044272	1.02905940681369	Pattern_5	Pattern_5 (synthetic_contractile)
Non-classical monocytes	-1.02164359230745	0.0226188521710836	Inf	-1.06597572793441	-0.977311456680494	Pattern_5	Pattern_5 (synthetic_contractile)
Peribronchial fibroblasts	-0.179533175252063	0.0304492518858802	Inf	-0.239212612304577	-0.11985373819955	Pattern_5	Pattern_5 (synthetic_contractile)
Pericytes	0.826777585234576	0.0321933652620796	Inf	0.763679748779757	0.889875421689395	Pattern_5	Pattern_5 (synthetic_contractile)
Subpleural fibroblasts	-0.688269818355833	0.10459133577847	Inf	-0.893265069576569	-0.483274567135096	Pattern_5	Pattern_5 (synthetic_contractile)
Transitional Club-AT2	-0.869023622769529	0.0256743862297363	Inf	-0.919344495104983	-0.818702750434075	Pattern_5	Pattern_5 (synthetic_contractile)
Vascular smooth muscle	1.94062355349963	0.027964018294435	Inf	1.88581508477952	1.99543202221974	Pattern_5	Pattern_5 (synthetic_contractile)
AT1	-0.22948180110242	0.0242431424526089	Inf	-0.276997487181608	-0.181966115023233	Pattern_6	Pattern_6 (fibroblast_like)
AT2	-0.0382032730929205	0.0221428001612253	Inf	-0.0816023639257898	0.00519581773994888	Pattern_6	Pattern_6 (fibroblast_like)
Adventitial fibroblasts	1.36433382166389	0.0252590834283741	Inf	1.31482692786179	1.413840715466	Pattern_6	Pattern_6 (fibroblast_like)
Alveolar fibroblasts	1.00742601333621	0.025493924907023	Inf	0.957458838693876	1.05739318797854	Pattern_6	Pattern_6 (fibroblast_like)
Alveolar macrophages	-0.108627254791201	0.0204959178311849	Inf	-0.148798515570416	-0.0684559940119863	Pattern_6	Pattern_6 (fibroblast_like)
Classical monocytes	-0.166954892388326	0.0205923396413204	Inf	-0.20731513644273	-0.126594648333921	Pattern_6	Pattern_6 (fibroblast_like)
DC2	-0.143256767079663	0.0203760489981921	Inf	-0.183193089263342	-0.103320444895983	Pattern_6	Pattern_6 (fibroblast_like)
EC aerocyte capillary	-0.314845939023584	0.0285400228899631	Inf	-0.370783356005861	-0.258908522041308	Pattern_6	Pattern_6 (fibroblast_like)
EC general capillary	-0.223455031251815	0.0247419269636602	Inf	-0.271948317008709	-0.174961745494921	Pattern_6	Pattern_6 (fibroblast_like)
EC venous pulmonary	0.619110407985927	0.0273798696423372	Inf	0.565446849585544	0.672773966386309	Pattern_6	Pattern_6 (fibroblast_like)
EC venous systemic	0.528000989781916	0.0254828215313656	Inf	0.478055577355978	0.577946402207854	Pattern_6	Pattern_6 (fibroblast_like)
Interstitial macrophages	-0.103998232593944	0.0204139897362856	Inf	-0.144008917257835	-0.0639875479300544	Pattern_6	Pattern_6 (fibroblast_like)
Lymphatic EC	0.379390803431263	0.0244849812797554	Inf	0.331401121960805	0.427380484901721	Pattern_6	Pattern_6 (fibroblast_like)
Mast cells	-0.0620832609944089	0.0234532108152761	Inf	-0.108050709514175	-0.0161158124746425	Pattern_6	Pattern_6 (fibroblast_like)
Myofibroblasts	0.904981242600703	0.0431428525745003	Inf	0.820422805364361	0.989539679837045	Pattern_6	Pattern_6 (fibroblast_like)
Non-classical monocytes	-0.144986646324785	0.0223284350058396	Inf	-0.188749574767374	-0.101223717882196	Pattern_6	Pattern_6 (fibroblast_like)
Peribronchial fibroblasts	1.63805775490309	0.0286529703336351	Inf	1.58189896499907	1.69421654480711	Pattern_6	Pattern_6 (fibroblast_like)
Pericytes	0.931451859172194	0.0300735368713478	Inf	0.872508810016615	0.990394908327773	Pattern_6	Pattern_6 (fibroblast_like)
Subpleural fibroblasts	1.2091523537581	0.0924859294016927	Inf	1.02788326305407	1.39042144446213	Pattern_6	Pattern_6 (fibroblast_like)
Transitional Club-AT2	0.264915479320201	0.0247558142272675	Inf	0.216394975026792	0.31343598361361	Pattern_6	Pattern_6 (fibroblast_like)
Vascular smooth muscle	1.29178730700895	0.0266060576805142	Inf	1.23964039218455	1.34393422183335	Pattern_6	Pattern_6 (fibroblast_like)
AT1	0.981075744774545	0.0312721495714568	Inf	0.91978345789534	1.04236803165375	Pattern_7	Pattern_7 (fibroblast_like)
AT2	0.879156331048879	0.02995038914146	Inf	0.820454647008658	0.9378580150891	Pattern_7	Pattern_7 (fibroblast_like)
Adventitial fibroblasts	0.740167794163609	0.0319266286962098	Inf	0.677592751771255	0.802742836555963	Pattern_7	Pattern_7 (fibroblast_like)
Alveolar fibroblasts	0.763556571773026	0.0320820322535425	Inf	0.70067694400523	0.826436199540821	Pattern_7	Pattern_7 (fibroblast_like)
Alveolar macrophages	1.02935501256707	0.0289508342124036	Inf	0.972612420188371	1.08609760494577	Pattern_7	Pattern_7 (fibroblast_like)
Classical monocytes	1.03235794706035	0.0290081657527477	Inf	0.975502986927398	1.08921290719331	Pattern_7	Pattern_7 (fibroblast_like)
DC2	0.972448943554019	0.0288761586275859	Inf	0.915852712632085	1.02904517447595	Pattern_7	Pattern_7 (fibroblast_like)
EC aerocyte capillary	0.94242826679546	0.0341380592232482	Inf	0.875518900215798	1.00933763337512	Pattern_7	Pattern_7 (fibroblast_like)
EC general capillary	0.987060834957171	0.0315942656010233	Inf	0.925137212261173	1.04898445765317	Pattern_7	Pattern_7 (fibroblast_like)
EC venous pulmonary	0.676725650596778	0.0333408190595846	Inf	0.611378846024925	0.74207245516863	Pattern_7	Pattern_7 (fibroblast_like)
EC venous systemic	0.930519879526468	0.0320898363210786	Inf	0.867624956067368	0.993414802985567	Pattern_7	Pattern_7 (fibroblast_like)
Interstitial macrophages	1.03184012459593	0.0289046121698344	Inf	0.975188125755956	1.0884921234359	Pattern_7	Pattern_7 (fibroblast_like)
Lymphatic EC	0.904288620909095	0.0314229682737214	Inf	0.842700734805257	0.965876507012934	Pattern_7	Pattern_7 (fibroblast_like)
Mast cells	1.14227970872776	0.0307703042620022	Inf	1.0819710205809	1.20258839687463	Pattern_7	Pattern_7 (fibroblast_like)
Myofibroblasts	0.583546824597526	0.045065614964623	Inf	0.495219842325716	0.671873806869337	Pattern_7	Pattern_7 (fibroblast_like)
Non-classical monocytes	1.00854813500818	0.0300623985587705	Inf	0.9496269165441	1.06746935347226	Pattern_7	Pattern_7 (fibroblast_like)
Peribronchial fibroblasts	0.952345303531519	0.0342328989653393	Inf	0.885250054473056	1.01944055258998	Pattern_7	Pattern_7 (fibroblast_like)
Pericytes	1.32205671619094	0.0352112452797304	Inf	1.25304394359186	1.39106948879001	Pattern_7	Pattern_7 (fibroblast_like)
Subpleural fibroblasts	0.551013798627694	0.0869835633922123	Inf	0.380529147132001	0.721498450123386	Pattern_7	Pattern_7 (fibroblast_like)
Transitional Club-AT2	0.781120877427942	0.0316000613107458	Inf	0.719185895349623	0.843055859506261	Pattern_7	Pattern_7 (fibroblast_like)
Vascular smooth muscle	0.650131161836081	0.0328219931374945	Inf	0.585801237385771	0.714461086286391	Pattern_7	Pattern_7 (fibroblast_like)
AT1	0.0814175804279731	0.0150143080745832	Inf	0.0519900773490011	0.110845083506945	Pattern_8	Pattern_8 (vascular_stabilizing)
AT2	-0.0917191063287173	0.0132037712865287	Inf	-0.117598022510418	-0.065840190147017	Pattern_8	Pattern_8 (vascular_stabilizing)
Adventitial fibroblasts	0.252134247428483	0.0158798606302512	Inf	0.221010292513676	0.283258202343291	Pattern_8	Pattern_8 (vascular_stabilizing)
Alveolar fibroblasts	0.324489423331518	0.0160733732767457	Inf	0.292986190599028	0.355992656064008	Pattern_8	Pattern_8 (vascular_stabilizing)
Alveolar macrophages	0.34337110300308	0.011754705021359	Inf	0.320332304512324	0.366409901493835	Pattern_8	Pattern_8 (vascular_stabilizing)
Classical monocytes	0.274858914349299	0.0118413472420549	Inf	0.251650300226439	0.298067528472159	Pattern_8	Pattern_8 (vascular_stabilizing)
DC2	0.240862147093536	0.0116553366499956	Inf	0.218018107031855	0.263706187155218	Pattern_8	Pattern_8 (vascular_stabilizing)
EC aerocyte capillary	0.052937861534207	0.0185826556806386	Inf	0.0165165256630467	0.0893591974053673	Pattern_8	Pattern_8 (vascular_stabilizing)
EC general capillary	-0.133723407116474	0.0154361613068918	Inf	-0.163977727337532	-0.103469086895415	Pattern_8	Pattern_8 (vascular_stabilizing)
EC venous pulmonary	-0.229969368528653	0.0176407119127536	Inf	-0.264544528539297	-0.195394208518009	Pattern_8	Pattern_8 (vascular_stabilizing)
EC venous systemic	-0.121557573828257	0.0160418285829759	Inf	-0.152998980097055	-0.0901161675594593	Pattern_8	Pattern_8 (vascular_stabilizing)
Interstitial macrophages	0.305658567366757	0.0116767600809983	Inf	0.282772538151885	0.328544596581628	Pattern_8	Pattern_8 (vascular_stabilizing)
Lymphatic EC	0.0355300307895394	0.0152278564543557	Inf	0.00568398057725647	0.0653760810018224	Pattern_8	Pattern_8 (vascular_stabilizing)
Mast cells	0.254530716104104	0.0143396023977587	Inf	0.226425611851873	0.282635820356336	Pattern_8	Pattern_8 (vascular_stabilizing)
Myofibroblasts	0.206224485249517	0.0299835273894622	Inf	0.147457851436701	0.264991119062333	Pattern_8	Pattern_8 (vascular_stabilizing)
Non-classical monocytes	0.309429409157257	0.0133715175998023	Inf	0.283221716243001	0.335637102071513	Pattern_8	Pattern_8 (vascular_stabilizing)
Peribronchial fibroblasts	0.372144004302274	0.0186425440914878	Inf	0.335605289302758	0.40868271930179	Pattern_8	Pattern_8 (vascular_stabilizing)
Pericytes	1.07614829544633	0.0198172086602346	Inf	1.03730728019816	1.11498931069451	Pattern_8	Pattern_8 (vascular_stabilizing)
Subpleural fibroblasts	0.105555906035167	0.0666062025432876	Inf	-0.0249898520966567	0.236101664166991	Pattern_8	Pattern_8 (vascular_stabilizing)
Transitional Club-AT2	-0.0391845795621119	0.015454339195883	Inf	-0.0694745277909083	-0.00889463133331549	Pattern_8	Pattern_8 (vascular_stabilizing)
Vascular smooth muscle	0.352361150595776	0.0169955178926541	Inf	0.319050547627568	0.385671753563984	Pattern_8	Pattern_8 (vascular_stabilizing)
AT1	0.113364862624493	0.031766983708925	Inf	0.051102718657529	0.175627006591456	Pattern_9	Pattern_9 (basement_membrane)
AT2	-0.109622515456704	0.0304442652983852	Inf	-0.169292178977321	-0.0499528519360861	Pattern_9	Pattern_9 (basement_membrane)
Adventitial fibroblasts	0.335680912057823	0.032422177700493	Inf	0.272134611464499	0.399227212651147	Pattern_9	Pattern_9 (basement_membrane)
Alveolar fibroblasts	0.596956285361622	0.032577801672954	Inf	0.533104967387143	0.6608076033361	Pattern_9	Pattern_9 (basement_membrane)
Alveolar macrophages	-0.115527585749974	0.0294445066473644	Inf	-0.173237758321358	-0.0578174131785894	Pattern_9	Pattern_9 (basement_membrane)
Classical monocytes	-0.0366126130160815	0.0295018354881083	Inf	-0.0944351480505993	0.0212099220184363	Pattern_9	Pattern_9 (basement_membrane)
DC2	-0.0639312166504485	0.0293698016467529	Inf	-0.121494970111169	-0.00636746318972765	Pattern_9	Pattern_9 (basement_membrane)
EC aerocyte capillary	0.383225122745529	0.0346375091109088	Inf	0.31533685237397	0.451113393117089	Pattern_9	Pattern_9 (basement_membrane)
EC general capillary	0.291360170459808	0.0320894533222095	Inf	0.228465997664698	0.354254343254917	Pattern_9	Pattern_9 (basement_membrane)
EC venous pulmonary	0.210341672289925	0.0338386264973091	Inf	0.144019183068896	0.276664161510953	Pattern_9	Pattern_9 (basement_membrane)
EC venous systemic	0.321871091743989	0.0325857856590418	Inf	0.258004125444325	0.385738058043652	Pattern_9	Pattern_9 (basement_membrane)
Interstitial macrophages	-0.104296782370605	0.0293983146163888	Inf	-0.161916420224904	-0.0466771445163054	Pattern_9	Pattern_9 (basement_membrane)
Lymphatic EC	0.332888141170361	0.0319179089059562	Inf	0.270330189252857	0.395446093087865	Pattern_9	Pattern_9 (basement_membrane)
Mast cells	-0.00213626670838436	0.031264706111495	Inf	-0.063413964674144	0.0591414312573752	Pattern_9	Pattern_9 (basement_membrane)
Myofibroblasts	0.549810239864041	0.0456052258148512	Inf	0.460425639760117	0.639194839967966	Pattern_9	Pattern_9 (basement_membrane)
Non-classical monocytes	-0.0876884710273906	0.0305562986677418	Inf	-0.147577715917014	-0.0277992261377674	Pattern_9	Pattern_9 (basement_membrane)
Peribronchial fibroblasts	0.602961895796431	0.0347327209873027	Inf	0.534887013576239	0.671036778016623	Pattern_9	Pattern_9 (basement_membrane)
Pericytes	0.678585379305589	0.0357132495587051	Inf	0.608588696399636	0.748582062211542	Pattern_9	Pattern_9 (basement_membrane)
Subpleural fibroblasts	0.208069122243059	0.0877969768638717	Inf	0.035990209638374	0.380148034847744	Pattern_9	Pattern_9 (basement_membrane)
Transitional Club-AT2	-0.0132260711926748	0.0320952219498009	Inf	-0.076131550290104	0.0496794079047545	Pattern_9	Pattern_9 (basement_membrane)
Vascular smooth muscle	0.31458888294886	0.0333189067070521	Inf	0.249285025798788	0.379892740098933	Pattern_9	Pattern_9 (basement_membrane)
