pericyte_state	state_program	vascular_stabilizing_relenrich	inflammatory_relenrich	synthetic_contractile_relenrich	activated_migratory_relenrich	fibroblast_like_relenrich	basement_membrane_relenrich
0	vascular_stabilizing	0.4062852477732454	0.350204602112112	0.3895131278194579	0.3339422346457334	0.15270433144661916	-0.22858079892639435
1	basement_membrane	-0.7662400371646073	-0.6155632298250907	-0.6591206734750373	-0.570514788664555	-0.33216136542804514	0.4488915784758076
2	vascular_stabilizing	0.30969402177210575	0.2275943022806866	0.08045338529906922	-0.016564840531863977	0.048387552389916905	-0.4736646935665028
3	basement_membrane	0.2663620343875965	-0.35056403950916426	0.21991343315356754	0.0461761083968497	0.3749278130880193	0.6687361536582139
4	activated_migratory	-0.4417732162001926	0.4131994549056089	-0.5324143813775926	0.4384861470667155	0.15600484399609246	-0.038093664575168044
5	basement_membrane	-0.5121730493781781	-0.597548871926814	0.11345895801305646	0.16182745469201296	0.32810139384193665	0.6630572676173935
