pericyte_state	n_cells	n_donors	n_studies	n_datasets	AGTR1_pos_frac	AGTR1_mean	vascular_stabilizing_score	inflammatory_score	synthetic_contractile_score	activated_migratory_score	fibroblast_like_score	vascular_stabilizing_relenrich	inflammatory_relenrich	synthetic_contractile_relenrich	activated_migratory_relenrich	fibroblast_like_relenrich	state_program
0	5864	122	23	27	0.4619713506139154	0.9685337	0.8283144188954197	0.05658431068809873	1.1779681829418336	0.4239970303607182	0.500353621255363	0.4062852477732454	0.350204602112112	0.3895131278194579	0.3339422346457334	0.15270433144661916	vascular_stabilizing
1	3630	113	16	22	0.29614325068870523	0.6544037	0.26302403860309015	-0.12867190142688784	0.6534632090383763	0.1264989042670602	0.29136338887179636	-0.7662400371646073	-0.6155632298250907	-0.6591206734750373	-0.570514788664555	-0.33216136542804514	fibroblast_like
2	1396	111	23	30	0.22779369627507162	0.59054834	0.7817464756872861	0.033064869511961484	1.0233828815857682	0.308706645786933	0.45539026740894545	0.30969402177210575	0.2275943022806866	0.08045338529906922	-0.016564840531863977	0.048387552389916905	vascular_stabilizing
3	457	85	18	24	0.4288840262582057	0.89594126	0.7608555354729691	-0.07783903602382983	1.093137917776859	0.3293436846451373	0.5961379536358133	0.2663620343875965	-0.35056403950916426	0.21991343315356754	0.0461761083968497	0.3749278130880193	fibroblast_like
4	220	65	18	23	0.20909090909090908	0.524816	0.4194539041005654	0.06866815467765837	0.7168390799553105	0.45838409048427237	0.5017762314526721	-0.4417732162001926	0.4131994549056089	-0.5324143813775926	0.4384861470667155	0.15600484399609246	activated_migratory
5	113	47	15	20	0.23893805309734514	0.4816886	0.3855131874431764	-0.12521633830130277	1.0398915875169028	0.3673842525397782	0.5759545001496021	-0.5121730493781781	-0.597548871926814	0.11345895801305646	0.16182745469201296	0.32810139384193665	fibroblast_like
