gene	compartment	contrast	family	estimable	estimate	se	ci_lo	ci_hi	df	t.ratio	p.value	p_BH_reference	n_model_donors	covariates	n_control	n_donors_arm	n_control_donors
AGTR1	Myofibroblast	IPF	primary	TRUE	-0.115834264630763	0.0728917571660997	-0.258702108676319	0.0270335794147919	52	-1.58912707189662	0.118094013141821	0.199892301176068	59	mean_log10_counts+sex+age+ever_smoker	16	29	16
AGTR1	Myofibroblast	COPD	primary	TRUE	-0.121431151730442	0.0823497144873374	-0.282836592125623	0.0399742886647396	52	-1.47457890396346	0.146354819349484	0.199892301176068	59	mean_log10_counts+sex+age+ever_smoker	16	14	16
AGTR1	Fibroblast	IPF	primary	TRUE	0.0820656786805685	0.0562909055262576	-0.0282644961508964	0.192395853512033	62	1.4578852110007	0.149919225882051	0.199892301176068	69	mean_log10_counts+sex+age+ever_smoker	23	30	23
AGTR1	Fibroblast	COPD	primary	TRUE	0.0253976250415632	0.0652343104877462	-0.102461623514419	0.153256873597546	62	0.389329247932098	0.698366667002618	0.698366667002618	69	mean_log10_counts+sex+age+ever_smoker	23	16	23
