contrast	estimate	se	df	t.ratio	p.value	gene	compartment	model_arm	covariates	n_model_donors	ci_lo	ci_hi
COPD	-0.00149699894434548	0.008656572661169	46	-0.172932060174416	0.863463518549483	ACE2	ATI	no_smoking	mean_log10_counts+sex+age	52	-0.0184638813602367	0.0154698834715458
COPD	-0.00323762433375781	0.00730314626936777	49	-0.443319114028657	0.65948619980064	ACE2	ATI	unadjusted	none	52	-0.0175517910217186	0.011076542354203
IPF	-0.0133897139284766	0.0106433614076392	45	-1.25803431976539	0.214868156746882	ACE2	ATI	adjusted	mean_log10_counts+sex+age+ever_smoker	52	-0.0342507022874494	0.00747127443049626
IPF	-0.00974435373853767	0.00989929278066552	46	-0.98434847361718	0.330093530264147	ACE2	ATI	no_smoking	mean_log10_counts+sex+age	52	-0.0291469675886421	0.00965826011156675
IPF	-0.00943461607334053	0.0070850925806915	49	-1.33161507289997	0.189148386349282	ACE2	ATI	unadjusted	none	52	-0.0233213975314959	0.00445216538481481
COPD	-0.00561247028775601	0.0186932391023519	51	-0.300240651554596	0.765214055317122	ACE2	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	58	-0.0422512189283658	0.0310262783528538
COPD	-0.0028133429689829	0.0153671467491334	52	-0.183075167753021	0.855450991766569	ACE2	ATII	no_smoking	mean_log10_counts+sex+age	58	-0.0329329505972844	0.0273062646593186
COPD	-0.0122114049282614	0.0142543533027609	55	-0.856678985632842	0.395339604862986	ACE2	ATII	unadjusted	none	58	-0.0401499374016728	0.01572712754515
IPF	-0.00625036214075892	0.0170900912102172	51	-0.365730180364525	0.716079064477973	ACE2	ATII	adjusted	mean_log10_counts+sex+age+ever_smoker	58	-0.0397469409127846	0.0272462166312668
IPF	-0.00464228713422328	0.0158596032405192	52	-0.292711429398363	0.770907592359101	ACE2	ATII	no_smoking	mean_log10_counts+sex+age	58	-0.0357271094856409	0.0264425352171944
