coef,std err,z,P>|z|,Conf. Int. Low,Conf. Int. Upp.,pvalue-hs,reject-hs
0.9061181370796915,0.030984273322659642,29.24445339232864,5.2820972612455876e-188,0.8453900772801334,0.9668461968792496,5.282097261245587e-187,True
0.8666367598339005,0.03371973144263565,25.701176218091526,1.1340243470378947e-145,0.8005473006379719,0.9327262190298292,1.0206219123341053e-144,True
0.2792689821555276,0.042373588793691665,6.590637944669524,4.3794067734988774e-11,0.1962182742241819,0.36231969008687326,2.6276440638116385e-10,True
0.3639533740759213,0.1331930600592464,2.7325250573417947,0.006285089048052157,0.10289977336911804,0.6250069747827246,0.018737008386882432,True
-0.03948137724579093,0.037452086921340326,-1.0541836381164196,0.2917988495597945,-0.11288611875748156,0.0339233642658997,0.4984511305151695,False
-0.6268491549241639,0.04481492099539815,-13.987509985536567,1.858041020365786e-44,-0.7146847860451522,-0.5390135238031757,1.3006287142560502e-43,True
-0.5421647630037701,0.1329537708297548,-4.0778441981762485,4.54552086187031e-05,-0.8027493654388815,-0.28158016056865875,0.00022725538227277305,True
-0.587367777678373,0.03751499960760388,-15.656878150661635,2.981788182950509e-55,-0.6608958257893108,-0.5138397295674352,2.385430546360407e-54,True
-0.5026833857579792,0.1336846737741111,-3.760217020893289,0.00016976601600335653,-0.7647005316402233,-0.24066623987573516,0.0006788911605824236,True
0.08468439192039373,0.13581852659286558,0.623511343001435,0.532948550645636,-0.18151502863491842,0.3508838124757059,0.532948550645636,False
