ligand	target	weight
MMP14	COL4A1	0.0396258869446207
MMP14	LAMA4	0.0400852159744948
TIMP2	COL4A1	0.0403883068362568
TIMP2	LAMA4	0.0411874842853892
MXRA5	LAMB1	0.022315398821589
COL5A1	COL4A1	0.0235806801737352
TGFB2	COL4A1	0.148611897364447
TGFB2	COL4A2	0.147819497190179
COL1A1	COL4A1	0.0249075121236797
COPA	COL4A1	0.023283802358222
FGF7	NID1	0.111457551292861
CALM3	COL4A1	0.0241474729954842
RELN	COL4A1	0.0235826207906477
POSTN	LAMB1	0.121100021003492
TGFB1	COL4A1	0.241031693460777
TGFB1	COL4A2	0.222161544427602
IGF2	LAMA4	0.0729691195701672
FGF2	COL4A1	0.14463663885456
COL10A1	COL4A1	0.0236182510096303
CALR	NID2	0.0450064747543519
PDGFA	LAMA4	0.0701567798198189
BMP2	NID2	0.148193400725767
CRTAM	NID2	0.0126485555300324
