test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver	target_set	perm_mean	perm_sd	perm_z	perm_p	perm_p_BH
HGF	0.772505891594658	0.00647911559337559	0.00386746764351923	0.0260302817419675	35	Pericytes	basement_membrane	0.000996813825189328	0.00549837935843963	0.522090898279626	0.0573942605739426	0.188833400923867
MYOC	0.75988478659335	0.00646721969255074	0.00385557174269438	0.0315195595370475	36	Pericytes	basement_membrane	0.000953205893983401	0.0052763760875907	0.550068039224295	0.051994800519948	0.188833400923867
SIGLEC7	0.792772977219167	0.00646635611965225	0.00385470816979589	0.0401025174044486	37	Pericytes	basement_membrane	0.00107756410194542	0.00619443294447104	0.448329022647549	0.0544945505449455	0.188833400923867
BDNF	0.785519769573187	0.00645823660565004	0.00384658865579368	0.0306463265322477	38	Pericytes	basement_membrane	0.000993186010748574	0.00531420872703405	0.536938383795406	0.0566943305669433	0.188833400923867
NTM	0.801178318931657	0.00644766890969492	0.00383602095983856	0.0398444540503163	39	Pericytes	basement_membrane	0.00105136252937253	0.00596918207706005	0.466505862028845	0.0567943205679432	0.188833400923867
INHBA	0.678083267871172	0.00642071623704595	0.00380906828718959	0.021042232122722	40	Pericytes	basement_membrane	0.0010421861495116	0.00565078873437953	0.489645298689759	0.0555944405559444	0.188833400923867
COL1A2	0.788897617177272	0.0064024552518734	0.00379080730201704	0.0398331137308056	41	Pericytes	basement_membrane	0.00104422036317351	0.00591350508347261	0.464460062192192	0.0572942705729427	0.188833400923867
NRP1	0.796124639958104	0.00639592376668629	0.00378427581682993	0.0315086089267037	42	Pericytes	basement_membrane	0.00105864784746622	0.00588609983383136	0.463061797507699	0.0576942305769423	0.188833400923867
COL4A2	0.772270227808327	0.0063001847351348	0.00368853678527844	0.0346579750076358	43	Pericytes	basement_membrane	0.00107845888424184	0.00605721551386603	0.430903918650686	0.0578942105789421	0.188833400923867
LAMB1	0.780701754385966	0.00629905001875085	0.0036874020688945	0.0347414771435958	44	Pericytes	basement_membrane	0.000986623738865055	0.005306747472304	0.508932890461595	0.0567943205679432	0.188833400923867
COL6A3	0.790992406389107	0.00629736976914569	0.00368572181928933	0.0378203692420128	45	Pericytes	basement_membrane	0.00105193961134757	0.00594337402684128	0.443145963226806	0.0568943105689431	0.188833400923867
LGALS3BP	0.771589421314481	0.00618859329971445	0.0035769453498581	0.032223144647149	46	Pericytes	basement_membrane	0.00108503742311486	0.00625056556128643	0.398669192781073	0.0615938406159384	0.188833400923867
NID1	0.75616653574234	0.00616608286096356	0.0035544349111072	0.0354268561393249	47	Pericytes	basement_membrane	0.00107498040018776	0.00597542928364042	0.414941654101356	0.0617938206179382	0.188833400923867
FN1	0.773658025661169	0.00601489479065699	0.00340324684080063	0.0239492089349403	48	Pericytes	basement_membrane	0.00103743569618959	0.00602133559276054	0.392904714936577	0.0652934706529347	0.188833400923867
TSPAN3	0.717439120188531	0.00599816352155731	0.00338651557170095	0.0363247255385383	49	Pericytes	basement_membrane	0.00105367910235644	0.00598306250614431	0.38990675209373	0.0656934306569343	0.188833400923867
AGRN	0.782037182508511	0.00597685952272122	0.00336521157286486	0.0262995116036609	50	Pericytes	basement_membrane	0.00107287155087579	0.00606012341941688	0.378266227160377	0.0650934906509349	0.188833400923867
LIN7C	0.787719298245614	0.00596834346823433	0.00335669551837797	0.0367304565085342	51	Pericytes	basement_membrane	0.00107895406059009	0.00621241141622316	0.366643691987263	0.0658934106589341	0.188833400923867
VEGFA	0.749646504320503	0.00596411648671786	0.0033524685368615	0.0163793709070381	52	Pericytes	basement_membrane	0.00104932874526176	0.00603985774292604	0.38132351615354	0.0660933906609339	0.188833400923867
ADAM28	0.735873265252684	0.00594185042696998	0.00333020247711362	0.0354556944002023	53	Pericytes	basement_membrane	0.00108061679707702	0.00620784214304595	0.362378041870248	0.0664933506649335	0.188833400923867
FBLN1	0.67886881382561	0.00593188046961318	0.00332023251975682	0.0276436351279649	54	Pericytes	basement_membrane	0.00105279208141999	0.00603186190271868	0.375910535570261	0.0632936706329367	0.188833400923867
SEMA3C	0.765174129353234	0.00590943279325023	0.00329778484339387	0.0381923766016999	55	Pericytes	basement_membrane	0.00105664496280535	0.00601718789567319	0.372456356598083	0.0664933506649335	0.188833400923867
MFNG	0.746556690233046	0.00590266169487642	0.00329101374502006	0.0353882695270174	56	Pericytes	basement_membrane	0.00113943081344343	0.00662543004037488	0.324746155112204	0.0717928207179282	0.188833400923867
SLIT3	0.76153443309767	0.00588234075556096	0.0032706928057046	0.0321299372751624	57	Pericytes	basement_membrane	0.00113455685889016	0.00661829929169212	0.32276206509668	0.0700929907009299	0.188833400923867
NECTIN3	0.733542812254518	0.00588139568348805	0.00326974773363169	0.0131005147491513	58	Pericytes	basement_membrane	0.00102167556727011	0.00561605679444934	0.400293702261607	0.067993200679932	0.188833400923867
LAMA2	0.732547787378896	0.00587992737876661	0.00326827942891025	0.0173333938666833	59	Pericytes	basement_membrane	0.00105370464212127	0.00603994476682386	0.366654807665323	0.0676932306769323	0.188833400923867
NAMPT	0.782901283058393	0.00587689423745046	0.0032652462875941	0.027997186832017	60	Pericytes	basement_membrane	0.00101375268366662	0.00579011926557213	0.388850989186837	0.0671932806719328	0.188833400923867
COL12A1	0.735454307410318	0.00586357369039359	0.00325192574053723	0.0280242996344974	61	Pericytes	basement_membrane	0.000992539746368765	0.00554775686392206	0.40726117773142	0.0670932906709329	0.188833400923867
FGA	0.777297721916732	0.00585352098823176	0.0032418730383754	0.0327043533525143	62	Pericytes	basement_membrane	0.00107911481588049	0.00619028187222861	0.349379602922068	0.0673932606739326	0.188833400923867
COL8A2	0.758130400628438	0.00583495051818202	0.00322330256832566	0.0248191860775146	63	Pericytes	basement_membrane	0.000998205125151301	0.00540412032945194	0.411740913881542	0.0690930906909309	0.188833400923867
LAMC1	0.766116784498562	0.00583317030073007	0.00322152235087371	0.0329059970773281	64	Pericytes	basement_membrane	0.00101624207090732	0.00557345407418643	0.395675688830055	0.06999300069993	0.188833400923867
NRG1	0.752474469756481	0.00583097511476133	0.00321932716490498	0.0168417473652434	65	Pericytes	basement_membrane	0.00109260191959595	0.00618586125270355	0.343804226837375	0.0737926207379262	0.188833400923867
ENG	0.727913066247711	0.00581801583988844	0.00320636789003208	0.0310191540818984	66	Pericytes	basement_membrane	0.0010498041532666	0.00590772221708809	0.365041492730923	0.0703929607039296	0.188833400923867
BMP4	0.712778214192201	0.00581043254648272	0.00319878459662636	0.0118198356159996	67	Pericytes	basement_membrane	0.00101912878527925	0.0056041093663523	0.388938842706035	0.0725927407259274	0.188833400923867
FCN1	0.770437287247971	0.00579723584249291	0.00318558789263655	0.0342471083733745	68	Pericytes	basement_membrane	0.00105052209034072	0.00592727666621125	0.360210248741532	0.0696930306969303	0.188833400923867
CLDN1	0.758968316313171	0.00577017905397751	0.00315853110412115	0.0060772642977506	69	Pericytes	basement_membrane	0.00105030518351851	0.00611056266202506	0.345013387016633	0.0726927307269273	0.188833400923867
SCGB3A1	0.700052369730296	0.00571624947561793	0.00310460152576157	0.0308394590402043	70	Pericytes	basement_membrane	0.00113933618344435	0.00661783430652107	0.29696502681862	0.0710928907109289	0.188833400923867
COL24A1	0.778894998690757	0.00571240309484336	0.00310075514498701	0.0335416371158912	71	Pericytes	basement_membrane	0.00105292830815249	0.00592782690502262	0.345459958538837	0.072992700729927	0.188833400923867
PCSK9	0.747604084838964	0.0057109839182324	0.00309933596837604	0.0240782426940385	72	Pericytes	basement_membrane	0.000974939257102508	0.00515717911525388	0.411929984163242	0.0732926707329267	0.188833400923867
MIF	0.67020162346164	0.00570893185611333	0.00309728390625697	0.0226164100154658	73	Pericytes	basement_membrane	0.00104404500847231	0.0061144544385686	0.335800833649736	0.0707929207079292	0.188833400923867
ANGPTL2	0.741791044776121	0.00570519570552884	0.00309354775567248	0.0146077181408967	74	Pericytes	basement_membrane	0.000947869617891576	0.00519534722331134	0.412999948906845	0.0706929307069293	0.188833400923867
ANGPTL1	0.734354543074105	0.00569649682155848	0.00308484887170212	0.0338527352771873	75	Pericytes	basement_membrane	0.00105138025075927	0.00594246455232836	0.342192806206325	0.0725927407259274	0.188833400923867
CD99	0.76281749148992	0.00569372742661371	0.00308207947675735	0.0194012892787796	76	Pericytes	basement_membrane	0.00106849051361916	0.00564863715641571	0.356473412502902	0.0764923507649235	0.188833400923867
LAMA5	0.764964650432051	0.00568691749159565	0.00307526954173929	0.0344204038096191	77	Pericytes	basement_membrane	0.00105557234393911	0.00595904384577071	0.338929742769658	0.0748925107489251	0.188833400923867
CDCP1	0.771563236449333	0.00565920896393046	0.0030475610140741	0.0319716162906731	78	Pericytes	basement_membrane	0.00106372596616579	0.00594307164180287	0.333806349220873	0.0752924707529247	0.188833400923867
PSAP	0.779601990049751	0.00564561262928803	0.00303396467943167	0.0262040588009465	79	Pericytes	basement_membrane	0.00109432362138364	0.00618193388137283	0.313759592915169	0.0775922407759224	0.188833400923867
LUM	0.747132757266301	0.00563195884932685	0.00302031089947049	0.0319232984712021	80	Pericytes	basement_membrane	0.00105171298471769	0.0059328120485263	0.331815317702808	0.0733926607339266	0.188833400923867
LAMB2	0.779471065724011	0.00562620409287042	0.00301455614301407	0.033976716627916	81	Pericytes	basement_membrane	0.0010568312787493	0.00593563734106956	0.329825552298989	0.075992400759924	0.188833400923867
PRG4	0.746975648075414	0.00560532608185321	0.00299367813199685	0.0331085097152725	82	Pericytes	basement_membrane	0.00107217897993154	0.00621411335840143	0.309215336322673	0.0732926707329267	0.188833400923867
COL27A1	0.746451950772455	0.00559899878933345	0.00298735083947709	0.0325099411259302	83	Pericytes	basement_membrane	0.00105424760816657	0.00594220802909876	0.325317326799094	0.0776922307769223	0.188833400923867
GDF10	0.724482848913331	0.00558956968451688	0.00297792173466052	0.0249888702738976	84	Pericytes	basement_membrane	0.00101956946457501	0.00561630522454861	0.348690498786576	0.0758924107589241	0.188833400923867
FGG	0.773919874312647	0.00557709537526256	0.0029654474254062	0.0339316897885924	85	Pericytes	basement_membrane	0.0010538747438855	0.00593306265401563	0.322189869380009	0.0760923907609239	0.188833400923867
EREG	0.781173081958628	0.00556269500294748	0.00295104705309112	0.0258334724308802	86	Pericytes	basement_membrane	0.00108666198236015	0.00606974146228745	0.3071605409085	0.0795920407959204	0.188833400923867
BMP6	0.74509033778476	0.00556021963085532	0.00294857168099897	-0.00206761352121177	87	Pericytes	basement_membrane	0.00109316385329905	0.00616473067778724	0.30097143325098	0.0808919108089191	0.188833400923867
C1QA	0.75082482325216	0.005546284366863	0.00293463641700664	0.0309984126777153	88	Pericytes	basement_membrane	0.001055144562519	0.00586724263585454	0.320336480206583	0.0785921407859214	0.188833400923867
CD55	0.748677664310029	0.00554185028896438	0.00293020233910802	0.0328652109801153	89	Pericytes	basement_membrane	0.00107862276883491	0.00620501898128186	0.298400307212372	0.0781921807819218	0.188833400923867
ANG	0.741843414506416	0.00553659316249698	0.00292494521264062	0.0211422445426091	90	Pericytes	basement_membrane	0.00105132202122101	0.00584359997136836	0.320628242966617	0.0821917808219178	0.188833400923867
CNTN6	0.744514270751506	0.00552037146378205	0.00290872351392569	0.0323485648825213	91	Pericytes	basement_membrane	0.00105547767217925	0.00597266617853463	0.310287865812238	0.0793920607939206	0.188833400923867
COL6A1	0.732521602513748	0.00551443667945216	0.0029027887295958	0.0249932705724031	92	Pericytes	basement_membrane	0.00104601449730117	0.00573842860583994	0.323568412161652	0.0798920107989201	0.188833400923867
THY1	0.753652788688138	0.00550855733195027	0.00289690938209391	0.02957174522776	93	Pericytes	basement_membrane	0.00109437499619075	0.00629607897137917	0.286294754893824	0.0801919808019198	0.188833400923867
F8	0.763812516365541	0.00550788169903101	0.00289623374917465	0.0255395718920251	94	Pericytes	basement_membrane	0.000919661924325666	0.0047433925585647	0.416700030715373	0.077992200779922	0.188833400923867
ANXA1	0.756690233045299	0.00550470306050905	0.00289305511065269	0.0307389086515366	95	Pericytes	basement_membrane	0.00105562201213819	0.00593066831236302	0.309818894218751	0.0813918608139186	0.188833400923867
NEGR1	0.743545430741032	0.00550359010639148	0.00289194215653512	0.0354031687632887	96	Pericytes	basement_membrane	0.00104922846178779	0.00597673592478399	0.308314390653611	0.0800919908009199	0.188833400923867
VWF	0.764388583398795	0.005478179211438	0.00286653126158164	0.0232395526665266	97	Pericytes	basement_membrane	0.00107927130253719	0.00634562342373918	0.281652383020122	0.0807919208079192	0.188833400923867
COL5A2	0.725163655407176	0.00547475801882528	0.00286311006896892	0.0211581471377426	98	Pericytes	basement_membrane	0.00103369352157249	0.00567751601251085	0.322221292439365	0.0826917308269173	0.188833400923867
COL14A1	0.746530505367898	0.00547257265448648	0.00286092470463012	0.0311895370708858	99	Pericytes	basement_membrane	0.00105388830892414	0.00593693435137374	0.30437196855442	0.0811918808119188	0.188833400923867
ATP1B1	0.767740246137733	0.00546357329295983	0.00285192534310347	0.0244985273400089	100	Pericytes	basement_membrane	0.00101898942090668	0.0057127141790331	0.320852026681828	0.0816918308169183	0.188833400923867
COL3A1	0.756899711966483	0.00544666663055388	0.00283501868069752	0.0343803369170362	101	Pericytes	basement_membrane	0.001051168688987	0.00596756016214484	0.29892450905252	0.081991800819918	0.188833400923867
COL4A4	0.747682639434408	0.00544112901752142	0.00282948106766507	0.0258952956241547	102	Pericytes	basement_membrane	0.0010311777360551	0.00570904634643339	0.314991895753905	0.0824917508249175	0.188833400923867
CX3CL1	0.767347473160513	0.00540490703299299	0.00279325908313663	0.00316128907431751	103	Pericytes	basement_membrane	0.000987624016853708	0.00566837957392013	0.318545193160766	0.0798920107989201	0.188833400923867
LTBP1	0.679444880858865	0.00540341327883313	0.00279176532897677	0.0302093801962821	104	Pericytes	basement_membrane	0.00105533912367982	0.00600131380052525	0.289341011487347	0.0856914308569143	0.188833400923867
C3	0.750798638387013	0.00539374803425122	0.00278210008439486	0.0276248324101498	105	Pericytes	basement_membrane	0.00104726562696147	0.00581030136546242	0.298579083650564	0.0857914208579142	0.188833400923867
PROS1	0.758654097931397	0.00538193336728782	0.00277028541743146	0.0242911268455056	106	Pericytes	basement_membrane	0.00104752256496725	0.0059215229864679	0.290932392967338	0.0842915708429157	0.188833400923867
ANGPT2	0.73987954962032	0.00537664089066183	0.00276499294080547	0.0153841347928386	107	Pericytes	basement_membrane	0.00106710383891916	0.00609158127479971	0.278727152325836	0.0843915608439156	0.188833400923867
JAG2	0.74116260801257	0.00537525107432685	0.00276360312447049	0.0302790235929779	108	Pericytes	basement_membrane	0.00113072152181795	0.0065959767772512	0.247557209158796	0.0863913608639136	0.188833400923867
EFEMP1	0.720267085624509	0.0053739790677415	0.00276233111788514	0.032343014233591	109	Pericytes	basement_membrane	0.00105481143702969	0.00600705740351548	0.284252266318642	0.0862913708629137	0.188833400923867
IGF1	0.733595181984813	0.00536593244958562	0.00275428449972926	0.00987016151411666	110	Pericytes	basement_membrane	0.001031608449966	0.00584627336955493	0.294662247361588	0.0842915708429157	0.188833400923867
FURIN	0.737680020947893	0.00534550474709325	0.00273385679723689	0.00144906638195963	111	Pericytes	basement_membrane	0.00100659002666669	0.00539208814416063	0.320333556201366	0.0864913508649135	0.188833400923867
VEGFD	0.750248756218906	0.00534210502820331	0.00273045707834695	0.0298398254538329	112	Pericytes	basement_membrane	0.00100899701733098	0.00547102001178898	0.314650660627554	0.0853914608539146	0.188833400923867
LRFN5	0.771563236449332	0.0053398822466669	0.00272823429681055	0.0300500958920407	113	Pericytes	basement_membrane	0.00108124035535694	0.00621473727828439	0.265014250434778	0.087991200879912	0.188833400923867
SEMA3B	0.748442000523698	0.00531522044792088	0.00270357249806452	0.031701135453303	114	Pericytes	basement_membrane	0.00105195327015212	0.00597170871324729	0.276573976933695	0.0877912208779122	0.188833400923867
THBS2	0.727625032731083	0.00531294901362108	0.00270130106376472	0.0232239521673415	115	Pericytes	basement_membrane	0.0010516892277629	0.00593132943675877	0.2781183971638	0.0881911808819118	0.188833400923867
APOE	0.744226237234878	0.00531009805960217	0.00269845010974581	0.0195175514046137	116	Pericytes	basement_membrane	0.00102843556130217	0.00576441511582932	0.289711014020782	0.0894910508949105	0.188833400923867
LFNG	0.701859125425506	0.00529323056191538	0.00268158261205902	0.0277001968081714	117	Pericytes	basement_membrane	0.00106579049150324	0.00602185501334526	0.26832132573351	0.0884911508849115	0.188833400923867
APOA1	0.759649122807018	0.00529063773069238	0.00267898978083602	0.0209278897863125	118	Pericytes	basement_membrane	0.00104199104570399	0.00592183146626851	0.27643453625058	0.0882911708829117	0.188833400923867
COL6A2	0.752160251374705	0.00528309248316444	0.00267144453330808	0.0313524228909861	119	Pericytes	basement_membrane	0.00105308963770299	0.00593597686605335	0.272634973505395	0.0877912208779122	0.188833400923867
NFASC	0.737130138779785	0.00528146191333472	0.00266981396347836	0.0290235536251379	120	Pericytes	basement_membrane	0.00104792743634759	0.00594849274250901	0.272655040081074	0.0873912608739126	0.188833400923867
EFEMP2	0.742602775595706	0.00527876946267021	0.00266712151281385	0.0324759004181201	121	Pericytes	basement_membrane	0.00103101472193783	0.00577116221730395	0.28349693342017	0.0885911408859114	0.188833400923867
ADAM15	0.736842105263158	0.00527402948294892	0.00266238153309256	0.0306966033165848	122	Pericytes	basement_membrane	0.00105530654642404	0.00593982116607675	0.270559490216098	0.0881911808819118	0.188833400923867
SLITRK6	0.766404818015187	0.00526032167326969	0.00264867372341333	0.0290658384232517	123	Pericytes	basement_membrane	0.00108203859289103	0.00619502481847013	0.252886013604248	0.0893910608939106	0.188833400923867
CNTN4	0.757109190887667	0.00525423251728577	0.00264258456742941	0.030956377571204	124	Pericytes	basement_membrane	0.00103657971673618	0.00588681146093908	0.272814045659454	0.0908909109089091	0.188833400923867
COL6A6	0.749070437287249	0.00525349654860376	0.0026418485987474	0.029073451319545	125	Pericytes	basement_membrane	0.00105122082014244	0.00593073359487412	0.268200847864711	0.0890910908909109	0.188833400923867
OCLN	0.734590206860436	0.00525334748692298	0.00264169953706662	0.0331873993595142	126	Pericytes	basement_membrane	0.00105169819550908	0.0059985452269019	0.265064491708223	0.0945905409459054	0.188833400923867
JAM2	0.765776381251636	0.00524779081145034	0.00263614286159398	0.035985389231726	127	Pericytes	basement_membrane	0.00107613192120237	0.0060164406806017	0.259291335726358	0.0908909109089091	0.188833400923867
EDN1	0.746949463210264	0.0052268820447679	0.00261523409491154	0.0077137789577058	128	Pericytes	basement_membrane	0.00097744304910466	0.00526235522365797	0.311227763272967	0.0915908409159084	0.188833400923867
CD1B	0.75504058654098	0.00522249027309874	0.00261084232324238	0.0292508526193876	129	Pericytes	basement_membrane	0.00108237476663507	0.00620375096368882	0.246377968031532	0.0901909809019098	0.188833400923867
CADM3	0.704687090861483	0.00522027433442244	0.00260862638456608	0.0263470231139489	130	Pericytes	basement_membrane	0.0010576449014233	0.00618269360797287	0.250858538605685	0.0887911208879112	0.188833400923867
COL16A1	0.734564021995288	0.00521521974901712	0.00260357179916077	0.0197653054687119	131	Pericytes	basement_membrane	0.00101613266188337	0.00569178938584774	0.278899837935757	0.090990900909909	0.188833400923867
DLL4	0.691751767478399	0.00521108237199586	0.0025994344221395	0.0184830676114903	132	Pericytes	basement_membrane	0.00114359331375119	0.00661872516851564	0.219957933185314	0.0926907309269073	0.188833400923867
CORIN	0.759701492537314	0.00519994751474997	0.00258829956489361	0.0312538066293793	133	Pericytes	basement_membrane	0.00108342917949079	0.00621010850251772	0.242325940809684	0.091990800919908	0.188833400923867
VTN	0.73414506415292	0.00519809688719216	0.0025864489373358	0.0202252987168116	134	Pericytes	basement_membrane	0.00103306707756608	0.00579064285149017	0.268257238377252	0.0921907809219078	0.188833400923867
LPL	0.726944226237234	0.00519802481280554	0.00258637686294918	0.0229935976099673	135	Pericytes	basement_membrane	0.000990367290332213	0.00553717076141896	0.288235570363369	0.0915908409159084	0.188833400923867
HSP90B1	0.769206598586017	0.00519757530218739	0.00258592735233103	0.0266820234156953	136	Pericytes	basement_membrane	0.00101624130811737	0.00560460185477948	0.28007092829887	0.0908909109089091	0.188833400923867
SEMA3D	0.742707515056298	0.00518958982879478	0.00257794187893842	0.0287770785494335	137	Pericytes	basement_membrane	0.00106502880073503	0.00589631553802618	0.256586179699237	0.0936906309369063	0.188833400923867
FLRT3	0.704844200052371	0.00516808516314159	0.00255643721328523	0.0274600218092245	138	Pericytes	basement_membrane	0.000907678987330166	0.00455494170373952	0.361971312300544	0.0915908409159084	0.188833400923867
LIPH	0.750170201623462	0.00516339085264217	0.00255174290278581	0.0290841151098967	139	Pericytes	basement_membrane	0.00104809102985338	0.00594859423755674	0.252774321610145	0.0934906509349065	0.188833400923867
CADM1	0.669887405079863	0.00515791186886873	0.00254626391901237	0.0189428958305721	140	Pericytes	basement_membrane	0.00100430929715161	0.00579450833783665	0.266106204695952	0.0903909609039096	0.188833400923867
AZGP1	0.738622676093219	0.00515465052954512	0.00254300257968876	0.0293970769084075	141	Pericytes	basement_membrane	0.00106887266500558	0.00620351194956543	0.237628286471899	0.0911908809119088	0.188833400923867
