test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
TGFB1	0.944875818777292	0.208429837854255	0.201491416345148	0.294024679981704	1	Pericyte_AGTR1pos
TGFB2	0.877006004366818	0.206643258763672	0.199704837254565	0.303223750641497	2	Pericyte_AGTR1pos
CCN2	0.833426582969437	0.199366970180213	0.192428548671107	0.271537491578919	3	Pericyte_AGTR1pos
TIMP2	0.805090065502188	0.167867877738144	0.160929456229037	0.245513296462014	4	Pericyte_AGTR1pos
COPA	0.862397652838431	0.167580999581072	0.160642578071965	0.224222956039879	5	Pericyte_AGTR1pos
ICAM1	0.832280294759827	0.140517901001292	0.133579479492185	0.224670478298596	6	Pericyte_AGTR1pos
RELN	0.864246724890829	0.13997847824739	0.133040056738284	0.202739499838074	7	Pericyte_AGTR1pos
VTN	0.838857805676857	0.139426067077959	0.132487645568852	0.252011875880535	8	Pericyte_AGTR1pos
NAMPT	0.837895742358077	0.137174878761763	0.130236457252656	0.218026586029338	9	Pericyte_AGTR1pos
COL1A1	0.864581058951965	0.131092568776054	0.124154147266947	0.203822067527931	10	Pericyte_AGTR1pos
COL4A1	0.834995906113541	0.130879972631952	0.123941551122845	0.17723706476123	11	Pericyte_AGTR1pos
S100A9	0.814731168122273	0.130506571934136	0.123568150425029	0.216870909264052	12	Pericyte_AGTR1pos
TNC	0.845005458515284	0.127247835300388	0.120309413791282	0.194587107894459	13	Pericyte_AGTR1pos
COL5A1	0.85187636462883	0.126592336156566	0.119653914647459	0.184959614717294	14	Pericyte_AGTR1pos
SIRPB2	0.807628275109171	0.124725716478991	0.117787294969884	0.211560805683278	15	Pericyte_AGTR1pos
MMP14	0.838803220524022	0.122318808925253	0.115380387416146	0.2312134486832	16	Pericyte_AGTR1pos
AGT	0.825675491266376	0.121904161138422	0.114965739629316	0.254859583453338	17	Pericyte_AGTR1pos
VCAM1	0.827899836244547	0.120022800154736	0.113084378645629	0.223810481346743	18	Pericyte_AGTR1pos
EDN1	0.852415393013101	0.118861097857732	0.111922676348625	0.178821498038252	19	Pericyte_AGTR1pos
ANXA1	0.851241812227078	0.117565294786839	0.110626873277732	0.212634970490628	20	Pericyte_AGTR1pos
ENG	0.85373225982533	0.116544094465876	0.109605672956769	0.211754818874473	21	Pericyte_AGTR1pos
C4BPA	0.74158706331878	0.115046492269132	0.108108070760025	0.1870431921403	22	Pericyte_AGTR1pos
FN1	0.854203056768568	0.113812425758338	0.106874004249232	0.217194296236537	23	Pericyte_AGTR1pos
THBS2	0.80698007641922	0.112898472752211	0.105960051243104	0.21328672102792	24	Pericyte_AGTR1pos
C3	0.840065502183411	0.112015390179752	0.105076968670645	0.218834531745554	25	Pericyte_AGTR1pos
PLA2G2A	0.829203056768563	0.109530162603038	0.102591741093932	0.221625578427431	26	Pericyte_AGTR1pos
