test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
CCN2	0.956641138161387	0.299676833767831	0.297160610751012	0.346146488321747	1	AT2_AGTR2det
C4BPA	0.911451491181498	0.237077155594922	0.234560932578103	0.211739100006816	2	AT2_AGTR2det
IL33	0.944859826145287	0.217440453475495	0.214924230458676	0.175308869001068	3	AT2_AGTR2det
VTN	0.957549543002486	0.213242723458687	0.210726500441868	0.252601724481634	4	AT2_AGTR2det
VWF	0.964069094669758	0.211751360517438	0.209235137500619	0.309514286917853	5	AT2_AGTR2det
IL1RN	0.933986918970303	0.211681611097148	0.209165388080329	0.271272872906892	6	AT2_AGTR2det
SAA1	0.94495765435895	0.209466418390269	0.20695019537345	0.28674109446048	7	AT2_AGTR2det
TGM2	0.90860049752635	0.20850184137259	0.205985618355771	0.0870444349931931	8	AT2_AGTR2det
S100A12	0.923134974983937	0.202310995340363	0.199794772323544	0.228303093592033	9	AT2_AGTR2det
WNT5A	0.93388210302709	0.201572383045799	0.19905616002898	0.196180417646213	10	AT2_AGTR2det
ANXA1	0.950484948430557	0.19534867194138	0.192832448924561	0.261595138164509	11	AT2_AGTR2det
TGFBI	0.935908544595701	0.185657524273244	0.183141301256425	0.228626735159703	12	AT2_AGTR2det
PRG4	0.949674371803116	0.185345944752823	0.182829721736004	0.188323043260864	13	AT2_AGTR2det
SFTPA1	0.950317242921433	0.184482586958365	0.181966363941546	0.260292982460616	14	AT2_AGTR2det
SIGLEC9	0.949073427062082	0.181065368426371	0.178549145409552	0.198321873100145	15	AT2_AGTR2det
S100A8	0.940492495178479	0.178886327968624	0.176370104951805	0.233962519211999	16	AT2_AGTR2det
TIMP2	0.934818458786381	0.17871077104628	0.176194548029461	0.187370013723255	17	AT2_AGTR2det
EDN1	0.958933113452775	0.177527904035406	0.175011681018587	0.233859458414018	18	AT2_AGTR2det
SHISA4	0.984578080889957	0.175731355966502	0.173215132949683	0.209419496857	19	AT2_AGTR2det
ITGB2	0.948542359616519	0.17561372335285	0.173097500336031	0.258877701991244	20	AT2_AGTR2det
NTN1	0.942581826313001	0.173948590032083	0.171432367015264	0.222892365639228	21	AT2_AGTR2det
JAM3	0.973313860860329	0.171049538678242	0.168533315661423	0.193996172174831	22	AT2_AGTR2det
MMP2	0.930639796517327	0.170676818099913	0.168160595083094	0.178363405970253	23	AT2_AGTR2det
NTS	0.970099505268748	0.170176415998674	0.167660192981855	0.227768422771527	24	AT2_AGTR2det
PLA2G2A	0.949653408614472	0.168544954748039	0.16602873173122	0.277383316170995	25	AT2_AGTR2det
FN1	0.955669843754367	0.165562819109895	0.163046596093076	0.239916645157698	26	AT2_AGTR2det
S100A9	0.931506274981149	0.162838854154191	0.160322631137373	0.203473153140682	27	AT2_AGTR2det
ICAM1	0.947515163373121	0.16114339750855	0.158627174491731	0.20986678803385	28	AT2_AGTR2det
SELE	0.938619783659906	0.159060703975013	0.156544480958194	0.250639288664728	29	AT2_AGTR2det
CLEC11A	0.933455851524735	0.157631731121206	0.155115508104387	0.191099579085596	30	AT2_AGTR2det
ADAM15	0.950827347178352	0.155924569990036	0.153408346973217	0.172217403933503	31	AT2_AGTR2det
ICAM4	0.956452469463621	0.155296996118021	0.152780773101202	0.196482611459071	32	AT2_AGTR2det
CD99	0.945894010118236	0.15511164629209	0.152595423275271	0.218802703960351	33	AT2_AGTR2det
JAML	0.98466193364452	0.152780355234867	0.150264132218048	0.198088786845393	34	AT2_AGTR2det
GGT1	0.951323475976188	0.152490103733782	0.149973880716963	0.191222687843989	35	AT2_AGTR2det
SERPING1	0.944761997931639	0.152266739995539	0.14975051697872	0.19362516202002	36	AT2_AGTR2det
FGF14	0.951763702937641	0.151453294696442	0.148937071679623	0.179309665966645	37	AT2_AGTR2det
SLITRK6	0.959023953936885	0.1510258963827	0.148509673365881	0.184732298378841	38	AT2_AGTR2det
TNC	0.960155966123486	0.150943960691372	0.148427737674553	0.198924298911077	39	AT2_AGTR2det
SPP1	0.947892500768654	0.150571667735354	0.148055444718535	0.185678807116139	40	AT2_AGTR2det
FBN1	0.966857198758978	0.148923458212231	0.146407235195412	0.183021402169665	41	AT2_AGTR2det
CD44	0.947487212454933	0.144555836246646	0.142039613229827	0.201023927348535	42	AT2_AGTR2det
SEMA3D	0.949918942337257	0.14265816165669	0.140141938639871	0.172045594143231	43	AT2_AGTR2det
SIGLEC7	0.955061911283784	0.142459798455879	0.13994357543906	0.193445921044257	44	AT2_AGTR2det
TYROBP	0.950247365625966	0.141217496636946	0.138701273620127	0.190113214328718	45	AT2_AGTR2det
LCN2	0.932826955865515	0.136559481329404	0.134043258312585	0.231086024214681	46	AT2_AGTR2det
CCL11	0.932121195181275	0.135267682790732	0.132751459773913	0.182960688423942	47	AT2_AGTR2det
TIMP3	0.951162758196608	0.13481014426244	0.132293921245621	0.183873103924354	48	AT2_AGTR2det
SARAF	0.937054532241393	0.134271166593472	0.131754943576653	0.180937115680488	49	AT2_AGTR2det
HMGB1	0.906098890348553	0.133635433536023	0.131119210519204	0.139276856595254	50	AT2_AGTR2det
CDCP1	0.960666070380411	0.132634194918766	0.130117971901947	0.191471375153874	51	AT2_AGTR2det
CD14	0.949555580400817	0.131897550329016	0.129381327312197	0.212780374370068	52	AT2_AGTR2det
CCL22	0.951176733655702	0.131805294236002	0.129289071219183	0.194538373684805	53	AT2_AGTR2det
CALM2	0.942407133074327	0.130514387880489	0.12799816486367	0.234278916912163	54	AT2_AGTR2det
F10	0.957032451016014	0.130118343378173	0.127602120361354	0.2051120259034	55	AT2_AGTR2det
KIAA0319L	0.955502138245239	0.129509958003651	0.126993734986832	0.184667261026075	56	AT2_AGTR2det
IL1A	0.944098163624682	0.129009692022295	0.126493469005476	0.26159656581121	57	AT2_AGTR2det
MSN	0.948241887246004	0.127814274703694	0.125298051686875	0.186196036692582	58	AT2_AGTR2det
GPC6	0.944978617547587	0.126899726037003	0.124383503020184	0.171524582330967	59	AT2_AGTR2det
ITGAL	0.936621293009482	0.12682360821407	0.124307385197251	0.125926858706052	60	AT2_AGTR2det
COL14A1	0.958115549095786	0.126710681529568	0.124194458512749	0.187978107923277	61	AT2_AGTR2det
VCAM1	0.94372082622915	0.126685919894819	0.124169696878	0.160199722605665	62	AT2_AGTR2det
LUM	0.947095899600303	0.126602850395626	0.124086627378807	0.18555939473937	63	AT2_AGTR2det
