test_ligand	auroc	aupr	aupr_corrected	pearson	rank	receiver
TGFB2	0.863595683074499	0.21600525057081	0.208170306721241	0.310183342307099	1	Pericytes
TGFB1	0.938238132841976	0.210891872639769	0.2030569287902	0.29230368930855	2	Pericytes
CCN2	0.826989558655792	0.166833271336236	0.158998327486667	0.246227967604966	3	Pericytes
TIMP2	0.800772133017465	0.153918395996751	0.146083452147181	0.242313522011197	4	Pericytes
COPA	0.84359919277003	0.1463643635614	0.13852941971183	0.192547007403087	5	Pericytes
VTN	0.826621040624729	0.136710116739679	0.12887517289011	0.252873222858343	6	Pericytes
COL4A1	0.827937176449945	0.129112191205267	0.121277247355698	0.170415885040552	7	Pericytes
COL1A1	0.846617530929198	0.115141333614102	0.107306389764533	0.178257860445333	8	Pericytes
MMP14	0.830042993770296	0.111754532163818	0.103919588314249	0.228204998118669	9	Pericytes
COL5A1	0.831060805475128	0.111179494936464	0.103344551086895	0.15388987251027	10	Pericytes
AGT	0.812784065982278	0.110579782202626	0.102744838353057	0.238327941189646	11	Pericytes
ENG	0.848468895323337	0.110174702158493	0.102339758308924	0.212957185605505	12	Pericytes
SIRPB2	0.799377029042733	0.107923857469377	0.100088913619808	0.20476028908614	13	Pericytes
VCAM1	0.821953145564626	0.106807980618475	0.0989730367689061	0.221907432458017	14	Pericytes
FN1	0.846249012898134	0.103530427034867	0.0956954831852978	0.214389648251185	15	Pericytes
RELN	0.845318943581649	0.103003905315522	0.0951689614659528	0.172520202254374	16	Pericytes
NAMPT	0.828437308063533	0.102908828103522	0.0950738842539528	0.178694350824317	17	Pericytes
THBS2	0.796885145213659	0.100942555097402	0.0931076112478326	0.209584576107359	18	Pericytes
TGM2	0.814407300166713	0.100783184193921	0.092948240344352	0.0659727966122526	19	Pericytes
ICAM1	0.829077827498467	0.0951914255394481	0.0873564816898791	0.176875604344904	20	Pericytes
TNC	0.838457488812847	0.0942282881150945	0.0863933442655254	0.143532476981706	21	Pericytes
BMP4	0.850855488286396	0.0931689057997291	0.08533396195016	0.195011561905304	22	Pericytes
ANG	0.836369219970168	0.0918094800560084	0.0839745362064393	0.15752765664117	23	Pericytes
WNT3A	0.822286566640346	0.0917522386935034	0.0839172948439343	0.168620190183463	24	Pericytes
NTS	0.838439940335181	0.0894629139857145	0.0816279701361454	0.106498707807269	25	Pericytes
SEMA3F	0.851943493901906	0.0872859091358575	0.0794509652862885	0.167483321347145	26	Pericytes
DLL4	0.770027200140392	0.0855454641189896	0.0777105202694205	0.172166137653325	27	Pericytes
C4BPA	0.738466263051685	0.084253852304802	0.0764189084552329	0.141930086541608	28	Pericytes
SHISA4	0.839808721593408	0.0842039994706982	0.0763690556211291	0.164802653361	29	Pericytes
LGALS3BP	0.849688514521366	0.0825937690863547	0.0747588252367856	0.177063464357841	30	Pericytes
GGT1	0.826840396595599	0.0821440766586176	0.0743091328090485	0.158301810870588	31	Pericytes
C1QB	0.850329033956307	0.0817997125237382	0.0739647686741691	0.162611566436872	32	Pericytes
OCLN	0.830200930069324	0.0810912848379245	0.0732563409883554	0.155899201322568	33	Pericytes
LTBP1	0.817548477669571	0.0810037161644821	0.073168772314913	0.158859620025248	34	Pericytes
JAM3	0.85022374309029	0.0794647555617503	0.0716298117121812	0.158114369485796	35	Pericytes
EDN1	0.844134421338956	0.079360525440302	0.0715255815907329	0.13425759807434	36	Pericytes
TIMP3	0.824488900587875	0.0784879994145799	0.0706530555650109	0.154963373072723	37	Pericytes
SEMA3A	0.84772308502238	0.0783005005851024	0.0704655567355334	0.164488293598117	38	Pericytes
PSAP	0.771176625427746	0.0781929023149327	0.0703579584653636	0.16096308787943	39	Pericytes
MMP9	0.819241905764679	0.0775801982607065	0.0697452544111374	0.146990754438808	40	Pericytes
ANXA1	0.840282530490482	0.0771050811678636	0.0692701373182946	0.159541879301345	41	Pericytes
TIMP1	0.812871808370626	0.0763921747501526	0.0685572309005836	0.152616983929137	42	Pericytes
MMP2	0.78596999210319	0.0763275390433168	0.0684925951937477	0.140509241177388	43	Pericytes
C3	0.834114240589632	0.0759877152221795	0.0681527713726105	0.149438264354898	44	Pericytes
COL1A2	0.840142142669125	0.0758320325610606	0.0679970887114916	0.154418288411766	45	Pericytes
FBN1	0.862051417039572	0.0756394552650675	0.0678045114154984	0.139433270234075	46	Pericytes
COL3A1	0.832517329121701	0.0754540973091445	0.0676191534595755	0.152212331818863	47	Pericytes
PLAT	0.820426428007373	0.0753352265709642	0.0675002827213952	0.155230715014121	48	Pericytes
LAMA3	0.833394753005183	0.0753055046810778	0.0674705608315087	0.153990301971967	49	Pericytes
VCAN	0.843371062560324	0.0752233652302026	0.0673884213806335	0.157605410426513	50	Pericytes
