mouse_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Mrpl15	10.806338443585938	0.20441797974120263	0.5501702570196726	0.37155403646964724	0.7102249163456251	0.9999528985819587
Lypla1	8.223592114217674	0.4070060817797943	0.6459212378994141	0.6301171998979467	0.5286179071592845	0.9999528985819587
Tcea1	23.72539489749728	-0.22176259662451006	0.37307357603749164	-0.5944205402588584	0.5522308736667383	0.9999528985819587
Atp6v1h	9.821496728192331	-0.7601695079060031	0.5872996298409904	-1.2943469896478852	0.1955455923646997	0.9999528985819587
Rb1cc1	10.412156417648706	-1.1110630909438102	0.5566610501770229	-1.9959418583184194	0.04594025179233242	0.9999528985819587
4732440D04Rik	0.45935735769775543	-1.359572198374462	2.6058851061652084	-0.5217314436303729	0.6018573285178226	0.9999528985819587
Pcmtd1	8.851898872977268	-0.11123296245332638	0.6066674533938027	-0.18335079924111627	0.8545227778792531	0.9999528985819587
Rrs1	6.9344480716017545	0.5179278648612209	0.7248645235970517	0.714516779343907	0.4749076843023683	0.9999528985819587
Vcpip1	2.782804335854894	0.17615401319443294	1.133573195590596	0.15539712290273058	0.8765082522056584	0.9999528985819587
Sgk3	1.2900447717204317	0.16572007643935463	1.5387176060416947	0.10770012365405021	0.9142335714232839	0.9999528985819587
Snhg6	6.553254815203753	0.18207541729251206	0.7556488884203433	0.2409524053864939	0.8095920047887589	0.9999528985819587
Cops5	13.79015859085164	-0.05747829798936979	0.48432711888114177	-0.11867660461002491	0.9055315723521069	0.9999528985819587
Cspp1	10.114119593962277	-0.18325717420610277	0.5817848560229205	-0.3149913104628543	0.7527682515392837	0.9999528985819587
Arfgef1	4.530437374465881	0.1351732279364591	0.8532351232414684	0.1584243595398787	0.874122420023028	0.9999528985819587
Prex2	11.25427405483381	0.2158225328687696	0.5630349440658007	0.3833199611204715	0.7014825406687784	0.9999528985819587
Sulf1	6.583281946116234	1.1268035152216487	0.7519103780111231	1.4985875287453203	0.1339806700474334	0.9999528985819587
Ncoa2	3.8711470401125685	-0.36730891984711234	0.8877924801017587	-0.4137328577113104	0.6790697607497918	0.9999528985819587
Tram1	21.18756156650071	-0.03666179844708251	0.40585557979825865	-0.09033212864858539	0.9280232895390896	0.9999528985819587
Lactb2	4.17208792494637	-0.036442844240936384	0.8623219900499861	-0.04226129527187856	0.9662903996019226	0.9999528985819587
Msc	2.171558167847454	0.2918942726684487	1.2540132408030995	0.2327680946028231	0.8159414892756438	0.9999528985819587
Terf1	4.865844137139994	1.0435695596340002	0.8601865409568565	1.2131898256314864	0.22505725317458913	0.9999528985819587
Rpl7	175.67432105586235	0.22428459951318022	0.18294029155736435	1.2259989180286814	0.22019908219321527	0.9999528985819587
Ube2w	15.244119501366598	0.19735039051392572	0.47748452452939844	0.41331264234884113	0.6793775685172523	0.9999528985819587
Tceb1	29.4954592969592	0.0662277951267598	0.3462423667101379	0.19127582726525033	0.8483094984840587	0.9999528985819587
Tmem70	8.387725045648416	-0.5716226696626145	0.6176641819524862	-0.9254586656711569	0.35472737495197104	0.9999528985819587
Ly96	5.245728347157985	-0.09787990007847029	0.7976505828677781	-0.1227102470439682	0.902336549228315	0.9999528985819587
Pi15	1.6822286811598548	-0.013832582446174649	1.3715947425094321	-0.010085036066022632	0.9919534418278377	0.9999528985819587
Tram2	1.7450744872884985	0.792930405140778	1.4194960816469429	0.5585999252782691	0.5764347910307828	0.9999528985819587
Tmem14a	4.288790383572636	-1.4422750613829143	1.6945343221067561	-0.8511335784510894	0.3946951545584898	0.9999528985819587
