mouse_gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Sdhaf4	7.438130959879798	-0.3972833921091052	0.5004255021679702	-0.7938911793822913	0.4272587851345542	
Fam135a	3.048903246363161	0.13473403945348905	0.8189551671981004	0.16451943262591037	0.8693222501514654	
Lmbrd1	19.099620035521493	0.23027376423093252	0.33478375114020104	0.687828377114092	0.491560863911629	0.9999844448080388
Phf3	10.705325684469678	0.20834609410898952	0.42006821942102957	0.4959815679371036	0.6199074154643766	
Ptp4a1	18.558484929083512	0.579068142686531	0.34151797691446667	1.6955714832884445	0.08996706207977787	0.8553453853340832
Prim2	1.2774603456003868	-0.6421070296049586	1.2046857166064373	-0.5330079212807091	0.5940280969640851	
Rab23	4.165900573069219	0.21220099190945024	0.7014215808930792	0.30252988743127507	0.7622481533150446	
Zfp451	4.0245046031699365	-0.34944657247741384	0.7556173324925446	-0.4624650037138497	0.6437478932355962	
Dst	11.450815751543722	0.7291260199411369	0.42294235073077524	1.7239371244835764	0.08471919445621165	
Ccdc115	10.532984822686249	0.024485759068529366	0.42571643513005536	0.05751659331885795	0.9541336884321558	
Imp4	7.062741984295654	-0.5658190134639632	0.5297313752815088	-1.0681244114779436	0.28546439558966064	
Ptpn18	4.853893767565813	0.13516599231780313	0.6083159290476668	0.22219702931239813	0.8241605065860544	
Fam168b	5.660073576601504	-0.09664650320198573	0.5730808458201755	-0.16864375054041153	0.8660768654441556	
Plekhb2	4.256938556898676	0.052442547249848724	0.7135383915270359	0.07349646195997525	0.9414110594094296	
Uggt1	3.322549980219118	-1.0898022274075085	0.7995071029159033	-1.3630926147283273	0.1728533240261061	
Arid5a	6.444697823534824	0.20747533315611325	0.5510879666360788	0.3764831491831928	0.7065577405874526	
Kansl3	10.335525996310189	0.011951097948231144	0.4374022335983035	0.027322901051316205	0.9782021912879179	
Lman2l	5.449213627715784	-0.9385718689981325	0.6066669197513441	-1.547095841953649	0.12184013645427551	
Ankrd39	3.734055617401977	0.0003648127124787222	0.7157261881845964	0.0005097098841723974	0.9995933103705402	
Sema4c	3.042747221328087	0.14172190785095407	0.7693005544740191	0.18422176745713018	0.8538394837550146	
Fam178b	1.423481129663156	0.5561476688553653	1.1992025768629657	0.4637645712121555	0.6428164290572891	
Cox5b	67.91504875975419	-0.0626465079702328	0.1915406791085756	-0.3270663352651129	0.7436177133210728	0.9999844448080388
Actr1b	9.363578868587807	-0.05754872658115086	0.4711207596780443	-0.12215281411177603	0.9027779953994202	
Tmem131	3.3277349900406814	-0.6770886645366181	0.7483320549565619	-0.9047970884742078	0.3655728944120533	
Inpp4a	2.0360197979034194	-0.3112424965629763	0.9937699947474411	-0.31319369492744265	0.7541335083627929	
Coa5	1.9271226064455187	-0.23111621116714315	1.028601766823525	-0.22468968907263728	0.8222206864581685	
Unc50	20.244271945619232	-0.13717622141254976	0.31052377264591274	-0.44175755126152766	0.6586646588075347	0.9999844448080388
Mgat4a	3.838521696832937	-0.07254854628452057	0.6895432771661321	-0.10521246263567209	0.9162072218572612	
Tsga10	1.830102886535455	0.4553337984860765	1.071975360910757	0.42476144050477255	0.6710105895478466	
Mitd1	5.165181346920802	-0.30102069111434754	0.641684107134746	-0.4691104045859387	0.6389907223914499	
Mrpl30	20.376195217542215	0.36797007798934517	0.3235907376203062	1.1371465101115243	0.255477043535864	0.9849830748693771
Txndc9	21.785241171548	-0.1939083598433169	0.30194246742473146	-0.6422030047550518	0.5207413823069325	0.9999844448080388
Eif5b	26.287751025257705	-0.07195113765391692	0.2957417235957455	-0.2432904521523252	0.8077804003096668	0.9999844448080388
Rev1	2.2719278358694694	-0.4556139013651669	0.9523275895530326	-0.4784214028483682	0.6323503032155309	
Pdcl3	20.795686135085695	-0.4750096906620016	0.3430917887532912	-1.3844974034151816	0.16620620262053842	0.9444195011878408
Npas2	1.4057661806905044	0.5896634016354405	1.1728780122519646	0.5027491311762825	0.615140662152579	
Rpl31	141.84729717581	0.2584963789036564	0.1557085703887227	1.66012942163894	0.0968884192248016	0.8652373761035815
Cnot11	5.853240234954588	0.13519988801211646	0.5848605749957405	0.23116601424724365	0.8171858316735529	
Rnf149	4.081613190037746	0.7216734045891621	0.7123954076268443	1.0130236619481097	0.31104885892166	
Map4k4	8.13593232460423	-0.38175046052050055	0.5131120343677348	-0.743990463975182	0.45688224423277357	
Il1r1	9.855956027633898	-0.08408998188636356	0.45359611431389724	-0.18538514602039044	0.8529269582466463	
Il1rl2	1.2847925988386861	0.6689709041167439	1.2496773588643248	0.5353148949779227	0.5924321283048918	
Mrps9	7.6422814557822445	0.3690047277363415	0.5208730751797304	0.7084350205834967	0.4786751510756029	
Tgfbrap1	1.54184192535222	-0.49542270210744555	1.1044534189639337	-0.4485682180894437	0.6537431648466487	
Fhl2	7.113382459065029	0.26725835637910655	0.5416033272099035	0.4934577447223253	0.621689189608797	
1500015O10Rik	3.0860511967057684	0.7454464296068786	0.7879164467865324	0.9460983238097579	0.3440984386424123	
Uxs1	3.2422601895692833	-0.02835626607740048	0.7854224211427363	-0.03610320423008047	0.9712000673890437	
Tpp2	6.199842541033132	0.8539066976918473	0.565940542024611	1.508827578665876	0.1313428510233927	
Tex30	3.3015587059530453	0.6653532139055379	0.7765441986702392	0.8568130636284378	0.39154820478510166	
Kdelc1	5.207539151769371	0.039516206401371365	0.5916201895523938	0.06679320127879411	0.9467463359174857	
Bivm	2.3999529463724985	-0.0015457247926803006	0.8827074971743395	-0.0017511177798176234	0.9986028108733961	
Ercc5	4.670900005095969	-0.028380663449284232	0.6386011739723154	-0.044441921822264904	0.964552145860232	
Gulp1	6.421083981537466	-0.7558916136447809	0.5476520340377813	-1.3802406759483223	0.16751255383563157	
Col3a1	150.32518470243957	1.2084565209205687	0.15855094715569343	7.6218814368475005	2.500046206734767e-14	4.872590056926061e-11
Col5a2	20.909131539103857	1.3143147506419688	0.3259565838159591	4.032177338636162	5.526245985805793e-05	0.008301321714312315
Wdr75	2.75036318208165	-0.027752337734594158	0.8460621928381208	-0.03280177033026233	0.9738326664544589	
Slc40a1	2.6627508678591925	0.19841699808060867	0.8160480976350989	0.24314375421696294	0.8078940370620022	
Slc39a10	2.086798265864794	-0.11725264047503917	0.9498179259246898	-0.1234474916451893	0.9017527517460056	
Sdpr	97.43943065967582	-0.5214757971768721	0.1650811951962514	-3.15890490468604	0.0015836315476284743	0.07914097144430503
Myo1b	73.93508472932551	-0.07146111266210872	0.18750146972484352	-0.381122946753309	0.7031120210647477	0.9999844448080388
Stat1	5.577656043116368	-0.0713572659093706	0.5830956325785571	-0.12237660843696517	0.9026007630191414	
Gls	5.917915887834583	0.08690299620284664	0.5517121345946117	0.15751510752378398	0.8748389024326846	
Nab1	14.629715319238498	0.2330731598889412	0.37938040463967004	0.6143521305754067	0.5389826610572652	
Tmem194b	1.6053479941044326	0.8222378895053232	1.1019623312218685	0.7461578914350151	0.4555720416651351	
Inpp1	2.327168839151418	0.24294858380738718	0.9148305953964943	0.26556674539518593	0.7905728994825518	
Hibch	4.031939149064765	-0.6465638099501595	0.7265269031505982	-0.8899378772435307	0.3734992441089844	
Ormdl1	3.6920760439064577	-0.0685209504622921	0.7158193636623287	-0.09572380119995649	0.9237399370765897	
Osgepl1	2.551572507162447	-0.6634133169514168	0.881089277624561	-0.7529467601058497	0.4514819075025699	
Asnsd1	3.4463701611614077	-0.24545472410004607	0.7634990676779788	-0.3214866061939601	0.7478416607201858	
Stk17b	3.999443028032872	0.009356664826211987	0.6698917725808695	0.013967427589331153	0.9888559675199396	
Hecw2	6.651973582994144	0.2559563793889372	0.5356300179905342	0.4778604088493422	0.6327495618776585	
Gtf3c3	1.990189517300746	-0.18553196180331563	1.0123308774506043	-0.18327205653407372	0.8545845586876035	
Ankrd44	12.77921028937503	-0.7196764207388991	0.40359298642774627	-1.7831737541052144	0.07455802345214242	
Sf3b1	42.81721389524445	-0.02270607625285414	0.24360666207154144	-0.09320794456017753	0.9257383630216139	0.9999844448080388
Coq10b	10.675483767400856	0.12931291390836586	0.4219893061785018	0.30643647129215734	0.7592723430307067	
Hspd1	37.609705373766644	-0.18713198867463562	0.2520066561019051	-0.742567643129887	0.4577434844166599	0.9999844448080388
Hspe1	69.66752994262792	0.0014856499405546959	0.19784423391114628	0.007509189988432595	0.9940085895513568	0.9999844448080388
Mob4	26.444862703542842	-0.09760062336758725	0.2820017824032982	-0.34609931375542163	0.7292680791416246	0.9999844448080388
Rftn2	6.457586044118324	-0.08575471853545186	0.5508929602721307	-0.15566493805455536	0.8762971355810049	
Plcl1	6.787737246574965	-0.35819887262609734	0.5381171265622433	-0.6656522436192429	0.5056334050234121	
Tyw5	2.1295420161959844	-0.34278886658340507	0.9607462775091292	-0.35679437392371033	0.721245748395734	
9430016H08Rik	5.326344326991837	0.23188086379676512	0.6176698635334038	0.37541229949326305	0.707353859032967	
Spats2l	3.3268039498357576	-0.008699621816034212	0.8197490212864288	-0.010612543095668394	0.9915325746555508	
Kctd18	2.41821687906915	0.7109759533412923	0.8789015286070525	0.8089369857714311	0.41855139318485746	
Bzw1	21.790606529972273	-0.1307267535463859	0.31863309709910453	-0.4102736179528957	0.6816052427099599	0.9999844448080388
Clk1	17.79572608517739	0.24330271285046187	0.3457951084983823	0.7036036857403959	0.48167961539970783	0.9999844448080388
Ppil3	5.880259136531263	-0.639842019803949	0.5868144312123577	-1.0903651746976235	0.275552316063542	
Nif3l1	2.930556950986572	0.24484594677653285	0.8024605220891592	0.30511899344168447	0.7602755258456357	
Orc2	3.7081570658503002	1.007393629186701	0.7364090265310265	1.3679810986730991	0.17131799258770752	
Fam126b	2.9240500807944154	-0.09378134645112199	0.848553863674785	-0.11051902591662045	0.9119977617975425	
Ndufb3	33.87452540151883	0.19017127842015144	0.24791810433394434	0.7670729773086348	0.443038127448115	0.9999844448080388
Cflar	9.868853518659833	0.5450653538880822	0.44718428118416037	1.2188830798004104	0.2228885725802443	
Casp8	3.253675597947989	0.5063800010722045	0.7920949553632843	0.6392920414951508	0.5226329648226036	
Trak2	2.838800441066761	-0.4644021915303559	0.8379373787707258	-0.5542206414179124	0.5794278535070143	
Stradb	2.4974123757118196	-0.24669678330512693	0.8613856914709735	-0.2863952649176782	0.7745754009394593	
Tmem237	5.8380656357518985	-0.33000584809693595	0.5768580202966991	-0.5720746465953649	0.5672714045672497	
Cdk15	1.204641337606632	-0.6109956446356838	1.2487380712320437	-0.4892904754900734	0.6246360631781476	
Fzd7	1.2429475220664703	0.669537992747869	1.2573912793747597	0.5324818167029105	0.59439233226922	
Sumo1	37.69022287551008	0.0818590456936383	0.2353348114321349	0.3478407856257363	0.7279597575517349	0.9999844448080388
Nop58	9.830829297880506	-0.23810462510247746	0.46440748494613704	-0.5127062608176811	0.6081568095306471	
Bmpr2	8.80252727531878	0.08297771766986907	0.46744909209814056	0.17751177416437888	0.8591064176505001	
Fam117b	4.7386161442665955	-0.6162860099307877	0.63748851650633	-0.9667405670430901	0.3336737419382534	
Wdr12	2.54057216371036	-0.25162651061166263	0.8517446226194695	-0.29542483031804334	0.7676693674547387	
Carf	2.2840641726757043	-0.8062144651072182	0.9950227429319294	-0.810247274079013	0.41779807221754406	
Nbeal1	26.05574516862982	-0.12258891586553014	0.2802332844764713	-0.43745308875264194	0.6617827901171911	0.9999844448080388
Cyp20a1	26.15226960240249	-0.3117074388568584	0.2902213056794089	-1.0740336176461973	0.2828076145988837	0.9999844448080388
Abi2	11.880124903423347	-0.33740588809321675	0.4163751417601925	-0.8103410944920015	0.41774416293022754	
Raph1	33.55762232925788	0.1621881757831037	0.24966735341903548	0.6496170747277923	0.5159396009484248	0.9999844448080388
Pard3b	3.440644306502238	0.6266736628747213	0.7611510339194116	0.8233236702678796	0.4103239565317436	
Nrp2	4.000754611654649	0.22237163126543985	0.7130636016402295	0.3118538525230119	0.7551515950039545	
Ino80d	7.200200055246276	0.05527937777128337	0.5078515092627868	0.10884948998483564	0.9133218696543528	
Gm20342	2.966199966140816	0.5140793462669323	0.7854123801570215	0.6545343048503466	0.51276763330064	
Ndufs1	9.704786680595701	-0.06216434356488826	0.44298679282408754	-0.1403300156390307	0.8883992499109534	
Eef1b2	35.14088742678828	-0.048029650906921253	0.2622576674404239	-0.18313916758156162	0.8546888241671426	0.9999844448080388
Fastkd2	2.7652489213701372	-0.376086691900621	0.8463754407349934	-0.44434972212098556	0.6567897578147769	
Klf7	26.462936523666734	-0.3404121476320313	0.2857102080782108	-1.1914595208962444	0.23347323857964475	0.9849830748693771
Creb1	5.604700401150621	0.5118652159406706	0.5820229535979181	0.8794588130527324	0.3791525554539892	
Mettl21a	4.51912570642742	0.39390893414896466	0.6349476607896304	0.6203801643415674	0.535007528430953	
Plekhm3	1.5448596999481734	-0.38478475271463686	1.124537640416189	-0.3421715191073807	0.7322218174709134	
Idh1	5.779963136320079	-0.6770561067838252	0.5775653754339897	-1.172258822258999	0.24109315847525348	
Pikfyve	1.7953875295998685	-0.3978950814506355	1.06812736743032	-0.372516512153306	0.7095083202950304	
Map2	5.718026918589852	0.633956961688592	0.6037015053067382	1.050116582642081	0.29366451549779127	
Rpe	5.577415195343874	0.6440501877057024	0.5957716819907262	1.0810352475190785	0.2796814349155745	
Kansl1l	4.115866442627755	-0.09798350297355643	0.6751094895738822	-0.14513720290823046	0.8846025455832455	
Acadl	11.382619921291816	0.13911196105769863	0.4132401312931069	0.3366371040063096	0.7363904821453103	
Lancl1	6.824433392317776	0.27752162402005587	0.5369340604833021	0.5168635116391288	0.6052514406192695	
Ikzf2	1.2940155157847273	0.37057502118162233	1.20546138249158	0.30741343237033203	0.758528705325063	
Atic	11.921069398710596	-0.17656080973256888	0.41278126000401233	-0.4277345578402776	0.6688443869539944	
Fn1	23.714195620288262	0.8551977428496504	0.3101878333068616	2.757031872373999	0.005832866576344819	0.2229069991626677
D230017M19Rik	1.1754853660066693	0.012644319163809882	1.273191366523656	0.009931200836158786	0.9920761784355799	
Pecr	1.7564709847118036	0.45567149656035755	1.0408902972329592	0.4377709137761084	0.6615523577266704	
Xrcc5	1.2252241760557945	0.7267608541784273	1.2101912952724716	0.6005338635449355	0.5481504995589044	
Rpl37a	279.8697278973324	0.1616664176709636	0.11842671853418009	1.3651177679495	0.17221603839892874	0.9481611831624637
Igfbp5	43.71802460630812	0.3908073894054279	0.2302521000308525	1.697302171633014	0.0896395468941496	0.8553453853340832
Tns1	37.67910870943403	-0.11611110214577165	0.254256522841059	-0.4566691184491463	0.647908890739572	0.9999844448080388
Arpc2	61.36933589478903	0.21515007711439427	0.2028843542267707	1.0604567214380354	0.2889368691074765	0.9999844448080388
Aamp	27.536473223375204	0.22160180016038997	0.2677527398705641	0.8276359758914728	0.40787668770071117	0.9999844448080388
Pnkd	16.53794861143964	-0.3231490023559598	0.3719362044938684	-0.8688291122282695	0.38494060720993994	0.9999844448080388
Tmbim1	9.956959020792123	0.24425291389317225	0.43941267616867097	0.5558622387111436	0.5783050341596623	
Slc11a1	4.025622789599549	-1.300611380210735	0.7350362363722082	-1.7694520567175556	0.07681846488336654	
Ctdsp1	14.426661740150928	-0.13809101398338172	0.36418260542216546	-0.3791806965170803	0.7045536850987926	
Usp37	2.5344375894690185	-0.9550634551021385	0.8839103706069187	-1.0804980763449625	0.27992044294906837	
Rqcd1	2.55866518286414	-1.1744358326748958	0.9105043259797336	-1.289873973318208	0.19709441868674527	
Zfp142	1.3044538113714548	-1.9474173766756064	1.4055656854554635	-1.385504353746769	0.16589830216400425	
Bcs1l	2.8107190787187655	0.44832712412858383	0.8467714613834322	0.5294546930007764	0.5964900660810328	
Rnf25	1.9162212706324873	-1.4368998343315418	1.0610524375217845	-1.3542213216979118	0.17566577856680543	
Cyp27a1	4.464663141449215	-0.48709311607431954	0.6463735168632821	-0.7535783929361498	0.45110242266354206	
Cnppd1	8.029178933507739	-0.12516500210835432	0.4947544262455615	-0.25298409770311214	0.8002805017690827	
Fam134a	10.123273421684498	0.10189140336642427	0.4689794312734907	0.21726198756679616	0.8280041790680063	
Zfand2b	7.3495603425392115	0.296434445920974	0.5081070370746305	0.5834094477960042	0.559617699220158	
Atg9a	3.5441346105321765	-0.3981188840571271	0.7377666400319726	-0.5396271157501427	0.5894542127207649	
Ankzf1	2.8980177742139746	0.7402831640425328	0.841401336565599	0.8798217115558591	0.378955900962224	
Stk16	15.036364738506926	0.09120657233526945	0.36817420564794767	0.2477266764920577	0.8043458902284858	0.9999844448080388
Dnajb2	13.338968397551849	-0.5357389072299175	0.3998927503853198	-1.3397064755830208	0.18034079145257131	
Dnpep	18.308423185202294	0.5743815236775409	0.33742336354637636	1.7022577145835263	0.0887070678578966	0.8553453853340832
Des	38.000794359494094	0.022004018266043156	0.23383425647829925	0.0941009183061474	0.9250289909171896	0.9999844448080388
Speg	2.7865718960748582	-0.9289110567250661	0.8940727731062585	-1.0389658254526304	0.29882063035179707	
Gmppa	6.894045646286367	0.30339216842276584	0.5437861887155716	0.5579254764439332	0.5768952739799915	
Chpf	11.535446344793936	0.7319992970603053	0.4121525007154582	1.7760399264583449	0.07572633655579272	
Obsl1	2.582209618130958	-0.5252171578951058	0.8729535503428291	-0.6016553317056113	0.5474035891675955	
Slc4a3	2.895195118343821	-0.14944977341535842	0.8480163474986628	-0.17623454294976793	0.8601096841196594	
Farsb	6.360853526405828	0.04636572458170218	0.5415433767678701	0.08561774840351637	0.9317702890817458	
Acsl3	2.7392757025067644	0.5366225245038714	0.8373551956370707	0.6408541169862833	0.5216174687912145	
Kcne4	18.97688287389437	-0.28242719425074286	0.33057446565430476	-0.8543527210782472	0.39290958374235696	0.9999844448080388
Wdfy1	4.539428352112088	-0.49797813024491827	0.6445909947314893	-0.7725490028795019	0.4397893354474466	
Mrpl44	7.868574391742119	0.045090770985042904	0.48188972232412763	0.09357072561658422	0.9254501651322962	
Serpine2	52.1298125553859	0.9040230210831075	0.2314352811837992	3.9061590629527165	9.377479586230901e-05	0.012025636069081878
Cul3	3.5845848490969905	0.7032414781392683	0.7395497617685287	0.9509048809069531	0.34165266386883797	
Dock10	6.40685178721976	0.5664662404674772	0.563910433334316	1.0045322926870657	0.3151221140399352	
Rhbdd1	2.167662885867114	-0.5429386780141776	0.9321606583376592	-0.5824518264720709	0.5602623810966416	
Col4a4	3.4438019394014066	0.7658522222111624	0.7948829971711058	0.9634779268606067	0.33530773610613807	
Col4a3	1.4195334393935921	1.390075822709425	1.2018022532695327	1.1566593579997784	0.2474115605600059	
Mff	20.644744131295994	0.3455265896372991	0.3210233205736222	1.0763286262813963	0.2817803104239692	0.9999844448080388
Agfg1	3.8358961002723904	-0.2878488485247132	0.7095774836815704	-0.405662320387111	0.684990731388784	
Pid1	64.39422042236662	-0.17262799848195884	0.20284740428957937	-0.8510239462345787	0.3947560508571144	0.9999844448080388
Trip12	7.168114983935411	-0.38610508208029837	0.5267983661886382	-0.732927637710327	0.46360256540338185	
Sp110	3.808612379666089	-0.8115340926606337	0.7188344895473731	-1.128958201729623	0.25891546658159925	
Sp140	2.1692614544984345	0.9555116221557829	0.9640173698551356	0.9911767692519577	0.3215992719674027	
Sp100	11.197363327964098	-0.30888367611800593	0.4138694597225583	-0.7463311652062206	0.4554673896154321	
Cab39	6.146862351529199	-0.43961219616421826	0.5662034315591727	-0.7764209322321552	0.4375004892688541	
Itm2c	57.500033834628965	-0.04643411298858865	0.20432683203216	-0.22725411306372215	0.8202261520857334	0.9999844448080388
Psmd1	16.17391028033741	-0.09941227229230987	0.3761000072247336	-0.26432403717798225	0.7915302397460584	0.9999844448080388
Ncl	36.90731247449635	-0.06302380477663727	0.24592530933895204	-0.2562721378537469	0.7977407098011289	0.9999844448080388
Ptma	302.2552844670439	0.19959645742429424	0.13148276262561828	1.518042771831785	0.12900361649400083	0.9243678255397338
Pde6d	14.370339514332365	-0.35772301861330363	0.36787743147001484	-0.9723972932611419	0.3308529379953582	
Cops7b	1.7049754472363339	-0.41358121800330394	1.045974003249654	-0.39540296098983446	0.6925455241757454	
Dis3l2	1.7610979054642948	-0.3946895250916314	1.0065751522722461	-0.39211133336706944	0.6949759538952804	
Eif4e2	9.408822399564398	-0.05836231840857226	0.462913412658284	-0.12607610151848092	0.8996716847268545	
Efhd1	1.901029072146672	0.7013288319741602	1.019313729297987	0.68804020961944	0.4914274604951867	
Gigyf2	7.596921653088458	-0.3255137734663905	0.512575588110759	-0.6350551626271604	0.5253924385570221	
Atg16l1	3.8582196850430397	-0.3244693980973205	0.6977651210786174	-0.4650123491351217	0.6419226131244864	
Dgkd	3.370309827201015	-0.6329396036941847	0.788640239417142	-0.8025707693560874	0.4222228690458999	
Usp40	4.243008241580341	0.2105953617058604	0.6506718678350673	0.32365831706626397	0.7461967316709603	
Hjurp	10.222807154492905	0.544004524901717	0.4434461047795488	1.2267658212313286	0.21991062047279486	
Arl4c	1.872394331239924	-0.13169836523027012	0.9841432764215384	-0.13382031700621985	0.8935446610496536	
Sh3bp4	5.1580909412166145	-0.05351994929710564	0.6260721335899585	-0.08548527625757282	0.9318756004653849	
Agap1	5.1568136812578045	0.01697811051712053	0.6011272965300795	0.028243785659250918	0.977467715233856	
Ackr3	4.679070627446441	1.1914073821962359	0.6649543469696544	1.7917130516188753	0.07317894277232974	
Cops8	20.426666796151874	-0.0904572074451261	0.3090106821412523	-0.2927316519232079	0.7697272744011879	0.9999844448080388
Col6a3	13.57195140398413	0.5771334768340024	0.40698372047498377	1.4180750919482474	0.15616884241997736	
Lrrfip1	10.936914666260886	-0.4120262700440669	0.42192609908429546	-0.9765365805487877	0.32879862943145255	
Ramp1	2.25560464876925	-1.8130904180933565	1.043755570911665	-1.7370833446280132	0.08237246074658361	
Ube2f	8.820010512330374	-0.06118918968959734	0.47876713200451726	-0.1278057443780832	0.898302703992509	
Scly	8.538879879774122	-0.5342736356800117	0.47995795025361926	-1.1131675918644353	0.2656364585419244	
Ilkap	15.260002764886982	0.3265056487028248	0.3608542172117192	0.9048131714399739	0.36556437256446284	0.9999844448080388
Hes6	3.8488852846221135	0.28288614315291694	0.7078047737879	0.39966690481475375	0.6894018711409331	
Traf3ip1	1.5502542883221566	1.703053795178063	1.20000639164947	1.4192039367699774	0.15583956857094092	
Hdac4	1.7171748271949996	-0.657209590794738	1.118279598710918	-0.5876970227770654	0.5567356742867338	
Ndufa10	24.057131884855536	0.1010394583298589	0.2875312033924105	0.35140345513027504	0.725285690659137	0.9999844448080388
Myeov2	39.02413211961335	0.158770130011539	0.23535963374401656	0.6745852187390028	0.49993932662083285	0.9999844448080388
Gpc1	1.6390999485175288	1.4730567287579557	1.2129114063687438	1.2144800692146542	0.2245644561649539	
Dusp28	1.7663672692294727	1.558586242050888	1.0963260819947345	1.421644771248244	0.155129400624505	
Rnpepl1	12.504405033303325	-0.043644335375722446	0.3890062423603762	-0.11219443449262247	0.9106692419410325	
Mterf4	1.9608846199416554	0.05745519841685334	0.9641441002714647	0.059591920337090945	0.9524806535706936	
Ppp1r7	5.714495686839193	-0.45672436725413623	0.5914414564912971	-0.7722224444049549	0.4399826904363736	
Hdlbp	12.275130556521049	0.1411334789963773	0.4052135308607022	0.34829409249143234	0.72761932995237	
Sept2	21.24078177266599	0.46572377669095083	0.32947684805741917	1.4135250456499067	0.15750140255406841	0.9349806245869483
Stk25	17.282619418049215	-0.4482371305757761	0.3444798929335718	-1.3011996919721884	0.19319011069211633	0.9635311201094471
Bok	7.1406013393234105	-0.2786549204002641	0.5119444001757337	-0.5443069995581766	0.5862302310501637	
Thap4	2.8077929813649662	0.7615443668296761	0.8310598366145884	0.9163532314735711	0.3594816567316097	
Atg4b	6.895724986698149	-0.6052494677417569	0.5254329971773771	-1.1519060869666606	0.24935966667612264	
Dtymk	9.272808246645104	-0.659012201736329	0.4645171425093536	-1.4187037278673928	0.15598540993524537	
Ing5	2.6453129848155914	-0.0870428713252344	0.827110507591468	-0.1052372935978069	0.9161875189961849	
D2hgdh	1.3120037460444116	-0.1369230827426871	1.1727075127746562	-0.11675808439115698	0.9070517603029165	
Fam174a	21.469282171680696	-0.2539194242699577	0.3082741188188916	-0.8236806425489556	0.41012104118528214	0.9999844448080388
St8sia4	2.5100096153645595	0.10125941314131981	0.8710996221842954	0.11624320635957838	0.9074597951078605	
Gin1	4.771410738913881	-0.06821728515686873	0.626566894287489	-0.10887470400817002	0.9133018706299898	
