Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	0.673352485627919	0.33667624281396	2	9.40832336278502	1.44188695298871	0.284303452969346	47	10	_ageadj	13	0.565808584298558	FALSE	NA	none	TRUE	Healthy=38;Fibrotic_ILD=6;Other=3	lmer(disease_group + sex + age + (1 | study))
sex	0.0886339648184716	0.0886339648184716	1	31.1136667321334	0.379593630947206	0.542302413901544	47	10	_ageadj	13	0.565808584298558	FALSE	NA	none	TRUE	Healthy=38;Fibrotic_ILD=6;Other=3	lmer(disease_group + sex + age + (1 | study))
age	0.355086431422289	0.355086431422289	1	41.0503762731208	1.52073246502883	0.22452381965079	47	10	_ageadj	13	0.565808584298558	FALSE	NA	none	TRUE	Healthy=38;Fibrotic_ILD=6;Other=3	lmer(disease_group + sex + age + (1 | study))
