disease_group	emmean	SE	df	lower.CL	upper.CL	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model
Healthy	-0.132768136624764	0.153696320354944	18.1594817844753	-0.455468972227684	0.189932698978157	69	20	primary	17	0.384047456673623	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
Fibrotic_ILD	0.527698764770825	0.186393631344209	30.0448391678747	0.147056006940058	0.908341522601593	69	20	primary	17	0.384047456673623	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
Other	0.19020541384954	0.231584176552113	12.5170385602959	-0.31207119675886	0.69248202445794	69	20	primary	17	0.384047456673623	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))
