Sum Sq	Mean Sq	NumDF	DenDF	F value	Pr(>F)	n_donors	min_cells	arm	n_studies	study_sd	singular	p_excl_small_groups	small_groups	estimable	n_donors_group	model
disease_group	1.78151171444312	0.89075585722156	2	18.8037473303457	2.81511592092875	0.0852194685652583	69	20	primary	17	0.447666268320651	FALSE	NA	none	TRUE	Healthy=32;Fibrotic_ILD=17;Other=20	lmer(disease_group + sex + (1 | study))
sex	0.144146405806139	0.0720732029030694	2	41.767579844815	0.227777812876388	0.797283786867219	69	20	primary	17	0.447666268320651	FALSE	NA	none	TRUE	Healthy=32;Fibrotic_ILD=17;Other=20	lmer(disease_group + sex + (1 | study))
