contrast	estimate	SE	df	t.ratio	p.value	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model	p_excl_small_groups
Healthy - Fibrotic_ILD	0.0629186037564256	0.241450428403342	63.9927085228415	0.260586010024884	0.870718530451797	69	20	primary	17	0.595999037979414	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
Healthy - Other	-0.066565233663588	0.402270299935964	15.4376305447516	-0.165473895721818	0.870718530451797	69	20	primary	17	0.595999037979414	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
Fibrotic_ILD - Other	-0.129483837420014	0.401397908849227	16.3911509978511	-0.322582242122866	0.870718530451797	69	20	primary	17	0.595999037979414	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
