contrast	estimate	SE	df	t.ratio	p.value	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model	p_excl_small_groups
Healthy - COPD	-1.45876488846911	0.548146813287494	76.0448145328595	-2.66126675027118	0.0284790793032526	89	10	primary	18	0.501673511689091	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	NA
Healthy - Fibrotic_ILD	-0.748857699987558	0.222680494783248	76.0143311504621	-3.36292453776196	0.00726092486504644	89	10	primary	18	0.501673511689091	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	0.00363046228656452
Healthy - Other	-0.422242195442359	0.32872060310917	24.7802880550803	-1.28450176669374	0.25301434597839	89	10	primary	18	0.501673511689091	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	0.316267929105838
COPD - Fibrotic_ILD	0.709907188481555	0.501662782834889	69.4333280287832	1.41510834124445	0.242259346125579	89	10	primary	18	0.501673511689091	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	NA
COPD - Other	1.03652269302675	0.60485252159746	78.8226808186755	1.71367838607868	0.181036379583126	89	10	primary	18	0.501673511689091	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	NA
Fibrotic_ILD - Other	0.326615504545199	0.346905093711557	23.783842449983	0.94151256486528	0.355907766293548	89	10	primary	18	0.501673511689091	FALSE	Healthy=42;COPD=1;Fibrotic_ILD=24;Other=22	COPD	TRUE	lmer(disease_group + sex + (1 | study))	0.355907756480688
