contrast	estimate	SE	df	t.ratio	p.value	n_donors	min_cells	arm	n_studies	study_sd	singular	n_donors_group	small_groups	estimable	model	p_excl_small_groups
Healthy - Fibrotic_ILD	-0.660466901395589	0.209711587705816	60.746994640362	-3.14940585124983	0.00761302745132018	69	20	primary	17	0.384047456673623	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
Healthy - Other	-0.322973550474304	0.286235341779683	14.5441862592756	-1.12834965964091	0.27744174091779	69	20	primary	17	0.384047456673623	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
Fibrotic_ILD - Other	0.337493350921285	0.289955807965395	15.9645599430809	1.16394754528098	0.27744174091779	69	20	primary	17	0.384047456673623	FALSE	Healthy=32;Fibrotic_ILD=17;Other=20	none	TRUE	lmer(disease_group + sex + (1 | study))	NA
